From date,To date,MPDB_kW,AIT_400_001B_P.PV,FIT_200_001B_P.PV,FIT_200_002B_P.PV,FIT_200_004B_P.PV,FIT_400_001B_P.PV,FIT_400_002B_P.PV,LT_200_002B_P.PV,P_200_001B_P.RPM_MV,P_200_002B_P.RPM_MV,P_400_001B_P.RPM_MV,P_400_002B_P.RPM_MV,PDIT_200_001B_P.PV,PDIT_400_001B_P.PV,PDIT_400_002B_P.PV,PIT_400_003B_P.PV,PT_200_005B_P.PV,PT_200_006B_P.PV,PT_200B_Tags.Q_Filtrate_PV,Q_400_002B,PT_400_002B_P.PV,Q_400_001B_P.PV,RO_300B_Tags.RO.Recovery
2023-04-01 05:15:46,2023-04-01 05:30:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 05:30:46,2023-04-01 05:45:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 05:45:46,2023-04-01 06:00:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 06:00:46,2023-04-01 06:15:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 06:15:46,2023-04-01 06:30:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 06:30:46,2023-04-01 06:45:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 06:45:46,2023-04-01 07:00:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 07:00:46,2023-04-01 07:15:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 07:15:46,2023-04-01 07:30:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 07:30:46,2023-04-01 07:45:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 07:45:46,2023-04-01 08:00:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 08:00:46,2023-04-01 08:15:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 08:15:46,2023-04-01 08:30:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 08:30:46,2023-04-01 08:45:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 08:45:46,2023-04-01 09:00:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 09:00:46,2023-04-01 09:15:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 09:15:46,2023-04-01 09:30:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 09:30:46,2023-04-01 09:45:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 09:45:46,2023-04-01 10:00:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 10:00:46,2023-04-01 10:15:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 10:15:46,2023-04-01 10:30:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 10:30:46,2023-04-01 10:45:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 10:45:46,2023-04-01 11:00:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 11:00:46,2023-04-01 11:15:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 11:15:46,2023-04-01 11:30:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 11:30:46,2023-04-01 11:45:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 11:45:46,2023-04-01 12:00:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 12:00:46,2023-04-01 12:15:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 12:15:46,2023-04-01 12:30:46,70.40,396.11,2018.00,0.57,74.57,816.43,701.87,5.25,64.80,0.00,33.48,49.41,2.09,37.36,50.60,933.75,0.06,0.59,1518.21,1506.57,49.93,804.70,46.59
2023-04-01 12:30:46,2023-04-01 12:45:46,70.40,389.27,1892.55,0.57,74.73,811.92,701.14,5.94,65.06,0.00,33.51,49.41,2.59,37.22,50.64,934.21,0.03,0.59,1513.03,1506.32,49.96,805.17,46.55
2023-04-01 12:45:46,2023-04-01 13:00:46,70.40,379.82,1540.27,0.57,74.71,806.98,700.11,7.80,65.45,0.00,33.54,49.40,3.22,37.05,50.66,934.02,0.81,0.65,1507.09,1505.51,49.99,805.40,46.50
2023-04-01 13:00:46,2023-04-01 13:15:46,70.40,380.25,1732.52,150.83,74.79,804.38,700.50,4.16,65.58,6.02,33.52,49.40,3.26,37.04,50.64,934.77,0.86,0.38,1504.89,1505.92,50.02,805.42,46.52
2023-04-01 13:15:46,2023-04-01 13:30:46,70.40,380.08,1800.30,0.57,74.97,806.50,699.98,5.52,65.51,0.00,33.56,49.39,3.31,37.04,50.66,933.69,0.04,0.51,1506.50,1505.48,50.01,805.50,46.50
2023-04-01 13:30:46,2023-04-01 13:45:46,70.40,382.50,1551.77,0.56,75.10,802.45,700.46,7.77,65.27,0.00,33.54,49.35,3.36,36.98,50.63,932.19,0.00,0.79,1502.89,1505.86,49.99,805.40,46.52
2023-04-01 13:45:46,2023-04-01 14:00:46,70.40,382.66,1598.85,0.56,74.92,806.22,700.41,7.81,65.42,0.00,33.55,49.31,3.42,36.97,50.63,929.92,0.00,0.63,1506.65,1506.03,50.01,805.60,46.51
2023-04-01 14:00:46,2023-04-01 14:15:46,70.40,383.46,1595.09,0.57,74.86,804.32,699.78,7.81,65.37,0.00,33.54,49.30,3.47,36.95,50.60,929.76,0.00,0.76,1504.10,1504.89,50.00,805.12,46.50
2023-04-01 14:15:46,2023-04-01 14:30:46,70.40,381.69,1542.35,0.57,74.91,807.80,700.21,7.81,65.51,0.00,33.55,49.31,3.53,36.96,50.61,930.10,0.00,0.57,1507.98,1505.63,50.01,805.41,46.51
2023-04-01 14:30:46,2023-04-01 14:45:46,70.40,381.17,1685.40,0.58,74.86,807.09,701.18,7.81,65.49,0.00,33.53,49.30,3.57,36.97,50.63,929.46,0.00,0.68,1508.23,1506.69,49.99,805.53,46.54
2023-04-01 14:45:46,2023-04-01 15:00:46,70.40,382.63,1500.22,0.57,74.96,805.35,699.59,7.81,65.53,0.00,33.54,49.28,3.64,36.94,50.60,928.92,0.00,0.60,1504.93,1504.87,50.00,805.28,46.49
2023-04-01 15:00:46,2023-04-01 15:15:46,70.40,384.12,1675.46,0.57,75.03,801.55,699.73,7.81,65.51,0.00,33.54,49.28,3.70,36.93,50.58,929.22,0.00,0.65,1501.23,1504.83,50.00,805.10,46.50
2023-04-01 15:15:46,2023-04-01 15:30:46,70.40,383.01,1493.30,0.57,75.09,805.56,700.54,7.81,65.70,0.00,33.55,49.26,3.79,36.92,50.59,927.33,0.83,0.47,1506.09,1505.82,49.99,805.28,46.52
2023-04-01 15:30:46,2023-04-01 15:45:46,70.40,382.79,1729.04,148.63,75.39,806.99,700.24,4.20,65.86,6.07,33.54,49.22,3.88,36.91,50.60,925.47,1.01,0.38,1507.24,1505.76,50.00,805.51,46.50
2023-04-01 15:45:46,2023-04-01 16:00:46,70.40,384.32,1742.91,0.57,75.55,806.01,700.91,5.51,65.87,0.00,33.54,49.20,3.96,36.88,50.58,924.42,0.06,0.40,1506.92,1506.28,50.02,805.36,46.53
2023-04-01 16:00:46,2023-04-01 16:15:46,70.40,385.45,1543.87,0.57,75.35,802.58,699.84,7.77,65.63,0.00,33.53,49.16,4.03,36.85,50.55,923.53,0.00,0.78,1502.42,1505.13,50.00,805.28,46.50
2023-04-01 16:15:46,2023-04-01 16:30:46,70.40,385.71,1585.72,0.57,75.45,807.26,700.66,7.82,65.80,0.00,33.53,49.13,4.11,36.82,50.54,921.85,0.00,0.59,1507.93,1505.99,50.02,805.33,46.52
2023-04-01 16:30:46,2023-04-01 16:45:46,70.40,387.69,1626.50,0.57,75.48,806.08,700.65,7.82,65.82,0.00,33.53,49.12,4.16,36.78,50.51,921.31,0.84,0.65,1506.74,1505.89,49.98,805.23,46.53
2023-04-01 16:45:46,2023-04-01 17:00:46,70.40,387.32,1621.78,152.24,75.69,806.69,700.01,3.99,66.02,5.98,33.53,49.11,4.26,36.78,50.52,921.05,0.81,0.34,1506.70,1505.66,50.00,805.65,46.49
2023-04-01 17:00:46,2023-04-01 17:15:46,70.40,390.20,1846.32,0.57,75.85,804.27,699.70,5.69,65.85,0.00,33.52,49.12,4.37,36.75,50.50,921.33,0.03,0.63,1503.98,1505.34,49.97,805.64,46.48
2023-04-01 17:15:46,2023-04-01 17:30:46,70.40,389.49,1481.75,0.55,75.65,804.21,699.58,7.80,65.79,0.00,33.52,49.13,4.48,36.76,50.50,922.11,0.00,0.76,1503.79,1504.88,50.00,805.30,46.49
2023-04-01 17:30:46,2023-04-01 17:45:46,70.40,387.28,1670.03,0.57,75.88,805.71,700.00,7.82,65.90,0.00,33.52,49.17,4.60,36.80,50.52,923.73,0.00,0.71,1505.72,1505.10,49.99,805.10,46.51
2023-04-01 17:45:46,2023-04-01 18:00:46,70.40,386.24,1508.69,0.57,76.00,805.01,699.53,7.82,65.93,0.00,33.51,49.18,4.75,36.80,50.52,924.49,0.00,0.76,1504.54,1504.78,49.98,805.25,46.49
2023-04-01 18:00:46,2023-04-01 18:15:46,70.40,384.61,1659.42,0.57,76.13,806.86,699.68,7.82,66.09,0.00,33.52,49.20,4.93,36.82,50.54,924.87,0.00,0.67,1506.53,1505.01,50.01,805.32,46.49
2023-04-01 18:15:46,2023-04-01 18:30:46,70.40,384.21,1506.99,0.57,76.05,803.86,699.87,7.82,66.10,0.00,33.52,49.23,5.08,36.84,50.54,926.46,0.00,0.72,1503.71,1505.20,49.99,805.29,46.50
2023-04-01 18:30:46,2023-04-01 18:45:46,70.40,380.19,1634.57,80.69,76.29,807.70,700.12,7.58,66.35,3.54,33.52,49.23,5.25,36.88,50.58,926.66,1.32,0.47,1507.81,1506.01,49.96,805.89,46.49
2023-04-01 18:45:46,2023-04-01 19:00:46,70.40,377.80,1698.70,65.93,76.64,805.24,699.92,3.33,66.40,2.43,33.53,49.30,5.41,36.93,50.60,930.22,0.58,0.46,1505.17,1505.48,50.01,805.55,46.49
2023-04-01 19:00:46,2023-04-01 19:15:46,70.40,373.94,1732.84,0.57,76.63,807.59,699.30,6.67,66.39,0.00,33.53,49.33,5.53,36.98,50.63,931.54,0.05,0.65,1506.89,1504.81,50.02,805.51,46.47
2023-04-01 19:15:46,2023-04-01 19:30:46,70.40,375.00,1512.53,152.83,76.84,802.54,699.65,5.35,66.51,5.31,33.52,49.39,5.63,36.99,50.62,933.82,1.63,0.53,1502.16,1504.92,49.96,805.26,46.49
2023-04-01 19:30:46,2023-04-01 19:45:46,70.40,373.78,1886.41,0.57,77.04,805.68,700.45,4.68,66.56,0.00,33.53,49.39,5.78,36.99,50.61,933.62,0.18,0.57,1506.15,1505.93,50.00,805.48,46.51
2023-04-01 19:45:46,2023-04-01 20:00:46,70.40,372.26,1659.54,0.58,76.82,804.89,699.72,7.55,66.47,0.00,33.54,49.38,5.87,37.01,50.62,933.73,1.09,0.75,1504.61,1504.97,50.02,805.26,46.49
2023-04-01 20:00:46,2023-04-01 20:15:46,70.40,370.80,1648.50,141.68,77.14,805.91,699.74,3.74,66.66,5.85,33.54,49.43,6.00,37.05,50.64,936.10,0.84,0.51,1505.66,1505.13,49.98,805.39,46.49
2023-04-01 20:15:46,2023-04-01 20:30:46,70.40,368.79,1816.85,0.57,77.11,805.87,699.14,6.05,66.57,0.00,33.53,49.46,6.11,37.07,50.66,937.79,0.05,0.76,1505.00,1504.76,49.99,805.61,46.46
2023-04-01 20:30:46,2023-04-01 20:45:46,70.40,368.20,1509.67,0.57,77.04,803.75,699.57,7.82,66.55,0.00,33.53,49.52,6.20,37.12,50.69,940.11,0.00,0.84,1503.33,1505.49,49.97,805.92,46.47
2023-04-01 20:45:46,2023-04-01 21:00:46,70.40,366.83,1640.15,0.57,76.96,806.18,700.45,7.82,66.60,0.00,33.53,49.51,6.28,37.11,50.68,939.33,0.00,0.90,1506.60,1505.52,50.03,805.06,46.53
2023-04-01 21:00:46,2023-04-01 21:15:46,70.40,369.09,1522.67,0.58,77.00,805.99,700.29,7.82,66.71,0.00,33.54,49.49,6.38,37.08,50.67,938.25,0.00,0.76,1506.28,1505.83,49.97,805.55,46.51
2023-04-01 21:15:46,2023-04-01 21:30:46,70.40,368.75,1646.46,0.57,77.22,805.13,700.17,7.82,66.74,0.00,33.55,49.46,6.48,37.08,50.67,937.42,0.87,0.80,1505.32,1505.56,50.07,805.37,46.51
2023-04-01 21:30:46,2023-04-01 21:45:46,70.40,369.24,1620.93,147.67,77.34,805.02,700.01,4.00,66.97,5.97,33.54,49.48,6.59,37.08,50.66,937.99,0.84,0.53,1505.01,1505.29,49.97,805.28,46.50
2023-04-01 21:45:46,2023-04-01 22:00:46,70.40,368.87,1864.79,0.57,77.57,805.68,700.09,5.81,66.93,0.00,33.54,49.46,6.70,37.06,50.64,937.67,0.05,0.73,1505.79,1505.17,50.01,805.08,46.51
2023-04-01 22:00:46,2023-04-01 22:15:46,70.40,369.00,1511.85,0.57,77.17,804.13,699.18,7.81,66.93,0.00,33.54,49.46,6.78,37.05,50.64,937.45,0.61,0.84,1503.34,1504.33,49.94,805.14,46.48
2023-04-01 22:15:46,2023-04-01 22:30:46,70.40,368.98,1712.42,152.98,77.30,806.84,700.14,4.44,67.00,5.55,33.54,49.46,6.92,37.06,50.66,936.88,1.08,0.67,1507.01,1505.79,49.61,805.65,46.50
2023-04-01 22:30:46,2023-04-01 22:45:46,70.40,368.91,1674.90,0.58,77.40,806.55,699.67,5.39,67.00,0.00,33.54,49.46,7.06,37.06,50.67,937.09,0.08,0.59,1506.22,1505.30,49.54,805.63,46.48
2023-04-01 22:45:46,2023-04-01 23:00:46,70.40,369.34,1681.89,0.57,77.57,803.25,699.78,7.76,67.00,0.00,33.55,49.47,7.20,37.06,50.66,938.11,0.00,0.90,1503.06,1505.24,49.91,805.46,46.49
2023-04-01 23:00:46,2023-04-01 23:15:46,70.40,368.52,1491.33,0.57,77.48,805.90,700.13,7.82,67.00,0.00,33.54,49.47,7.32,37.06,50.65,937.35,0.00,0.86,1506.00,1505.07,49.71,804.95,46.52
2023-04-01 23:15:46,2023-04-01 23:30:46,70.40,368.27,1654.58,0.58,77.67,804.98,699.55,7.82,67.00,0.00,33.54,49.47,7.43,37.06,50.65,937.71,0.00,0.80,1504.53,1504.83,49.57,805.28,46.49
2023-04-01 23:30:46,2023-04-01 23:45:46,70.40,367.45,1526.78,0.58,77.61,807.27,699.75,7.82,67.00,0.00,33.52,49.48,7.56,37.06,50.65,937.55,0.00,0.85,1507.03,1504.93,49.48,805.18,46.50
2023-04-01 23:45:46,2023-04-02 00:00:46,70.40,368.39,1641.57,0.57,77.48,805.33,699.22,7.82,67.00,0.00,33.52,49.49,7.68,37.03,50.61,937.82,0.00,0.76,1504.56,1504.40,49.26,805.18,46.48
2023-04-02 00:00:46,2023-04-02 00:15:46,70.40,368.14,1522.66,0.57,77.55,803.41,699.19,7.82,67.00,0.00,33.51,49.49,7.79,37.01,50.58,937.63,0.00,0.82,1502.62,1504.45,49.29,805.26,46.47
2023-04-02 00:15:46,2023-04-02 00:30:46,70.40,367.93,1609.77,0.58,77.40,805.76,700.72,7.82,67.00,0.00,33.51,49.49,7.95,37.02,50.61,937.46,0.00,0.68,1506.49,1506.18,48.92,805.46,46.52
2023-04-02 00:30:46,2023-04-02 00:45:46,70.40,367.71,1583.17,0.55,77.43,804.61,699.84,7.82,67.00,0.00,33.51,49.48,8.07,37.01,50.58,937.12,0.00,0.80,1504.43,1505.01,48.97,805.17,46.50
2023-04-02 00:45:46,2023-04-02 01:00:46,70.40,367.06,1574.78,0.58,77.42,807.40,700.37,7.82,67.00,0.00,33.51,49.48,8.23,37.02,50.60,936.77,0.00,0.64,1507.79,1506.01,48.59,805.64,46.51
2023-04-02 01:00:46,2023-04-02 01:15:46,70.40,367.96,1619.36,0.57,77.46,803.81,700.11,7.82,67.00,0.00,33.51,49.48,8.34,36.99,50.56,937.08,0.00,0.76,1503.94,1505.38,48.66,805.26,46.51
2023-04-02 01:15:46,2023-04-02 01:30:46,70.40,367.34,1534.95,150.70,77.19,807.52,701.00,5.91,67.00,6.04,33.51,49.48,8.53,36.99,50.59,935.85,1.64,0.37,1508.58,1506.20,47.94,805.21,46.54
2023-04-02 01:30:46,2023-04-02 01:45:46,70.40,368.87,1893.32,0.55,77.62,802.28,699.33,4.32,67.00,0.00,33.51,49.48,8.67,36.98,50.56,936.68,0.26,0.45,1501.56,1504.27,47.98,804.95,46.49
2023-04-02 01:45:46,2023-04-02 02:00:46,70.40,367.14,1689.74,0.57,77.53,809.36,700.13,7.41,67.00,0.00,33.51,49.45,8.85,36.99,50.60,934.81,0.00,0.77,1509.50,1505.51,48.03,805.38,46.50
2023-04-02 02:00:46,2023-04-02 02:15:46,70.40,368.92,1490.93,0.57,77.53,803.05,699.20,7.82,67.00,0.00,33.50,49.49,8.99,36.98,50.58,936.56,0.00,0.73,1502.22,1504.95,47.95,805.74,46.46
2023-04-02 02:15:46,2023-04-02 02:30:46,70.40,368.45,1680.47,0.57,77.49,804.39,699.63,7.82,67.00,0.00,33.50,49.46,9.16,36.96,50.56,935.05,0.00,0.76,1504.03,1504.96,47.75,805.32,46.49
2023-04-02 02:30:46,2023-04-02 02:45:46,70.40,368.56,1490.01,0.57,77.44,806.82,700.00,7.82,67.00,0.00,33.51,49.46,9.39,36.95,50.55,934.41,0.00,0.70,1506.85,1505.48,47.44,805.50,46.50
2023-04-02 02:45:46,2023-04-02 03:00:46,70.40,368.48,1668.39,0.57,77.38,805.68,699.84,7.82,67.00,0.00,33.51,49.47,9.57,36.96,50.55,934.85,0.00,0.66,1505.51,1505.73,47.25,805.89,46.48
2023-04-02 03:00:46,2023-04-02 03:15:46,70.40,368.46,1506.39,0.57,77.41,802.74,700.19,7.82,67.00,0.00,33.49,49.50,9.74,36.94,50.53,936.32,0.00,0.68,1502.86,1505.50,47.19,805.31,46.51
2023-04-02 03:15:46,2023-04-02 03:30:46,70.40,366.59,1652.85,0.57,77.36,805.45,700.09,7.82,67.00,0.00,33.49,49.51,9.93,36.95,50.53,936.23,0.00,0.59,1505.53,1505.72,46.84,805.63,46.50
