From date,To date,MPDB_kW,AIT_400_001B_P.PV,FIT_200_001B_P.PV,FIT_200_002B_P.PV,FIT_200_004B_P.PV,FIT_400_001B_P.PV,FIT_400_002B_P.PV,LT_200_002B_P.PV,P_200_001B_P.RPM_MV,P_200_002B_P.RPM_MV,P_400_001B_P.RPM_MV,P_400_002B_P.RPM_MV,PDIT_200_001B_P.PV,PDIT_400_001B_P.PV,PDIT_400_002B_P.PV,PIT_400_003B_P.PV,PT_200_005B_P.PV,PT_200_006B_P.PV,PT_200B_Tags.Q_Filtrate_PV,Q_400_002B,PT_400_002B_P.PV,Q_400_001B_P.PV,RO_300B_Tags.RO.Recovery
2023-01-01 06:00:00,2023-01-01 06:15:00,70.40,392.60,1772.04,0.57,57.89,802.86,699.78,4.41,66.67,0.00,33.44,49.20,6.32,35.68,49.92,925.89,0.04,0.19,1502.63,1505.67,49.93,805.89,46.48
2023-01-01 06:15:00,2023-01-01 06:30:00,70.40,392.20,1537.77,0.57,57.79,806.60,699.91,7.04,66.46,0.00,33.44,49.20,6.32,35.69,49.92,925.55,0.00,0.63,1506.49,1505.12,50.01,805.21,46.50
2023-01-01 06:30:00,2023-01-01 06:45:00,70.40,391.44,1604.95,0.55,57.78,807.33,699.91,7.81,66.54,0.00,33.44,49.20,6.33,35.69,49.92,925.46,0.00,0.47,1507.31,1505.05,50.00,805.13,46.50
2023-01-01 06:45:00,2023-01-01 07:00:00,70.40,391.85,1526.19,0.57,57.71,804.00,699.94,7.81,66.47,0.00,33.44,49.21,6.31,35.69,49.91,926.03,0.00,0.55,1503.93,1505.02,49.98,805.08,46.51
2023-01-01 07:00:00,2023-01-01 07:15:00,70.40,391.53,1648.33,0.57,57.82,805.57,700.04,7.81,66.52,0.00,33.44,49.21,6.33,35.68,49.90,925.72,0.00,0.46,1505.59,1505.48,49.96,805.44,46.50
2023-01-01 07:15:00,2023-01-01 07:30:00,70.40,391.71,1484.18,0.57,57.84,803.23,699.58,7.81,66.50,0.00,33.44,49.21,6.29,35.70,49.91,926.28,0.00,0.44,1502.79,1504.68,50.00,805.10,46.49
2023-01-01 07:30:00,2023-01-01 07:45:00,70.40,390.31,1652.56,0.57,57.89,807.24,700.12,7.81,66.54,0.00,33.45,49.19,6.31,35.71,49.94,925.29,0.00,0.47,1507.38,1505.49,49.98,805.37,46.50
2023-01-01 07:45:00,2023-01-01 08:00:00,70.40,391.36,1561.83,0.58,57.78,802.40,699.38,7.81,66.49,0.00,33.45,49.21,6.27,35.69,49.91,926.54,0.00,0.41,1501.75,1504.39,49.98,805.02,46.49
2023-01-01 08:00:00,2023-01-01 08:15:00,70.40,391.36,1510.32,145.64,57.72,805.49,700.41,6.11,66.64,5.46,33.44,49.20,6.26,35.70,49.91,925.81,1.44,0.24,1505.91,1505.77,49.99,805.35,46.52
2023-01-01 08:15:00,2023-01-01 08:30:00,70.40,391.23,1874.81,0.57,57.90,807.47,700.10,3.49,66.71,0.00,33.45,49.22,6.28,35.71,49.95,926.38,0.14,0.13,1507.57,1506.14,49.89,806.04,46.48
2023-01-01 08:30:00,2023-01-01 08:45:00,70.40,389.92,1647.20,0.57,57.77,804.76,700.15,6.17,66.43,0.00,33.46,49.20,6.24,35.71,49.95,925.63,0.00,0.61,1504.91,1505.70,50.05,805.55,46.50
2023-01-01 08:45:00,2023-01-01 09:00:00,70.40,390.54,1575.26,0.57,57.73,803.43,699.69,7.79,66.41,0.00,33.44,49.20,6.25,35.69,49.91,926.26,0.00,0.56,1503.11,1504.81,49.98,805.12,46.50
2023-01-01 09:00:00,2023-01-01 09:15:00,70.40,390.26,1510.90,0.57,57.67,805.60,700.05,7.80,66.43,0.00,33.45,49.20,6.27,35.70,49.94,925.64,0.00,0.59,1505.65,1505.65,50.00,805.61,46.49
2023-01-01 09:15:00,2023-01-01 09:30:00,70.40,390.79,1658.18,0.57,57.70,809.16,699.85,7.80,66.50,0.00,33.46,49.21,6.27,35.70,49.94,925.72,0.00,0.52,1509.04,1505.81,50.02,805.95,46.48
2023-01-01 09:30:00,2023-01-01 09:45:00,70.40,389.49,1499.46,139.80,57.73,804.07,699.63,5.90,66.56,5.92,33.44,49.19,6.24,35.69,49.92,925.91,1.55,0.30,1503.65,1504.86,50.03,805.25,46.49
2023-01-01 09:45:00,2023-01-01 10:00:00,70.40,389.36,1928.50,0.57,57.88,805.63,699.42,3.61,66.67,0.00,33.46,49.30,6.29,35.75,49.97,928.17,0.20,0.27,1505.04,1504.95,49.97,805.53,46.47
2023-01-01 10:00:00,2023-01-01 10:15:00,70.40,390.01,1580.70,0.57,57.85,802.94,700.31,6.29,66.36,0.00,33.45,49.22,6.26,35.72,49.96,926.36,0.00,0.69,1503.24,1505.58,49.98,805.27,46.51
2023-01-01 10:15:00,2023-01-01 10:30:00,70.40,389.91,1603.49,0.57,57.69,805.20,699.94,7.80,66.38,0.00,33.44,49.19,6.26,35.69,49.91,925.51,0.00,0.65,1505.12,1505.21,49.97,805.28,46.50
2023-01-01 10:30:00,2023-01-01 10:45:00,70.40,389.58,1510.30,0.57,57.76,804.54,700.27,7.80,66.39,0.00,33.44,49.20,6.25,35.69,49.91,925.81,0.00,0.63,1504.80,1505.13,50.03,804.88,46.52
2023-01-01 10:45:00,2023-01-01 11:00:00,70.40,388.95,1649.42,0.57,57.74,807.63,700.59,7.80,66.42,0.00,33.45,49.20,6.26,35.71,49.92,925.72,0.00,0.64,1508.20,1505.96,50.02,805.37,46.52
2023-01-01 11:00:00,2023-01-01 11:15:00,70.40,389.29,1566.64,0.57,57.70,802.15,699.64,7.80,66.40,0.00,33.46,49.23,6.25,35.73,49.94,927.09,0.00,0.56,1501.83,1504.75,49.95,805.11,46.50
2023-01-01 11:15:00,2023-01-01 11:30:00,70.40,388.34,1513.60,15.32,57.67,806.09,700.10,7.78,66.48,1.12,33.45,49.23,6.25,35.72,49.94,926.63,1.18,0.49,1506.17,1505.53,49.98,805.43,46.50
2023-01-01 11:30:00,2023-01-01 11:45:00,70.40,388.10,1791.63,124.84,57.81,803.17,699.90,3.11,66.53,4.80,33.46,49.24,6.22,35.74,49.96,927.61,0.47,0.36,1503.09,1505.69,49.95,805.80,46.48
2023-01-01 11:45:00,2023-01-01 12:00:00,70.40,387.15,1738.63,0.57,57.81,804.33,699.61,5.26,66.44,0.00,33.46,49.22,6.23,35.73,49.95,927.02,0.00,0.53,1503.96,1504.99,49.91,805.39,46.49
2023-01-01 12:00:00,2023-01-01 12:15:00,70.40,387.94,1496.66,0.57,57.76,804.44,699.99,7.54,66.34,0.00,33.46,49.23,6.23,35.71,49.94,927.00,0.00,0.71,1504.46,1505.46,49.93,805.46,46.50
2023-01-01 12:15:00,2023-01-01 12:30:00,70.40,387.59,1655.17,0.57,57.61,806.22,700.73,7.80,66.37,0.00,33.45,49.22,6.23,35.72,49.95,926.54,0.00,0.71,1506.80,1505.96,50.00,805.22,46.53
2023-01-01 12:30:00,2023-01-01 12:45:00,70.40,388.26,1558.65,0.57,57.65,803.57,699.44,7.80,66.38,0.00,33.44,49.21,6.21,35.71,49.93,926.62,0.00,0.64,1503.04,1504.96,50.01,805.51,46.48
2023-01-01 12:45:00,2023-01-01 13:00:00,70.40,387.13,1524.55,0.57,57.66,806.28,699.95,7.80,66.40,0.00,33.45,49.20,6.22,35.73,49.94,925.86,0.00,0.67,1506.23,1504.88,49.98,804.94,46.51
2023-01-01 13:00:00,2023-01-01 13:15:00,70.40,387.85,1659.01,0.57,57.62,805.41,700.13,7.80,66.41,0.00,33.45,49.21,6.21,35.72,49.93,926.26,0.00,0.61,1505.56,1505.70,50.05,805.57,46.50
2023-01-01 13:15:00,2023-01-01 13:30:00,70.40,387.93,1506.73,0.57,57.69,804.16,699.86,7.80,66.41,0.00,33.45,49.23,6.22,35.73,49.94,927.01,0.00,0.59,1504.03,1505.04,49.95,805.18,46.50
2023-01-01 13:30:00,2023-01-01 13:45:00,70.40,387.17,1604.67,0.57,57.71,804.55,699.66,7.80,66.40,0.00,33.44,49.21,6.20,35.73,49.94,926.47,0.00,0.64,1504.24,1504.99,50.09,805.32,46.49
2023-01-01 13:45:00,2023-01-01 14:00:00,70.40,387.75,1612.25,0.57,57.65,804.82,700.27,7.80,66.45,0.00,33.45,49.25,6.22,35.75,49.96,927.43,0.00,0.55,1505.10,1505.62,49.98,805.35,46.51
2023-01-01 14:00:00,2023-01-01 14:15:00,70.40,386.99,1491.06,143.52,57.68,804.51,700.23,6.67,66.54,5.38,33.45,49.21,6.21,35.73,49.95,926.64,1.48,0.35,1504.76,1505.61,50.00,805.38,46.51
2023-01-01 14:15:00,2023-01-01 14:30:00,70.40,387.22,1845.36,0.57,57.78,803.26,699.54,3.30,66.58,0.00,33.45,49.23,6.22,35.74,49.95,927.40,0.27,0.25,1502.84,1505.23,49.99,805.68,46.47
2023-01-01 14:30:00,2023-01-01 14:45:00,70.40,386.15,1691.00,0.57,57.74,806.54,699.65,5.98,66.45,0.00,33.46,49.23,6.25,35.76,50.00,926.87,0.00,0.64,1506.18,1505.57,49.93,805.92,46.47
2023-01-01 14:45:00,2023-01-01 15:00:00,70.40,386.38,1544.08,0.57,57.66,805.19,699.84,7.76,66.40,0.00,33.45,49.23,6.21,35.75,49.95,927.35,0.00,0.65,1504.99,1505.36,50.04,805.52,46.49
2023-01-01 15:00:00,2023-01-01 15:15:00,70.40,386.06,1550.64,0.57,57.70,804.43,699.69,7.80,66.38,0.00,33.46,49.24,6.22,35.74,49.95,927.62,0.00,0.68,1504.13,1505.30,50.01,805.61,46.48
2023-01-01 15:15:00,2023-01-01 15:30:00,70.40,385.39,1653.64,0.57,57.63,805.60,700.12,7.80,66.41,0.00,33.46,49.23,6.23,35.76,49.97,927.30,0.00,0.64,1505.70,1505.53,50.06,805.41,46.50
2023-01-01 15:30:00,2023-01-01 15:45:00,70.40,385.25,1521.20,0.57,57.66,806.49,700.38,7.80,66.43,0.00,33.46,49.23,6.24,35.76,49.97,926.95,0.00,0.58,1506.89,1506.04,50.03,805.66,46.50
2023-01-01 15:45:00,2023-01-01 16:00:00,70.40,385.21,1565.56,0.57,57.69,805.61,700.50,7.81,66.39,0.00,33.46,49.24,6.23,35.77,49.99,927.47,0.00,0.64,1506.12,1505.98,50.09,805.47,46.52
2023-01-01 16:00:00,2023-01-01 16:15:00,70.40,385.76,1587.49,0.57,57.69,805.06,699.75,7.81,66.44,0.00,33.47,49.23,6.23,35.76,49.97,927.47,0.00,0.51,1504.84,1505.30,50.03,805.55,46.49
2023-01-01 16:15:00,2023-01-01 16:30:00,70.40,385.11,1527.23,0.57,57.62,803.79,699.53,7.81,66.39,0.00,33.46,49.24,6.25,35.77,49.98,927.83,0.00,0.59,1503.35,1504.83,49.99,805.30,46.49
2023-01-01 16:30:00,2023-01-01 16:45:00,70.40,383.75,1647.13,0.57,57.61,806.05,699.12,7.81,66.45,0.00,33.47,49.26,6.25,35.79,50.01,927.97,0.00,0.55,1505.21,1504.84,50.02,805.73,46.46
2023-01-01 16:45:00,2023-01-01 17:00:00,70.40,382.93,1491.77,0.57,57.63,805.54,700.36,7.81,66.51,0.00,33.49,49.37,6.25,35.86,50.05,931.18,0.00,0.48,1505.89,1505.85,50.05,805.48,46.51
2023-01-01 17:00:00,2023-01-01 17:15:00,70.40,382.87,1610.01,0.57,57.79,806.03,700.39,7.81,66.45,0.00,33.50,49.27,6.25,35.86,50.09,928.76,0.00,0.55,1506.42,1505.92,50.04,805.53,46.51
2023-01-01 17:15:00,2023-01-01 17:30:00,70.40,383.27,1608.35,0.57,57.72,806.00,700.48,7.81,66.48,0.00,33.48,49.28,6.26,35.84,50.06,929.37,0.00,0.47,1506.27,1506.06,50.01,805.57,46.51
2023-01-01 17:30:00,2023-01-01 17:45:00,70.40,382.46,1485.07,0.58,57.75,805.40,700.39,7.81,66.47,0.00,33.49,49.27,6.25,35.84,50.07,929.21,0.00,0.47,1505.81,1505.86,50.04,805.48,46.51
2023-01-01 17:45:00,2023-01-01 18:00:00,70.40,382.03,1663.20,0.57,57.69,804.08,699.85,7.81,66.47,0.00,33.48,49.29,6.26,35.85,50.05,930.36,0.00,0.45,1503.96,1504.84,49.99,804.99,46.51
2023-01-01 18:00:00,2023-01-01 18:15:00,70.40,380.68,1509.19,0.57,57.63,803.76,699.49,7.81,66.48,0.00,33.48,49.31,6.26,35.87,50.05,931.19,0.00,0.41,1503.18,1504.02,49.96,804.53,46.51
2023-01-01 18:15:00,2023-01-01 18:30:00,70.40,378.96,1575.33,0.57,57.77,806.39,700.18,7.81,66.49,0.00,33.50,49.31,6.27,35.90,50.09,931.16,0.00,0.46,1506.57,1505.46,49.99,805.29,46.51
2023-01-01 18:30:00,2023-01-01 18:45:00,70.40,378.06,1615.23,0.57,57.64,806.65,700.22,7.81,66.54,0.00,33.48,49.34,6.28,35.91,50.08,932.46,0.00,0.36,1506.88,1505.68,50.02,805.47,46.50
2023-01-01 18:45:00,2023-01-01 19:00:00,70.40,377.26,1502.82,0.58,57.76,803.49,699.54,7.81,66.47,0.00,33.48,49.35,6.26,35.92,50.06,933.37,0.00,0.40,1502.98,1504.71,50.02,805.17,46.49
2023-01-01 19:00:00,2023-01-01 19:15:00,70.40,375.87,1640.81,0.57,57.80,805.08,700.07,7.81,66.51,0.00,33.47,49.37,6.28,35.93,50.09,933.65,0.00,0.40,1505.17,1505.76,49.96,805.69,46.49
2023-01-01 19:15:00,2023-01-01 19:30:00,70.40,375.09,1547.16,0.57,57.74,807.75,700.23,7.81,66.63,0.00,33.47,49.38,6.30,35.94,50.08,933.56,0.83,0.25,1507.98,1505.91,49.99,805.69,46.50
2023-01-01 19:30:00,2023-01-01 19:45:00,70.40,375.00,1584.86,141.20,57.88,804.15,699.48,3.96,66.65,5.21,33.48,49.38,6.26,35.93,50.07,934.56,0.76,0.14,1503.62,1504.53,50.02,805.05,46.49
2023-01-01 19:45:00,2023-01-01 20:00:00,70.40,374.51,1822.18,0.57,57.80,805.58,699.81,4.69,66.66,0.00,33.50,49.40,6.26,35.98,50.13,935.23,0.01,0.21,1505.46,1505.37,50.03,805.57,46.49
2023-01-01 20:00:00,2023-01-01 20:15:00,70.40,373.96,1514.95,0.55,57.75,804.24,699.56,7.21,66.50,0.00,33.49,49.40,6.23,36.00,50.14,935.43,0.00,0.58,1503.79,1505.13,50.00,805.57,46.48
2023-01-01 20:15:00,2023-01-01 20:30:00,70.40,372.15,1656.09,0.57,57.63,806.58,700.05,7.81,66.51,0.00,33.48,49.41,6.27,35.99,50.10,935.53,0.00,0.54,1506.62,1504.68,50.00,804.63,46.52
2023-01-01 20:30:00,2023-01-01 20:45:00,70.40,370.59,1533.85,0.57,57.71,803.26,699.93,7.81,66.51,0.00,33.46,49.44,6.27,35.99,50.05,937.28,0.00,0.46,1503.17,1504.54,50.01,804.61,46.52
2023-01-01 20:45:00,2023-01-01 21:00:00,70.40,368.46,1533.29,0.57,57.75,803.09,699.33,7.81,66.49,0.00,33.47,49.49,6.31,36.04,50.08,939.33,0.00,0.50,1502.41,1504.48,50.01,805.15,46.48
2023-01-01 21:00:00,2023-01-01 21:15:00,70.40,367.01,1650.55,0.58,57.79,803.84,699.55,7.81,66.52,0.00,33.50,49.50,6.32,36.11,50.20,939.89,0.00,0.42,1503.36,1504.93,50.02,805.38,46.48
2023-01-01 21:15:00,2023-01-01 21:30:00,70.40,365.77,1497.04,0.57,57.78,809.43,700.59,7.81,66.62,0.00,33.52,49.50,6.35,36.13,50.23,939.17,0.00,0.36,1509.99,1505.74,50.04,805.14,46.53
2023-01-01 21:30:00,2023-01-01 21:45:00,70.40,365.42,1601.78,0.57,57.83,804.61,699.19,7.81,66.54,0.00,33.52,49.49,6.33,36.12,50.23,939.91,0.00,0.44,1503.77,1504.34,50.01,805.15,46.48
2023-01-01 21:45:00,2023-01-01 22:00:00,70.40,365.69,1598.54,0.58,57.73,807.87,699.35,7.81,66.69,0.00,33.53,49.52,6.36,36.14,50.24,940.29,1.06,0.26,1507.71,1504.82,49.96,805.47,46.47
2023-01-01 22:00:00,2023-01-01 22:15:00,70.40,365.72,1582.21,141.37,57.89,804.96,700.50,3.48,66.77,5.98,33.51,49.48,6.32,36.13,50.22,939.35,0.54,0.14,1505.44,1505.86,50.03,805.35,46.52
2023-01-01 22:15:00,2023-01-01 22:30:00,70.40,365.34,1792.12,0.57,58.04,803.45,699.66,5.04,66.61,0.00,33.52,49.51,6.35,36.12,50.22,940.74,0.00,0.35,1503.15,1504.65,50.02,804.99,46.50
2023-01-01 22:30:00,2023-01-01 22:45:00,70.40,364.52,1490.98,0.57,57.92,805.63,699.27,7.42,66.47,0.00,33.49,49.52,6.33,36.14,50.20,940.87,0.00,0.57,1504.86,1504.23,50.09,804.96,46.49
2023-01-01 22:45:00,2023-01-01 23:00:00,70.40,364.28,1632.42,0.57,57.97,804.67,699.83,7.81,66.47,0.00,33.51,49.53,6.35,36.13,50.22,940.97,0.00,0.57,1504.52,1505.25,50.04,805.42,46.49
2023-01-01 23:00:00,2023-01-01 23:15:00,70.40,364.29,1580.38,0.57,57.89,805.72,699.95,7.81,66.59,0.00,33.52,49.55,6.37,36.14,50.22,941.84,1.00,0.37,1505.66,1505.18,49.96,805.24,46.50
2023-01-01 23:15:00,2023-01-01 23:30:00,70.40,363.44,1596.64,142.80,58.00,805.54,700.67,3.68,66.69,5.60,33.49,49.55,6.38,36.14,50.21,941.88,0.71,0.23,1506.21,1506.02,50.00,805.35,46.52
2023-01-01 23:30:00,2023-01-01 23:45:00,70.40,362.15,1808.80,0.55,58.04,805.73,699.35,4.91,66.62,0.00,33.52,49.55,6.39,36.16,50.24,942.04,0.01,0.39,1505.09,1505.01,50.02,805.67,46.47
2023-01-01 23:45:00,2023-01-02 00:00:00,70.40,361.93,1497.88,0.57,57.93,805.46,699.89,7.37,66.47,0.00,33.49,49.57,6.40,36.17,50.22,942.89,0.00,0.65,1505.50,1505.17,49.99,805.28,46.50
2023-01-02 00:00:00,2023-01-02 00:15:00,70.40,360.51,1639.99,0.57,57.96,805.38,700.33,7.81,66.46,0.00,33.50,49.54,6.40,36.17,50.22,942.11,0.00,0.65,1505.69,1505.25,49.99,804.90,46.53
2023-01-02 00:15:00,2023-01-02 00:30:00,70.40,362.80,1567.42,0.57,57.88,804.04,700.03,7.81,66.54,0.00,33.50,49.54,6.40,36.14,50.23,941.37,0.00,0.55,1504.04,1505.86,49.91,805.84,46.49
2023-01-02 00:30:00,2023-01-02 00:45:00,70.40,364.74,1525.11,0.57,57.86,803.59,700.00,7.81,66.54,0.00,33.49,49.53,6.39,36.10,50.18,940.75,0.00,0.58,1503.56,1505.33,49.94,805.33,46.50
2023-01-02 00:45:00,2023-01-02 01:00:00,70.40,363.69,1652.33,0.57,57.88,807.45,700.61,7.81,66.62,0.00,33.50,49.51,6.41,36.11,50.21,939.91,0.00,0.53,1507.99,1506.08,50.00,805.47,46.52
2023-01-02 01:00:00,2023-01-02 01:15:00,70.40,364.23,1531.07,0.57,57.94,804.98,700.19,7.81,66.57,0.00,33.49,49.51,6.40,36.11,50.20,940.07,0.00,0.52,1505.17,1505.69,49.99,805.49,46.50
2023-01-02 01:15:00,2023-01-02 01:30:00,70.40,364.57,1584.50,0.57,57.83,803.91,700.02,7.81,66.60,0.00,33.50,49.52,6.39,36.09,50.18,940.24,0.87,0.46,1503.89,1505.10,49.99,805.09,46.51
2023-01-02 01:30:00,2023-01-02 01:45:00,70.40,364.44,1702.97,145.52,57.93,805.32,700.36,3.82,66.74,5.59,33.48,49.48,6.37,36.06,50.14,938.96,0.73,0.27,1505.78,1505.18,50.03,804.82,46.53
2023-01-02 01:45:00,2023-01-02 02:00:00,70.40,365.04,1795.49,0.57,58.04,806.78,700.39,4.73,66.66,0.00,33.47,49.49,6.39,36.07,50.15,938.80,0.01,0.41,1507.12,1506.07,50.01,805.67,46.50
2023-01-02 02:00:00,2023-01-02 02:15:00,70.40,365.66,1527.28,0.58,57.84,803.42,700.36,7.27,66.44,0.00,33.46,49.47,6.36,36.04,50.11,938.69,0.00,0.71,1503.77,1505.21,49.99,804.86,46.53
2023-01-02 02:15:00,2023-01-02 02:30:00,70.40,365.16,1636.66,0.57,57.86,804.96,699.70,7.81,66.47,0.00,33.47,49.46,6.40,36.04,50.12,938.06,0.00,0.69,1504.65,1505.04,49.96,805.33,46.49
2023-01-02 02:30:00,2023-01-02 02:45:00,70.40,365.69,1540.99,0.57,57.82,805.83,700.56,7.81,66.54,0.00,33.47,49.46,6.42,36.03,50.12,937.95,0.00,0.60,1506.41,1506.31,49.94,805.76,46.51
2023-01-02 02:45:00,2023-01-02 03:00:00,70.40,365.73,1566.11,0.55,57.92,803.68,699.71,7.81,66.48,0.00,33.46,49.47,6.42,36.03,50.13,938.31,0.00,0.65,1503.41,1505.19,49.94,805.47,46.49
2023-01-02 03:00:00,2023-01-02 03:15:00,70.40,365.03,1642.90,0.57,57.93,804.02,700.51,7.81,66.52,0.00,33.47,49.47,6.41,36.06,50.14,938.35,0.00,0.59,1504.45,1505.82,49.99,805.32,46.52
2023-01-02 03:15:00,2023-01-02 03:30:00,70.40,365.74,1498.71,0.57,57.93,804.06,700.20,7.81,66.47,0.00,33.46,49.48,6.40,36.04,50.13,938.89,0.00,0.59,1504.28,1506.42,50.07,806.21,46.48
