From date,To date,FIT_900_002_P.PV,PIT_900_003_P.PV,Added by Frits for calc Power,Added by Frits for calc Power,AIT_100_003_P.PV,AIT_900_006_P.PV,PIT_100_001_P.PV,PT_100_002_P.PV,TIT_100_002_P.PV,AIT_100_001_P.PV,AIT_100_002_P.PV,FIT_100_001_P.PV,P_100_001_1_P.HOURS,P_100_001_2_P.HOURS,CV_900_004_P.CV,FIT_1000_001_P.PV,FIT_900_004_P.PV,FIT_900_005_P.PV,FIT_900_006_P.PV,PIT_900_002_1_P.PV,PIT_900_002_2_P.PV,PDIT_700_001_P.PV,Q_Brine_Pumps,PSCA_kW,PowerDesal_pf,PowerDesal_kVA
2023-01-01 07:45:00,2023-01-01 08:00:00,2115.45,146.01,0.00,54.67,495.83,7573.95,22.49,24.06,57.39,50.25,7.82,4818.32,31114.59,6681.51,0,2593.99,,37.14,,8.73,7.79,0.18,2412.94,48.24,0.98,1834.07
2023-01-01 08:00:00,2023-01-01 08:15:00,2113.92,145.95,0.00,54.64,495.22,7509.75,25.76,27.36,57.55,50.24,7.81,4479.06,31114.59,6681.76,0,2579.47,,38.36,,8.70,7.76,0.18,2423.28,48.58,0.98,1834.46
2023-01-01 08:15:00,2023-01-01 08:30:00,2108.11,145.13,0.00,54.52,494.37,7465.16,16.43,17.97,57.59,50.19,7.81,5289.76,31114.59,6682.01,0,2755.01,,38.60,,8.71,7.78,0.18,2416.32,48.48,0.98,1836.37
2023-01-01 08:30:00,2023-01-01 08:45:00,2109.62,144.53,0.00,54.42,493.54,7466.66,21.89,23.44,57.80,50.23,7.82,4839.73,31114.59,6682.26,0,2889.94,,38.89,,8.72,7.79,0.19,2415.00,48.33,0.98,1829.04
2023-01-01 08:45:00,2023-01-01 09:00:00,2111.36,145.24,0.00,54.52,492.89,7491.01,23.87,25.47,58.06,50.23,7.82,4625.45,31114.59,6682.51,0,2664.49,,39.38,,8.72,7.78,0.18,2417.78,48.47,0.98,1838.84
2023-01-01 09:00:00,2023-01-01 09:15:00,2111.30,145.18,0.00,54.54,492.43,7522.81,23.59,25.18,58.31,50.22,7.81,4655.10,31114.59,6682.76,0,2595.46,,39.76,,8.73,7.79,0.18,2416.25,48.77,0.98,1840.79
2023-01-01 09:15:00,2023-01-01 09:30:00,2111.46,145.09,0.00,54.51,492.49,7545.26,19.15,20.73,58.19,50.12,7.80,5062.10,31114.59,6683.01,0,2908.43,,41.42,,8.72,7.78,0.18,2412.63,48.78,0.98,1833.87
2023-01-01 09:30:00,2023-01-01 09:45:00,2101.74,144.80,0.00,54.42,492.84,7539.46,22.73,24.30,58.23,50.13,7.81,4736.52,31114.59,6683.26,0,2595.55,,44.30,,8.72,7.78,0.18,2409.19,49.16,0.98,1847.88
2023-01-01 09:45:00,2023-01-01 10:00:00,2103.93,144.77,0.00,54.39,492.81,7503.46,20.10,21.66,58.36,50.08,7.81,4972.40,31114.59,6683.50,0,2732.51,,45.17,,8.74,7.80,0.19,2411.92,48.74,0.98,1850.39
2023-01-01 10:00:00,2023-01-01 10:15:00,2105.09,144.65,0.00,54.40,492.29,7460.25,23.54,25.12,58.46,50.11,7.81,4627.38,31114.59,6683.75,0,2509.23,,46.87,,8.71,7.77,0.19,2415.63,48.64,0.98,1843.34
2023-01-01 10:15:00,2023-01-01 10:30:00,2097.31,144.70,0.00,54.33,492.40,7433.03,20.94,22.51,60.42,50.04,7.88,4863.76,31114.59,6684.00,0,2643.82,,47.14,,8.71,7.78,0.19,2413.82,49.27,0.98,1841.86
2023-01-01 10:30:00,2023-01-01 10:45:00,2103.39,144.18,0.00,54.33,492.01,7444.00,19.97,21.53,58.47,49.99,7.81,4962.58,31114.59,6684.25,0,2924.84,,47.22,,8.75,7.81,0.18,2411.10,48.95,0.98,1839.35
2023-01-01 10:45:00,2023-01-01 11:00:00,2102.84,143.36,0.00,54.19,491.71,7496.73,17.47,18.99,58.38,49.98,7.81,5166.53,31114.59,6684.50,0,2962.91,,48.32,,8.71,7.77,0.19,2413.42,48.95,0.98,1845.03
2023-01-01 11:00:00,2023-01-01 11:15:00,2094.77,143.45,0.00,54.16,491.75,7540.21,23.39,24.97,58.43,49.97,7.81,4609.20,31114.59,6684.75,0,2627.52,,48.50,,8.73,7.79,0.19,2410.61,48.93,0.98,1836.79
2023-01-01 11:15:00,2023-01-01 11:30:00,2098.44,144.22,0.00,54.29,491.44,7576.21,23.98,25.57,58.13,49.96,7.82,4531.75,31114.59,6685.00,0,2561.56,,48.34,,8.75,7.81,0.19,2418.44,48.64,0.98,1847.10
2023-01-01 11:30:00,2023-01-01 11:45:00,2102.04,144.36,0.00,54.33,491.54,7567.10,18.83,20.39,58.12,49.97,7.81,5019.34,31114.59,6685.25,0,2598.20,,46.82,,8.74,7.80,0.19,2411.22,48.70,0.98,1842.05
2023-01-01 11:45:00,2023-01-01 12:00:00,2106.35,144.36,0.00,54.33,491.27,7536.60,21.69,23.24,58.25,49.98,7.82,4752.42,31114.59,6685.50,0,2725.36,,46.71,,8.74,7.80,0.19,2415.38,49.35,0.98,1842.01
2023-01-01 12:00:00,2023-01-01 12:15:00,2101.24,144.20,0.00,54.30,490.80,7497.68,24.11,25.70,58.46,50.01,7.81,4494.80,31114.59,6685.74,0,2581.59,,46.29,,8.73,7.79,0.18,2412.44,49.05,0.98,1832.41
2023-01-01 12:15:00,2023-01-01 12:30:00,2106.09,144.17,0.00,54.32,490.49,7470.27,20.35,21.90,58.57,49.94,7.81,4880.49,31114.59,6685.99,0,2567.27,,45.21,,8.73,7.80,0.18,2416.60,49.10,0.98,1845.22
2023-01-01 12:30:00,2023-01-01 12:45:00,2110.68,144.02,0.00,54.34,490.33,7482.57,23.53,25.11,58.56,49.87,7.80,4557.08,31114.59,6686.24,0,2660.12,,42.50,,8.71,7.78,0.19,2411.98,49.02,0.98,1849.91
2023-01-01 12:45:00,2023-01-01 13:00:00,2108.73,143.32,0.00,54.23,490.30,7533.16,22.12,23.70,60.30,49.87,7.87,4691.25,31114.59,6686.49,0,2605.63,,41.43,,8.71,7.77,0.19,2424.56,48.85,0.98,1842.64
2023-01-01 13:00:00,2023-01-01 13:15:00,2110.66,143.68,0.00,54.32,490.12,7583.71,18.35,19.90,58.26,49.90,7.81,5066.90,31114.59,6686.74,0,2832.26,,39.69,,8.75,7.81,0.19,2415.07,48.60,0.98,1844.30
2023-01-01 13:15:00,2023-01-01 13:30:00,2114.08,144.44,0.00,54.43,489.65,7616.86,23.36,24.92,58.49,49.96,7.80,4581.27,31114.59,6686.99,0,2703.26,,39.28,,8.70,7.76,0.19,2418.07,48.91,0.98,1832.06
2023-01-01 13:30:00,2023-01-01 13:45:00,2110.24,144.44,0.00,54.42,489.78,7616.49,22.21,23.79,58.60,49.93,7.80,4694.84,31114.59,6687.24,0,2412.07,,38.72,,8.74,7.80,0.19,2416.04,49.17,0.98,1802.40
2023-01-01 13:45:00,2023-01-01 14:00:00,2114.65,144.65,0.00,54.48,489.87,7595.42,23.01,24.60,58.61,49.93,7.80,4621.38,31114.59,6687.49,0,2492.85,,37.44,,8.73,7.78,0.18,2415.24,48.73,0.98,1810.40
2023-01-01 14:00:00,2023-01-01 14:15:00,2115.33,144.53,0.00,54.48,490.02,7561.02,23.13,24.71,58.69,49.94,7.80,4618.79,31114.59,6687.74,0,2526.56,,36.84,,8.72,7.77,0.19,2418.26,48.53,0.98,1840.20
2023-01-01 14:15:00,2023-01-01 14:30:00,2107.50,144.56,0.00,54.41,489.77,7524.53,16.67,18.20,58.84,49.93,7.80,5186.31,31114.59,6687.99,0,2787.22,,37.77,,8.73,7.79,0.19,2412.78,48.63,0.98,1847.36
2023-01-01 14:30:00,2023-01-01 14:45:00,2115.12,144.60,0.00,54.48,489.61,7509.94,18.41,19.91,58.96,49.87,7.80,5071.61,31114.59,6688.23,0,2903.73,,38.05,,8.74,7.79,0.19,2413.35,48.96,0.98,1843.61
2023-01-01 14:45:00,2023-01-01 15:00:00,2115.29,143.95,0.00,54.37,489.21,7527.16,22.04,23.61,58.69,49.87,7.89,4732.59,31114.59,6688.48,0,2594.60,,38.05,,8.71,7.76,0.18,2418.46,49.11,0.98,1841.36
2023-01-01 15:00:00,2023-01-01 15:15:00,2111.45,143.63,0.00,54.30,488.84,7554.69,21.13,22.66,60.61,49.86,7.88,4843.73,31114.59,6688.73,0,2950.33,,38.24,,8.73,7.79,0.19,2415.41,48.75,0.98,1833.81
2023-01-01 15:15:00,2023-01-01 15:30:00,2114.66,144.21,0.00,54.43,489.42,7588.96,21.48,23.05,58.46,49.89,7.80,4809.94,31114.59,6688.98,0,2613.92,,38.89,,8.71,7.77,0.19,2416.07,48.72,0.98,1838.97
2023-01-01 15:30:00,2023-01-01 15:45:00,2108.94,144.35,0.00,54.38,489.14,7602.35,23.57,25.14,58.33,49.89,7.80,4627.13,31114.59,6689.23,0,2596.99,,40.38,,8.71,7.77,0.19,2413.44,49.13,0.98,1828.44
2023-01-01 15:45:00,2023-01-01 16:00:00,2107.41,144.21,0.00,54.34,488.81,7599.15,24.98,26.55,58.12,49.92,7.80,4490.83,31114.59,6689.48,0,2537.58,,43.64,,8.71,7.78,0.19,2413.53,49.28,0.98,1833.30
2023-01-01 16:00:00,2023-01-01 16:15:00,2100.63,144.22,0.00,54.31,488.72,7594.69,22.62,24.21,60.00,49.93,7.87,4723.36,31114.59,6689.73,0,2534.25,,44.33,,8.73,7.79,0.19,2415.86,49.45,0.98,1793.12
2023-01-01 16:15:00,2023-01-01 16:30:00,2105.82,144.46,0.00,54.36,488.42,7592.29,22.82,24.38,57.75,49.95,7.80,4716.77,31114.59,6689.98,0,2474.40,,45.33,,8.73,7.79,0.19,2419.72,49.34,0.98,1809.52
2023-01-01 16:30:00,2023-01-01 16:45:00,2101.48,144.39,0.00,54.32,487.82,7591.25,24.81,26.39,57.59,50.00,7.81,4535.59,31114.59,6690.23,0,2499.40,,45.32,,8.73,7.79,0.18,2418.63,49.77,0.98,1795.22
2023-01-01 16:45:00,2023-01-01 17:00:00,2108.28,144.44,0.00,54.38,487.05,7592.90,23.97,25.57,57.48,50.04,7.81,4617.53,31114.59,6690.48,0,2554.05,,46.34,,8.75,7.81,0.18,2414.87,49.30,0.98,1797.96
2023-01-01 17:00:00,2023-01-01 17:15:00,2104.12,144.01,0.00,54.26,486.18,7631.92,21.72,23.28,57.37,50.07,7.80,4855.15,31114.59,6690.73,0,2438.80,,46.72,,8.72,7.78,0.19,2411.77,49.34,0.98,1787.05
2023-01-01 17:15:00,2023-01-01 17:30:00,2101.63,143.66,0.00,54.21,486.03,7651.89,25.45,27.05,59.38,50.10,7.86,4482.27,31114.59,6690.98,0,2532.50,,47.66,,8.74,7.80,0.19,2415.17,49.08,0.98,1793.34
2023-01-01 17:30:00,2023-01-01 17:45:00,2103.60,144.17,0.00,54.33,486.21,7606.09,24.94,26.53,57.15,50.14,7.79,4550.66,31114.59,6691.21,0,2501.04,,47.33,,8.72,7.78,0.18,2412.02,49.78,0.98,1787.34
2023-01-01 17:45:00,2023-01-01 18:00:00,2096.85,144.33,0.00,54.27,486.33,7556.48,21.44,23.02,56.99,50.13,7.79,4903.19,31114.59,6691.47,0,2535.94,,47.82,,8.72,7.79,0.19,2409.27,50.12,0.98,1771.60
2023-01-01 18:00:00,2023-01-01 18:15:00,2102.86,144.32,0.00,54.32,485.98,7516.49,25.88,27.47,56.84,50.17,7.78,4447.00,31114.59,6691.72,0,2546.06,,46.16,,8.75,7.81,0.18,2419.53,49.62,0.98,1814.65
2023-01-01 18:15:00,2023-01-01 18:30:00,2107.78,144.23,0.00,54.38,484.91,7493.45,24.25,25.83,58.80,50.14,7.84,4617.67,31114.59,6691.97,0,2404.53,,46.07,,8.71,7.77,0.19,2417.64,49.80,0.98,1790.73
2023-01-01 18:30:00,2023-01-01 18:45:00,2098.08,144.33,0.00,54.30,483.15,7502.48,21.77,23.36,56.59,50.12,7.76,4851.47,31114.59,6692.22,0,2466.27,,45.63,,8.72,7.78,0.18,2417.93,49.97,0.98,1770.20
2023-01-01 18:45:00,2023-01-01 19:00:00,2101.92,144.35,0.00,54.35,481.61,7527.08,25.60,27.17,56.53,50.15,7.76,4467.16,31114.59,6692.47,0,2568.40,,44.35,,8.76,7.83,0.18,2417.13,49.83,0.98,1809.70
2023-01-01 19:00:00,2023-01-01 19:15:00,2113.59,144.06,0.00,54.36,479.91,7569.90,23.64,25.24,56.49,50.13,7.76,4651.04,31114.59,6692.72,0,2473.11,,41.77,,8.72,7.78,0.18,2413.00,49.65,0.98,1803.27
2023-01-01 19:15:00,2023-01-01 19:30:00,2104.21,143.73,0.00,54.27,478.93,7612.98,22.71,24.30,56.43,50.14,7.76,4747.11,31114.59,6692.97,0,2508.65,,40.79,,8.71,7.78,0.18,2418.90,50.10,0.98,1798.87
2023-01-01 19:30:00,2023-01-01 19:45:00,2112.25,144.19,0.00,54.42,478.01,7626.69,22.55,24.12,56.37,50.15,7.75,4777.41,31114.59,6693.22,0,2550.73,,39.25,,8.74,7.80,0.18,2411.05,50.07,0.98,1838.12
2023-01-01 19:45:00,2023-01-01 20:00:00,2114.15,144.48,0.00,54.47,477.40,7616.25,18.89,20.45,56.23,50.12,7.75,5109.08,31114.59,6693.47,0,3116.29,,38.62,,8.70,7.75,0.18,2411.92,49.90,0.98,1854.33
2023-01-01 20:00:00,2023-01-01 20:15:00,2107.66,144.63,0.00,54.42,476.98,7596.13,21.17,22.72,56.07,50.15,7.74,4931.20,31114.59,6693.71,0,2588.62,,37.60,,8.73,7.79,0.18,2408.97,50.30,0.98,1848.57
2023-01-01 20:15:00,2023-01-01 20:30:00,2114.51,144.74,0.00,54.50,476.36,7574.58,22.06,23.62,55.88,50.14,7.73,4841.79,31114.59,6693.96,0,2868.15,,37.56,,8.74,7.80,0.18,2411.91,50.02,0.98,1849.91
2023-01-01 20:30:00,2023-01-01 20:45:00,2114.03,144.76,0.00,54.50,475.74,7570.76,22.70,24.29,55.73,50.15,7.72,4757.16,31114.59,6694.21,0,2547.06,,37.45,,8.70,7.76,0.18,2413.81,50.07,0.98,1849.31
2023-01-01 20:45:00,2023-01-01 21:00:00,2110.30,144.86,0.00,54.43,474.58,7589.48,24.50,26.07,55.64,50.14,7.72,4583.02,31114.59,6694.46,0,2713.24,,37.29,,8.73,7.80,0.18,2411.72,49.85,0.98,1846.22
2023-01-01 21:00:00,2023-01-01 21:15:00,2115.62,144.91,0.00,54.52,472.69,7617.96,23.85,25.44,55.56,50.14,7.71,4623.81,31114.59,6694.71,0,2544.14,,37.49,,8.73,7.79,0.18,2409.71,49.27,0.98,1826.11
2023-01-01 21:15:00,2023-01-01 21:30:00,2113.11,144.49,0.00,54.43,470.96,7650.28,23.59,25.17,55.46,50.15,7.71,4653.54,31114.59,6694.96,0,2527.96,,38.31,,8.72,7.78,0.19,2420.69,49.47,0.98,1804.28
2023-01-01 21:30:00,2023-01-01 21:45:00,2111.04,144.38,0.00,54.40,469.62,7668.97,23.45,25.02,55.54,50.16,7.72,4672.02,31114.59,6695.21,0,2441.15,,39.00,,8.72,7.78,0.18,2418.29,49.80,0.98,1814.64
2023-01-01 21:45:00,2023-01-01 22:00:00,2113.15,145.21,0.00,54.54,468.38,7657.96,24.05,25.64,55.48,50.15,7.71,4584.87,31114.59,6695.46,0,2451.71,,39.39,,8.73,7.79,0.18,2421.93,49.69,0.98,1811.06
2023-01-01 22:00:00,2023-01-01 22:15:00,2108.40,145.16,0.00,54.49,467.83,7631.09,20.48,22.05,55.42,50.13,7.70,4908.84,31114.59,6695.71,0,2541.01,,40.51,,8.72,7.79,0.18,2419.09,49.18,0.98,1844.38
2023-01-01 22:15:00,2023-01-01 22:30:00,2109.95,145.30,0.00,54.52,467.78,7600.55,17.26,18.78,55.25,50.15,7.70,5210.57,31114.59,6695.95,0,3080.02,,43.00,,8.71,7.77,0.18,2411.06,49.38,0.98,1864.75
2023-01-01 22:30:00,2023-01-01 22:45:00,2099.08,145.57,0.00,54.47,467.98,7586.77,21.64,23.21,55.27,50.18,7.70,4840.72,31114.59,6696.20,0,2596.25,,44.49,,8.70,7.77,0.18,2413.83,49.14,0.98,1858.37
2023-01-01 22:45:00,2023-01-01 23:00:00,2105.21,145.88,0.00,54.55,467.49,7602.23,21.59,23.14,55.23,50.19,7.71,4845.21,31114.59,6696.45,0,2820.02,,44.91,,8.76,7.83,0.18,2420.72,49.04,0.98,1848.71
2023-01-01 23:00:00,2023-01-01 23:15:00,2104.67,146.21,0.00,54.59,466.81,7634.56,23.54,25.14,57.35,50.22,7.78,4630.56,31114.59,6696.70,0,2538.93,,45.85,,8.70,7.77,0.18,2415.81,49.52,0.98,1855.84
2023-01-01 23:15:00,2023-01-01 23:30:00,2100.01,146.18,0.00,54.55,466.22,7667.99,21.56,23.14,55.09,50.22,7.70,4833.17,31114.59,6696.95,0,2569.10,,46.60,,8.74,7.81,0.18,2416.12,49.83,0.98,1853.84
2023-01-01 23:30:00,2023-01-01 23:45:00,2103.88,146.76,0.00,54.67,465.78,7689.02,16.36,17.88,54.82,50.19,7.69,5285.10,31114.59,6697.20,0,3174.82,,47.31,,8.74,7.81,0.18,2415.92,49.47,0.98,1859.10
2023-01-01 23:45:00,2023-01-02 00:00:00,2101.43,145.80,0.00,54.51,465.54,7671.01,23.60,25.17,54.98,50.29,7.71,4637.33,31114.59,6697.45,0,2562.50,,47.03,,8.70,7.77,0.18,2419.82,49.30,0.98,1855.68
2023-01-02 00:00:00,2023-01-02 00:15:00,2099.24,145.58,0.00,54.45,465.22,7637.31,23.43,25.00,55.19,50.26,7.72,4653.48,31114.59,6697.70,0,2508.35,,47.56,,8.75,7.82,0.18,2414.62,49.09,0.98,1855.39
2023-01-02 00:15:00,2023-01-02 00:30:00,2108.14,147.78,0.00,54.84,464.50,7609.84,22.31,23.90,55.14,50.27,7.73,4754.05,31114.59,6697.95,0,2671.58,,47.70,,8.72,7.79,0.17,2412.07,49.68,0.98,1852.89
2023-01-02 00:30:00,2023-01-02 00:45:00,2100.97,148.02,0.00,54.81,464.51,7593.97,24.32,25.90,55.06,50.29,7.72,4554.00,31114.59,6698.20,0,2478.40,,46.51,,8.71,7.78,0.17,2404.92,49.45,0.98,1847.46
2023-01-02 00:45:00,2023-01-02 01:00:00,2101.56,146.92,0.00,54.67,465.37,7620.79,22.37,23.97,55.02,50.29,7.72,4728.22,31114.59,6698.44,0,2592.37,,45.73,,8.76,7.83,0.18,2419.17,49.00,0.98,1856.92
2023-01-02 01:00:00,2023-01-02 01:15:00,2106.94,146.98,0.00,54.73,466.14,7666.78,20.70,22.25,55.00,50.31,7.72,4912.37,31114.59,6698.69,0,2726.98,,44.84,,8.72,7.79,0.17,2416.00,49.46,0.98,1855.84
2023-01-02 01:15:00,2023-01-02 01:30:00,2099.34,147.22,0.00,54.71,466.32,7703.91,20.71,22.26,55.13,50.33,7.72,4915.75,31114.59,6698.94,0,2668.92,,45.01,,8.73,7.80,0.17,2415.47,49.16,0.98,1854.65
