From date,To date,MPDA_kW,AIT_400_001A_P.PV,FIT_200_001A_P.PV,FIT_200_002A_P.PV,FIT_200_004A_P.PV,FIT_400_001A_P.PV,FIT_400_002A_P.PV,LT_200_002A_P.PV,P_200_001A_P.RPM_MV,P_200_002A_P.RPM_MV,P_400_001A_P.RPM_MV,P_400_002A_P.RPM_MV,PDIT_200_001A_P.PV,PDIT_400_001A_P.PV,PDIT_400_002A_P.PV,PIT_400_003A_P.PV,PT_200_005A_P.PV,PT_200_006A_P.PV,PT_200A_Tags.Q_Filtrate_PV,Q_400_002A,PT_400_002A_P.PV,Q_400_001A_P.PV,RO_300A_Tags.RO.Recovery
2023-06-01 02:30:46,2023-06-01 02:45:46,0,475.77,1588.51,134.08,34.26,802.41,700.17,4.00,67.00,6.20,33.96,49.51,7.38,38.58,48.53,928.56,0.43,-0.19,1502.56,1505.61,45.45,805.44,46.50
2023-06-01 02:45:46,2023-06-01 03:00:46,0,476.89,1876.46,0.43,27.49,808.09,700.00,3.03,67.00,0.00,33.96,49.42,7.40,38.53,48.53,924.16,0.00,0.05,1508.08,1505.32,45.55,805.32,46.50
2023-06-01 03:00:46,2023-06-01 03:15:46,0,486.05,1507.62,0.47,75.28,805.04,700.36,5.44,67.00,0.00,33.96,49.42,7.36,38.46,48.47,923.07,0.00,0.26,1505.39,1506.03,44.93,805.67,46.50
2023-06-01 03:15:46,2023-06-01 03:30:46,0,488.05,1461.97,0.46,11.31,809.39,700.30,7.37,67.00,0.00,33.95,49.33,7.40,38.40,48.46,919.83,0.00,0.11,1509.67,1505.88,45.73,805.58,46.50
2023-06-01 03:30:46,2023-06-01 03:45:46,0,494.00,1534.68,0.47,0.07,803.36,699.81,7.47,67.00,0.00,33.93,49.28,7.36,38.31,48.38,918.16,1.12,0.06,1503.15,1504.84,45.99,805.02,46.50
2023-06-01 03:45:46,2023-06-01 04:00:46,0,494.85,1677.12,128.72,35.27,798.19,700.03,3.29,67.00,6.20,33.94,49.38,7.40,38.37,48.40,921.79,0.21,0.05,1498.19,1505.18,45.40,805.15,46.51
2023-06-01 04:00:46,2023-06-01 04:15:46,0,490.31,1751.67,0.46,37.08,802.31,699.83,3.11,67.00,0.00,33.93,49.37,7.44,38.39,48.41,921.77,0.00,-0.00,1502.13,1504.62,45.36,804.79,46.51
2023-06-01 04:15:46,2023-06-01 04:30:46,0,485.60,1628.51,0.46,74.37,808.07,699.91,5.71,67.00,0.00,33.95,49.38,7.47,38.44,48.47,921.89,0.00,0.31,1508.02,1505.46,45.10,805.55,46.49
2023-06-01 04:30:46,2023-06-01 04:45:46,0,479.97,1406.58,0.47,4.89,812.53,700.11,7.41,67.00,0.00,33.97,49.34,7.51,38.51,48.53,920.94,0.00,0.19,1512.62,1505.91,45.99,805.80,46.49
2023-06-01 04:45:46,2023-06-01 05:00:46,0,482.97,1520.96,0.47,0.08,805.90,699.82,7.52,67.00,0.00,33.95,49.37,7.45,38.46,48.48,922.47,0.00,0.16,1505.74,1504.82,46.18,804.99,46.51
2023-06-01 05:00:46,2023-06-01 05:15:46,0,482.55,1576.56,0.47,0.06,804.92,700.33,7.63,67.00,0.00,33.95,49.37,7.45,38.48,48.47,922.50,0.00,0.31,1505.21,1505.42,46.35,805.09,46.52
2023-06-01 05:15:46,2023-06-01 05:30:46,0,484.14,1383.10,0.47,0.07,801.16,699.77,7.75,67.00,0.00,33.95,49.40,7.46,38.48,48.47,924.26,0.00,0.24,1500.91,1504.78,46.29,805.01,46.50
2023-06-01 05:30:46,2023-06-01 05:45:46,0,485.20,1489.22,0.47,0.08,802.52,700.04,7.81,67.00,0.00,33.96,49.41,7.47,38.45,48.45,924.31,0.00,0.12,1502.57,1505.31,46.12,805.26,46.51
2023-06-01 05:45:46,2023-06-01 06:00:46,0,483.02,1581.29,0.47,6.34,806.55,700.01,7.81,67.00,0.00,33.97,49.40,7.50,38.48,48.51,923.63,0.00,0.21,1506.58,1505.71,46.01,805.70,46.49
2023-06-01 06:00:46,2023-06-01 06:15:46,0,479.82,1413.62,0.47,9.05,811.50,699.87,7.81,67.00,0.00,33.97,49.37,7.51,38.49,48.50,922.25,0.00,0.21,1511.40,1505.32,45.99,805.45,46.49
2023-06-01 06:15:46,2023-06-01 06:30:46,0,479.82,1472.86,0.47,8.69,806.29,699.71,7.81,67.00,0.00,33.95,49.39,7.48,38.48,48.45,923.32,0.00,0.05,1505.99,1504.67,45.91,804.95,46.50
2023-06-01 06:30:46,2023-06-01 06:45:46,0,479.60,1566.20,0.47,8.42,803.19,699.85,7.81,67.00,0.00,33.93,49.43,7.47,38.49,48.44,925.46,0.00,0.11,1503.00,1505.15,46.07,805.31,46.50
2023-06-01 06:45:46,2023-06-01 07:00:46,0,478.67,1462.63,0.46,8.52,801.12,700.04,7.81,67.00,0.00,33.94,49.46,7.49,38.51,48.43,926.65,0.00,0.22,1501.23,1504.86,46.13,804.82,46.52
2023-06-01 07:00:46,2023-06-01 07:15:46,0,478.15,1432.06,0.46,8.75,801.21,699.89,7.81,67.00,0.00,33.92,49.48,7.48,38.51,48.42,927.37,0.77,-0.05,1501.08,1504.13,45.88,804.25,46.53
2023-06-01 07:15:46,2023-06-01 07:30:46,0,475.15,1649.39,130.64,37.21,803.66,700.06,4.15,67.00,6.20,33.94,49.51,7.52,38.56,48.47,927.64,0.48,-0.26,1503.76,1504.92,44.87,804.86,46.52
2023-06-01 07:30:46,2023-06-01 07:45:46,0,470.58,1829.62,0.47,21.87,811.41,699.53,2.90,67.00,0.00,33.94,49.43,7.54,38.59,48.50,925.17,0.00,-0.06,1510.93,1505.09,45.34,805.56,46.48
2023-06-01 07:45:46,2023-06-01 08:00:46,0,471.60,1562.26,0.47,74.67,804.26,699.76,5.16,67.00,0.00,33.94,49.52,7.48,38.58,48.47,928.63,0.00,0.21,1504.01,1504.73,44.98,804.97,46.50
2023-06-01 08:00:46,2023-06-01 08:15:46,0,469.51,1441.86,0.47,21.62,808.98,700.30,7.31,67.00,0.00,33.96,49.50,7.53,38.62,48.53,928.05,0.00,0.09,1509.28,1505.52,45.69,805.21,46.52
2023-06-01 08:15:46,2023-06-01 08:30:46,0,468.35,1525.24,0.46,3.90,808.22,699.89,7.52,67.00,0.00,33.95,49.49,7.52,38.61,48.50,928.23,0.00,0.11,1508.12,1505.61,46.09,805.72,46.49
2023-06-01 08:30:46,2023-06-01 08:45:46,0,468.17,1516.11,0.46,3.98,807.09,699.92,7.64,67.00,0.00,33.93,49.51,7.53,38.61,48.48,929.34,0.00,0.25,1507.04,1504.90,46.21,804.98,46.51
2023-06-01 08:45:46,2023-06-01 09:00:46,0,469.36,1365.78,0.47,4.15,796.51,699.71,7.73,67.00,0.00,33.92,49.55,7.48,38.62,48.48,931.60,0.64,0.10,1496.21,1505.82,46.32,806.11,46.47
2023-06-01 09:00:46,2023-06-01 09:15:46,0,469.08,1635.94,132.69,35.79,802.27,700.40,3.89,67.00,6.31,33.93,49.58,7.54,38.62,48.50,930.98,0.36,-0.22,1502.69,1505.68,45.30,805.28,46.52
2023-06-01 09:15:46,2023-06-01 09:30:46,0,465.62,1778.88,0.46,27.33,809.62,699.62,2.93,67.00,0.00,33.95,49.50,7.55,38.63,48.53,927.94,0.00,0.01,1508.20,1504.78,45.52,805.16,46.49
2023-06-01 09:30:46,2023-06-01 09:45:46,0,467.99,1535.47,0.47,75.08,803.05,699.99,5.33,67.00,0.00,33.94,49.58,7.50,38.64,48.49,931.22,0.00,0.23,1503.05,1504.96,45.10,804.97,46.51
2023-06-01 09:45:46,2023-06-01 10:00:46,0,466.67,1440.42,0.47,14.60,809.00,700.27,7.33,67.00,0.00,33.96,49.53,7.57,38.66,48.55,929.03,0.88,0.05,1509.30,1506.06,45.71,805.79,46.50
2023-06-01 10:00:46,2023-06-01 10:15:46,0,488.46,1491.69,0.46,0.08,771.68,670.51,7.44,67.00,0.00,33.87,48.74,7.18,38.17,48.12,916.46,1.20,0.04,1442.18,1440.41,47.08,769.90,46.56
2023-06-01 10:15:46,2023-06-01 10:30:46,0,474.15,1551.32,129.77,34.53,797.38,700.42,4.13,67.00,6.13,33.92,49.62,7.52,38.57,48.42,932.85,0.52,0.01,1497.76,1505.66,45.44,805.24,46.52
2023-06-01 10:30:46,2023-06-01 10:45:46,0,469.35,1806.71,0.46,22.61,810.39,699.91,2.90,67.00,0.00,33.93,49.49,7.51,38.57,48.45,927.48,0.00,-0.08,1510.30,1504.63,45.46,804.71,46.52
2023-06-01 10:45:46,2023-06-01 11:00:46,0,471.49,1649.19,0.44,74.80,805.96,700.03,5.16,67.00,0.00,33.92,49.51,7.49,38.54,48.43,928.23,0.00,0.29,1505.99,1505.67,45.13,805.65,46.49
2023-06-01 11:00:46,2023-06-01 11:15:46,0,471.62,1409.90,0.47,19.46,810.01,700.05,7.31,67.00,0.00,33.94,49.45,7.50,38.54,48.44,926.12,0.00,0.19,1510.05,1504.72,45.83,804.67,46.52
2023-06-01 11:15:46,2023-06-01 11:30:46,0,473.38,1504.58,0.47,0.07,807.98,699.96,7.46,67.00,0.00,33.94,49.46,7.49,38.51,48.44,926.80,0.00,0.15,1507.97,1505.08,46.14,805.12,46.51
2023-06-01 11:30:46,2023-06-01 11:45:46,0,475.64,1562.48,131.06,31.21,800.98,699.79,5.33,67.00,6.60,33.93,49.50,7.49,38.49,48.40,928.06,1.29,0.05,1500.78,1504.12,45.59,804.34,46.52
2023-06-01 11:45:46,2023-06-01 12:00:46,0,475.55,1712.53,0.47,7.94,806.97,700.06,2.68,67.00,0.00,33.93,49.49,7.50,38.52,48.44,927.39,0.00,-0.04,1507.04,1505.30,45.81,805.24,46.51
2023-06-01 12:00:46,2023-06-01 12:15:46,0,476.70,1736.16,0.46,75.26,803.70,700.23,4.51,67.00,0.00,33.93,49.50,7.50,38.50,48.42,927.35,0.00,0.22,1503.94,1504.59,45.10,804.36,46.54
2023-06-01 12:15:46,2023-06-01 12:30:46,0,474.07,1429.01,0.47,34.70,810.83,700.28,7.05,67.00,0.00,33.93,49.42,7.51,38.50,48.44,924.18,0.00,0.28,1511.12,1504.88,45.75,804.60,46.53
2023-06-01 12:30:46,2023-06-01 12:45:46,0,477.25,1463.01,0.47,0.99,805.81,699.76,7.35,67.00,0.00,33.93,49.42,7.49,38.47,48.41,924.77,0.00,0.16,1505.58,1504.45,46.19,804.69,46.51
2023-06-01 12:45:46,2023-06-01 13:00:46,0,482.37,1562.81,123.84,15.03,802.14,699.72,6.76,67.00,6.05,33.91,49.41,7.44,38.39,48.35,924.47,1.22,0.09,1501.82,1504.45,46.02,804.73,46.51
2023-06-01 13:00:46,2023-06-01 13:15:46,0,482.01,1677.50,1.17,22.20,805.76,700.51,2.56,67.00,0.00,33.92,49.42,7.51,38.41,48.38,923.80,0.03,0.04,1506.25,1505.99,45.65,805.47,46.52
2023-06-01 13:15:46,2023-06-01 13:30:46,0,480.92,1751.38,0.47,57.30,804.56,699.76,3.60,67.00,0.00,33.93,49.40,7.49,38.41,48.39,922.67,0.00,0.14,1504.32,1504.42,45.31,804.66,46.51
2023-06-01 13:30:46,2023-06-01 13:45:46,0,481.47,1513.28,0.44,59.71,807.17,700.21,6.44,67.00,0.00,33.93,49.40,7.50,38.40,48.40,922.73,0.00,0.34,1507.38,1505.21,45.42,804.99,46.52
2023-06-01 13:45:46,2023-06-01 14:00:46,0,481.68,1440.55,0.47,0.09,808.99,699.86,7.39,67.00,0.00,33.93,49.35,7.50,38.38,48.38,921.19,0.00,0.21,1508.86,1504.59,46.26,804.73,46.52
2023-06-01 14:00:46,2023-06-01 14:15:46,0,483.56,1551.13,0.47,0.06,805.90,699.89,7.41,67.00,0.00,33.93,49.35,7.52,38.39,48.39,921.67,0.00,0.26,1505.78,1505.06,46.29,805.17,46.50
2023-06-01 14:15:46,2023-06-01 14:30:46,0,483.34,1458.15,0.46,0.08,808.03,699.94,7.43,67.00,0.00,33.92,49.35,7.51,38.37,48.36,921.70,0.00,0.38,1507.98,1504.23,46.40,804.29,46.53
2023-06-01 14:30:46,2023-06-01 14:45:46,0,484.46,1422.18,0.46,0.09,800.47,699.70,7.45,67.00,0.00,33.91,49.39,7.48,38.39,48.34,923.39,0.00,0.20,1500.09,1505.02,46.38,805.30,46.49
2023-06-01 14:45:46,2023-06-01 15:00:46,0,481.14,1517.66,0.47,0.08,800.05,700.02,7.47,67.00,0.00,33.93,49.42,7.52,38.44,48.39,925.12,0.00,0.20,1500.09,1504.65,46.33,804.64,46.52
2023-06-01 15:00:46,2023-06-01 15:15:46,0,478.30,1512.86,129.65,19.68,805.06,699.66,6.32,67.00,6.11,33.93,49.42,7.54,38.47,48.40,924.89,1.25,0.11,1504.71,1504.74,45.94,805.09,46.50
2023-06-01 15:15:46,2023-06-01 15:30:46,0,476.48,1705.20,0.47,14.98,805.70,700.47,2.66,67.00,0.00,33.93,49.44,7.58,38.50,48.47,924.83,0.02,-0.10,1506.17,1505.92,45.73,805.44,46.52
2023-06-01 15:30:46,2023-06-01 15:45:46,0,475.05,1731.33,0.46,61.31,805.60,699.56,3.75,67.00,0.00,33.95,49.46,7.52,38.52,48.47,925.59,0.00,0.13,1505.20,1505.04,45.05,805.49,46.48
2023-06-01 15:45:46,2023-06-01 16:00:46,0,473.66,1510.87,0.44,54.96,805.03,700.17,6.59,67.00,0.00,33.96,49.49,7.55,38.56,48.50,926.68,0.00,0.32,1505.27,1505.62,45.30,805.45,46.50
2023-06-01 16:00:46,2023-06-01 16:15:46,0,471.67,1434.67,0.46,0.09,807.49,699.74,7.36,67.00,0.00,33.95,49.43,7.53,38.54,48.49,925.41,0.00,0.18,1507.19,1505.05,46.07,805.30,46.49
2023-06-01 16:15:46,2023-06-01 16:30:46,0,473.68,1554.58,125.68,20.64,797.53,699.48,6.21,67.00,6.06,33.92,49.51,7.51,38.51,48.40,928.57,1.23,0.02,1497.05,1503.42,45.63,803.94,46.53
2023-06-01 16:30:46,2023-06-01 16:45:46,0,473.21,1761.00,0.47,14.30,801.45,700.14,2.60,67.00,0.00,33.92,49.55,7.56,38.55,48.42,929.75,0.01,0.07,1501.60,1505.48,45.62,805.34,46.51
2023-06-01 16:45:46,2023-06-01 17:00:46,0,472.56,1691.35,0.47,60.69,807.91,700.16,3.64,67.00,0.00,33.94,49.51,7.55,38.57,48.48,927.60,0.00,0.14,1508.07,1505.72,45.04,805.56,46.50
2023-06-01 17:00:46,2023-06-01 17:15:46,0,477.47,1560.20,0.47,57.30,806.14,700.35,6.49,67.00,0.00,33.95,49.46,7.54,38.49,48.42,925.13,0.00,0.36,1506.49,1505.26,45.33,804.91,46.53
2023-06-01 17:15:46,2023-06-01 17:30:46,0,476.42,1434.59,0.46,0.05,812.42,699.96,7.36,67.00,0.00,33.96,49.37,7.55,38.50,48.48,922.31,0.00,0.24,1512.36,1505.28,46.10,805.32,46.50
2023-06-01 17:30:46,2023-06-01 17:45:46,0,478.37,1533.87,0.47,0.24,805.50,699.56,7.36,67.00,0.00,33.94,49.40,7.54,38.46,48.43,924.01,0.00,0.24,1505.07,1504.61,46.12,805.05,46.49
2023-06-01 17:45:46,2023-06-01 18:00:46,0,476.03,1502.97,0.47,0.06,803.35,699.83,7.39,67.00,0.00,33.93,49.44,7.56,38.49,48.42,925.70,0.00,0.38,1503.18,1504.99,46.31,805.16,46.50
2023-06-01 18:00:46,2023-06-01 18:15:46,0,474.00,1412.60,0.47,0.06,803.34,700.11,7.41,67.00,0.00,33.94,49.46,7.56,38.52,48.44,927.00,0.00,0.19,1503.45,1504.43,46.14,804.32,46.54
2023-06-01 18:15:46,2023-06-01 18:30:46,0,472.58,1526.98,0.49,0.07,804.01,699.99,7.43,67.00,0.00,33.94,49.51,7.57,38.53,48.47,928.47,0.00,0.18,1504.02,1505.87,46.08,805.87,46.48
2023-06-01 18:30:46,2023-06-01 18:45:46,0,471.16,1541.51,0.47,0.06,802.72,700.10,7.46,67.00,0.00,33.93,49.52,7.58,38.58,48.50,929.19,0.00,0.35,1502.83,1505.60,46.25,805.49,46.50
2023-06-01 18:45:46,2023-06-01 19:00:46,0,470.06,1395.95,0.47,0.06,804.85,699.88,7.49,67.00,0.00,33.95,49.51,7.56,38.57,48.47,929.38,0.00,0.19,1504.73,1505.08,46.15,805.20,46.50
2023-06-01 19:00:46,2023-06-01 19:15:46,0,468.66,1504.06,0.47,0.06,805.19,700.02,7.51,67.00,0.00,33.96,49.52,7.60,38.60,48.55,929.62,0.00,0.14,1505.24,1505.40,46.02,805.37,46.50
2023-06-01 19:15:46,2023-06-01 19:30:46,0,465.93,1575.35,0.47,0.09,811.53,700.24,7.54,67.00,0.00,33.99,49.50,7.66,38.65,48.59,928.37,0.00,0.26,1511.83,1506.07,45.96,805.84,46.49
2023-06-01 19:30:46,2023-06-01 19:45:46,0,466.30,1380.17,0.47,0.06,805.43,699.79,7.57,67.00,0.00,33.95,49.51,7.60,38.62,48.51,929.19,0.00,0.19,1505.24,1504.77,46.05,804.97,46.51
2023-06-01 19:45:46,2023-06-01 20:00:46,0,467.75,1494.47,0.47,0.06,801.31,700.16,7.59,67.00,0.00,33.93,49.56,7.59,38.63,48.49,930.98,0.00,0.08,1501.49,1505.50,46.01,805.34,46.51
2023-06-01 20:00:46,2023-06-01 20:15:46,0,467.46,1582.87,0.47,0.07,804.33,699.91,7.62,67.00,0.00,33.94,49.57,7.61,38.63,48.49,931.26,0.00,0.21,1504.20,1505.64,46.12,805.72,46.49
2023-06-01 20:15:46,2023-06-01 20:30:46,0,467.48,1380.94,0.47,0.06,805.68,699.85,7.65,67.00,0.00,33.95,49.56,7.64,38.65,48.52,931.02,0.00,0.17,1505.55,1505.45,46.01,805.60,46.49
2023-06-01 20:30:46,2023-06-01 20:45:46,0,467.46,1483.17,0.47,0.06,802.34,700.04,7.68,67.00,0.00,33.94,49.57,7.60,38.65,48.50,931.41,0.00,0.05,1502.39,1505.13,46.00,805.09,46.51
2023-06-01 20:45:46,2023-06-01 21:00:46,0,465.40,1577.29,0.47,0.09,807.51,699.98,7.71,67.00,0.00,33.94,49.53,7.65,38.64,48.53,929.80,0.21,0.10,1507.52,1505.70,45.88,805.71,46.49
2023-06-01 21:00:46,2023-06-01 21:15:46,0,466.29,1456.91,128.28,34.04,798.71,699.73,5.06,67.00,6.17,33.94,49.58,7.62,38.65,48.51,931.59,0.99,-0.13,1498.42,1504.87,45.16,805.14,46.50
2023-06-01 21:15:46,2023-06-01 21:30:46,0,464.49,1809.69,0.47,7.24,808.80,700.25,2.77,67.00,0.00,33.97,49.56,7.67,38.66,48.56,930.59,0.00,-0.23,1509.05,1506.09,45.31,805.84,46.49
2023-06-01 21:30:46,2023-06-01 21:45:46,0,463.79,1710.77,0.47,74.83,809.03,700.17,4.58,67.00,0.00,33.97,49.57,7.68,38.65,48.54,930.39,0.00,0.16,1509.20,1505.55,44.61,805.38,46.51
2023-06-01 21:45:46,2023-06-01 22:00:46,0,462.55,1423.26,0.49,32.82,810.69,700.05,7.09,67.00,0.00,33.96,49.52,7.68,38.65,48.55,928.86,0.53,0.13,1510.72,1505.31,45.24,805.27,46.50
2023-06-01 22:00:46,2023-06-01 22:15:46,0,465.53,1583.62,125.63,35.76,799.47,699.56,4.45,67.00,6.16,33.94,49.60,7.67,38.64,48.49,932.14,0.77,-0.18,1499.02,1504.88,45.12,805.32,46.49
2023-06-01 22:15:46,2023-06-01 22:30:46,0,464.18,1823.60,0.46,17.00,805.35,699.89,2.86,67.00,0.00,33.95,49.56,7.70,38.65,48.52,930.75,0.00,0.02,1505.26,1505.19,45.48,805.29,46.50
2023-06-01 22:30:46,2023-06-01 22:45:46,0,465.33,1558.30,0.47,75.65,802.35,700.19,4.99,67.00,0.00,33.96,49.62,7.66,38.65,48.52,932.49,0.00,0.27,1502.51,1505.34,44.89,805.15,46.51
2023-06-01 22:45:46,2023-06-01 23:00:46,0,462.97,1434.63,0.47,23.06,810.67,700.07,7.27,67.00,0.00,33.96,49.54,7.74,38.65,48.54,929.39,0.00,0.13,1510.73,1505.70,45.35,805.63,46.49
2023-06-01 23:00:46,2023-06-01 23:15:46,0,463.04,1522.76,0.47,0.08,806.05,699.80,7.51,67.00,0.00,33.96,49.51,7.71,38.65,48.53,928.95,0.00,0.14,1505.81,1504.99,45.83,805.17,46.50
2023-06-01 23:15:46,2023-06-01 23:30:46,0,464.29,1567.29,0.46,0.05,805.55,700.01,7.61,67.00,0.00,33.96,49.55,7.74,38.65,48.52,930.62,0.00,0.30,1505.55,1505.47,45.93,805.44,46.50
2023-06-01 23:30:46,2023-06-01 23:45:46,0,464.44,1382.22,0.47,0.07,807.05,700.00,7.72,67.00,0.00,33.95,49.55,7.71,38.66,48.53,930.57,0.00,0.17,1506.98,1505.56,45.87,805.55,46.49
2023-06-01 23:45:46,2023-06-02 00:00:46,0,464.72,1499.30,0.47,0.06,804.34,700.08,7.80,67.00,0.00,33.95,49.55,7.72,38.64,48.52,930.76,0.00,0.11,1504.43,1505.51,45.91,805.42,46.50
2023-06-02 00:00:46,2023-06-02 00:15:46,0,465.42,1563.45,133.07,18.41,801.80,699.58,6.66,67.00,6.50,33.94,49.57,7.72,38.63,48.50,931.34,1.24,0.06,1501.35,1504.84,45.55,805.26,46.49
2023-06-02 00:15:46,2023-06-02 00:30:46,0,465.51,1677.18,0.46,15.42,804.38,700.20,2.66,67.00,0.00,33.95,49.60,7.77,38.63,48.49,932.16,0.02,-0.12,1504.58,1505.57,45.26,805.38,46.51
2023-06-02 00:30:46,2023-06-02 00:45:46,0,464.54,1772.32,0.44,61.12,803.77,699.82,3.81,67.00,0.00,33.95,49.60,7.74,38.66,48.52,931.71,0.00,0.10,1503.57,1505.40,44.75,805.59,46.49
2023-06-02 00:45:46,2023-06-02 01:00:46,0,464.26,1491.12,0.47,53.40,804.60,700.42,6.62,67.00,0.00,33.94,49.58,7.77,38.62,48.49,930.82,0.00,0.27,1505.06,1505.73,45.00,805.32,46.52
2023-06-02 01:00:46,2023-06-02 01:15:46,0,462.28,1474.18,0.47,0.05,811.69,699.89,7.38,67.00,0.00,33.94,49.51,7.79,38.63,48.49,928.63,0.00,0.15,1511.60,1505.24,45.66,805.37,46.50
2023-06-02 01:15:46,2023-06-02 01:30:46,0,463.52,1582.71,0.47,0.07,806.17,699.88,7.39,67.00,0.00,33.94,49.53,7.75,38.62,48.46,929.79,0.00,0.26,1506.03,1505.38,45.93,805.51,46.49
2023-06-02 01:30:46,2023-06-02 01:45:46,0,466.72,1416.87,123.85,26.75,796.01,699.43,5.75,67.00,6.06,33.90,49.60,7.71,38.55,48.35,932.67,1.28,0.03,1495.47,1502.65,45.43,803.22,46.55
2023-06-02 01:45:46,2023-06-02 02:00:46,0,464.04,1808.21,0.47,5.18,807.51,700.63,2.65,67.00,0.00,33.92,49.59,7.82,38.61,48.46,930.89,0.01,-0.12,1508.11,1505.77,45.31,805.14,46.53
2023-06-02 02:00:46,2023-06-02 02:15:46,0,319.84,613.59,0.47,62.94,442.94,43.55,3.62,35.15,0.00,7.16,2.22,2.29,7.38,8.92,125.09,0.00,1.75,486.43,203.15,26.67,159.60,1.70
2023-06-02 02:15:46,2023-06-02 02:30:46,0,251.87,1097.57,0.47,72.42,799.27,0.33,6.73,63.43,0.00,33.25,3.65,4.23,32.52,41.79,88.28,0.00,1.00,799.59,806.83,50.02,806.51,0.00
2023-06-02 02:30:46,2023-06-02 02:45:46,0,492.32,1385.96,0.47,0.07,792.65,667.84,7.77,66.88,0.00,33.81,48.86,7.75,38.22,48.07,906.40,0.00,0.35,1460.53,1477.47,46.11,809.62,43.33
2023-06-02 02:45:46,2023-06-02 03:00:46,0,491.04,1470.12,0.46,0.07,805.69,699.89,7.69,67.00,0.00,33.83,49.43,7.77,38.31,48.16,925.39,0.00,0.16,1505.58,1505.36,45.83,805.47,46.49
2023-06-02 03:00:46,2023-06-02 03:15:46,0,487.49,1566.56,0.47,0.08,809.43,699.99,7.62,67.00,0.00,33.84,49.42,7.79,38.29,48.17,924.51,0.00,0.23,1509.43,1505.47,45.84,805.48,46.50
2023-06-02 03:15:46,2023-06-02 03:30:46,0,486.38,1455.08,131.93,21.74,804.61,699.68,6.12,67.00,6.20,33.83,49.42,7.77,38.28,48.16,924.66,1.27,0.09,1504.28,1505.21,45.37,805.53,46.48
2023-06-02 03:30:46,2023-06-02 03:45:46,0,486.13,1750.67,0.47,10.35,805.00,700.38,2.66,67.00,0.00,33.83,49.48,7.79,38.29,48.17,926.66,0.01,-0.11,1505.38,1505.86,45.30,805.48,46.51
