From date,To date,MPDC_kW,AIT_400_001C_P.PV,FIT_200_001C_P.PV,FIT_200_002C_P.PV,FIT_200_004C_P.PV,FIT_400_001C_P.PV,FIT_400_002C_P.PV,LT_200_002C_P.PV,P_200_001C_P.RPM_MV,P_200_002C_P.RPM_MV,P_400_001C_P.RPM_MV,P_400_002C_P.RPM_MV,PDIT_200_001C_P.PV,PDIT_400_001C_P.PV,PDIT_400_002C_P.PV,PIT_400_003C_P.PV,PT_200_005C_P.PV,PT_200_006C_P.PV,PT_200C_Tags.Q_Filtrate_PV,PT_200C_Tags.Q_RO_Feed_PV,PT_400_002C_P.PV,Q_400_001C_P.PV,RO_300C_Tags.RO.Recovery
2023-06-01 02:45:46,2023-06-01 03:00:46,0,0.71,0.68,0.62,0.08,0.22,0.19,6.38,0,0,0,0,0,0.53,0.00,1.79,0.01,1.52,0.40,0.19,0.99,0.00,0
2023-06-01 03:00:46,2023-06-01 03:15:46,0,0.71,0.78,0.62,0.06,0.25,0.22,6.38,0,0,0,0,0,0.53,0.00,1.80,0.01,1.52,0.47,0.22,0.99,0.00,0
2023-06-01 03:15:46,2023-06-01 03:30:46,0,0.71,0.71,0.60,0.10,0.19,0.22,6.38,0,0,0,0,0,0.53,0.00,1.77,0.01,1.52,0.42,0.22,0.99,0.00,0
2023-06-01 03:30:46,2023-06-01 03:45:46,0,0.71,0.72,0.65,0.07,0.25,0.22,6.38,0,0,0,0,0,0.53,0.00,1.75,0.01,1.52,0.45,0.22,0.99,0.00,0
2023-06-01 03:45:46,2023-06-01 04:00:46,0,0.71,0.71,0.60,0.08,0.31,0.22,6.38,0,0,0,0,0,0.53,0.00,1.66,0.01,1.52,0.54,0.22,0.99,0.00,0
2023-06-01 04:00:46,2023-06-01 04:15:46,0,0.71,0.79,0.65,0.07,0.27,0.23,6.38,0,0,0,0,0,0.53,0.00,1.75,0.01,1.52,0.51,0.23,0.99,0.00,0
2023-06-01 04:15:46,2023-06-01 04:30:46,0,0.71,0.76,0.60,0.08,0.23,0.29,6.38,0,0,0,0,0,0.53,0.00,1.77,0.01,1.52,0.56,0.29,0.99,0.00,0
2023-06-01 04:30:46,2023-06-01 04:45:46,0,0.71,0.71,0.65,0.07,0.27,0.21,6.38,0,0,0,0,0,0.53,0.00,1.76,0.01,1.52,0.47,0.21,0.99,0.00,0
2023-06-01 04:45:46,2023-06-01 05:00:46,0,0.71,0.63,0.57,0.08,0.31,0.17,6.38,0,0,0,0,0,0.53,0.00,1.73,0.01,1.52,0.49,0.17,0.99,0.00,0
2023-06-01 05:00:46,2023-06-01 05:15:46,0,0.71,0.68,0.68,0.10,0.20,0.24,6.38,0,0,0,0,0,0.53,0.00,1.71,0.01,1.52,0.43,0.24,0.99,0.00,0
2023-06-01 05:15:46,2023-06-01 05:30:46,0,0.71,0.77,0.59,0.07,0.30,0.24,6.38,0,0,0,0,0,0.53,0.00,1.78,0.01,1.52,0.59,0.24,0.99,0.00,0
2023-06-01 05:30:46,2023-06-01 05:45:46,0,0.69,0.65,0.60,0.07,0.27,0.25,6.38,0,0,0,0,0,0.53,0.00,1.73,0.01,1.52,0.54,0.25,0.99,0.00,0
2023-06-01 05:45:46,2023-06-01 06:00:46,0,0.71,0.69,0.63,0.08,0.28,0.20,6.38,0,0,0,0,0,0.53,0.00,1.72,0.01,1.52,0.46,0.20,0.99,0.00,0
2023-06-01 06:00:46,2023-06-01 06:15:46,0,0.71,0.71,0.60,0.06,0.30,0.22,6.38,0,0,0,0,0,0.53,0.00,1.75,0.01,1.52,0.51,0.22,0.99,0.00,0
2023-06-01 06:15:46,2023-06-01 06:30:46,0,0.71,0.74,0.58,0.06,0.26,0.20,6.38,0,0,0,0,0,0.53,0.00,1.73,0.01,1.52,0.48,0.21,0.99,0.00,0
2023-06-01 06:30:46,2023-06-01 06:45:46,0,0.71,0.72,0.58,0.08,0.28,0.23,6.38,0,0,0,0,0,0.53,0.00,1.70,0.01,1.52,0.51,0.23,0.99,0.00,0
2023-06-01 06:45:46,2023-06-01 07:00:46,0,0.71,0.75,0.62,0.06,0.20,0.24,6.38,0,0,0,0,0,0.53,0.00,1.70,0.01,1.52,0.43,0.24,1.00,0.00,0
2023-06-01 07:00:46,2023-06-01 07:15:46,0,0.71,0.77,0.62,0.08,0.30,0.16,6.38,0,0,0,0,0,0.53,0.00,1.75,0.01,1.52,0.45,0.16,1.00,0.00,0
2023-06-01 07:15:46,2023-06-01 07:30:46,0,0.71,0.69,0.68,0.08,0.26,0.22,6.38,0,0,0,0,0,0.53,0.00,1.82,0.01,1.52,0.48,0.22,1.00,0.00,0
2023-06-01 07:30:46,2023-06-01 07:45:46,0,0.71,0.69,0.66,0.09,0.42,0.18,6.38,0,0,0,0,0,0.53,0.00,1.84,0.01,1.52,0.62,0.18,1.00,0.00,0
2023-06-01 07:45:46,2023-06-01 08:00:46,0,0.71,0.84,0.65,0.09,0.30,0.22,6.38,0,0,0,0,0,0.53,0.00,1.80,0.01,1.52,0.54,0.22,0.99,0.00,0
2023-06-01 08:00:46,2023-06-01 08:15:46,0,0.71,0.74,0.57,0.10,0.31,0.27,6.38,0,0,0,0,0,0.53,0.00,1.83,0.01,1.52,0.61,0.27,1.00,0.00,0
2023-06-01 08:15:46,2023-06-01 08:30:46,0,0.71,0.72,0.60,0.09,0.32,0.23,6.38,0,0,0,0,0,0.53,0.00,1.78,0.01,1.52,0.54,0.23,1.00,0.00,0
2023-06-01 08:30:46,2023-06-01 08:45:46,0,0.71,0.74,0.62,0.07,0.32,0.23,6.38,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.54,0.23,1.00,0.00,0
2023-06-01 08:45:46,2023-06-01 09:00:46,0,0.71,0.91,0.57,0.03,0.35,0.10,6.38,0,0,0,0,0,0.53,0.00,1.86,0.01,1.52,0.48,0.09,1.00,0.00,0
2023-06-01 09:00:46,2023-06-01 09:15:46,0,0.71,0.75,0.62,0.10,0.22,0.29,6.38,0,0,0,0,0,0.53,0.00,1.84,0.01,1.52,0.52,0.29,1.00,0.00,0
2023-06-01 09:15:46,2023-06-01 09:30:46,0,0.71,0.73,0.60,0.09,0.27,0.27,6.38,0,0,0,0,0,0.53,0.00,1.82,0.01,1.52,0.51,0.27,1.00,0.00,0
2023-06-01 09:30:46,2023-06-01 09:45:46,0,0.71,0.69,0.62,0.08,0.25,0.24,6.38,0,0,0,0,0,0.53,0.00,1.83,0.01,1.52,0.54,0.23,1.00,0.00,0
2023-06-01 09:45:46,2023-06-01 10:00:46,0,0.71,0.62,0.60,0.09,0.33,0.26,6.38,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.54,0.25,1.00,0.00,0
2023-06-01 10:00:46,2023-06-01 10:15:46,0,0.71,0.64,0.58,0.06,0.24,0.33,6.38,0,0,0,0,0,0.53,0.00,1.83,0.01,1.52,0.52,0.33,1.00,0.00,0
2023-06-01 10:15:46,2023-06-01 10:30:46,0,0.71,0.78,0.63,0.07,0.25,0.28,6.38,0,0,0,0,0,0.53,0.00,1.83,0.01,1.52,0.46,0.28,1.00,0.00,0
2023-06-01 10:30:46,2023-06-01 10:45:46,0,0.71,0.71,0.65,0.09,0.25,0.22,6.38,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.49,0.23,1.00,0.00,0
2023-06-01 10:45:46,2023-06-01 11:00:46,0,0.71,0.75,0.58,0.07,0.22,0.20,6.38,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.43,0.20,1.00,0.00,0
2023-06-01 11:00:46,2023-06-01 11:15:46,0,0.71,0.69,0.58,0.06,0.22,0.19,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.51,0.19,1.00,0.00,0
2023-06-01 11:15:46,2023-06-01 11:30:46,0,0.71,0.71,0.65,0.10,0.26,0.21,6.38,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.48,0.21,1.00,0.00,0
2023-06-01 11:30:46,2023-06-01 11:45:46,0,0.71,0.72,0.60,0.08,0.27,0.16,6.38,0,0,0,0,0,0.53,0.00,1.84,0.01,1.52,0.46,0.16,1.00,0.00,0
2023-06-01 11:45:46,2023-06-01 12:00:46,0,0.71,0.77,0.57,0.09,0.29,0.22,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.47,0.22,1.00,0.00,0
2023-06-01 12:00:46,2023-06-01 12:15:46,0,0.71,0.66,0.60,0.06,0.29,0.26,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.55,0.26,1.00,0.00,0
2023-06-01 12:15:46,2023-06-01 12:30:46,0,0.71,0.67,0.58,0.08,0.26,0.25,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.53,0.24,1.00,0.00,0
2023-06-01 12:30:46,2023-06-01 12:45:46,0,0.71,0.70,0.60,0.07,0.20,0.22,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.47,0.22,1.00,0.00,0
2023-06-01 12:45:46,2023-06-01 13:00:46,0,0.71,0.76,0.58,0.06,0.31,0.19,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.55,0.19,1.00,0.00,0
2023-06-01 13:00:46,2023-06-01 13:15:46,0,0.71,0.64,0.60,0.08,0.24,0.24,6.38,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.45,0.24,1.00,0.00,0
2023-06-01 13:15:46,2023-06-01 13:30:46,0,0.71,0.69,0.58,0.07,0.24,0.25,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.48,0.25,1.00,0.00,0
2023-06-01 13:30:46,2023-06-01 13:45:46,0,0.71,0.62,0.62,0.08,0.24,0.26,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.53,0.26,1.00,0.00,0
2023-06-01 13:45:46,2023-06-01 14:00:46,0,0.71,0.64,0.60,0.06,0.21,0.29,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.55,0.29,1.00,0.00,0
2023-06-01 14:00:46,2023-06-01 14:15:46,0,0.71,0.75,0.60,0.08,0.26,0.23,6.37,0,0,0,0,0,0.53,0.00,1.86,0.01,1.52,0.51,0.23,1.00,0.00,0
2023-06-01 14:15:46,2023-06-01 14:30:46,0,0.71,0.76,0.62,0.06,0.23,0.24,6.37,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.48,0.24,1.00,0.00,0
2023-06-01 14:30:46,2023-06-01 14:45:46,0,0.71,0.77,0.60,0.09,0.29,0.23,6.37,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.51,0.24,1.00,0.00,0
2023-06-01 14:45:46,2023-06-01 15:00:46,0,0.71,0.77,0.58,0.05,0.30,0.21,6.37,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.50,0.21,0.99,0.00,0
2023-06-01 15:00:46,2023-06-01 15:15:46,0,0.71,0.70,0.57,0.07,0.23,0.24,6.37,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.47,0.24,0.99,0.00,0
2023-06-01 15:15:46,2023-06-01 15:30:46,0,0.71,0.60,0.58,0.08,0.21,0.25,6.37,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.45,0.25,1.00,0.00,0
2023-06-01 15:30:46,2023-06-01 15:45:46,0,0.71,0.77,0.63,0.07,0.30,0.19,6.37,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.50,0.19,1.00,0.00,0
2023-06-01 15:45:46,2023-06-01 16:00:46,0,0.71,0.72,0.67,0.08,0.28,0.21,6.37,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.48,0.21,1.00,0.00,0
2023-06-01 16:00:46,2023-06-01 16:15:46,0,0.71,0.77,0.69,0.08,0.29,0.16,6.37,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.44,0.16,1.00,0.00,0
2023-06-01 16:15:46,2023-06-01 16:30:46,0,0.71,0.71,0.58,0.05,0.27,0.23,6.37,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.48,0.23,1.00,0.00,0
2023-06-01 16:30:46,2023-06-01 16:45:46,0,0.71,0.79,0.60,0.08,0.27,0.20,6.37,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.47,0.19,1.00,0.00,0
2023-06-01 16:45:46,2023-06-01 17:00:46,0,0.71,0.74,0.60,0.08,0.24,0.20,6.37,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.44,0.20,1.00,0.00,0
2023-06-01 17:00:46,2023-06-01 17:15:46,0,0.71,0.71,0.62,0.07,0.27,0.22,6.37,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.48,0.22,1.00,0.00,0
2023-06-01 17:15:46,2023-06-01 17:30:46,0,0.71,0.70,0.63,0.06,0.28,0.19,6.37,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.50,0.20,1.00,0.00,0
2023-06-01 17:30:46,2023-06-01 17:45:46,0,0.71,0.73,0.63,0.09,0.29,0.21,6.37,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.51,0.21,1.00,0.00,0
2023-06-01 17:45:46,2023-06-01 18:00:46,0,0.71,0.68,0.60,0.07,0.30,0.22,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.55,0.22,1.00,0.00,0
2023-06-01 18:00:46,2023-06-01 18:15:46,0,0.71,0.73,0.60,0.05,0.24,0.22,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.45,0.22,1.00,0.00,0
2023-06-01 18:15:46,2023-06-01 18:30:46,0,0.71,0.76,0.60,0.07,0.31,0.22,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.49,0.22,1.00,0.00,0
2023-06-01 18:30:46,2023-06-01 18:45:46,0,0.71,0.77,0.62,0.08,0.32,0.15,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.47,0.15,1.00,0.00,0
2023-06-01 18:45:46,2023-06-01 19:00:46,0,0.71,0.71,0.58,0.10,0.31,0.29,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.64,0.29,1.00,0.00,0
2023-06-01 19:00:46,2023-06-01 19:15:46,0,0.71,0.69,0.57,0.08,0.24,0.20,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.41,0.20,1.00,0.00,0
2023-06-01 19:15:46,2023-06-01 19:30:46,0,0.71,0.72,0.60,0.10,0.33,0.20,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.55,0.20,1.00,0.00,0
2023-06-01 19:30:46,2023-06-01 19:45:46,0,0.71,0.67,0.58,0.07,0.28,0.24,6.38,0,0,0,0,0,0.53,0.00,1.86,0.01,1.52,0.56,0.23,1.00,0.00,0
2023-06-01 19:45:46,2023-06-01 20:00:46,0,0.71,0.68,0.63,0.10,0.25,0.20,6.38,0,0,0,0,0,0.53,0.00,1.86,0.01,1.52,0.43,0.19,1.00,0.00,0
2023-06-01 20:00:46,2023-06-01 20:15:46,0,0.71,0.75,0.62,0.08,0.34,0.20,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.56,0.20,1.00,0.00,0
2023-06-01 20:15:46,2023-06-01 20:30:46,0,0.71,0.70,0.62,0.06,0.27,0.22,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.49,0.23,1.00,0.00,0
2023-06-01 20:30:46,2023-06-01 20:45:46,0,0.71,0.69,0.62,0.08,0.27,0.21,6.38,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.56,0.21,1.00,0.00,0
2023-06-01 20:45:46,2023-06-01 21:00:46,0,0.71,0.71,0.67,0.09,0.30,0.22,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.56,0.22,1.00,0.00,0
2023-06-01 21:00:46,2023-06-01 21:15:46,0,0.71,0.74,0.60,0.08,0.35,0.22,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.56,0.22,1.00,0.00,0
2023-06-01 21:15:46,2023-06-01 21:30:46,0,0.71,0.72,0.58,0.08,0.28,0.23,6.38,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.52,0.23,1.00,0.00,0
2023-06-01 21:30:46,2023-06-01 21:45:46,0,0.71,0.70,0.65,0.06,0.31,0.23,6.38,0,0,0,0,0,0.53,0.00,1.84,0.01,1.52,0.50,0.23,1.00,0.00,0
2023-06-01 21:45:46,2023-06-01 22:00:46,0,0.71,0.73,0.63,0.05,0.31,0.24,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.56,0.24,1.00,0.00,0
2023-06-01 22:00:46,2023-06-01 22:15:46,0,0.71,0.77,0.58,0.08,0.36,0.19,6.38,0,0,0,0,0,0.53,0.00,1.86,0.01,1.52,0.58,0.19,1.00,0.00,0
2023-06-01 22:15:46,2023-06-01 22:30:46,0,0.71,0.72,0.60,0.08,0.29,0.19,6.38,0,0,0,0,0,0.53,0.00,1.84,0.01,1.52,0.49,0.18,1.00,0.00,0
2023-06-01 22:30:46,2023-06-01 22:45:46,0,0.71,0.72,0.57,0.08,0.24,0.22,6.38,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.48,0.22,1.00,0.00,0
2023-06-01 22:45:46,2023-06-01 23:00:46,0,0.71,0.74,0.57,0.11,0.20,0.22,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.41,0.22,1.00,0.00,0
2023-06-01 23:00:46,2023-06-01 23:15:46,0,0.71,0.71,0.62,0.08,0.29,0.23,6.38,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.54,0.23,1.00,0.00,0
2023-06-01 23:15:46,2023-06-01 23:30:46,0,0.71,0.68,0.57,0.09,0.33,0.22,6.38,0,0,0,0,0,0.53,0.00,1.86,0.01,1.52,0.52,0.22,1.00,0.00,0
2023-06-01 23:30:46,2023-06-01 23:45:46,0,0.71,0.78,0.69,0.07,0.29,0.23,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.51,0.25,1.00,0.00,0
2023-06-01 23:45:46,2023-06-02 00:00:46,0,0.71,0.70,0.60,0.06,0.24,0.24,6.38,0,0,0,0,0,0.53,0.00,1.86,0.01,1.52,0.51,0.24,1.00,0.00,0
2023-06-02 00:00:46,2023-06-02 00:15:46,0,0.71,0.70,0.58,0.08,0.31,0.25,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.49,0.24,1.00,0.00,0
2023-06-02 00:15:46,2023-06-02 00:30:46,0,0.71,0.73,0.58,0.10,0.27,0.23,6.38,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.53,0.24,1.00,0.00,0
2023-06-02 00:30:46,2023-06-02 00:45:46,0,0.71,0.78,0.63,0.07,0.24,0.23,6.38,0,0,0,0,0,0.53,0.00,1.83,0.01,1.52,0.43,0.24,1.00,0.00,0
2023-06-02 00:45:46,2023-06-02 01:00:46,0,0.71,0.67,0.60,0.05,0.31,0.27,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.50,0.26,1.00,0.00,0
2023-06-02 01:00:46,2023-06-02 01:15:46,0,0.71,0.77,0.62,0.08,0.37,0.19,6.38,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.51,0.19,1.00,0.00,0
2023-06-02 01:15:46,2023-06-02 01:30:46,0,0.71,0.75,0.58,0.07,0.34,0.20,6.38,0,0,0,0,0,0.53,0.00,1.84,0.01,1.52,0.48,0.20,1.00,0.00,0
2023-06-02 01:30:46,2023-06-02 01:45:46,0,0.71,0.71,0.62,0.08,0.27,0.20,6.38,0,0,0,0,0,0.53,0.00,1.84,0.01,1.52,0.49,0.20,1.00,0.00,0
2023-06-02 01:45:46,2023-06-02 02:00:46,0,0.71,0.73,0.60,0.06,0.30,0.21,6.38,0,0,0,0,0,0.53,0.00,1.84,0.01,1.52,0.52,0.22,1.00,0.00,0
2023-06-02 02:00:46,2023-06-02 02:15:46,0,0.71,0.66,0.60,0.08,0.24,0.23,6.38,0,0,0,0,0,0.53,0.00,1.80,0.01,1.52,0.49,0.23,0.99,0.00,0
2023-06-02 02:15:46,2023-06-02 02:30:46,0,0.71,0.73,0.60,0.10,0.31,0.19,6.38,0,0,0,0,0,0.53,0.00,1.79,0.01,1.52,0.47,0.18,0.99,0.00,0
2023-06-02 02:30:46,2023-06-02 02:45:46,0,0.71,0.69,0.63,0.07,0.31,0.19,6.38,0,0,0,0,0,0.53,0.00,1.80,0.01,1.52,0.51,0.18,1.00,0.00,0
2023-06-02 02:45:46,2023-06-02 03:00:46,0,0.71,0.67,0.60,0.08,0.27,0.22,6.38,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.52,0.22,1.00,0.00,0
2023-06-02 03:00:46,2023-06-02 03:15:46,0,0.71,0.87,0.63,0.07,0.22,0.24,6.38,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.53,0.25,0.99,0.00,0
2023-06-02 03:15:46,2023-06-02 03:30:46,0,0.71,0.76,0.65,0.08,0.30,0.21,6.38,0,0,0,0,0,0.53,0.00,1.85,0.01,1.52,0.46,0.21,1.00,0.00,0
2023-06-02 03:30:46,2023-06-02 03:45:46,0,0.71,0.79,0.70,0.09,0.27,0.22,6.38,0,0,0,0,0,0.53,0.00,1.84,0.01,1.52,0.42,0.22,0.99,0.00,0
2023-06-02 03:45:46,2023-06-02 04:00:46,0,0.71,0.64,0.67,0.07,0.24,0.25,6.38,0,0,0,0,0,0.53,0.00,1.87,0.01,1.52,0.50,0.25,0.99,0.00,0
2023-06-02 04:00:46,2023-06-02 04:15:46,0,0.71,0.74,0.62,0.08,0.24,0.22,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.51,0.21,0.99,0.00,0
2023-06-02 04:15:46,2023-06-02 04:30:46,0,0.71,0.73,0.58,0.07,0.32,0.17,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.48,0.17,0.99,0.00,0
2023-06-02 04:30:46,2023-06-02 04:45:46,0,0.71,0.73,0.63,0.07,0.24,0.18,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.48,0.18,0.99,0.00,0
2023-06-02 04:45:46,2023-06-02 05:00:46,0,0.71,0.77,0.60,0.08,0.30,0.20,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.48,0.20,0.99,0.00,0
2023-06-02 05:00:46,2023-06-02 05:15:46,0,0.71,0.72,0.62,0.09,0.26,0.21,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.48,0.21,0.99,0.00,0
2023-06-02 05:15:46,2023-06-02 05:30:46,0,0.71,0.75,0.58,0.09,0.25,0.22,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.50,0.22,0.99,0.00,0
2023-06-02 05:30:46,2023-06-02 05:45:46,0,0.71,0.74,0.57,0.06,0.34,0.25,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.54,0.25,1.00,0.00,0
2023-06-02 05:45:46,2023-06-02 06:00:46,0,0.71,0.65,0.62,0.06,0.28,0.23,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.49,0.23,0.99,0.00,0
2023-06-02 06:00:46,2023-06-02 06:15:46,0,0.71,0.66,0.58,0.08,0.30,0.24,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.55,0.24,1.00,0.00,0
2023-06-02 06:15:46,2023-06-02 06:30:46,0,0.71,0.68,0.60,0.09,0.27,0.26,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.55,0.26,1.00,0.00,0
2023-06-02 06:30:46,2023-06-02 06:45:46,0,0.71,0.64,0.70,0.10,0.27,0.19,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.44,0.19,1.00,0.00,0
2023-06-02 06:45:46,2023-06-02 07:00:46,0,0.71,0.68,0.58,0.07,0.24,0.24,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.46,0.24,1.00,0.00,0
2023-06-02 07:00:46,2023-06-02 07:15:46,0,0.71,0.68,0.65,0.06,0.22,0.18,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.43,0.18,1.00,0.00,0
2023-06-02 07:15:46,2023-06-02 07:30:46,0,0.71,0.66,0.58,0.10,0.25,0.24,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.52,0.24,1.00,0.00,0
2023-06-02 07:30:46,2023-06-02 07:45:46,0,0.71,0.73,0.58,0.08,0.23,0.26,6.38,0,0,0,0,0,0.53,0.00,1.88,0.01,1.52,0.48,0.26,1.00,0.00,0
