From date,To date,FIT_900_002_P.PV,PIT_900_003_P.PV,Added by Frits for calc Power,Added by Frits for calc Power,AIT_100_003_P.PV,AIT_900_006_P.PV,PIT_100_001_P.PV,PT_100_002_P.PV,TIT_100_002_P.PV,AIT_100_001_P.PV,AIT_100_002_P.PV,FIT_100_001_P.PV,P_100_001_1_P.HOURS,P_100_001_2_P.HOURS,CV_900_004_P.CV,FIT_1000_001_P.PV,FIT_900_004_P.PV,FIT_900_005_P.PV,FIT_900_006_P.PV,PIT_900_002_1_P.PV,PIT_900_002_2_P.PV,PDIT_700_001_P.PV,Q_Brine_Pumps,PSCA_kW,PowerDesal_pf,PowerDesal_kVA
2023-06-01 02:30:46,2023-06-01 02:45:46,1342.99,141.15,49.00,0.00,511.79,7741.65,28.85,30.40,57.11,50.53,7.75,4548.52,31114.61,8810.91,0.00,3184.55,,24.25,,9.18,9.01,0.19,1606.80,49.25,0.98,1336.45
2023-06-01 02:45:46,2023-06-01 03:00:46,1344.65,141.10,49.00,0.00,511.63,7735.62,26.84,28.34,57.42,50.53,7.70,4867.37,31114.61,8811.16,0.00,3563.71,,23.32,,9.18,9.01,0.19,1612.97,49.19,0.98,1343.34
2023-06-01 03:00:46,2023-06-01 03:15:46,1343.94,141.11,49.00,0.00,511.83,7724.07,27.68,29.16,57.77,50.60,7.66,4770.63,31114.61,8811.41,0.00,3417.77,,23.27,,9.18,9.01,0.18,1609.18,48.90,0.98,1340.05
2023-06-01 03:15:46,2023-06-01 03:30:46,1344.04,141.14,49.00,0.00,513.87,7736.02,29.46,30.83,57.71,50.57,7.70,4489.96,31114.61,8811.66,0.00,3289.13,,23.25,,9.18,9.01,0.19,1616.65,48.71,0.98,1319.23
2023-06-01 03:30:46,2023-06-01 03:45:46,1341.83,141.14,49.00,0.00,518.32,7782.24,28.65,30.24,57.47,50.53,7.72,4616.47,31114.61,8811.91,0.00,3144.91,,23.17,,9.18,9.01,0.19,1610.60,49.03,0.98,1243.14
2023-06-01 03:45:46,2023-06-01 04:00:46,1342.30,141.15,49.00,0.00,522.31,7741.18,28.55,30.02,57.29,50.52,7.73,4639.00,31114.61,8812.16,0.00,3201.00,,21.97,,9.19,9.01,0.19,1603.91,48.95,0.98,1297.98
2023-06-01 04:00:46,2023-06-01 04:15:46,1346.77,140.98,49.00,0.00,525.92,7734.99,27.90,29.40,57.02,50.48,7.73,4749.32,31114.61,8812.41,0.00,3556.48,,22.84,,9.18,9.01,0.18,1607.11,48.92,0.98,1300.78
2023-06-01 04:15:46,2023-06-01 04:30:46,1350.14,140.78,49.00,0.00,527.00,7726.34,28.38,29.87,57.15,50.52,7.73,4693.67,31114.61,8812.65,0.00,3167.38,,23.64,,9.17,9.01,0.19,1612.83,49.10,0.97,1279.57
2023-06-01 04:30:46,2023-06-01 04:45:46,1354.02,140.68,49.00,0.00,525.82,7707.40,29.46,31.02,57.14,50.50,7.73,4500.79,31114.61,8812.90,0.00,3244.68,,24.26,,9.17,9.01,0.19,1617.97,48.92,0.98,1315.10
2023-06-01 04:45:46,2023-06-01 05:00:46,1367.19,140.10,49.00,0.00,522.66,7683.16,28.19,29.66,57.12,50.50,7.73,4747.91,31114.61,8813.15,0.00,3286.51,,24.98,,9.16,9.00,0.18,1612.51,49.01,0.98,1310.28
2023-06-01 05:00:46,2023-06-01 05:15:46,1439.06,134.62,48.56,0.00,519.84,7664.60,29.36,30.90,57.23,50.52,7.74,4557.42,31114.61,8813.40,0.00,3125.40,,25.59,,8.82,8.69,0.19,1613.10,49.02,0.98,1260.33
2023-06-01 05:15:46,2023-06-01 05:30:46,1277.68,130.99,46.97,0.00,519.95,7641.10,30.15,31.53,57.18,50.51,7.74,4440.20,31114.61,8813.65,0.00,3196.01,,27.25,,9.18,8.98,0.19,1604.24,49.03,0.98,1247.95
2023-06-01 05:30:46,2023-06-01 05:45:46,1314.45,130.94,47.22,0.00,518.85,7617.73,29.30,30.86,57.12,50.50,7.74,4596.61,31114.61,8813.90,0.00,3269.59,,27.08,,9.20,9.02,0.18,1604.38,49.24,0.98,1240.33
2023-06-01 05:45:46,2023-06-01 06:00:46,1347.37,131.19,47.46,0.00,519.15,7602.58,29.52,31.04,57.05,50.50,7.73,4573.81,31114.61,8814.15,0.00,3122.49,,28.26,,9.18,9.01,0.19,1612.61,48.90,0.98,1239.20
2023-06-01 06:00:46,2023-06-01 06:15:46,1379.15,130.32,47.50,0.00,519.39,7604.81,30.47,31.80,56.91,50.48,7.73,4446.26,31114.61,8814.40,0.00,3112.23,,31.69,,9.14,8.99,0.19,1617.35,48.70,0.98,1258.61
2023-06-01 06:15:46,2023-06-01 06:30:46,1397.06,129.99,47.54,0.00,518.61,7620.13,33.18,34.76,56.87,50.50,7.73,3800.47,31114.61,8814.65,0.00,2427.38,,33.93,,9.10,8.96,0.19,1616.67,48.63,0.98,1253.77
2023-06-01 06:30:46,2023-06-01 06:45:46,1398.96,129.67,47.50,0.00,517.63,7613.75,33.51,35.07,56.81,50.48,7.72,3754.82,31114.61,8814.90,0.00,2357.32,,32.95,,9.05,8.90,0.19,1606.22,48.35,0.98,1244.54
2023-06-01 06:45:46,2023-06-01 07:00:46,1390.24,129.01,47.33,0.00,516.96,7582.38,33.26,34.79,56.70,50.48,7.72,3811.95,31114.61,8815.15,0.00,2381.22,,33.07,,9.07,8.92,0.19,1609.36,48.02,0.98,1237.90
2023-06-01 07:00:46,2023-06-01 07:15:46,1399.30,128.07,47.24,0.00,516.16,7556.14,32.62,34.23,56.59,50.45,7.72,3950.43,31114.61,8815.39,0.00,2656.80,,33.01,,9.08,8.94,0.19,1607.24,48.25,0.98,1258.44
2023-06-01 07:15:46,2023-06-01 07:30:46,1394.94,127.79,47.17,0.00,515.20,7538.37,32.99,34.55,56.49,50.45,7.72,3896.24,31114.61,8815.64,0.00,2432.51,,32.97,,9.05,8.90,0.19,1607.11,47.63,0.98,1289.88
2023-06-01 07:30:46,2023-06-01 07:45:46,1392.11,127.86,47.17,0.00,514.10,7537.11,31.86,33.38,56.44,50.43,7.71,4165.64,31114.61,8815.89,0.00,2757.87,,32.60,,9.08,8.93,0.19,1616.44,47.69,0.98,1309.24
2023-06-01 07:45:46,2023-06-01 08:00:46,1398.66,128.62,47.32,0.00,511.98,7536.54,33.48,35.05,56.37,50.43,7.71,3823.30,31114.61,8816.14,0.00,2393.99,,31.96,,9.07,8.92,0.19,1607.51,47.90,0.98,1271.16
2023-06-01 08:00:46,2023-06-01 08:15:46,1396.02,128.76,47.32,0.00,509.92,7538.25,33.58,35.14,58.46,50.43,7.71,3791.21,31114.61,8816.39,0.00,2381.72,,30.20,,9.06,8.91,0.19,1613.56,47.68,0.98,1312.92
2023-06-01 08:15:46,2023-06-01 08:30:46,1401.73,128.75,47.37,0.00,508.43,7547.15,32.85,34.42,56.24,50.43,7.71,3974.23,31114.61,8816.64,0.00,2533.26,,28.74,,9.09,8.94,0.19,1615.84,47.20,0.98,1294.95
2023-06-01 08:30:46,2023-06-01 08:45:46,1404.05,128.82,47.38,0.00,507.05,7561.86,33.88,35.42,56.25,50.43,7.71,3741.96,31114.61,8816.89,0.00,2395.33,,27.45,,9.06,8.91,0.19,1613.88,46.72,0.97,1258.88
2023-06-01 08:45:46,2023-06-01 09:00:46,1407.17,129.78,47.53,0.00,506.05,7570.67,33.80,35.35,56.27,50.43,7.71,3738.91,31114.61,8817.15,0.00,1922.87,,26.41,,9.07,8.92,0.17,1603.28,46.47,0.98,1243.84
2023-06-01 09:00:46,2023-06-01 09:15:46,1408.15,130.03,47.59,0.00,505.07,7590.35,32.19,33.78,56.27,50.43,7.70,4078.61,31114.61,8817.40,0.00,2588.72,,24.95,,9.07,8.93,0.19,1609.57,48.04,0.98,1311.48
2023-06-01 09:15:46,2023-06-01 09:30:46,1405.87,129.80,47.56,0.00,505.18,7602.50,32.77,34.33,56.33,50.44,7.70,3987.31,31114.61,8817.65,0.00,2829.12,,24.72,,9.05,8.91,0.19,1613.91,47.27,0.97,1334.25
2023-06-01 09:30:46,2023-06-01 09:45:46,1407.02,129.83,47.55,0.00,504.88,7603.72,32.52,33.97,56.43,50.46,7.71,4067.53,31114.61,8817.90,0.00,2541.19,,24.46,,9.07,8.93,0.19,1605.58,47.67,0.98,1299.27
2023-06-01 09:45:46,2023-06-01 10:00:46,1413.02,129.96,47.62,0.00,504.21,7604.01,33.59,35.14,56.54,50.49,7.71,3824.37,31114.61,8818.15,0.00,2506.10,,23.42,,9.07,8.93,0.19,1621.85,47.60,0.97,1265.40
2023-06-01 10:00:46,2023-06-01 10:15:46,1358.32,130.17,47.36,0.00,504.12,7622.97,33.37,34.94,56.66,50.50,7.71,3831.36,31114.61,8818.40,0.00,2551.48,,23.42,,9.06,8.90,0.19,1560.97,47.61,0.97,1217.54
2023-06-01 10:15:46,2023-06-01 10:30:46,1404.60,130.36,47.66,0.00,505.91,7659.19,32.98,34.49,56.79,50.51,7.71,3933.68,31114.61,8818.65,0.00,2440.74,,23.15,,9.10,8.95,0.19,1599.93,47.72,0.98,1296.27
2023-06-01 10:30:46,2023-06-01 10:45:46,1409.61,130.53,47.70,0.00,510.60,7685.78,32.03,33.67,56.89,50.51,7.71,4109.79,31114.61,8818.90,0.00,2746.14,,25.10,,9.05,8.90,0.19,1605.87,47.13,0.98,1288.92
2023-06-01 10:45:46,2023-06-01 11:00:46,1403.86,130.52,47.66,0.00,509.99,7690.87,33.26,34.74,56.96,50.49,7.71,3859.16,31114.61,8819.15,0.00,2426.14,,25.04,,9.07,8.92,0.19,1615.39,47.47,0.98,1239.03
2023-06-01 11:00:46,2023-06-01 11:15:46,1409.37,130.36,47.66,0.00,508.13,7686.32,33.56,35.14,56.97,50.48,7.72,3768.08,31114.61,8819.40,0.00,2433.32,,25.07,,9.07,8.92,0.19,1614.59,48.07,0.98,1239.38
2023-06-01 11:15:46,2023-06-01 11:30:46,1402.62,130.06,47.59,0.00,508.13,7675.58,32.89,34.47,57.02,50.50,7.72,3864.93,31114.61,8819.64,0.00,2368.78,,25.28,,9.05,8.91,0.19,1608.91,47.36,0.97,1293.02
2023-06-01 11:30:46,2023-06-01 11:45:46,1406.25,130.42,47.66,0.00,508.79,7663.93,32.18,33.72,57.13,50.54,7.72,4026.57,31114.61,8819.89,0.00,2600.41,,26.10,,9.08,8.93,0.19,1608.97,47.40,0.97,1307.02
2023-06-01 11:45:46,2023-06-01 12:00:46,1403.38,130.26,47.64,0.00,509.86,7644.41,32.31,33.82,57.23,50.55,7.72,3998.74,31114.61,8820.14,0.00,2816.31,,27.81,,9.05,8.90,0.19,1619.14,47.20,0.98,1306.63
2023-06-01 12:00:46,2023-06-01 12:15:46,1398.82,130.52,47.64,0.00,510.90,7627.89,32.08,33.67,57.42,50.56,7.74,4035.81,31114.61,8820.39,0.00,2466.69,,29.10,,9.07,8.92,0.19,1597.33,48.23,0.98,1265.96
2023-06-01 12:15:46,2023-06-01 12:30:46,1401.52,130.65,47.68,0.00,511.90,7616.15,32.89,34.41,57.65,50.43,7.75,3852.46,31114.61,8820.64,0.00,2582.60,,29.93,,9.07,8.92,0.20,1620.11,47.60,0.97,1309.30
2023-06-01 12:30:46,2023-06-01 12:45:46,1394.53,130.23,47.57,0.00,512.68,7614.72,33.02,34.56,57.65,50.43,7.74,3824.73,31114.61,8820.89,0.00,2425.56,,30.96,,9.07,8.92,0.20,1619.23,48.03,0.98,1283.66
2023-06-01 12:45:46,2023-06-01 13:00:46,1397.77,130.29,47.60,0.00,512.35,7620.08,32.76,34.39,57.66,50.43,7.75,3843.14,31114.61,8821.14,0.00,2421.18,,31.17,,9.07,8.93,0.19,1604.03,47.94,0.98,1237.02
2023-06-01 13:00:46,2023-06-01 13:15:46,1397.37,130.05,47.57,0.00,513.79,7625.45,32.52,34.07,57.73,50.43,7.75,3902.20,31114.61,8821.39,0.00,2602.04,,31.69,,9.06,8.91,0.19,1611.87,47.93,0.98,1303.42
2023-06-01 13:15:46,2023-06-01 13:30:46,1396.10,130.29,47.59,0.00,516.54,7619.57,31.62,33.15,57.81,50.44,7.75,4097.98,31114.61,8821.64,0.00,2683.18,,32.38,,9.08,8.93,0.19,1609.92,47.54,0.97,1285.23
2023-06-01 13:30:46,2023-06-01 13:45:46,1395.19,130.40,47.61,0.00,517.36,7608.00,33.25,34.79,57.81,50.44,7.75,3747.34,31114.61,8821.89,0.00,2388.09,,32.37,,9.07,8.92,0.19,1611.41,48.10,0.97,1263.50
2023-06-01 13:45:46,2023-06-01 14:00:46,1394.76,130.50,47.61,0.00,517.59,7601.37,33.45,34.95,57.77,50.43,7.74,3693.45,31114.61,8822.13,0.00,2402.21,,32.31,,9.08,8.92,0.19,1611.88,48.26,0.97,1237.58
2023-06-01 14:00:46,2023-06-01 14:15:46,1397.24,130.56,47.66,0.00,518.22,7600.56,31.82,33.46,57.75,50.42,7.73,4033.47,31114.61,8822.38,0.00,2439.85,,32.42,,9.07,8.93,0.20,1610.82,47.47,0.98,1281.72
2023-06-01 14:15:46,2023-06-01 14:30:46,1395.50,130.65,47.65,0.00,519.28,7593.60,32.50,34.01,57.89,50.46,7.71,3893.91,31114.61,8822.63,0.00,2577.43,,32.28,,9.06,8.91,0.19,1612.22,47.47,0.97,1271.67
2023-06-01 14:30:46,2023-06-01 14:45:46,1395.80,130.88,47.69,0.00,520.27,7580.07,33.20,34.74,57.95,50.41,7.71,3740.32,31114.61,8822.88,0.00,2370.26,,31.50,,9.09,8.94,0.19,1608.91,48.07,0.97,1217.25
2023-06-01 14:45:46,2023-06-01 15:00:46,1400.31,130.82,47.71,0.00,520.44,7580.67,32.40,34.04,57.64,50.38,7.70,3939.83,31114.61,8823.13,0.00,2416.49,,30.94,,9.08,8.93,0.19,1607.32,47.50,0.97,1226.71
2023-06-01 15:00:46,2023-06-01 15:15:46,1397.72,130.99,47.71,0.00,519.91,7580.38,33.08,34.57,57.55,50.36,7.70,3804.19,31114.61,8823.38,0.00,2503.73,,29.12,,9.06,8.91,0.19,1610.17,47.13,0.98,1240.21
2023-06-01 15:15:46,2023-06-01 15:30:46,1402.97,130.74,47.70,0.00,518.42,7573.68,31.82,33.37,57.40,50.32,7.69,4087.14,31114.61,8823.63,0.00,2721.48,,27.83,,9.09,8.94,0.20,1611.29,47.83,0.97,1338.69
2023-06-01 15:30:46,2023-06-01 15:45:46,1404.97,130.72,47.72,0.00,516.81,7573.40,31.83,33.51,57.25,50.32,7.70,4068.79,31114.61,8823.88,0.00,2655.03,,27.04,,9.06,8.91,0.19,1612.52,46.90,0.97,1331.83
2023-06-01 15:45:46,2023-06-01 16:00:46,1402.57,130.84,47.71,0.00,515.17,7578.39,32.51,33.98,57.17,50.31,7.70,3980.04,31114.61,8824.13,0.00,2634.44,,26.66,,9.07,8.92,0.20,1613.02,47.87,0.97,1361.22
2023-06-01 16:00:46,2023-06-01 16:15:46,1407.49,130.69,47.72,0.00,513.72,7584.42,33.52,35.04,57.06,50.32,7.70,3775.53,31114.61,8824.38,0.00,2404.09,,25.47,,9.08,8.93,0.19,1614.78,47.07,0.97,1248.44
2023-06-01 16:15:46,2023-06-01 16:30:46,1406.21,130.51,47.69,0.00,512.34,7591.34,32.94,34.62,57.17,50.35,7.71,3909.36,31114.61,8824.62,0.00,2457.16,,25.40,,9.05,8.91,0.20,1599.78,46.87,0.97,1262.60
2023-06-01 16:30:46,2023-06-01 16:45:46,1403.38,129.73,47.56,0.00,512.12,7594.47,32.38,33.85,57.62,50.42,7.73,4078.62,31114.61,8824.87,0.00,2659.53,,25.21,,9.06,8.91,0.20,1608.36,48.13,0.97,1342.80
2023-06-01 16:45:46,2023-06-01 17:00:46,1408.26,129.59,47.54,0.00,512.05,7601.53,32.89,34.49,57.60,50.39,7.73,3972.94,31114.61,8825.10,0.00,2635.16,,25.42,,9.08,8.93,0.19,1611.63,47.33,0.97,1260.91
2023-06-01 17:00:46,2023-06-01 17:15:46,1410.55,129.58,47.55,0.00,511.25,7609.91,33.92,35.36,57.53,50.38,7.73,3780.39,31114.61,8825.35,0.00,2384.78,,25.34,,9.05,8.91,0.19,1609.60,47.73,0.98,1233.07
2023-06-01 17:15:46,2023-06-01 17:30:46,1405.43,129.37,47.50,0.00,512.29,7612.58,33.20,34.76,57.32,50.37,7.79,3960.43,31114.61,8825.60,0.00,2574.05,,25.20,,9.07,8.92,0.19,1614.47,48.03,0.97,1237.33
2023-06-01 17:30:46,2023-06-01 17:45:46,1408.39,129.45,47.51,0.00,514.53,7627.93,33.85,35.48,57.08,50.36,7.79,3841.98,31114.61,8825.85,0.00,2464.59,,25.38,,9.07,8.92,0.20,1610.81,48.07,0.98,1212.53
2023-06-01 17:45:46,2023-06-01 18:00:46,1402.48,129.52,47.49,0.00,515.94,7612.52,34.10,35.60,56.97,50.36,7.73,3802.02,31114.61,8826.10,0.00,2400.61,,26.60,,9.06,8.91,0.20,1610.45,47.87,0.97,1229.77
2023-06-01 18:00:46,2023-06-01 18:15:46,1404.25,129.54,47.53,0.00,516.23,7586.81,33.42,34.99,56.81,50.36,7.71,3967.82,31114.61,8826.35,0.00,2634.34,,26.81,,9.08,8.93,0.20,1612.74,47.97,0.97,1287.30
2023-06-01 18:15:46,2023-06-01 18:30:46,1405.97,130.39,47.66,0.00,514.90,7564.37,34.15,35.77,56.66,50.35,7.69,3831.24,31114.61,8826.60,0.00,2497.23,,27.12,,9.06,8.92,0.20,1606.76,48.73,0.97,1280.27
2023-06-01 18:30:46,2023-06-01 18:45:46,1399.75,130.32,47.62,0.00,513.29,7548.99,34.40,35.87,56.59,50.35,7.69,3823.92,31114.61,8826.85,0.00,2486.32,,28.64,,9.06,8.91,0.19,1604.23,48.50,0.97,1297.20
2023-06-01 18:45:46,2023-06-01 19:00:46,1397.44,130.28,47.60,0.00,512.10,7540.28,33.30,34.91,56.51,50.35,7.69,4057.98,31114.61,8827.10,0.00,2565.52,,30.89,,9.06,8.91,0.20,1606.50,48.03,0.97,1333.20
2023-06-01 19:00:46,2023-06-01 19:15:46,1394.68,130.17,47.55,0.00,511.13,7541.36,34.12,35.68,56.44,50.35,7.69,3930.26,31114.61,8827.35,0.00,2643.20,,31.61,,9.07,8.92,0.19,1610.53,48.10,0.97,1302.80
2023-06-01 19:15:46,2023-06-01 19:30:46,1396.19,130.23,47.59,0.00,509.91,7550.72,34.67,36.18,56.41,50.36,7.68,3819.17,31114.61,8827.60,0.00,2463.50,,32.00,,9.08,8.93,0.19,1615.27,49.10,0.97,1312.87
2023-06-01 19:30:46,2023-06-01 19:45:46,1400.41,130.38,47.62,0.00,508.17,7556.33,34.35,35.89,56.35,50.35,7.67,3894.13,31114.61,8827.84,0.00,2627.12,,31.96,,9.06,8.91,0.20,1610.01,47.80,0.97,1326.83
2023-06-01 19:45:46,2023-06-01 20:00:46,1395.08,130.18,47.57,0.00,506.58,7553.26,34.68,36.20,56.28,50.36,7.67,3821.14,31114.61,8828.09,0.00,2413.63,,32.01,,9.07,8.92,0.19,1603.37,48.63,0.97,1291.02
2023-06-01 20:00:46,2023-06-01 20:15:46,1400.42,129.90,47.54,0.00,505.68,7542.99,34.21,35.85,56.24,50.38,7.68,3896.63,31114.61,8828.34,0.00,2420.39,,32.69,,9.07,8.92,0.19,1612.96,48.43,0.97,1267.98
2023-06-01 20:15:46,2023-06-01 20:30:46,1395.44,129.95,47.52,0.00,506.00,7527.23,35.01,36.57,56.24,50.39,7.68,3740.51,31114.61,8828.59,0.00,2586.79,,32.82,,9.06,8.91,0.20,1614.80,49.23,0.97,1283.10
2023-06-01 20:30:46,2023-06-01 20:45:46,1393.80,129.95,47.52,0.00,505.75,7510.55,34.05,35.59,56.24,50.40,7.67,3948.05,31114.61,8828.84,0.00,2502.46,,32.80,,9.07,8.92,0.19,1611.59,50.07,0.97,1225.53
2023-06-01 20:45:46,2023-06-01 21:00:46,1396.76,129.79,47.51,0.00,505.32,7503.68,34.16,35.80,56.24,50.41,7.68,3890.30,31114.61,8829.09,0.00,2420.61,,32.06,,9.07,8.92,0.19,1610.71,49.23,0.97,1236.19
2023-06-01 21:00:46,2023-06-01 21:15:46,1394.56,129.94,47.52,0.00,505.04,7503.61,34.48,36.06,56.24,50.41,7.68,3808.06,31114.61,8829.34,0.00,2539.16,,31.36,,9.07,8.92,0.19,1603.85,49.00,0.97,1308.98
2023-06-01 21:15:46,2023-06-01 21:30:46,1396.92,130.30,47.60,0.00,504.63,7510.71,32.66,34.23,56.24,50.41,7.68,4207.96,31114.61,8829.59,0.00,2699.46,,30.96,,9.08,8.93,0.19,1604.59,48.97,0.97,1328.58
2023-06-01 21:30:46,2023-06-01 21:45:46,1403.59,130.40,47.65,0.00,504.33,7525.39,33.53,35.16,56.24,50.41,7.68,4000.32,31114.61,8829.84,0.00,2536.91,,28.72,,9.08,8.93,0.19,1614.33,49.17,0.97,1331.67
2023-06-01 21:45:46,2023-06-01 22:00:46,1402.38,130.70,47.70,0.00,503.85,7539.17,33.98,35.51,56.23,50.41,7.68,3901.81,31114.61,8830.09,0.00,2653.57,,27.15,,9.06,8.91,0.19,1614.95,49.23,0.97,1300.24
2023-06-01 22:00:46,2023-06-01 22:15:46,1404.03,130.96,47.74,0.00,502.99,7550.31,33.99,35.56,56.23,50.41,7.69,3862.83,31114.61,8830.33,0.00,2428.43,,25.61,,9.07,8.92,0.19,1610.81,49.76,0.98,1297.85
2023-06-01 22:15:46,2023-06-01 22:30:46,1405.40,131.23,47.78,0.00,502.26,7562.91,32.47,34.09,56.22,50.41,7.69,4156.33,31114.61,8830.58,0.00,2800.73,,25.48,,9.06,8.91,0.20,1620.09,49.01,0.98,1299.48
2023-06-01 22:30:46,2023-06-01 22:45:46,1406.48,131.46,47.84,0.00,502.31,7576.07,34.12,35.65,56.24,50.42,7.69,3761.50,31114.61,8830.83,0.00,2451.65,,24.24,,9.07,8.93,0.19,1607.77,49.07,0.98,1258.46
2023-06-01 22:45:46,2023-06-01 23:00:46,1409.36,132.06,47.95,0.00,502.29,7586.66,33.98,35.56,56.27,50.42,7.69,3746.04,31114.61,8831.08,0.00,2359.09,,24.12,,9.06,8.91,0.19,1613.67,49.16,0.98,1170.96
2023-06-01 23:00:46,2023-06-01 23:15:46,1404.30,132.05,47.92,0.00,502.45,7595.19,32.99,34.64,56.29,50.42,7.68,3928.52,31114.61,8831.33,0.00,2449.56,,23.91,,9.06,8.91,0.19,1606.31,48.96,0.98,1198.52
2023-06-01 23:15:46,2023-06-01 23:30:46,1406.53,132.72,48.05,0.00,502.12,7604.11,32.89,34.41,56.30,50.42,7.68,3944.05,31114.61,8831.58,0.00,2464.68,,24.08,,9.07,8.93,0.19,1613.55,49.24,0.98,1283.62
2023-06-01 23:30:46,2023-06-01 23:45:46,1407.92,134.60,48.37,0.00,502.40,7618.61,33.32,34.84,56.28,50.42,7.68,3836.21,31114.61,8831.83,0.00,2623.26,,24.02,,9.05,8.91,0.19,1614.02,49.54,0.98,1299.42
2023-06-01 23:45:46,2023-06-02 00:00:46,1403.91,134.75,48.36,0.00,502.51,7631.43,32.59,34.27,56.26,50.42,7.68,3905.85,31114.61,8832.08,0.00,2585.45,,23.99,,9.06,8.91,0.19,1608.57,49.70,0.98,1217.70
2023-06-02 00:00:46,2023-06-02 00:15:46,1408.59,134.21,48.30,0.00,502.80,7636.11,32.91,34.41,56.25,50.42,7.68,3845.89,31114.61,8832.33,0.00,2395.54,,24.14,,9.07,8.93,0.20,1606.85,49.14,0.98,1248.50
2023-06-02 00:15:46,2023-06-02 00:30:46,1404.24,134.65,48.36,0.00,503.34,7632.90,31.74,33.36,56.29,50.42,7.67,4025.81,31114.61,8832.58,0.00,2591.18,,25.35,,9.05,8.90,0.18,1607.69,49.26,0.98,1307.94
2023-06-02 00:30:46,2023-06-02 00:45:46,1403.37,136.49,48.64,0.00,503.87,7615.55,31.13,32.71,56.31,50.41,7.67,4149.48,31114.61,8832.83,0.00,2622.27,,25.92,,9.08,8.94,0.19,1614.31,49.27,0.98,1320.34
2023-06-02 00:45:46,2023-06-02 01:00:46,1398.61,138.78,48.99,0.00,503.51,7596.51,32.39,33.85,56.31,50.42,7.67,3845.80,31114.61,8833.07,0.00,2568.78,,26.37,,9.10,8.96,0.19,1602.82,48.90,0.98,1324.74
