From date,To date,MPDB_kW,AIT_400_001B_P.PV,FIT_200_001B_P.PV,FIT_200_002B_P.PV,FIT_200_004B_P.PV,FIT_400_001B_P.PV,FIT_400_002B_P.PV,LT_200_002B_P.PV,P_200_001B_P.RPM_MV,P_200_002B_P.RPM_MV,P_400_001B_P.RPM_MV,P_400_002B_P.RPM_MV,PDIT_200_001B_P.PV,PDIT_400_001B_P.PV,PDIT_400_002B_P.PV,PIT_400_003B_P.PV,PT_200_005B_P.PV,PT_200_006B_P.PV,PT_200B_Tags.Q_Filtrate_PV,Q_400_002B,PT_400_002B_P.PV,Q_400_001B_P.PV,RO_300B_Tags.RO.Recovery
2023-06-01 02:30:46,2023-06-01 02:45:46,0,397.54,1530.23,0.57,93.39,806.09,699.83,7.83,66.85,0.00,33.80,49.40,6.09,38.44,51.88,936.14,0.00,0.53,1505.91,1505.27,50.05,805.43,46.49
2023-06-01 02:45:46,2023-06-01 03:00:46,0,400.02,1619.24,155.27,93.33,804.67,700.81,5.98,66.96,6.05,33.81,49.38,6.10,38.39,51.86,934.78,1.62,0.29,1505.47,1506.17,49.95,805.37,46.53
2023-06-01 03:00:46,2023-06-01 03:15:46,0,406.49,1865.13,0.57,93.35,805.46,700.71,4.77,67.00,0.00,33.81,49.31,6.09,38.28,51.80,930.92,0.22,0.20,1506.14,1506.07,49.89,805.35,46.53
2023-06-01 03:15:46,2023-06-01 03:30:46,0,410.46,1584.42,0.58,93.29,806.20,700.78,7.73,66.85,0.00,33.80,49.25,6.09,38.23,51.79,928.83,0.00,0.64,1507.00,1506.17,50.06,805.40,46.53
2023-06-01 03:30:46,2023-06-01 03:45:46,0,414.47,1655.74,0.57,93.36,807.53,700.32,7.83,66.85,0.00,33.79,49.20,6.08,38.16,51.74,926.53,0.00,0.62,1507.85,1505.48,50.08,805.15,46.52
2023-06-01 03:45:46,2023-06-01 04:00:46,0,414.11,1539.26,0.57,93.33,806.50,699.77,7.83,66.89,0.00,33.79,49.20,6.13,38.19,51.78,927.02,0.00,0.57,1506.24,1505.32,50.04,805.57,46.49
2023-06-01 04:00:46,2023-06-01 04:15:46,0,411.03,1602.23,0.57,93.40,805.35,699.58,7.83,66.85,0.00,33.79,49.23,6.16,38.22,51.78,928.70,0.00,0.61,1504.91,1504.98,50.02,805.41,46.48
2023-06-01 04:15:46,2023-06-01 04:30:46,0,407.72,1651.22,23.03,93.26,806.92,699.68,7.80,66.95,1.15,33.80,49.26,6.18,38.27,51.80,929.63,1.21,0.41,1506.62,1505.03,50.01,805.34,46.49
2023-06-01 04:30:46,2023-06-01 04:45:46,0,404.77,1644.04,132.60,93.71,805.94,699.64,3.63,66.99,4.94,33.79,49.30,6.18,38.31,51.82,931.76,0.53,0.27,1505.60,1504.85,49.99,805.20,46.49
2023-06-01 04:45:46,2023-06-01 05:00:46,0,405.64,1815.66,0.57,93.59,806.21,699.96,7.05,66.96,0.00,33.79,49.29,6.18,38.29,51.81,931.01,0.01,0.51,1506.17,1505.35,50.14,805.39,46.50
2023-06-01 05:00:46,2023-06-01 05:15:46,0,405.06,1543.92,0.57,93.50,807.66,700.32,7.83,66.92,0.00,33.79,49.29,6.16,38.31,51.81,931.09,0.00,0.61,1507.97,1505.52,50.11,805.20,46.52
2023-06-01 05:15:46,2023-06-01 05:30:46,0,405.36,1594.65,0.57,93.34,803.84,699.74,7.83,66.88,0.00,33.80,49.30,6.17,38.30,51.81,931.78,0.00,0.65,1503.58,1505.25,49.98,805.51,46.49
2023-06-01 05:30:46,2023-06-01 05:45:46,0,405.98,1664.24,0.57,93.30,805.65,700.01,7.83,66.94,0.00,33.79,49.31,6.19,38.30,51.81,931.64,0.00,0.59,1505.66,1505.59,50.01,805.58,46.49
2023-06-01 05:45:46,2023-06-01 06:00:46,0,403.76,1545.91,0.57,93.32,807.74,699.93,7.83,66.98,0.00,33.79,49.27,6.22,38.30,51.83,930.23,0.00,0.54,1507.69,1505.29,49.94,805.36,46.50
2023-06-01 06:00:46,2023-06-01 06:15:46,0,403.30,1598.80,0.57,93.39,805.56,699.45,7.83,66.93,0.00,33.80,49.30,6.20,38.32,51.82,931.70,0.00,0.60,1505.04,1504.92,49.98,805.47,46.48
2023-06-01 06:15:46,2023-06-01 06:30:46,0,402.48,1657.07,0.57,93.46,806.04,699.83,7.83,66.96,0.00,33.80,49.31,6.19,38.33,51.83,932.12,0.00,0.51,1505.87,1505.05,49.97,805.23,46.50
2023-06-01 06:30:46,2023-06-01 06:45:46,0,402.16,1514.41,0.57,93.35,801.54,699.30,7.83,66.91,0.00,33.80,49.35,6.18,38.35,51.83,934.24,0.00,0.51,1500.83,1504.70,50.05,805.39,46.47
2023-06-01 06:45:46,2023-06-01 07:00:46,0,400.28,1670.52,0.58,93.47,806.15,700.12,7.83,66.98,0.00,33.81,49.36,6.22,38.37,51.86,933.93,0.00,0.52,1506.26,1505.71,49.93,805.58,46.50
2023-06-01 07:00:46,2023-06-01 07:15:46,0,399.25,1602.15,0.58,93.48,805.19,700.20,7.83,67.00,0.00,33.80,49.35,6.20,38.39,51.85,933.99,0.00,0.44,1505.39,1505.20,50.00,805.01,46.52
2023-06-01 07:15:46,2023-06-01 07:30:46,0,398.18,1533.94,0.58,93.44,802.86,699.42,7.83,66.98,0.00,33.81,49.37,6.21,38.42,51.87,935.45,0.00,0.47,1502.30,1504.71,49.94,805.30,46.48
2023-06-01 07:30:46,2023-06-01 07:45:46,0,395.59,1672.16,0.57,93.38,809.19,700.27,7.83,67.00,0.00,33.81,49.39,6.23,38.44,51.89,935.55,0.00,0.46,1509.48,1505.81,49.88,805.52,46.51
2023-06-01 07:45:46,2023-06-01 08:00:46,0,394.87,1589.77,74.84,93.34,803.94,699.88,7.63,67.00,2.97,33.79,49.41,6.20,38.46,51.89,937.11,1.27,0.22,1503.79,1505.21,49.82,805.33,46.50
2023-06-01 08:00:46,2023-06-01 08:15:46,0,393.86,1674.93,80.18,93.30,806.66,700.45,3.61,67.00,3.20,33.82,49.44,6.23,38.48,51.92,937.45,0.49,0.15,1507.09,1505.85,49.48,805.41,46.51
2023-06-01 08:15:46,2023-06-01 08:30:46,0,391.20,1772.15,0.57,93.26,810.05,700.27,7.23,67.00,0.00,33.82,49.42,6.25,38.50,51.93,936.86,0.01,0.38,1510.36,1505.64,49.68,805.38,46.51
2023-06-01 08:30:46,2023-06-01 08:45:46,0,391.87,1544.07,0.57,93.46,804.97,699.69,7.83,67.00,0.00,33.81,49.43,6.24,38.50,51.92,938.29,0.00,0.52,1504.67,1505.05,49.96,805.35,46.49
2023-06-01 08:45:46,2023-06-01 09:00:46,0,391.60,1665.87,0.57,93.41,799.83,698.85,7.83,66.99,0.00,33.79,49.45,6.22,38.50,51.90,939.30,0.00,0.53,1498.58,1503.28,50.19,804.44,46.49
2023-06-01 09:00:46,2023-06-01 09:15:46,0,391.76,1668.89,0.57,93.47,803.60,700.43,7.83,67.00,0.00,33.82,49.46,6.23,38.50,51.92,939.22,0.14,0.45,1504.05,1505.83,49.91,805.41,46.51
2023-06-01 09:15:46,2023-06-01 09:30:46,0,392.13,1544.95,154.76,93.35,800.94,699.67,5.34,67.00,6.11,33.81,49.47,6.25,38.51,51.91,939.61,1.50,0.17,1500.60,1504.95,49.58,805.26,46.49
2023-06-01 09:30:46,2023-06-01 09:45:46,0,391.40,1868.06,0.57,93.50,804.46,699.96,5.33,67.00,0.00,33.81,49.48,6.27,38.52,51.91,939.36,0.10,0.23,1504.39,1505.32,49.59,805.37,46.50
2023-06-01 09:45:46,2023-06-01 10:00:46,0,390.55,1709.85,0.57,93.33,808.00,700.05,7.81,67.00,0.00,33.82,49.45,6.27,38.50,51.93,938.17,0.00,0.55,1508.05,1505.32,49.85,805.27,46.51
2023-06-01 10:00:46,2023-06-01 10:15:46,0,400.61,1493.86,0.57,93.35,787.85,685.14,7.83,66.59,0.00,33.76,49.11,6.11,38.26,51.68,932.78,0.00,0.54,1473.01,1473.13,49.89,787.99,46.51
2023-06-01 10:15:46,2023-06-01 10:30:46,0,392.56,1663.80,0.58,93.31,804.99,698.42,7.83,66.94,0.00,33.80,49.40,6.25,38.46,51.89,936.97,0.00,0.58,1503.39,1503.54,49.96,805.12,46.45
2023-06-01 10:30:46,2023-06-01 10:45:46,0,394.20,1618.15,0.57,93.37,803.10,700.12,7.83,67.00,0.00,33.81,49.46,6.27,38.46,51.89,938.95,0.00,0.49,1503.22,1505.65,49.92,805.52,46.50
2023-06-01 10:45:46,2023-06-01 11:00:46,0,393.18,1537.83,0.57,93.34,807.69,700.46,7.83,67.00,0.00,33.82,49.41,6.28,38.46,51.90,936.55,0.00,0.50,1508.18,1505.56,49.85,805.10,46.52
2023-06-01 11:00:46,2023-06-01 11:15:46,0,395.85,1684.64,0.57,93.32,803.24,699.88,7.83,67.00,0.00,33.80,49.41,6.25,38.43,51.87,936.86,0.84,0.41,1503.16,1505.37,49.83,805.49,46.49
2023-06-01 11:15:46,2023-06-01 11:30:46,0,396.92,1654.75,154.05,93.08,805.71,699.73,4.21,67.00,6.43,33.82,49.41,6.22,38.42,51.89,936.24,0.77,0.19,1505.44,1505.33,49.42,805.60,46.48
2023-06-01 11:30:46,2023-06-01 11:45:46,0,395.92,1800.36,0.57,93.31,807.86,700.18,6.43,67.00,0.00,33.82,49.37,6.26,38.41,51.89,934.49,0.02,0.28,1508.03,1505.43,49.51,805.25,46.51
2023-06-01 11:45:46,2023-06-01 12:00:46,0,396.48,1622.53,0.57,93.55,807.75,699.62,7.83,66.98,0.00,33.82,49.36,6.25,38.40,51.87,934.47,0.00,0.65,1507.39,1504.79,50.01,805.17,46.49
2023-06-01 12:00:46,2023-06-01 12:15:46,0,400.00,1639.90,153.76,93.31,798.32,699.58,6.14,66.99,6.17,33.79,49.42,6.21,38.39,51.85,936.99,1.55,0.35,1497.91,1505.22,49.79,805.65,46.48
2023-06-01 12:15:46,2023-06-01 12:30:46,0,398.14,1755.84,0.57,93.49,806.68,700.25,4.65,67.00,0.00,33.79,49.38,6.24,38.40,51.87,935.00,0.25,0.29,1506.91,1505.66,49.67,805.40,46.51
2023-06-01 12:30:46,2023-06-01 12:45:46,0,397.82,1695.47,0.57,93.25,811.55,700.45,7.70,67.00,0.00,33.82,49.32,6.28,38.37,51.87,931.99,0.00,0.65,1511.98,1505.64,49.81,805.20,46.52
2023-06-01 12:45:46,2023-06-01 13:00:46,0,403.63,1592.86,0.57,93.51,799.76,698.78,7.83,66.92,0.00,33.79,49.34,6.20,38.32,51.82,933.80,0.00,0.64,1498.55,1504.19,50.07,805.41,46.46
2023-06-01 13:00:46,2023-06-01 13:15:46,0,403.29,1550.52,0.57,93.27,807.55,700.48,7.83,66.97,0.00,33.81,49.33,6.27,38.33,51.86,931.90,0.00,0.66,1508.03,1505.89,49.89,805.41,46.52
2023-06-01 13:15:46,2023-06-01 13:30:46,0,402.84,1683.99,0.57,93.32,806.66,700.86,7.83,67.00,0.00,33.82,49.28,6.25,38.32,51.85,930.83,0.00,0.65,1507.49,1505.93,49.99,805.07,46.54
2023-06-01 13:30:46,2023-06-01 13:45:46,0,403.79,1567.23,0.57,93.21,804.74,699.55,7.83,67.00,0.00,33.81,49.30,6.26,38.32,51.85,931.53,0.00,0.56,1504.28,1505.03,49.85,805.48,46.48
2023-06-01 13:45:46,2023-06-01 14:00:46,0,404.74,1589.85,0.57,93.40,804.29,700.51,7.83,67.00,0.00,33.81,49.30,6.26,38.30,51.84,931.33,0.72,0.57,1504.83,1505.90,49.90,805.40,46.52
2023-06-01 14:00:46,2023-06-01 14:15:46,0,405.88,1739.74,155.20,93.26,803.14,699.96,4.45,67.00,6.23,33.81,49.30,6.24,38.28,51.83,931.36,0.98,0.35,1503.09,1505.67,49.59,805.72,46.49
2023-06-01 14:15:46,2023-06-01 14:30:46,0,404.39,1772.33,0.57,93.19,807.75,700.11,6.20,67.00,0.00,33.81,49.27,6.25,38.29,51.84,929.70,0.04,0.34,1507.91,1505.57,49.61,805.46,46.50
2023-06-01 14:30:46,2023-06-01 14:45:46,0,403.93,1650.31,0.57,93.42,808.87,700.62,7.82,66.99,0.00,33.81,49.27,6.23,38.30,51.84,930.16,0.00,0.72,1509.49,1505.93,50.06,805.31,46.52
2023-06-01 14:45:46,2023-06-01 15:00:46,0,402.03,1643.56,0.57,93.50,805.89,699.68,7.83,66.96,0.00,33.81,49.30,6.25,38.33,51.84,931.88,0.00,0.63,1505.54,1505.01,49.98,805.32,46.49
2023-06-01 15:00:46,2023-06-01 15:15:46,0,401.83,1529.67,0.57,93.37,800.61,699.01,7.82,66.89,0.00,33.81,49.36,6.25,38.36,51.85,934.89,0.00,0.65,1499.61,1504.46,49.96,805.45,46.46
2023-06-01 15:15:46,2023-06-01 15:30:46,0,399.54,1661.85,0.57,93.44,807.36,700.03,7.83,66.98,0.00,33.82,49.37,6.29,38.39,51.87,934.16,0.63,0.58,1507.38,1505.30,49.90,805.27,46.50
2023-06-01 15:30:46,2023-06-01 15:45:46,0,398.18,1681.75,155.10,93.41,806.49,699.72,4.57,67.00,6.07,33.82,49.36,6.29,38.39,51.89,934.30,1.11,0.28,1506.21,1505.03,49.68,805.31,46.49
2023-06-01 15:45:46,2023-06-01 16:00:46,0,396.96,1806.37,0.57,93.52,806.68,700.04,6.10,67.00,0.00,33.82,49.38,6.30,38.43,51.90,935.09,0.06,0.33,1506.74,1505.41,49.73,805.37,46.50
2023-06-01 16:00:46,2023-06-01 16:15:46,0,396.12,1669.59,0.58,93.48,804.79,699.11,7.83,66.95,0.00,33.82,49.39,6.27,38.44,51.90,936.06,0.00,0.72,1503.90,1504.24,50.08,805.12,46.48
2023-06-01 16:15:46,2023-06-01 16:30:46,0,397.32,1546.66,0.57,93.50,803.31,700.25,7.83,66.95,0.00,33.82,49.44,6.29,38.45,51.91,937.72,0.00,0.58,1503.54,1505.72,49.96,805.46,46.51
2023-06-01 16:30:46,2023-06-01 16:45:46,0,394.60,1651.58,0.57,93.41,806.10,700.02,7.83,67.00,0.00,33.81,49.41,6.34,38.46,51.91,936.71,0.00,0.69,1506.11,1505.23,49.92,805.21,46.51
2023-06-01 16:45:46,2023-06-01 17:00:46,0,395.14,1616.22,0.58,93.53,808.15,700.05,7.83,66.99,0.00,33.83,49.39,6.33,38.45,51.92,935.77,0.00,0.59,1508.19,1505.46,50.01,805.41,46.50
2023-06-01 17:00:46,2023-06-01 17:15:46,0,400.00,1546.69,0.57,93.42,803.41,700.11,7.83,66.89,0.00,33.83,49.37,6.28,38.38,51.86,934.47,0.00,0.67,1503.50,1505.01,49.95,804.91,46.52
2023-06-01 17:15:46,2023-06-01 17:30:46,0,402.15,1679.53,0.57,93.33,803.15,700.14,7.83,66.90,0.00,33.82,49.36,6.28,38.36,51.85,934.50,0.00,0.64,1503.30,1505.31,50.06,805.17,46.51
2023-06-01 17:30:46,2023-06-01 17:45:46,0,402.05,1556.44,0.57,93.43,804.13,700.09,7.83,66.92,0.00,33.82,49.36,6.32,38.36,51.87,933.91,0.00,0.58,1504.19,1505.82,49.88,805.73,46.49
2023-06-01 17:45:46,2023-06-01 18:00:46,0,398.59,1578.82,0.57,93.55,808.32,699.96,7.83,66.97,0.00,33.82,49.34,6.33,38.40,51.90,933.41,0.00,0.63,1508.26,1505.42,50.02,805.47,46.50
2023-06-01 18:00:46,2023-06-01 18:15:46,0,396.78,1679.31,0.57,93.61,806.97,699.31,7.83,66.97,0.00,33.82,49.36,6.34,38.43,51.90,934.94,0.00,0.59,1506.24,1504.70,50.03,805.39,46.48
2023-06-01 18:15:46,2023-06-01 18:30:46,0,396.43,1550.68,0.58,93.55,802.59,699.52,7.83,66.95,0.00,33.81,49.42,6.34,38.43,51.91,937.35,0.00,0.55,1502.15,1504.91,49.97,805.38,46.48
2023-06-01 18:30:46,2023-06-01 18:45:46,0,395.91,1575.88,102.93,93.52,801.99,699.64,7.48,66.96,4.25,33.81,49.44,6.33,38.46,51.90,938.26,1.30,0.44,1501.60,1504.70,49.97,805.06,46.50
2023-06-01 18:45:46,2023-06-01 19:00:46,0,393.71,1830.18,52.28,93.86,805.88,700.74,3.67,67.00,1.83,33.81,49.45,6.36,38.49,51.93,938.48,0.36,0.29,1506.61,1506.39,49.91,805.65,46.52
2023-06-01 19:00:46,2023-06-01 19:15:46,0,392.07,1747.57,0.57,93.59,806.89,700.28,7.32,67.00,0.00,33.83,49.44,6.39,38.49,51.93,937.94,0.29,0.46,1507.19,1505.48,49.79,805.20,46.52
2023-06-01 19:15:46,2023-06-01 19:30:46,0,392.15,1565.29,155.19,93.29,803.88,699.59,4.98,67.00,6.44,33.82,49.47,6.37,38.49,51.93,939.23,1.26,0.34,1503.50,1505.12,49.52,805.53,46.48
2023-06-01 19:30:46,2023-06-01 19:45:46,0,391.91,1837.81,0.57,93.66,807.62,700.24,5.66,67.00,0.00,33.83,49.48,6.38,38.51,51.92,939.24,0.06,0.36,1507.86,1505.64,49.58,805.40,46.51
2023-06-01 19:45:46,2023-06-01 20:00:46,0,391.70,1643.48,0.57,93.64,800.34,699.47,7.83,66.84,0.00,33.80,49.47,6.34,38.50,51.90,940.07,0.00,0.75,1499.79,1504.55,50.07,805.08,46.49
2023-06-01 20:00:46,2023-06-01 20:15:46,0,391.08,1616.33,0.57,93.61,810.22,700.47,7.83,66.99,0.00,33.83,49.47,6.42,38.52,51.95,939.06,0.00,0.63,1510.71,1505.96,49.96,805.49,46.51
2023-06-01 20:15:46,2023-06-01 20:30:46,0,390.68,1543.10,0.57,93.67,806.63,699.32,7.83,66.98,0.00,33.82,49.45,6.43,38.51,51.95,938.66,0.00,0.67,1505.95,1504.82,49.90,805.50,46.47
2023-06-01 20:30:46,2023-06-01 20:45:46,0,390.81,1674.02,0.57,93.73,806.27,700.02,7.83,66.97,0.00,33.83,49.47,6.40,38.52,51.94,939.41,0.00,0.67,1506.29,1505.27,50.12,805.25,46.50
2023-06-01 20:45:46,2023-06-01 21:00:46,0,391.52,1589.14,0.57,93.65,803.80,699.91,7.83,66.95,0.00,33.83,49.48,6.41,38.52,51.94,940.11,0.00,0.59,1503.70,1505.47,49.97,805.57,46.49
2023-06-01 21:00:46,2023-06-01 21:15:46,0,391.94,1540.10,0.57,93.59,804.03,699.93,7.83,66.93,0.00,33.82,49.48,6.40,38.52,51.93,940.14,0.00,0.63,1503.96,1505.37,50.02,805.43,46.50
2023-06-01 21:15:46,2023-06-01 21:30:46,0,391.49,1684.76,0.57,93.40,804.92,699.88,7.83,67.00,0.00,33.83,49.49,6.44,38.52,51.95,940.20,0.87,0.48,1504.80,1505.33,49.86,805.44,46.49
2023-06-01 21:30:46,2023-06-01 21:45:46,0,391.54,1615.62,154.88,93.55,803.78,700.11,4.25,67.00,6.16,33.82,49.49,6.46,38.52,51.95,940.23,0.87,0.32,1503.90,1505.56,49.72,805.45,46.50
2023-06-01 21:45:46,2023-06-01 22:00:46,0,391.32,1803.37,0.57,93.58,805.56,700.17,6.38,67.00,0.00,33.83,49.49,6.46,38.52,51.93,940.07,0.02,0.41,1505.72,1505.21,49.71,805.04,46.52
2023-06-01 22:00:46,2023-06-01 22:15:46,0,390.64,1600.94,0.57,93.72,807.90,700.17,7.83,67.00,0.00,33.83,49.46,6.46,38.52,51.93,938.99,0.00,0.72,1508.06,1504.87,49.93,804.70,46.53
2023-06-01 22:15:46,2023-06-01 22:30:46,0,390.91,1660.82,0.57,93.78,807.01,699.23,7.83,67.00,0.00,33.82,49.45,6.47,38.51,51.93,938.88,0.00,0.62,1506.22,1504.52,49.96,805.30,46.47
2023-06-01 22:30:46,2023-06-01 22:45:46,0,390.68,1529.62,0.57,93.46,807.44,700.27,7.83,67.00,0.00,33.81,49.46,6.45,38.52,51.93,939.27,0.00,0.63,1507.71,1505.59,49.98,805.32,46.51
2023-06-01 22:45:46,2023-06-01 23:00:46,0,391.24,1635.71,0.57,93.81,804.82,700.12,7.83,67.00,0.00,33.80,49.47,6.46,38.51,51.93,939.61,0.00,0.65,1504.90,1505.48,49.98,805.37,46.50
2023-06-01 23:00:46,2023-06-01 23:15:46,0,392.19,1626.48,29.86,93.53,801.86,699.45,7.78,67.00,1.47,33.80,49.49,6.44,38.51,51.90,940.48,1.21,0.45,1501.31,1504.67,49.79,805.22,46.49
2023-06-01 23:15:46,2023-06-01 23:30:46,0,390.87,1648.16,126.82,93.48,808.73,700.82,3.61,67.00,4.64,33.82,49.49,6.48,38.51,51.94,939.07,0.47,0.31,1509.55,1506.41,49.29,805.59,46.52
2023-06-01 23:30:46,2023-06-01 23:45:46,0,390.74,1770.51,0.57,93.61,807.48,699.30,7.07,66.97,0.00,33.82,49.45,6.46,38.50,51.92,938.71,0.00,0.57,1506.71,1504.77,49.84,805.47,46.47
2023-06-01 23:45:46,2023-06-02 00:00:46,0,392.15,1570.87,0.57,93.66,802.76,699.68,7.83,66.99,0.00,33.80,49.50,6.45,38.51,51.92,940.61,0.00,0.63,1502.43,1505.06,49.91,805.38,46.49
2023-06-02 00:00:46,2023-06-02 00:15:46,0,392.07,1577.94,0.57,93.70,802.77,699.82,7.83,67.00,0.00,33.81,49.50,6.46,38.51,51.91,940.83,0.00,0.70,1502.58,1505.34,49.96,805.52,46.49
2023-06-02 00:15:46,2023-06-02 00:30:46,0,391.75,1658.46,115.75,93.61,805.27,700.40,7.37,67.00,5.05,33.81,49.49,6.51,38.51,51.94,939.87,1.38,0.48,1505.64,1505.97,49.65,805.58,46.51
2023-06-02 00:30:46,2023-06-02 00:45:46,0,389.77,1721.72,36.28,93.67,810.68,699.73,3.75,67.00,0.98,33.81,49.45,6.55,38.51,51.94,938.01,0.42,0.35,1510.41,1504.98,49.46,805.25,46.49
2023-06-02 00:45:46,2023-06-02 01:00:46,0,392.46,1697.05,0.57,93.85,799.45,699.36,7.38,66.90,0.00,33.81,49.49,6.49,38.50,51.90,941.01,0.00,0.68,1498.81,1504.83,49.93,805.47,46.47
2023-06-02 01:00:46,2023-06-02 01:15:46,0,390.63,1640.81,0.57,93.62,812.22,700.31,7.83,66.98,0.00,33.82,49.48,6.56,38.51,51.95,938.96,0.00,0.68,1512.52,1505.85,49.75,805.54,46.51
2023-06-02 01:15:46,2023-06-02 01:30:46,0,392.60,1520.97,0.57,93.71,800.86,699.18,7.83,66.93,0.00,33.81,49.49,6.49,38.49,51.89,940.84,0.00,0.71,1500.04,1504.42,50.07,805.25,46.47
2023-06-02 01:30:46,2023-06-02 01:45:46,0,391.89,1645.90,0.57,93.54,806.66,700.66,7.83,66.97,0.00,33.82,49.49,6.54,38.50,51.91,939.95,0.00,0.72,1507.33,1505.87,49.92,805.19,46.53
2023-06-02 01:45:46,2023-06-02 02:00:46,0,390.72,1636.39,0.57,93.54,807.97,700.12,7.83,67.00,0.00,33.81,49.45,6.56,38.49,51.92,938.69,0.00,0.64,1508.07,1505.39,49.91,805.26,46.51
2023-06-02 02:00:46,2023-06-02 02:15:46,0,168.84,504.03,0.57,46.93,369.24,38.48,7.78,29.43,0.00,4.42,3.75,1.62,4.92,6.50,129.95,0.00,2.14,407.78,121.49,24.87,82.99,1.70
2023-06-02 02:15:46,2023-06-02 02:30:46,0,0.00,908.33,0.58,91.59,805.02,0.41,7.83,60.67,0.00,33.01,1.56,3.44,31.10,45.83,63.68,0.00,1.41,805.41,809.10,49.99,808.69,0.00
2023-06-02 02:30:46,2023-06-02 02:45:46,0,259.66,1445.13,0.57,93.10,802.25,498.62,7.83,65.00,0.00,33.54,42.32,5.85,35.82,50.05,752.42,0.00,0.91,1300.88,1310.76,49.49,812.15,30.04
2023-06-02 02:45:46,2023-06-02 03:00:46,0,418.85,1678.72,0.57,93.89,804.40,699.23,7.83,66.99,0.00,33.79,49.32,6.56,38.33,51.78,933.13,0.18,0.60,1503.63,1504.28,49.88,805.04,46.48
2023-06-02 03:00:46,2023-06-02 03:15:46,0,416.95,1583.02,153.15,93.78,805.84,700.11,5.24,67.00,6.04,33.79,49.38,6.54,38.33,51.80,934.59,1.49,0.36,1505.98,1505.65,49.48,805.54,46.50
2023-06-02 03:15:46,2023-06-02 03:30:46,0,413.35,1848.14,0.57,93.88,807.47,699.57,5.43,67.00,0.00,33.79,49.35,6.51,38.33,51.80,933.79,0.10,0.41,1507.02,1504.95,49.67,805.38,46.48
2023-06-02 03:30:46,2023-06-02 03:45:46,0,412.09,1693.56,0.57,93.85,807.67,700.09,7.82,67.00,0.00,33.81,49.35,6.53,38.34,51.80,933.94,0.00,0.68,1507.77,1505.47,50.02,805.37,46.50
2023-06-02 03:45:46,2023-06-02 04:00:46,0,413.45,1558.78,0.57,93.94,801.99,699.79,7.83,66.97,0.00,33.78,49.37,6.52,38.32,51.78,935.30,0.00,0.64,1501.77,1504.86,50.01,805.07,46.50
