,"SUM(900, 1000)",FIT_100_001_P.PV,FIT_900_002_P.PV,FIT_1000_001_P.PV
61,4124.45,4087.14,1402.97,2721.48
62,4060.0,4068.79,1404.97,2655.03
63,4037.01,3980.04,1402.57,2634.44
64,3811.58,3775.53,1407.49,2404.09
65,3863.37,3909.36,1406.21,2457.16
66,4062.9100000000003,4078.62,1403.38,2659.53
67,4043.42,3972.94,1408.26,2635.16
68,3795.33,3780.39,1410.55,2384.78
69,3979.4800000000005,3960.43,1405.43,2574.05
70,3872.9800000000005,3841.98,1408.39,2464.59
71,3803.09,3802.02,1402.48,2400.61
72,4038.59,3967.82,1404.25,2634.34
73,3903.2,3831.24,1405.97,2497.23
74,3886.07,3823.92,1399.75,2486.32
75,3962.96,4057.98,1397.44,2565.52
76,4037.88,3930.26,1394.68,2643.2
77,3859.69,3819.17,1396.19,2463.5
78,4027.5299999999997,3894.13,1400.41,2627.12
79,3808.71,3821.14,1395.08,2413.63
80,3820.81,3896.63,1400.42,2420.39
81,3982.23,3740.51,1395.44,2586.79
82,3896.26,3948.05,1393.8,2502.46
83,3817.37,3890.3,1396.76,2420.61
84,3933.72,3808.06,1394.56,2539.16
85,4096.38,4207.96,1396.92,2699.46
86,3940.5,4000.32,1403.59,2536.91
87,4055.9500000000003,3901.81,1402.38,2653.57
88,3832.46,3862.83,1404.03,2428.43
89,4206.13,4156.33,1405.4,2800.73
90,3858.13,3761.5,1406.48,2451.65
91,3768.45,3746.04,1409.36,2359.09
92,3853.8599999999997,3928.52,1404.3,2449.56
93,3871.21,3944.05,1406.53,2464.68
94,4031.1800000000003,3836.21,1407.92,2623.26
95,3989.3599999999997,3905.85,1403.91,2585.45
96,3804.13,3845.89,1408.59,2395.54
97,3995.42,4025.81,1404.24,2591.18
98,4025.64,4149.48,1403.37,2622.27
99,3967.3900000000003,3845.8,1398.61,2568.78
100,4086.29,3991.52,1399.61,2686.68
101,3777.7400000000002,3799.71,1385.13,2392.61
102,3775.59,3778.19,1363.25,2412.34
103,4127.46,4161.88,1352.97,2774.49
104,3747.855,1928.55,1393.4650000000001,2354.39
105,5370.535,3838.17,1393.4650000000001,3977.07
106,4812.465,4006.27,1393.4650000000001,3419.0
107,5292.785,4017.55,1393.4650000000001,3899.32
108,5311.675,3923.58,1393.4650000000001,3918.21
109,5234.075000000001,3920.79,1393.4650000000001,3840.61
110,5366.825000000001,4064.36,1393.4650000000001,3973.36
111,5345.395,3883.11,1393.4650000000001,3951.93
112,3869.38,3751.18,949.36,2920.02
113,5172.705,4069.24,1393.4650000000001,3779.24
114,5361.325000000001,3986.03,1393.4650000000001,3967.86
115,4162.41,4019.8,321.93,3840.48
116,3955.28,4074.45,1394.44,2560.84
117,3878.59,3747.68,1412.78,2465.81
118,4306.09,4009.62,1408.67,2897.42
119,3832.33,3954.14,1403.57,2428.76
120,3990.83,3719.12,1407.43,2583.4
121,3918.05,3937.58,1406.42,2511.63
122,3875.65,3935.68,1405.44,2470.21
123,3973.33,3755.43,1407.8,2565.53
124,3975.0,3967.36,1401.37,2573.63
125,3861.8100000000004,3918.46,1408.7,2453.11
126,3944.12,3758.87,1407.5,2536.62
127,3991.66,4080.33,1402.19,2589.47
128,3910.59,3933.49,1409.09,2501.5
129,3850.98,3782.48,1408.31,2442.67
130,4091.5600000000004,3993.73,1402.51,2689.05
131,3794.19,3796.1,1409.9,2384.29
132,3834.6,3761.27,1405.13,2429.47
133,3887.1400000000003,3837.91,1401.22,2485.92
134,4198.22,4246.95,1410.76,2787.46
135,3897.83,3842.72,1401.69,2496.14
136,3823.33,3688.33,1396.58,2426.75
137,3893.73,3999.52,1405.63,2488.1
138,3954.91,3981.34,1394.53,2560.38
139,3969.9900000000002,3745.79,1397.17,2572.82
140,3965.48,3993.72,1399.96,2565.52
141,3817.0099999999998,3798.1,1390.58,2426.43
142,3825.38,3770.12,1399.02,2426.36
143,3892.84,3880.99,1395.98,2496.86
144,3816.31,3904.62,1391.44,2424.87
145,4065.3100000000004,4156.75,1399.53,2665.78
146,4186.98,4045.56,1406.83,2780.15
147,3872.2000000000003,3743.63,1400.69,2471.51
148,3801.83,3708.23,1384.21,2417.62
149,4049.7300000000005,4360.89,1399.68,2650.05
150,4204.6,4111.38,1393.94,2810.66
151,4038.7299999999996,3792.78,1396.61,2642.12
152,3834.66,3808.93,1400.06,2434.6
153,3921.22,4020.0,1397.52,2523.7
154,3922.67,3799.5,1399.03,2523.64
155,3890.38,3915.55,1398.85,2491.53
156,3931.34,4212.53,1398.14,2533.2
157,4294.85,4041.11,1406.13,2888.72
158,3782.71,3854.63,1402.03,2380.68
159,3540.52,3581.87,487.66,3052.86
160,4672.695,3351.38,1393.4650000000001,3279.23
161,4645.875,3348.93,1393.4650000000001,3252.41
162,4692.465,3243.73,1393.4650000000001,3299.0
163,4854.705,3597.66,1393.4650000000001,3461.24
164,5152.775,4012.23,1393.4650000000001,3759.31
165,5391.955,3795.57,1393.4650000000001,3998.49
166,4995.625,3731.06,1393.4650000000001,3602.16
167,5167.415,3700.79,1393.4650000000001,3773.95
168,5283.675,3804.99,1393.4650000000001,3890.21
169,5476.905000000001,4062.76,1393.4650000000001,4083.44
170,5408.035,3902.44,1393.4650000000001,4014.57
171,5071.005,4014.0,1393.4650000000001,3677.54
172,5573.195,3995.67,1393.4650000000001,4179.73
173,5197.515,3781.86,1393.4650000000001,3804.05
174,5228.965,3873.92,1393.4650000000001,3835.5
175,5288.125,3904.73,1393.4650000000001,3894.66
176,3914.5699999999997,3781.89,1282.97,2631.6
177,4052.92,4113.49,1399.83,2653.09
178,4121.24,3962.59,1409.72,2711.52
179,3783.71,3894.79,1399.11,2384.6
180,3965.2299999999996,3916.85,1406.84,2558.39
181,4196.68,4072.59,1406.27,2790.41
182,3958.07,3856.0,1403.42,2554.65
183,3980.27,4023.13,1407.02,2573.25
184,4022.44,3914.79,1403.73,2618.71
185,3741.3100000000004,3745.26,1405.64,2335.67
186,3988.55,3928.79,1409.43,2579.12
187,3837.3,3858.11,1405.19,2432.11
188,3840.24,3950.86,1403.83,2436.41
189,4013.16,3941.65,1403.77,2609.39
190,3859.5599999999995,3814.07,1401.11,2458.45
191,3846.6400000000003,3929.31,1406.28,2440.36
192,4013.29,3828.02,1399.66,2613.63
193,3866.22,3902.14,1398.29,2467.93
194,3866.5699999999997,4062.48,1377.05,2489.52
195,4389.15,4124.19,1362.02,3027.13
196,3832.92,3952.41,1354.17,2478.75
197,4046.48,3835.24,1348.94,2697.54
198,3810.65,3803.85,1345.83,2464.82
199,3789.1,3969.16,1345.13,2443.97
200,3950.44,3842.32,1347.44,2603.0
201,3922.4300000000003,4140.48,1341.28,2581.15
202,3888.0299999999997,3860.02,1341.8,2546.23
203,3734.88,3732.22,1341.34,2393.54
204,4028.57,4023.59,1339.46,2689.11
205,3898.25,3833.38,1338.89,2559.36
206,3838.89,3864.39,1337.5,2501.39
207,4046.7,4035.74,1338.12,2708.58
208,3769.18,3753.76,1339.0,2430.18
209,4075.9300000000003,4058.08,1337.55,2738.38
210,4102.54,3923.43,1339.57,2762.97
211,3760.57,3756.61,1344.96,2415.61
212,4123.71,4006.02,1348.84,2774.87
213,4059.07,4027.18,1354.29,2704.78
214,3787.1899999999996,3769.7,1356.57,2430.62
215,4073.73,4030.8,1368.38,2705.35
216,4125.76,3888.62,1447.68,2678.08
217,3749.57,3881.1,1286.79,2462.78
218,3966.04,3900.23,1314.9,2651.14
219,3922.75,3860.02,1344.49,2578.26
220,3822.62,3933.5,1373.25,2449.37
221,4062.5299999999997,3918.43,1379.58,2682.95
222,4107.5599999999995,4063.18,1256.27,2851.29
223,4061.21,4026.8,1286.04,2775.17
224,3956.33,3852.04,1319.26,2637.07
225,3873.9400000000005,3830.38,1351.16,2522.78
226,3812.6,3937.76,1380.25,2432.35
227,3947.41,3819.6,1400.56,2546.85
228,3789.84,3766.84,1391.61,2398.23
229,4079.95,4185.3,1393.14,2686.81
230,3934.8,3856.71,1390.73,2544.07
231,3675.01,3740.81,1393.72,2281.29
232,4018.3900000000003,3996.19,1399.26,2619.13
233,3861.42,3846.71,1395.15,2466.27
234,3837.6400000000003,3789.05,1406.68,2430.96
235,4060.5200000000004,3988.65,1403.43,2657.09
236,3807.8900000000003,3799.1,1398.39,2409.5
237,3810.62,3852.54,1409.61,2401.01
238,3988.1899999999996,3989.27,1402.51,2585.68
239,3958.9300000000003,3883.87,1401.82,2557.11
240,3800.3599999999997,3870.44,1408.82,2391.54
241,4042.86,3922.51,1401.35,2641.51
242,4009.99,4057.71,1401.57,2608.42
243,3818.2200000000003,3881.92,1406.63,2411.59
244,4022.55,3913.02,1401.96,2620.59
245,4007.56,3961.71,1401.85,2605.71
246,3862.27,3976.37,1408.17,2454.1
247,3974.7699999999995,3924.87,1398.3,2576.47
248,4171.110000000001,4059.56,1399.77,2771.34
249,3778.08,3777.83,1405.52,2372.56
250,4065.62,3982.55,1399.7,2665.92
251,3938.38,3954.13,1400.36,2538.02
252,3962.42,3960.38,1394.42,2568.0
253,3811.0,3713.85,1393.27,2417.73
254,4061.89,4226.78,1397.65,2664.24
255,4100.3,3940.5,1391.49,2708.81
256,3838.42,3698.59,1393.92,2444.5
257,3925.42,3982.51,1398.78,2526.64
258,3896.76,4017.88,1394.53,2502.23
259,3858.52,3719.57,1397.62,2460.9
260,4057.2,4107.1,1399.2,2658.0
261,4032.86,3930.62,1395.46,2637.4
262,3717.8599999999997,3748.22,1402.87,2314.99
263,3899.94,3829.39,1404.46,2495.48
264,3799.8,3909.31,1399.41,2400.39
265,3904.5600000000004,3813.85,1407.47,2497.09
266,3948.2,3811.59,1396.79,2551.41
267,3904.07,4003.35,1401.94,2502.13
268,3884.37,3867.99,1398.97,2485.4
269,4130.75,3927.0,1392.77,2737.98
270,3785.96,3783.54,1394.27,2391.69
271,3916.7999999999997,4018.51,1388.06,2528.74
272,4084.68,4004.08,1387.96,2696.72
273,3975.67,4015.91,1388.53,2587.14
274,3876.78,3800.6,1381.38,2495.4
275,3787.56,3796.98,1391.06,2396.5
276,4071.55,4066.99,1387.03,2684.52
277,3929.12,3876.16,1383.97,2545.15
278,3774.57,3878.86,1390.96,2383.61
279,3896.16,3866.58,1387.86,2508.3
280,3766.1900000000005,3786.88,1388.41,2377.78
281,3828.3900000000003,3906.86,1394.78,2433.61
282,4190.69,4050.32,1391.78,2798.91
283,3854.42,3872.89,1400.92,2453.5
284,3824.3199999999997,3691.97,1401.78,2422.54
285,4025.17,3994.05,1398.59,2626.58
286,3849.2,3813.16,1403.11,2446.09
287,3781.04,3787.91,1399.84,2381.2
288,3996.6800000000003,3991.72,1403.47,2593.21
289,3826.95,3810.36,1392.47,2434.48
290,3799.3,3823.43,1369.29,2430.01
291,4154.5599999999995,4003.33,1352.67,2801.89
292,3964.8599999999997,4001.74,1347.07,2617.79
293,3788.62,3761.2,1346.51,2442.11
294,4085.29,4002.32,1342.14,2743.15
295,3814.9900000000002,3831.48,1341.88,2473.11
296,4059.08,4058.47,1340.76,2718.32
297,4059.45,3906.39,1339.01,2720.44
298,3760.66,3762.16,1337.93,2422.73
299,3914.5099999999998,3734.89,1338.02,2576.49
300,4038.52,3991.94,1336.81,2701.71
301,3865.9799999999996,3810.66,1335.49,2530.49
302,4153.92,4007.17,1333.75,2820.17
303,4082.3,3933.52,1334.38,2747.92
304,3914.7299999999996,4080.11,1334.59,2580.14
305,3881.88,3712.43,1334.37,2547.51
306,3900.58,3869.3,1332.89,2567.69
307,3859.39,4008.48,1333.08,2526.31
308,4205.63,3967.11,1336.13,2869.5
309,3849.91,3792.9,1335.74,2514.17
310,3863.9500000000003,3730.45,1336.13,2527.82
311,3999.13,4005.88,1338.08,2661.05
312,3870.6800000000003,3822.96,1341.16,2529.52
313,4193.2300000000005,4265.55,1345.89,2847.34
314,4035.4300000000003,4026.14,1348.67,2686.76
315,3893.9700000000003,3759.25,1350.59,2543.38
316,4053.2799999999997,3870.03,1361.26,2692.02
317,3808.5699999999997,3969.61,1371.32,2437.25
318,3984.62,3824.78,1445.49,2539.13
319,4189.73,4274.73,1268.94,2920.79
320,3939.76,4052.77,1289.15,2650.61
321,3958.8500000000004,3767.84,1325.47,2633.38
322,3964.8,3853.93,1352.79,2612.01
323,3805.12,3955.94,1380.85,2424.27
324,3949.58,3829.25,1397.62,2551.96
325,3851.86,3872.43,1383.94,2467.92
326,4019.6099999999997,4388.47,1383.41,2636.2
327,4265.98,4019.12,1389.15,2876.83
328,3857.49,3671.0,1385.53,2471.96
329,3974.27,3995.41,1386.31,2587.96
330,3858.33,3922.13,1393.77,2464.56
331,3922.21,3783.75,1388.59,2533.62
332,3826.14,3955.81,1388.83,2437.31
333,4005.6499999999996,4161.07,1401.47,2604.18
334,4142.67,3996.01,1396.11,2746.56
335,3800.92,3866.5,1397.28,2403.64
336,3934.66,3734.79,1400.22,2534.44
337,3999.7799999999997,3981.92,1398.91,2600.87
338,3822.12,3898.04,1401.81,2420.31
339,3722.82,3758.26,449.38,3273.44
340,5364.915,4296.75,1393.4650000000001,3971.45
341,4405.49,4114.48,795.34,3610.15
342,3837.42,3745.58,1372.06,2465.36
343,3932.93,3957.95,1392.33,2540.6
344,3891.4399999999996,3925.14,1398.01,2493.43
345,3765.75,3795.91,1389.53,2376.22
346,4061.25,3945.69,1399.38,2661.87
347,3973.12,3940.76,1400.15,2572.97
348,3745.59,3797.43,1401.25,2344.34
349,3852.13,3852.26,1405.98,2446.15
350,3976.48,3984.61,1399.38,2577.1
351,4326.58,4319.19,1403.55,2923.03
352,3908.87,3947.76,1402.27,2506.6
353,3968.38,3829.4,1401.08,2567.3
354,3897.22,3826.37,1403.37,2493.85
355,3916.09,4005.35,1396.07,2520.02
356,3980.08,3826.43,1400.9,2579.18
357,3947.98,3875.07,1392.17,2555.81
358,3814.26,3943.75,1390.82,2423.44
359,3949.26,3778.52,1394.71,2554.55
360,4004.13,3895.9,1385.0,2619.13
361,3820.95,3927.43,1392.45,2428.5
362,3908.86,3776.32,1388.27,2520.59
363,4002.5,3903.21,1381.22,2621.28
364,3917.8100000000004,3930.77,1385.8,2532.01
365,3847.1000000000004,3753.97,1387.3,2459.8
366,4074.75,4041.08,1389.61,2685.14
367,3972.62,3905.17,1393.24,2579.38
368,3787.92,3751.22,1387.1,2400.82
369,3903.9799999999996,3897.16,1391.05,2512.93
370,4120.13,4182.61,1391.41,2728.72
371,3827.5600000000004,3814.07,1396.68,2430.88
372,3939.0699999999997,3908.56,1399.62,2539.45
373,3821.95,3822.66,1394.11,2427.84
374,3838.21,3773.67,1400.91,2437.3
375,3951.14,3810.55,1401.73,2549.41
376,3865.33,3945.24,1396.2,2469.13
377,4029.8199999999997,4155.32,1400.85,2628.97
378,4040.3999999999996,3808.49,1397.97,2642.43
379,3817.67,3755.36,1402.05,2415.62
380,4149.51,4074.87,1396.5,2753.01
381,3926.49,3978.16,1396.64,2529.85
382,4250.9,3989.38,1400.54,2850.36
383,3790.42,3780.22,1398.65,2391.77
384,3886.08,3888.43,1393.46,2492.62
385,3919.96,3882.83,1385.05,2534.91
386,3835.4,4009.01,1376.19,2459.21
387,3887.0600000000004,3885.16,1363.95,2523.11
388,4023.3,3993.19,1362.82,2660.48
389,3827.05,3823.9,1360.22,2466.83
390,4014.56,3988.13,1351.21,2663.35
391,3823.24,3834.37,1350.11,2473.13
392,3916.01,4017.6,1349.98,2566.03
393,3987.01,3806.45,1347.91,2639.1
394,3712.21,3940.97,1348.55,2363.66
395,3977.38,3785.54,1349.09,2628.29
396,3879.49,3856.81,1353.11,2526.38
397,3816.47,3957.21,1355.81,2460.66
398,3977.63,3816.49,1381.73,2595.9
399,3989.25,3908.27,1425.3,2563.95
400,3840.2700000000004,3940.82,1352.99,2487.28
401,3879.09,3749.2,1332.21,2546.88
402,3975.9,4056.04,1363.04,2612.86
403,3991.13,4073.41,1395.29,2595.84
404,4292.29,3880.95,1407.33,2884.96
405,3799.05,3940.15,1398.41,2400.64
406,3916.83,3797.19,1401.26,2515.57
407,3863.23,3789.17,1403.81,2459.42
408,3828.66,3956.88,1397.48,2431.18
409,3900.1400000000003,3771.12,1398.68,2501.46
410,3931.83,3945.81,1392.71,2539.12
411,3878.3100000000004,4000.1,1391.8,2486.51
412,3936.3,3962.0,1395.2,2541.1
413,4124.01,4027.86,1390.04,2733.97
414,3855.95,3913.69,1387.28,2468.67
415,3954.41,3764.69,1391.2,2563.21
416,3955.89,3923.96,1387.9,2567.99
417,3957.55,4080.4,1389.66,2567.89
418,3969.44,3772.7,1394.56,2574.88
419,3865.2799999999997,3960.67,1386.24,2479.04
420,3860.7599999999998,3889.87,1392.77,2467.99
421,3907.6400000000003,3791.63,1386.68,2520.96
422,4063.9,4152.84,1389.94,2673.96
423,4103.67,4090.98,1392.23,2711.44
424,3786.57,3789.53,515.17,3271.4
425,5213.525,3858.25,1393.4650000000001,3820.06
426,5293.495000000001,3895.05,1393.4650000000001,3900.03
427,4023.4,3858.81,1377.54,2645.86
428,3979.34,3931.5,1398.94,2580.4
429,3869.5599999999995,3833.4,1404.86,2464.7
430,3806.91,3869.11,1393.72,2413.19
431,4106.03,3958.88,1399.89,2706.14
432,4011.52,4035.98,1396.56,2614.96
433,4131.89,4178.63,1399.26,2732.63
434,3978.71,3835.8,1401.48,2577.23
435,3805.3,3719.02,1396.01,2409.29
436,3808.0199999999995,3962.04,1398.78,2409.24
437,4059.27,3810.63,1389.69,2669.58
438,3928.94,4067.3,1393.6,2535.34
439,3975.87,4013.65,1398.43,2577.44
440,3919.5600000000004,3757.38,1394.26,2525.3
441,3927.0699999999997,4018.88,1389.39,2537.68
442,3709.5200000000004,3746.27,1393.26,2316.26
443,3678.65,3684.57,1391.06,2287.59
444,4075.5699999999997,3962.5,1389.28,2686.29
445,4189.11,4063.29,1391.53,2797.58
446,4061.4799999999996,4107.0,1393.78,2667.7
447,4000.0199999999995,3820.17,1389.86,2610.16
448,3810.75,3716.38,1391.07,2419.68
449,3796.44,3943.05,1395.15,2401.29
450,3985.0299999999997,3953.87,1390.83,2594.2
451,3948.9,3973.1,1392.12,2556.78
452,3696.04,3780.17,1391.66,2304.38
453,3770.55,3690.72,1401.52,2369.03
454,3935.6499999999996,4029.09,1396.57,2539.08
455,3922.29,3802.44,1396.88,2525.41
456,3861.23,3762.03,1404.21,2457.02
457,3874.31,3972.28,1399.02,2475.29
458,3838.5299999999997,3906.19,1401.87,2436.66
459,3969.69,3870.34,1399.37,2570.32
460,3994.51,3971.2,1399.01,2595.5
461,3885.8599999999997,3965.4,1403.87,2481.99
462,3994.4300000000003,3872.15,1395.24,2599.19
463,3785.24,3963.19,1398.51,2386.73
464,3929.9700000000003,3812.0,1398.24,2531.73
465,3890.3500000000004,3846.77,1385.7,2504.65
466,3820.55,3954.16,1394.32,2426.23
467,3909.1000000000004,3802.98,1392.16,2516.94
468,3936.74,3866.32,1383.77,2552.97
469,3795.46,3960.05,1390.92,2404.54
470,3905.07,3840.83,1391.96,2513.11
471,3928.66,3952.96,1384.87,2543.79
472,3669.18,3751.76,1287.21,2381.97
473,3868.95,3831.81,1265.3,2603.65
474,4133.79,4062.63,1360.72,2773.07
475,3851.04,3894.17,1394.7,2456.34
476,4056.62,4049.72,1392.6,2664.02
477,4083.83,3987.18,1393.21,2690.62
478,3836.1,3731.58,1397.62,2438.48
479,4098.9,3954.0,1389.73,2709.17
480,3946.8500000000004,3912.67,1383.2,2563.65
481,3818.28,3846.79,1357.9,2460.38
482,3922.77,3888.85,1348.44,2574.33
483,3922.29,3775.99,1345.15,2577.14
484,3849.8199999999997,3837.62,1342.32,2507.5
485,4024.5,3955.18,1343.62,2680.88
486,3781.12,3788.75,1344.22,2436.9
487,3831.97,3873.45,1345.37,2486.6
488,4155.73,3987.38,1344.69,2811.04
489,3853.89,3955.1,1344.69,2509.2
490,4079.06,4079.85,1342.67,2736.39
491,3761.9399999999996,3741.92,1344.3,2417.64
492,3999.34,3897.32,1342.24,2657.1
493,3968.74,4164.49,1338.86,2629.88
494,4043.3,3896.11,1339.94,2703.36
495,3586.06,3647.65,1258.58,2327.48
496,3936.7799999999997,3993.08,1156.36,2780.42
497,3868.6800000000003,3929.58,1005.28,2863.4
498,5339.005,4068.72,1393.4650000000001,3945.54
499,4141.7300000000005,3863.51,1280.18,2861.55
500,3506.9700000000003,3743.21,616.72,2890.25
501,4188.92,4000.65,492.25,3696.67
502,3806.66,3858.74,1374.26,2432.4
503,3803.1000000000004,3890.5,1386.84,2416.26
504,3973.76,3825.67,1400.55,2573.21
505,3857.7299999999996,3887.18,1394.05,2463.68
506,3896.04,4020.1,1402.81,2493.23
507,3953.14,3795.35,1404.54,2548.6
508,4043.8500000000004,4050.59,1399.07,2644.78
509,3978.3,3984.44,1405.18,2573.12
510,3922.58,3702.01,1405.08,2517.5
511,4048.74,4024.4,1402.07,2646.67
512,4040.8599999999997,4060.61,1403.47,2637.39
513,4204.53,3948.99,1406.41,2798.12
514,3914.98,3918.45,1400.85,2514.13
515,3822.48,3799.29,1403.02,2419.46
516,3771.25,3833.16,1402.26,2368.99
517,3822.9000000000005,3749.44,1392.89,2430.01
518,3977.7400000000002,3997.51,1392.17,2585.57
519,3852.37,3886.28,1390.0,2462.37
520,3877.91,3802.04,1384.79,2493.12
521,4102.360000000001,4037.22,1396.44,2705.92
522,3887.95,3907.84,1386.8,2501.15
523,3764.92,3836.91,1382.73,2382.19
524,3979.2299999999996,3942.12,1390.53,2588.7
525,3937.02,3924.27,1383.6,2553.42
526,3763.17,3863.56,1388.74,2374.43
527,3975.91,3887.95,1392.89,2583.02
528,3930.81,3884.19,1386.85,2543.96
529,3845.7000000000003,3972.76,1391.44,2454.26
530,4219.04,4003.48,1395.57,2823.47
531,3766.8099999999995,3811.18,1392.34,2374.47
532,3706.09,3685.23,1401.02,2305.07
533,3930.53,3918.66,1399.98,2530.55
534,3874.91,3849.53,1397.2,2477.71
535,3955.63,3817.38,1404.12,2551.51
536,4005.5600000000004,3945.95,1402.03,2603.53
537,3831.92,3818.15,1403.04,2428.88
538,4072.24,3938.93,1405.24,2667.0
539,3980.8199999999997,3941.4,1400.05,2580.77
540,3827.54,3838.5,1403.07,2424.47
541,3964.6099999999997,3833.68,1402.49,2562.12
542,3915.13,3905.85,1397.89,2517.24
543,3790.88,3862.8,1401.04,2389.84
544,3807.6099999999997,3772.02,1392.16,2415.45
545,3965.59,3840.4,1392.41,2573.18
546,3812.57,3845.54,1394.31,2418.26
547,3771.79,3760.29,1387.14,2384.65
548,3966.67,3873.47,1390.9,2575.77
549,3854.1099999999997,3883.66,1390.34,2463.77
550,3821.94,3825.47,1383.56,2438.38
551,3933.14,3893.97,1392.6,2540.54
552,3770.12,3859.51,1386.51,2383.61
553,3860.55,3868.38,1388.05,2472.5
554,4046.38,3886.84,1393.6,2652.78
555,3829.0,3913.23,1390.58,2438.42
556,3868.9300000000003,4023.39,1393.61,2475.32
557,4124.11,3906.73,1398.89,2725.22
558,3759.0299999999997,3958.09,1399.55,2359.48
559,3970.34,3804.06,1399.33,2571.01
560,3804.48,3702.32,1402.96,2401.52
561,3749.9300000000003,3876.0,1394.05,2355.88
562,3994.69,3945.32,1402.79,2591.9
563,3831.57,3795.36,1404.69,2426.88
564,3762.66,3862.13,1397.44,2365.22
565,4172.98,3927.46,1402.12,2770.86
566,3804.76,3788.27,1404.28,2400.48
567,3818.05,3919.3,1401.68,2416.37
568,4132.33,3920.92,1397.08,2735.25
569,3855.1099999999997,3865.29,1399.34,2455.77
570,3996.2,4042.44,1391.25,2604.95
571,3801.6499999999996,3768.75,1393.51,2408.14
572,4117.81,4040.28,1389.03,2728.78
573,3727.13,3761.39,1387.63,2339.5
574,3915.01,3787.92,1276.03,2638.98
575,3869.88,4002.92,1261.16,2608.72
576,3840.37,3855.18,1332.02,2508.35
577,4092.01,3958.95,1392.75,2699.26
578,4030.9100000000003,4148.75,1377.88,2653.03
579,4089.53,4130.44,1363.52,2726.01
580,4221.83,4189.68,1358.62,2863.21
581,4321.5,4141.28,1352.08,2969.42
582,4295.55,4093.18,1347.74,2947.81
583,3867.93,3930.32,1345.52,2522.41
584,3907.66,3894.41,1346.42,2561.24
585,3960.1499999999996,4010.21,1345.99,2614.16
586,4183.49,3980.2,1347.56,2835.93
587,3828.12,3725.41,1344.73,2483.39
588,3941.33,4027.65,1345.19,2596.14
589,3950.28,4043.96,1346.48,2603.8
590,3827.2,3749.94,1345.22,2481.98
591,4227.07,4023.2,1345.39,2881.68
592,3779.8500000000004,3819.33,1345.68,2434.17
593,3806.84,3852.35,1345.99,2460.85
594,4017.65,3906.27,1346.04,2671.61
595,3742.2200000000003,3786.84,1351.42,2390.8
596,3851.79,3793.62,1395.04,2456.75
597,4000.2200000000003,3927.82,1363.2,2637.02
598,4004.26,4001.38,1276.82,2727.44
599,4209.06,3979.95,1316.3,2892.76
