,FIT_400_001B_P.PV,FIT_400_002B_P.PV,Q_400_001B_P.PV
183,804.88,699.97,805.37
184,804.88,699.97,805.37
185,804.88,699.97,805.37
186,804.88,699.97,805.37
187,804.88,699.97,805.37
188,804.88,699.97,805.37
189,442.88,699.97,805.37
190,804.88,699.97,805.37
191,804.88,699.97,805.37
192,350.49,699.97,805.37
193,803.22,699.97,809.74
194,804.42,489.91,812.75
195,805.47,700.13,805.7
196,806.49,699.22,805.5
197,804.51,700.16,805.47
198,807.11,699.79,805.74
199,804.75,700.26,805.47
200,804.81,699.16,805.6
201,805.6,700.19,805.69
202,807.51,699.74,805.58
203,803.99,699.97,804.96
204,807.77,700.52,805.16
205,805.92,700.03,805.46
206,805.43,700.18,805.31
207,807.3,700.71,805.79
208,806.44,700.23,805.72
209,804.92,700.52,805.32
210,807.13,700.31,805.53
211,803.19,699.83,805.45
212,805.97,700.04,805.74
213,806.15,700.14,805.8
214,805.73,699.67,804.97
215,805.83,700.04,805.64
216,806.78,700.17,805.17
217,806.84,699.84,805.19
218,805.9,700.01,804.84
219,804.28,700.25,804.67
220,804.7,699.83,805.17
221,806.09,700.9,805.84
222,802.94,699.68,805.52
223,808.49,700.1,806.05
224,805.65,699.97,805.49
225,804.09,699.87,805.45
226,804.09,699.55,805.11
227,806.87,699.58,805.25
228,803.43,699.51,805.92
229,806.1,700.19,805.21
230,804.64,699.77,805.38
231,807.96,700.96,805.38
232,803.78,700.17,805.18
233,808.05,700.2,805.07
234,804.6,700.02,805.54
235,805.64,700.3,805.29
236,802.7,700.07,805.66
237,804.94,699.84,805.59
238,806.7,700.58,805.21
239,804.07,699.86,805.07
240,806.13,700.3,805.3
241,805.41,699.77,805.34
242,804.27,700.8,805.75
243,805.68,699.94,804.87
244,807.44,700.65,805.38
245,801.47,699.34,805.56
246,807.18,700.92,805.16
247,801.66,700.06,805.59
248,808.86,700.83,805.33
249,803.07,699.77,805.09
250,804.53,699.96,805.58
251,805.36,700.54,805.3
252,804.48,699.85,805.04
253,804.56,700.33,805.18
254,805.28,700.38,805.17
255,805.68,699.86,805.95
256,804.89,700.24,805.26
257,804.64,699.88,805.04
258,807.28,700.05,805.49
259,803.15,699.33,804.98
260,806.37,700.51,805.6
261,802.9,699.82,805.19
262,807.21,699.69,805.57
263,804.89,700.75,805.24
264,805.41,699.82,805.62
265,804.91,700.19,805.31
266,803.19,699.46,805.63
267,803.52,700.01,805.16
268,804.12,699.55,805.44
269,806.11,700.93,806.0
270,804.11,699.42,804.78
271,807.14,700.47,805.31
272,808.76,700.48,805.44
273,805.66,699.67,805.33
274,803.94,699.62,805.29
275,806.92,699.99,805.26
276,804.89,699.73,805.46
277,753.16,663.4,754.47
278,714.27,617.78,709.12
279,723.35,625.64,729.44
280,805.26,697.95,805.59
281,806.01,700.13,805.14
282,804.54,699.9,805.2
283,804.95,699.65,805.3
284,805.11,700.31,805.07
285,805.51,700.28,805.8
286,805.77,700.2,805.24
287,805.01,700.24,805.48
288,804.55,700.25,805.58
289,807.15,700.54,805.36
290,805.17,700.14,805.51
291,805.14,700.19,804.85
292,805.9,699.91,804.96
293,803.8,700.02,805.32
294,804.16,699.56,804.99
295,805.74,700.14,805.09
296,806.15,699.62,805.21
297,807.62,700.84,805.28
298,802.04,699.65,805.31
299,806.48,700.08,805.56
300,804.39,700.4,805.67
301,806.75,700.12,805.31
302,804.11,699.18,805.2
303,805.01,699.98,805.8
304,805.97,700.15,805.36
305,805.79,699.99,805.17
306,806.74,700.31,805.46
307,802.66,699.87,805.97
308,805.71,699.69,805.17
309,807.44,700.3,805.67
310,804.07,699.92,805.8
311,805.52,699.96,805.7
312,806.47,699.99,805.53
313,808.04,699.55,805.35
314,803.64,700.14,805.38
315,806.66,700.46,805.1
316,803.35,699.77,805.5
317,807.21,699.98,805.29
318,806.16,700.13,805.27
319,803.06,700.16,805.41
320,806.22,700.17,805.31
321,748.76,656.53,748.45
322,805.03,692.51,806.83
323,804.86,700.02,805.85
324,801.08,699.55,805.33
325,805.86,699.78,805.05
326,805.99,700.5,805.14
327,802.13,699.76,805.23
328,809.39,700.21,805.09
329,802.55,699.89,805.5
330,805.5,699.53,805.87
331,807.52,700.24,805.85
332,804.8,699.24,805.04
333,803.87,699.81,805.24
334,808.29,700.6,805.46
335,801.08,699.58,805.02
336,807.3,700.09,805.24
337,802.46,700.05,805.54
338,806.78,699.64,805.06
339,804.47,700.06,805.56
340,805.52,699.95,805.17
341,807.19,700.49,805.16
342,801.43,699.9,805.72
343,807.49,700.16,805.54
344,800.94,699.2,805.24
345,806.01,700.02,805.23
346,807.49,700.7,805.86
347,806.05,700.58,804.9
348,805.43,700.72,805.66
349,804.15,699.94,805.53
350,803.5,699.75,805.4
351,804.49,700.7,805.34
352,803.34,699.88,805.44
353,807.43,700.26,805.66
354,806.44,699.33,805.36
355,805.81,700.61,805.96
356,801.61,699.74,805.31
357,806.75,699.82,805.27
358,804.09,700.09,805.35
359,607.23,699.97,564.68
360,804.88,699.97,805.37
361,804.88,699.97,805.37
362,804.88,699.97,805.37
363,804.88,699.97,805.37
364,804.88,699.97,805.37
365,804.88,699.97,805.37
366,804.88,699.97,805.37
367,804.88,699.97,805.37
368,804.88,699.97,805.37
369,804.88,699.97,805.37
370,804.88,699.97,805.37
371,804.88,699.97,805.37
372,804.88,699.97,805.37
373,804.88,699.97,805.37
374,804.88,699.97,805.37
375,804.88,699.97,805.37
376,804.88,699.97,805.37
377,804.88,699.97,805.37
378,804.88,699.97,805.37
379,804.88,699.97,805.37
380,804.88,699.97,805.37
381,804.88,699.97,805.37
382,804.88,699.97,805.37
383,804.88,699.97,805.37
384,804.88,699.97,805.37
385,804.88,699.97,805.37
386,804.88,699.97,805.37
387,804.88,699.97,805.37
388,804.88,699.97,805.37
389,804.88,699.97,805.37
390,804.88,699.97,805.37
391,804.88,699.97,805.37
392,804.88,699.97,805.37
393,804.88,699.97,805.37
394,804.88,699.97,805.37
395,804.88,699.97,805.37
396,804.88,699.97,805.37
397,804.88,699.97,805.37
398,804.88,699.97,805.37
399,804.88,699.97,805.37
400,804.88,699.97,805.37
401,804.88,699.97,805.37
402,804.88,699.97,805.37
403,804.88,699.97,805.37
404,804.88,699.97,805.37
405,804.88,699.97,805.37
406,804.88,699.97,805.37
407,804.88,699.97,805.37
408,804.88,699.97,805.37
409,804.88,699.97,805.37
410,804.88,699.97,805.37
411,804.88,699.97,805.37
412,804.88,699.97,805.37
413,804.88,699.97,805.37
414,804.88,699.97,805.37
415,804.88,699.97,805.37
416,804.88,699.97,805.37
417,804.88,699.97,805.37
418,804.88,699.97,805.37
419,804.88,699.97,805.37
420,804.88,699.97,805.37
421,804.88,699.97,805.37
422,804.88,699.97,805.37
423,804.88,699.97,805.37
424,804.88,699.97,805.37
425,804.88,699.97,805.37
426,804.88,699.97,805.37
427,804.88,699.97,805.37
428,804.88,699.97,805.37
429,804.88,699.97,805.37
430,804.88,699.97,805.37
431,804.88,699.97,805.37
432,804.88,699.97,805.37
433,804.88,699.97,805.37
434,804.88,699.97,805.37
435,804.88,699.97,805.37
436,804.88,699.97,805.37
437,804.88,699.97,805.37
438,804.88,699.97,805.37
439,804.88,699.97,805.37
440,804.88,699.97,805.37
441,804.88,699.97,805.37
442,804.88,699.97,805.37
443,804.88,699.97,805.37
444,804.88,699.97,805.37
445,804.88,699.97,805.37
446,804.88,699.97,805.37
447,804.88,699.97,805.37
448,804.88,699.97,805.37
449,804.88,699.97,805.37
450,804.88,699.97,805.37
451,804.88,699.97,805.37
452,804.88,699.97,805.37
453,804.88,699.97,805.37
454,804.88,699.97,805.37
455,804.88,699.97,805.37
456,804.88,699.97,805.37
457,804.88,699.97,805.37
458,804.88,699.97,805.37
459,804.88,699.97,805.37
460,804.88,699.97,805.37
461,804.88,699.97,805.37
462,804.88,699.97,805.37
463,804.88,699.97,805.37
464,804.88,699.97,805.37
465,804.88,699.97,805.37
466,804.88,699.97,805.37
467,804.88,699.97,805.37
468,804.88,699.97,805.37
469,804.88,699.97,805.37
470,804.88,699.97,805.37
471,804.88,699.97,805.37
472,804.88,699.97,805.37
473,804.88,699.97,805.37
474,804.88,699.97,805.37
475,804.88,699.97,805.37
476,804.88,699.97,805.37
477,804.88,699.97,805.37
478,804.88,699.97,805.37
479,804.88,699.97,805.37
480,804.88,699.97,805.37
481,804.88,699.97,805.37
482,804.88,699.97,805.37
483,804.88,699.97,805.37
484,804.88,699.97,805.37
485,804.88,699.97,805.37
486,804.88,699.97,805.37
487,804.88,699.97,805.37
488,804.88,699.97,805.37
489,804.88,699.97,805.37
490,804.88,699.97,805.37
491,804.88,699.97,805.37
492,804.88,699.97,805.37
493,804.88,699.97,805.37
494,804.88,699.97,805.37
495,804.88,699.97,805.37
496,804.88,699.97,805.37
497,804.88,699.97,805.37
498,804.88,699.97,805.37
499,804.88,699.97,805.37
500,804.88,699.97,805.37
501,804.88,699.97,805.37
502,804.88,699.97,805.37
503,804.88,699.97,805.37
504,804.88,699.97,805.37
505,804.88,699.97,805.37
506,804.88,699.97,805.37
507,804.88,699.97,805.37
508,804.88,699.97,805.37
509,804.88,699.97,805.37
510,804.88,699.97,805.37
511,804.88,699.97,805.37
512,804.88,699.97,805.37
513,804.88,699.97,805.37
514,804.88,699.97,805.37
515,804.88,699.97,805.37
516,804.88,699.97,805.37
517,804.88,699.97,805.37
518,804.88,699.97,805.37
519,804.88,699.97,805.37
520,804.88,699.97,805.37
521,804.88,699.97,805.37
522,804.88,699.97,805.37
523,804.88,699.97,805.37
524,804.88,699.97,805.37
525,804.88,699.97,805.37
526,804.88,699.97,805.37
527,804.88,699.97,805.37
528,804.88,699.97,805.37
529,804.88,699.97,805.37
530,804.88,699.97,805.37
531,804.88,699.97,805.37
532,804.88,699.97,805.37
533,804.88,699.97,805.37
534,804.88,699.97,805.37
535,804.88,699.97,805.37
536,804.88,699.97,805.37
537,804.88,699.97,805.37
538,804.88,699.97,805.37
539,804.88,699.97,805.37
540,804.88,699.97,805.37
541,804.88,699.97,805.37
542,804.88,699.97,805.37
543,804.88,699.97,805.37
544,804.88,699.97,805.37
545,804.88,699.97,805.37
546,804.88,699.97,805.37
547,804.88,699.97,805.37
548,804.88,699.97,805.37
549,804.88,699.97,805.37
550,804.88,699.97,805.37
551,804.88,699.97,805.37
552,804.88,699.97,805.37
553,804.88,699.97,805.37
554,804.88,699.97,805.37
555,804.88,699.97,805.37
556,804.88,699.97,805.37
557,804.88,699.97,805.37
558,804.88,699.97,805.37
559,804.88,699.97,805.37
560,804.88,699.97,805.37
561,804.88,699.97,805.37
562,804.88,699.97,805.37
563,804.88,699.97,805.37
564,804.88,699.97,805.37
565,804.88,699.97,805.37
566,804.88,699.97,805.37
567,804.88,699.97,805.37
568,804.88,699.97,805.37
569,804.88,699.97,805.37
570,804.88,699.97,805.37
571,804.88,699.97,805.37
572,804.88,699.97,805.37
573,804.88,699.97,805.37
574,804.88,699.97,805.37
575,804.88,699.97,805.37
576,804.88,699.97,805.37
577,804.88,699.97,805.37
578,804.88,699.97,805.37
579,804.88,699.97,805.37
580,804.88,699.97,805.37
581,804.88,699.97,805.37
582,804.88,699.97,805.37
583,804.88,699.97,805.37
584,804.88,699.97,805.37
585,804.88,699.97,805.37
586,804.88,699.97,805.37
587,804.88,699.97,805.37
588,804.88,699.97,805.37
589,804.88,699.97,805.37
590,804.88,699.97,805.37
591,804.88,699.97,805.37
592,804.88,699.97,805.37
593,804.88,699.97,805.37
594,804.88,699.97,805.37
595,804.88,699.97,805.37
596,804.88,699.97,805.37
597,804.88,699.97,805.37
598,804.88,699.97,805.37
599,804.88,699.97,805.37
600,804.88,699.97,805.37
601,804.88,699.97,805.37
602,804.88,699.97,805.37
603,804.88,699.97,805.37
604,804.88,699.97,805.37
605,804.88,699.97,805.37
606,804.88,699.97,805.37
607,804.88,699.97,805.37
608,804.88,699.97,805.37
609,804.88,699.97,805.37
610,804.88,699.97,805.37
611,804.88,699.97,805.37
612,804.88,699.97,805.37
613,811.42,699.97,616.97
614,799.76,699.97,815.42
615,806.22,695.98,806.15
616,803.8,699.62,805.39
617,807.51,700.39,805.41
618,798.38,693.59,797.6
619,804.28,699.28,805.51
620,806.6,699.31,805.62
621,806.78,699.75,805.03
622,805.34,699.86,805.45
623,807.82,700.21,805.52
624,803.69,354.72,791.1
625,804.88,699.97,805.37
626,804.88,699.97,805.37
627,804.88,699.97,805.37
628,804.88,699.97,805.37
629,804.88,699.97,805.37
630,804.88,699.97,805.37
631,804.88,699.97,805.37
632,804.88,699.97,805.37
633,804.88,699.97,805.37
634,804.88,699.97,805.37
635,804.88,699.97,805.37
636,804.88,699.97,805.37
637,804.88,699.97,805.37
638,804.88,699.97,805.37
639,804.88,699.97,805.37
640,804.88,699.97,805.37
641,804.88,699.97,805.37
642,804.88,699.97,805.37
643,804.88,699.97,805.37
644,804.88,699.97,805.37
645,804.88,699.97,805.37
646,804.88,699.97,805.37
647,804.88,699.97,805.37
648,804.88,699.97,805.37
649,804.88,699.97,805.37
650,804.88,699.97,805.37
651,804.88,699.97,805.37
652,804.88,699.97,805.37
653,804.88,699.97,805.37
654,804.88,699.97,805.37
655,804.88,699.97,805.37
656,804.88,699.97,805.37
657,804.88,699.97,805.37
658,804.88,699.97,805.37
659,804.88,699.97,805.37
660,804.88,699.97,805.37
661,804.88,699.97,805.37
662,804.88,699.97,805.37
663,804.88,699.97,805.37
664,804.88,699.97,805.37
665,804.88,699.97,805.37
666,804.88,699.97,805.37
667,804.88,699.97,805.37
668,804.88,699.97,805.37
669,804.88,699.97,805.37
670,804.88,699.97,805.37
671,804.88,699.97,805.37
672,804.88,699.97,805.37
673,804.88,699.97,805.37
674,804.88,699.97,805.37
675,804.88,699.97,805.37
676,804.88,699.97,805.37
677,804.88,699.97,805.37
678,804.88,699.97,805.37
679,804.88,699.97,805.37
680,804.88,699.97,805.37
681,804.88,699.97,805.37
682,804.88,699.97,805.37
683,804.88,699.97,805.37
684,804.88,699.97,805.37
685,804.88,699.97,805.37
686,804.88,699.97,805.37
687,804.88,699.97,805.37
688,804.88,699.97,805.37
689,804.88,699.97,805.37
690,804.88,699.97,805.37
691,804.88,699.97,805.37
692,804.88,699.97,805.37
693,804.88,699.97,805.37
694,804.88,699.97,805.37
695,804.88,699.97,805.37
696,804.88,699.97,805.37
697,804.88,699.97,805.37
698,309.95,699.97,805.37
699,796.9,699.97,809.98
700,807.93,482.14,811.39
701,806.07,699.49,805.81
702,801.78,699.78,805.93
703,806.82,700.26,805.37
704,805.84,700.11,805.86
705,802.38,699.31,805.37
706,806.86,699.61,805.47
707,804.15,699.72,805.17
708,808.61,700.53,805.28
709,805.91,699.94,805.41
710,802.59,699.83,805.77
711,801.81,699.19,805.17
712,808.54,700.46,805.42
713,803.27,699.75,805.32
714,808.77,700.29,806.02
715,803.29,699.5,805.61
716,810.38,700.37,805.71
717,797.33,698.71,805.11
718,809.69,700.85,805.39
719,806.05,700.43,805.41
720,807.84,700.84,805.32
721,804.64,699.86,804.99
722,806.63,700.43,805.71
723,805.88,700.07,805.44
724,806.17,700.1,805.17
725,804.2,700.49,805.45
726,806.64,700.19,804.97
727,804.24,699.89,805.4
728,808.47,700.51,805.54
729,801.24,699.31,805.27
730,805.61,699.87,805.45
731,806.75,699.6,805.58
732,802.58,699.47,805.36
733,738.5,649.01,740.19
734,760.57,657.29,760.72
735,708.47,619.03,709.68
736,706.69,615.98,709.26
737,769.45,659.3,770.17
738,803.84,699.89,805.05
739,802.67,699.96,805.42
740,806.92,699.54,805.21
741,807.19,700.0,805.51
742,801.96,699.62,805.53
743,808.38,700.65,805.2
744,802.05,700.38,805.79
745,806.94,699.93,805.34
746,805.23,699.64,805.34
747,804.73,699.63,804.8
748,806.97,699.68,805.37
749,804.71,557.54,791.82
750,492.78,699.97,463.65
751,804.88,699.97,805.37
752,804.88,699.97,805.37
753,804.88,699.97,805.37
754,804.88,699.97,805.37
755,804.88,699.97,805.37
756,804.88,699.97,805.37
757,804.88,699.97,805.37
758,804.88,699.97,805.37
759,804.88,699.97,805.37
760,804.88,699.97,805.37
761,804.88,699.97,805.37
762,804.88,699.97,805.37
763,804.88,699.97,805.37
764,804.88,699.97,805.37
765,804.88,699.97,805.37
766,804.88,699.97,805.37
767,804.88,699.97,805.37
768,804.88,699.97,805.37
769,804.88,699.97,805.37
770,804.88,699.97,805.37
771,804.88,699.97,805.37
772,804.88,699.97,805.37
773,804.88,699.97,805.37
774,804.88,699.97,805.37
775,804.88,699.97,805.37
776,804.88,699.97,805.37
777,804.88,699.97,805.37
778,804.88,699.97,805.37
779,804.88,699.97,805.37
780,804.88,699.97,805.37
781,804.88,699.97,805.37
782,804.88,699.97,805.37
783,804.88,699.97,805.37
784,804.88,699.97,805.37
785,804.88,699.97,805.37
786,804.88,699.97,805.37
787,804.88,699.97,805.37
788,804.88,699.97,805.37
789,804.88,699.97,805.37
790,804.88,699.97,805.37
791,804.88,699.97,805.37
792,804.88,699.97,805.37
793,804.88,699.97,805.37
794,804.88,699.97,805.37
795,804.88,699.97,805.37
796,804.88,699.97,805.37
797,804.88,699.97,805.37
798,804.88,699.97,805.37
799,804.88,699.97,805.37
800,804.88,699.97,805.37
801,804.88,699.97,805.37
802,804.88,699.97,805.37
803,804.88,699.97,805.37
804,804.88,699.97,805.37
805,804.88,699.97,805.37
806,804.88,699.97,805.37
807,804.88,699.97,805.37
808,804.88,699.97,805.37
809,804.88,699.97,805.37
810,804.88,699.97,805.37
811,804.88,699.97,805.37
812,804.88,699.97,805.37
813,804.88,699.97,805.37
814,804.88,699.97,805.37
815,804.88,699.97,805.37
816,804.88,699.97,805.37
817,804.88,699.97,805.37
818,804.88,699.97,805.37
819,804.88,699.97,805.37
820,804.88,699.97,805.37
821,804.88,699.97,805.37
822,804.88,699.97,805.37
823,804.88,699.97,805.37
824,804.88,699.97,805.37
825,804.88,699.97,805.37
826,804.88,699.97,805.37
827,804.88,699.97,805.37
828,804.88,699.97,805.37
829,804.88,699.97,805.37
830,804.88,699.97,805.37
831,804.88,699.97,805.37
832,804.88,699.97,805.37
833,804.88,699.97,805.37
834,804.88,699.97,805.37
835,804.88,699.97,805.37
836,804.88,699.97,805.37
837,804.88,699.97,805.37
838,804.88,699.97,805.37
839,804.88,699.97,805.37
840,804.88,699.97,805.37
841,804.88,699.97,805.37
842,804.88,699.97,805.37
843,804.88,699.97,805.37
844,804.88,699.97,805.37
845,804.88,699.97,805.37
846,804.88,699.97,805.37
847,804.88,699.97,805.37
848,804.88,699.97,805.37
849,804.88,699.97,805.37
850,804.88,699.97,805.37
851,804.88,699.97,805.37
852,804.88,699.97,805.37
853,804.88,699.97,805.37
854,804.88,699.97,805.37
855,804.88,699.97,805.37
856,804.88,699.97,805.37
857,804.88,699.97,805.37
858,804.88,699.97,805.37
859,804.88,699.97,805.37
860,804.88,699.97,805.37
861,804.88,699.97,805.37
862,804.88,699.97,805.37
863,804.88,699.97,805.37
864,804.88,699.97,805.37
865,804.88,699.97,805.37
866,804.88,699.97,805.37
867,804.88,699.97,805.37
868,804.88,699.97,805.37
869,804.88,699.97,805.37
870,804.88,699.97,805.37
871,804.88,699.97,805.37
872,804.88,699.97,805.37
873,804.88,699.97,805.37
874,804.88,699.97,805.37
875,804.88,699.97,805.37
876,804.88,699.97,805.37
877,804.88,699.97,805.37
878,804.88,699.97,805.37
879,804.88,699.97,805.37
880,804.88,699.97,805.37
881,804.88,699.97,805.37
882,804.88,699.97,805.37
883,804.88,699.97,805.37
884,804.88,699.97,805.37
885,572.93,699.97,328.35
886,801.57,699.97,805.61
887,805.86,578.07,813.42
888,809.25,700.86,805.47
889,802.1,698.36,805.57
890,806.75,699.65,805.58
891,806.79,700.12,805.33
892,804.88,698.9,805.28
893,805.38,699.76,805.26
894,803.08,699.34,805.29
895,804.78,699.94,805.18
896,806.69,699.95,805.31
897,752.12,660.91,758.52
898,755.89,648.97,762.42
899,803.29,699.62,805.1
900,718.01,631.46,726.47
901,712.45,617.23,717.05
902,709.94,616.92,715.63
903,709.41,616.48,714.37
904,709.44,616.73,715.09
905,709.21,616.77,714.55
906,783.15,677.17,792.8
907,808.23,699.64,805.34
908,808.03,700.7,805.5
909,802.73,699.62,805.55
910,806.19,699.65,805.17
911,727.98,635.15,735.52
912,808.81,697.44,805.69
913,802.68,699.79,805.36
914,748.49,651.84,754.32
915,807.37,698.87,805.5
916,804.27,699.95,805.19
917,805.73,700.46,805.18
918,806.04,699.71,805.98
919,807.3,700.96,805.67
920,805.24,699.99,805.29
921,803.64,699.83,805.29
922,805.31,700.6,805.15
923,806.68,700.77,805.01
924,805.12,700.45,805.47
925,805.95,700.59,805.2
926,805.44,699.97,790.67
927,804.88,699.97,805.37
928,804.88,699.97,805.37
929,804.88,699.97,805.37
930,804.88,699.97,805.37
931,804.88,699.97,805.37
932,804.88,699.97,805.37
933,804.88,699.97,805.37
934,804.88,699.97,805.37
935,804.88,699.97,805.37
936,804.88,699.97,805.37
937,804.88,699.97,805.37
938,804.88,699.97,805.37
939,804.88,699.97,805.37
940,804.88,699.97,805.37
941,804.88,699.97,805.37
942,804.88,699.97,805.37
943,804.88,699.97,805.37
944,804.88,699.97,805.37
945,804.88,699.97,805.37
946,804.88,699.97,805.37
947,804.88,699.97,805.37
948,804.88,699.97,805.37
949,804.88,699.97,805.37
950,804.88,699.97,805.37
951,804.88,699.97,805.37
952,804.88,699.97,805.37
953,804.88,699.97,805.37
954,804.88,699.97,805.37
955,804.88,699.97,805.37
956,804.88,699.97,805.37
957,804.88,699.97,805.37
958,804.88,699.97,805.37
959,804.88,699.97,805.37
960,804.88,699.97,805.37
961,804.88,699.97,805.37
962,804.88,699.97,805.37
963,804.88,699.97,805.37
964,804.88,699.97,805.37
965,804.88,699.97,805.37
966,804.88,699.97,805.37
967,804.88,699.97,805.37
968,804.88,699.97,805.37
969,804.88,699.97,805.37
970,804.88,699.97,805.37
971,804.88,699.97,805.37
972,804.88,699.97,805.37
973,804.88,699.97,805.37
974,804.88,699.97,805.37
975,804.88,699.97,805.37
976,804.88,699.97,805.37
977,804.88,699.97,805.37
978,804.88,699.97,805.37
979,804.88,699.97,805.37
980,804.88,699.97,805.37
981,804.88,699.97,805.37
982,804.88,699.97,805.37
983,804.88,699.97,805.37
984,804.88,699.97,805.37
985,804.88,699.97,805.37
986,804.88,699.97,805.37
987,516.53,699.97,805.37
988,806.22,699.97,810.72
989,807.04,663.48,811.14
990,802.57,700.14,805.54
991,805.91,699.53,805.4
992,805.15,699.68,805.25
