,FIT_100_001_P.PV,FIT_900_002_P.PV,FIT_1000_001_P.PV,"SUM(A, B, C)"
72,3967.82,1404.25,2634.34,1610.31
73,3831.24,1405.97,2497.23,1606.6
74,3823.92,1399.75,2486.32,1604.71
75,4057.98,1397.44,2565.52,1610.73
76,3930.26,1394.68,2643.2,1612.08
77,3819.17,1396.19,2463.5,1615.4099999999999
78,3894.13,1400.41,2627.12,1613.05
79,3821.14,1395.08,2413.63,1601.65
80,3896.63,1400.42,2420.39,1614.5500000000002
81,3740.51,1395.44,2586.79,1612.31
82,3948.05,1393.8,2502.46,1608.6100000000001
83,3890.3,1396.76,2420.61,1611.31
84,3808.06,1394.56,2539.16,1602.74
85,4207.96,1396.92,2699.46,1613.7199999999998
86,4000.32,1403.59,2536.91,1612.81
87,3901.81,1402.38,2653.57,1616.25
88,3862.83,1404.03,2428.43,1607.37
89,4156.33,1405.4,2800.73,1612.3600000000001
90,3761.5,1406.48,2451.65,1609.79
91,3746.04,1409.36,2359.09,1615.49
92,3928.52,1404.3,2449.56,1607.9099999999999
93,3944.05,1406.53,2464.68,1614.28
94,3836.21,1407.92,2623.26,1614.53
95,3905.85,1403.91,2585.45,1607.1
96,3845.89,1408.59,2395.54,1604.57
97,4025.81,1404.24,2591.18,1609.65
98,4149.48,1403.37,2622.27,1614.4499999999998
99,3845.8,1398.61,2568.78,1604.0500000000002
100,3991.52,1399.61,2686.68,1623.91
101,3799.71,1385.13,2392.61,1607.03
102,3778.19,1363.25,2412.34,1602.67
103,4161.88,1352.97,2774.49,1615.48
104,1928.55,1393.4650000000001,2354.39,812.1800000000001
105,3838.17,1393.4650000000001,3977.07,1604.29
106,4006.27,1393.4650000000001,3419.0,1594.9
107,4017.55,1393.4650000000001,3899.32,1610.0900000000001
108,3923.58,1393.4650000000001,3918.21,1615.27
109,3920.79,1393.4650000000001,3840.61,1612.08
110,4064.36,1393.4650000000001,3973.36,1612.67
111,3883.11,1393.4650000000001,3951.93,1605.35
112,3751.18,949.36,2920.02,1613.93
113,4069.24,1393.4650000000001,3779.24,1615.0300000000002
114,3986.03,1393.4650000000001,3967.86,1605.3899999999999
115,4019.8,321.93,3840.48,1608.1799999999998
116,4074.45,1394.44,2560.84,1608.95
117,3747.68,1412.78,2465.81,1610.59
118,4009.62,1408.67,2897.42,1617.48
119,3954.14,1403.57,2428.76,1605.8200000000002
120,3719.12,1407.43,2583.4,1609.04
121,3937.58,1406.42,2511.63,1612.08
122,3935.68,1405.44,2470.21,1617.6799999999998
123,3755.43,1407.8,2565.53,1617.33
124,3967.36,1401.37,2573.63,1610.13
125,3918.46,1408.7,2453.11,1607.25
126,3758.87,1407.5,2536.62,1606.32
127,4080.33,1402.19,2589.47,1610.26
128,3933.49,1409.09,2501.5,1619.5
129,3782.48,1408.31,2442.67,1609.8899999999999
130,3993.73,1402.51,2689.05,1608.63
131,3796.1,1409.9,2384.29,1612.13
132,3761.27,1405.13,2429.47,1607.27
133,3837.91,1401.22,2485.92,1604.01
134,4246.95,1410.76,2787.46,1622.29
135,3842.72,1401.69,2496.14,1606.0500000000002
136,3688.33,1396.58,2426.75,1610.13
137,3999.52,1405.63,2488.1,1615.19
138,3981.34,1394.53,2560.38,1622.25
139,3745.79,1397.17,2572.82,1604.16
140,3993.72,1399.96,2565.52,1602.79
141,3798.1,1390.58,2426.43,1608.29
142,3770.12,1399.02,2426.36,1609.74
143,3880.99,1395.98,2496.86,1613.01
144,3904.62,1391.44,2424.87,1610.8600000000001
145,4156.75,1399.53,2665.78,1612.6100000000001
146,4045.56,1406.83,2780.15,1610.76
147,3743.63,1400.69,2471.51,1613.73
148,3708.23,1384.21,2417.62,1607.3200000000002
149,4360.89,1399.68,2650.05,1606.22
150,4111.38,1393.94,2810.66,1612.2800000000002
151,3792.78,1396.61,2642.12,1615.84
152,3808.93,1400.06,2434.6,1618.17
153,4020.0,1397.52,2523.7,1610.06
154,3799.5,1399.03,2523.64,1605.51
155,3915.55,1398.85,2491.53,1602.99
156,4212.53,1398.14,2533.2,1617.69
157,4041.11,1406.13,2888.72,1613.91
158,3854.63,1402.03,2380.68,1602.9499999999998
159,3581.87,487.66,3052.86,1532.41
160,3351.38,1393.4650000000001,3279.23,1615.04
161,3348.93,1393.4650000000001,3252.41,1608.96
162,3243.73,1393.4650000000001,3299.0,1608.8000000000002
163,3597.66,1393.4650000000001,3461.24,1607.1100000000001
164,4012.23,1393.4650000000001,3759.31,1611.6599999999999
165,3795.57,1393.4650000000001,3998.49,1607.2
166,3731.06,1393.4650000000001,3602.16,1612.48
167,3700.79,1393.4650000000001,3773.95,1610.33
168,3804.99,1393.4650000000001,3890.21,1607.8600000000001
169,4062.76,1393.4650000000001,4083.44,1221.19
170,3902.44,1393.4650000000001,4014.57,1611.58
171,4014.0,1393.4650000000001,3677.54,1609.9
172,3995.67,1393.4650000000001,4179.73,1609.13
173,3781.86,1393.4650000000001,3804.05,1612.38
174,3873.92,1393.4650000000001,3835.5,1612.6
175,3904.73,1393.4650000000001,3894.66,1610.79
176,3781.89,1282.97,2631.6,1609.79
177,4113.49,1399.83,2653.09,1599.37
178,3962.59,1409.72,2711.52,1613.3000000000002
179,3894.79,1399.11,2384.6,1606.6399999999999
180,3916.85,1406.84,2558.39,1610.71
181,4072.59,1406.27,2790.41,1620.44
182,3856.0,1403.42,2554.65,1605.73
183,4023.13,1407.02,2573.25,1608.07
184,3914.79,1403.73,2618.71,1614.63
185,3745.26,1405.64,2335.67,1612.53
186,3928.79,1409.43,2579.12,1608.0700000000002
187,3858.11,1405.19,2432.11,1606.73
188,3950.86,1403.83,2436.41,1610.03
189,3941.65,1403.77,2609.39,1609.6599999999999
190,3814.07,1401.11,2458.45,1614.79
191,3929.31,1406.28,2440.36,1613.21
192,3828.02,1399.66,2613.63,1612.1799999999998
193,3902.14,1398.29,2467.93,1608.24
194,4062.48,1377.05,2489.52,1603.25
195,4124.19,1362.02,3027.13,1618.3200000000002
196,3952.41,1354.17,2478.75,1606.75
197,3835.24,1348.94,2697.54,1609.59
198,3803.85,1345.83,2464.82,1616.12
199,3969.16,1345.13,2443.97,1612.94
200,3842.32,1347.44,2603.0,1607.24
201,4140.48,1341.28,2581.15,1613.5500000000002
202,3860.02,1341.8,2546.23,1606.17
203,3732.22,1341.34,2393.54,1609.71
204,4023.59,1339.46,2689.11,1619.32
205,3833.38,1338.89,2559.36,1610.0500000000002
206,3864.39,1337.5,2501.39,1609.0
207,4035.74,1338.12,2708.58,1612.38
208,3753.76,1339.0,2430.18,1599.21
209,4058.08,1337.55,2738.38,1617.26
210,3923.43,1339.57,2762.97,1617.15
211,3756.61,1344.96,2415.61,1611.02
212,4006.02,1348.84,2774.87,1608.52
213,4027.18,1354.29,2704.78,1610.55
214,3769.7,1356.57,2430.62,1615.7199999999998
215,4030.8,1368.38,2705.35,1610.76
216,3888.62,1447.68,2678.08,1612.47
217,3881.1,1286.79,2462.78,1607.62
218,3900.23,1314.9,2651.14,1607.62
219,3860.02,1344.49,2578.26,1607.72
220,3933.5,1373.25,2449.37,1605.26
221,3918.43,1379.58,2682.95,1607.2
222,4063.18,1256.27,2851.29,1611.46
223,4026.8,1286.04,2775.17,1616.04
224,3852.04,1319.26,2637.07,1612.9699999999998
225,3830.38,1351.16,2522.78,1614.76
226,3937.76,1380.25,2432.35,1602.28
227,3819.6,1400.56,2546.85,1607.79
228,3766.84,1391.61,2398.23,1609.57
229,4185.3,1393.14,2686.81,1614.52
230,3856.71,1390.73,2544.07,1612.6999999999998
231,3740.81,1393.72,2281.29,1610.85
232,3996.19,1399.26,2619.13,1610.39
233,3846.71,1395.15,2466.27,1609.49
234,3789.05,1406.68,2430.96,1615.79
235,3988.65,1403.43,2657.09,1607.5900000000001
236,3799.1,1398.39,2409.5,1605.6599999999999
237,3852.54,1409.61,2401.01,1609.38
238,3989.27,1402.51,2585.68,1610.53
239,3883.87,1401.82,2557.11,1610.72
240,3870.44,1408.82,2391.54,1615.1100000000001
241,3922.51,1401.35,2641.51,1608.54
242,4057.71,1401.57,2608.42,1609.93
243,3881.92,1406.63,2411.59,1607.6
244,3913.02,1401.96,2620.59,1611.69
245,3961.71,1401.85,2605.71,1609.6399999999999
246,3976.37,1408.17,2454.1,1611.34
247,3924.87,1398.3,2576.47,1614.63
248,4059.56,1399.77,2771.34,1610.83
249,3777.83,1405.52,2372.56,1607.21
250,3982.55,1399.7,2665.92,1616.79
251,3954.13,1400.36,2538.02,1608.8400000000001
252,3960.38,1394.42,2568.0,1613.8
253,3713.85,1393.27,2417.73,1606.3899999999999
254,4226.78,1397.65,2664.24,1607.81
255,3940.5,1391.49,2708.81,1608.07
256,3698.59,1393.92,2444.5,1614.81
257,3982.51,1398.78,2526.64,1615.94
258,4017.88,1394.53,2502.23,1617.54
259,3719.57,1397.62,2460.9,1610.47
260,4107.1,1399.2,2658.0,1603.01
261,3930.62,1395.46,2637.4,1613.45
262,3748.22,1402.87,2314.99,1611.56
263,3829.39,1404.46,2495.48,1618.26
264,3909.31,1399.41,2400.39,1613.77
265,3813.85,1407.47,2497.09,1615.23
266,3811.59,1396.79,2551.41,1603.09
267,4003.35,1401.94,2502.13,1609.8400000000001
268,3867.99,1398.97,2485.4,1606.5700000000002
269,3927.0,1392.77,2737.98,1611.87
270,3783.54,1394.27,2391.69,1614.04
271,4018.51,1388.06,2528.74,1611.8
272,4004.08,1387.96,2696.72,1611.56
273,4015.91,1388.53,2587.14,1611.6599999999999
274,3800.6,1381.38,2495.4,1614.5
275,3796.98,1391.06,2396.5,1604.42
276,4066.99,1387.03,2684.52,1610.03
277,3876.16,1383.97,2545.15,1608.73
278,3878.86,1390.96,2383.61,1611.97
279,3866.58,1387.86,2508.3,1629.77
280,3786.88,1388.41,2377.78,1603.6399999999999
281,3906.86,1394.78,2433.61,1604.56
282,4050.32,1391.78,2798.91,1621.52
283,3872.89,1400.92,2453.5,1606.9099999999999
284,3691.97,1401.78,2422.54,1615.73
285,3994.05,1398.59,2626.58,1618.17
286,3813.16,1403.11,2446.09,1611.81
287,3787.91,1399.84,2381.2,1607.1999999999998
288,3991.72,1403.47,2593.21,1605.84
289,3810.36,1392.47,2434.48,1610.35
290,3823.43,1369.29,2430.01,1611.3600000000001
291,4003.33,1352.67,2801.89,1608.54
292,4001.74,1347.07,2617.79,1609.3899999999999
293,3761.2,1346.51,2442.11,1610.1
294,4002.32,1342.14,2743.15,1611.9
295,3831.48,1341.88,2473.11,1607.5700000000002
296,4058.47,1340.76,2718.32,1608.62
297,3906.39,1339.01,2720.44,1609.26
298,3762.16,1337.93,2422.73,1611.34
299,3734.89,1338.02,2576.49,1615.1999999999998
300,3991.94,1336.81,2701.71,1614.58
301,3810.66,1335.49,2530.49,1613.54
302,4007.17,1333.75,2820.17,1605.4099999999999
303,3933.52,1334.38,2747.92,1606.77
304,4080.11,1334.59,2580.14,1616.78
305,3712.43,1334.37,2547.51,1610.78
306,3869.3,1332.89,2567.69,1602.45
307,4008.48,1333.08,2526.31,1615.16
308,3967.11,1336.13,2869.5,1614.8600000000001
309,3792.9,1335.74,2514.17,1614.38
310,3730.45,1336.13,2527.82,1612.75
311,4005.88,1338.08,2661.05,1609.62
312,3822.96,1341.16,2529.52,1602.02
313,4265.55,1345.89,2847.34,1613.29
314,4026.14,1348.67,2686.76,1611.6399999999999
315,3759.25,1350.59,2543.38,1612.81
316,3870.03,1361.26,2692.02,1612.19
317,3969.61,1371.32,2437.25,1607.43
318,3824.78,1445.49,2539.13,1604.6399999999999
319,4274.73,1268.94,2920.79,1613.9299999999998
320,4052.77,1289.15,2650.61,1612.71
321,3767.84,1325.47,2633.38,1614.6999999999998
322,3853.93,1352.79,2612.01,1616.4
323,3955.94,1380.85,2424.27,1606.41
324,3829.25,1397.62,2551.96,1610.67
325,3872.43,1383.94,2467.92,1604.21
326,4388.47,1383.41,2636.2,1619.8400000000001
327,4019.12,1389.15,2876.83,1611.55
328,3671.0,1385.53,2471.96,1610.74
329,3995.41,1386.31,2587.96,1614.3
330,3922.13,1393.77,2464.56,1608.54
331,3783.75,1388.59,2533.62,1609.45
332,3955.81,1388.83,2437.31,1602.6599999999999
333,4161.07,1401.47,2604.18,1612.6
334,3996.01,1396.11,2746.56,1616.06
335,3866.5,1397.28,2403.64,1607.92
336,3734.79,1400.22,2534.44,1613.5
337,3981.92,1398.91,2600.87,1604.8200000000002
338,3898.04,1401.81,2420.31,1608.63
339,3758.26,449.38,3273.44,1612.1
340,4296.75,1393.4650000000001,3971.45,1612.1100000000001
341,4114.48,795.34,3610.15,1613.33
342,3745.58,1372.06,2465.36,1608.1100000000001
343,3957.95,1392.33,2540.6,1611.28
344,3925.14,1398.01,2493.43,1613.6
345,3795.91,1389.53,2376.22,1610.79
346,3945.69,1399.38,2661.87,1605.86
347,3940.76,1400.15,2572.97,1607.57
348,3797.43,1401.25,2344.34,1615.54
349,3852.26,1405.98,2446.15,1610.3
350,3984.61,1399.38,2577.1,1603.71
351,4319.19,1403.55,2923.03,1614.52
352,3947.76,1402.27,2506.6,1608.0500000000002
353,3829.4,1401.08,2567.3,1614.12
354,3826.37,1403.37,2493.85,1614.1100000000001
355,4005.35,1396.07,2520.02,1616.8899999999999
356,3826.43,1400.9,2579.18,1604.37
357,3875.07,1392.17,2555.81,1610.28
358,3943.75,1390.82,2423.44,1612.75
359,3778.52,1394.71,2554.55,1614.37
360,3895.9,1385.0,2619.13,1615.0
361,3927.43,1392.45,2428.5,1609.96
362,3776.32,1388.27,2520.59,1611.85
363,3903.21,1381.22,2621.28,1609.35
364,3930.77,1385.8,2532.01,1607.1100000000001
365,3753.97,1387.3,2459.8,1605.52
366,4041.08,1389.61,2685.14,1610.06
367,3905.17,1393.24,2579.38,1612.4
368,3751.22,1387.1,2400.82,1609.8
369,3897.16,1391.05,2512.93,1602.38
370,4182.61,1391.41,2728.72,1613.92
371,3814.07,1396.68,2430.88,1610.65
372,3908.56,1399.62,2539.45,1623.5700000000002
373,3822.66,1394.11,2427.84,1605.8899999999999
374,3773.67,1400.91,2437.3,1606.48
375,3810.55,1401.73,2549.41,1612.6100000000001
376,3945.24,1396.2,2469.13,1605.63
377,4155.32,1400.85,2628.97,1618.29
378,3808.49,1397.97,2642.43,1599.5
379,3755.36,1402.05,2415.62,1613.48
380,4074.87,1396.5,2753.01,1619.74
381,3978.16,1396.64,2529.85,1602.1599999999999
382,3989.38,1400.54,2850.36,1610.6599999999999
383,3780.22,1398.65,2391.77,1608.3899999999999
384,3888.43,1393.46,2492.62,1620.5
385,3882.83,1385.05,2534.91,1608.3
386,4009.01,1376.19,2459.21,1618.67
387,3885.16,1363.95,2523.11,1599.93
388,3993.19,1362.82,2660.48,1608.33
389,3823.9,1360.22,2466.83,1607.21
390,3988.13,1351.21,2663.35,1625.0700000000002
391,3834.37,1350.11,2473.13,1612.26
392,4017.6,1349.98,2566.03,1610.3400000000001
393,3806.45,1347.91,2639.1,1608.15
394,3940.97,1348.55,2363.66,1610.1
395,3785.54,1349.09,2628.29,1615.94
396,3856.81,1353.11,2526.38,1609.55
397,3957.21,1355.81,2460.66,1611.19
398,3816.49,1381.73,2595.9,1607.0900000000001
399,3908.27,1425.3,2563.95,1618.13
400,3940.82,1352.99,2487.28,1608.3600000000001
401,3749.2,1332.21,2546.88,1609.23
402,4056.04,1363.04,2612.86,1606.0900000000001
403,4073.41,1395.29,2595.84,1606.75
404,3880.95,1407.33,2884.96,1614.6599999999999
405,3940.15,1398.41,2400.64,1611.6100000000001
406,3797.19,1401.26,2515.57,1618.85
407,3789.17,1403.81,2459.42,1609.76
408,3956.88,1397.48,2431.18,1611.37
409,3771.12,1398.68,2501.46,1615.9299999999998
410,3945.81,1392.71,2539.12,1604.69
411,4000.1,1391.8,2486.51,1613.74
412,3962.0,1395.2,2541.1,1608.17
413,4027.86,1390.04,2733.97,1602.88
414,3913.69,1387.28,2468.67,1613.03
415,3764.69,1391.2,2563.21,1618.98
416,3923.96,1387.9,2567.99,1613.33
417,4080.4,1389.66,2567.89,1609.22
418,3772.7,1394.56,2574.88,1609.83
419,3960.67,1386.24,2479.04,1609.93
420,3889.87,1392.77,2467.99,1607.15
421,3791.63,1386.68,2520.96,1601.85
422,4152.84,1389.94,2673.96,1615.27
423,4090.98,1392.23,2711.44,1617.01
424,3789.53,515.17,3271.4,1609.0900000000001
425,3858.25,1393.4650000000001,3820.06,1618.98
426,3895.05,1393.4650000000001,3900.03,1613.46
427,3858.81,1377.54,2645.86,1605.7
428,3931.5,1398.94,2580.4,1599.05
429,3833.4,1404.86,2464.7,1616.9
430,3869.11,1393.72,2413.19,1614.48
431,3958.88,1399.89,2706.14,1608.15
432,4035.98,1396.56,2614.96,1607.73
433,4178.63,1399.26,2732.63,1619.33
434,3835.8,1401.48,2577.23,1611.17
435,3719.02,1396.01,2409.29,1610.76
436,3962.04,1398.78,2409.24,1618.85
437,3810.63,1389.69,2669.58,1602.65
438,4067.3,1393.6,2535.34,1608.17
439,4013.65,1398.43,2577.44,1610.03
440,3757.38,1394.26,2525.3,1614.74
441,4018.88,1389.39,2537.68,1619.69
442,3746.27,1393.26,2316.26,1614.06
443,3684.57,1391.06,2287.59,1607.94
444,3962.5,1389.28,2686.29,1602.95
445,4063.29,1391.53,2797.58,1613.56
446,4107.0,1393.78,2667.7,1605.13
447,3820.17,1389.86,2610.16,1613.08
448,3716.38,1391.07,2419.68,1619.08
449,3943.05,1395.15,2401.29,1607.1100000000001
450,3953.87,1390.83,2594.2,1610.36
451,3973.1,1392.12,2556.78,1608.43
452,3780.17,1391.66,2304.38,1611.1
453,3690.72,1401.52,2369.03,1613.72
454,4029.09,1396.57,2539.08,1614.9099999999999
455,3802.44,1396.88,2525.41,1609.94
456,3762.03,1404.21,2457.02,1610.7199999999998
457,3972.28,1399.02,2475.29,1608.0
458,3906.19,1401.87,2436.66,1610.9099999999999
459,3870.34,1399.37,2570.32,1616.01
460,3971.2,1399.01,2595.5,1612.2
461,3965.4,1403.87,2481.99,1606.82
462,3872.15,1395.24,2599.19,1602.6599999999999
463,3963.19,1398.51,2386.73,1616.65
464,3812.0,1398.24,2531.73,1620.51
465,3846.77,1385.7,2504.65,1607.4299999999998
466,3954.16,1394.32,2426.23,1606.13
467,3802.98,1392.16,2516.94,1611.24
468,3866.32,1383.77,2552.97,1613.14
469,3960.05,1390.92,2404.54,1609.82
470,3840.83,1391.96,2513.11,1609.88
471,3952.96,1384.87,2543.79,1611.08
472,3751.76,1287.21,2381.97,1500.3000000000002
473,3831.81,1265.3,2603.65,1471.01
474,4062.63,1360.72,2773.07,1564.94
475,3894.17,1394.7,2456.34,1601.32
476,4049.72,1392.6,2664.02,1612.3000000000002
477,3987.18,1393.21,2690.62,1606.19
478,3731.58,1397.62,2438.48,1609.2
479,3954.0,1389.73,2709.17,1620.7600000000002
480,3912.67,1383.2,2563.65,1613.8000000000002
481,3846.79,1357.9,2460.38,1610.78
482,3888.85,1348.44,2574.33,1609.69
483,3775.99,1345.15,2577.14,1610.21
484,3837.62,1342.32,2507.5,1608.38
485,3955.18,1343.62,2680.88,1607.96
486,3788.75,1344.22,2436.9,1608.4299999999998
487,3873.45,1345.37,2486.6,1608.48
488,3987.38,1344.69,2811.04,1611.97
489,3955.1,1344.69,2509.2,1607.12
490,4079.85,1342.67,2736.39,1604.01
491,3741.92,1344.3,2417.64,1609.4699999999998
492,3897.32,1342.24,2657.1,1616.0900000000001
493,4164.49,1338.86,2629.88,1606.71
494,3896.11,1339.94,2703.36,1589.43
495,3647.65,1258.58,2327.48,1474.6
496,3993.08,1156.36,2780.42,1472.9299999999998
497,3929.58,1005.28,2863.4,1584.02
498,4068.72,1393.4650000000001,3945.54,1616.88
499,3863.51,1280.18,2861.55,1608.57
500,3743.21,616.72,2890.25,1607.4
501,4000.65,492.25,3696.67,1617.95
502,3858.74,1374.26,2432.4,1601.85
503,3890.5,1386.84,2416.26,1609.43
504,3825.67,1400.55,2573.21,1610.17
505,3887.18,1394.05,2463.68,1610.85
506,4020.1,1402.81,2493.23,1615.45
507,3795.35,1404.54,2548.6,1606.04
508,4050.59,1399.07,2644.78,1608.31
509,3984.44,1405.18,2573.12,1603.17
510,3702.01,1405.08,2517.5,1603.08
511,4024.4,1402.07,2646.67,1611.55
512,4060.61,1403.47,2637.39,1609.84
513,3948.99,1406.41,2798.12,1606.87
514,3918.45,1400.85,2514.13,1607.3200000000002
515,3799.29,1403.02,2419.46,1614.8
516,3833.16,1402.26,2368.99,1613.1599999999999
517,3749.44,1392.89,2430.01,1612.19
518,3997.51,1392.17,2585.57,1607.74
519,3886.28,1390.0,2462.37,1605.36
520,3802.04,1384.79,2493.12,1615.68
521,4037.22,1396.44,2705.92,1609.83
522,3907.84,1386.8,2501.15,1609.3600000000001
523,3836.91,1382.73,2382.19,1614.62
524,3942.12,1390.53,2588.7,1611.4
525,3924.27,1383.6,2553.42,1609.45
526,3863.56,1388.74,2374.43,1608.9
527,3887.95,1392.89,2583.02,1606.9299999999998
528,3884.19,1386.85,2543.96,1608.1100000000001
529,3972.76,1391.44,2454.26,1602.99
530,4003.48,1395.57,2823.47,1606.79
531,3811.18,1392.34,2374.47,1611.44
532,3685.23,1401.02,2305.07,1613.99
533,3918.66,1399.98,2530.55,1611.3899999999999
534,3849.53,1397.2,2477.71,1606.1599999999999
535,3817.38,1404.12,2551.51,1600.71
536,3945.95,1402.03,2603.53,1610.38
537,3818.15,1403.04,2428.88,1614.03
538,3938.93,1405.24,2667.0,1612.96
539,3941.4,1400.05,2580.77,1613.48
540,3838.5,1403.07,2424.47,1610.43
541,3833.68,1402.49,2562.12,1609.53
542,3905.85,1397.89,2517.24,1611.56
543,3862.8,1401.04,2389.84,1610.46
544,3772.02,1392.16,2415.45,1608.6399999999999
545,3840.4,1392.41,2573.18,1606.06
546,3845.54,1394.31,2418.26,1606.55
547,3760.29,1387.14,2384.65,1610.08
548,3873.47,1390.9,2575.77,1611.4099999999999
549,3883.66,1390.34,2463.77,1610.62
550,3825.47,1383.56,2438.38,1605.19
551,3893.97,1392.6,2540.54,1606.72
552,3859.51,1386.51,2383.61,1601.09
553,3868.38,1388.05,2472.5,1605.88
554,3886.84,1393.6,2652.78,1600.71
555,3913.23,1390.58,2438.42,1607.58
556,4023.39,1393.61,2475.32,1594.19
557,3906.73,1398.89,2725.22,1599.42
558,3958.09,1399.55,2359.48,1588.71
559,3804.06,1399.33,2571.01,1602.63
560,3702.32,1402.96,2401.52,1599.8
561,3876.0,1394.05,2355.88,1600.9099999999999
562,3945.32,1402.79,2591.9,1605.83
563,3795.36,1404.69,2426.88,1603.72
564,3862.13,1397.44,2365.22,1600.62
565,3927.46,1402.12,2770.86,1601.15
566,3788.27,1404.28,2400.48,1595.31
567,3919.3,1401.68,2416.37,1598.49
568,3920.92,1397.08,2735.25,1599.44
569,3865.29,1399.34,2455.77,1594.46
570,4042.44,1391.25,2604.95,1589.35
571,3768.75,1393.51,2408.14,1589.35
572,4040.28,1389.03,2728.78,1592.94
573,3761.39,1387.63,2339.5,1588.88
574,3787.92,1276.03,2638.98,1504.56
575,4002.92,1261.16,2608.72,1465.15
576,3855.18,1332.02,2508.35,1513.32
577,3958.95,1392.75,2699.26,1590.4499999999998
578,4148.75,1377.88,2653.03,1597.0
579,4130.44,1363.52,2726.01,1601.2
580,4189.68,1358.62,2863.21,1602.73
581,4141.28,1352.08,2969.42,1602.87
582,4093.18,1347.74,2947.81,1603.62
583,3930.32,1345.52,2522.41,1595.02
584,3894.41,1346.42,2561.24,1588.08
585,4010.21,1345.99,2614.16,1597.3400000000001
586,3980.2,1347.56,2835.93,1601.0300000000002
587,3725.41,1344.73,2483.39,1594.3400000000001
588,4027.65,1345.19,2596.14,1596.87
589,4043.96,1346.48,2603.8,1597.0700000000002
590,3749.94,1345.22,2481.98,1593.0900000000001
591,4023.2,1345.39,2881.68,1600.36
592,3819.33,1345.68,2434.17,1594.8000000000002
593,3852.35,1345.99,2460.85,1592.82
594,3906.27,1346.04,2671.61,1600.2
595,3786.84,1351.42,2390.8,1602.43
596,3793.62,1395.04,2456.75,1601.8400000000001
597,3927.82,1363.2,2637.02,1603.5300000000002
598,4001.38,1276.82,2727.44,1597.53
599,3979.95,1316.3,2892.76,1604.58
600,3833.24,1362.81,2398.64,1595.04
601,3758.76,1395.23,2476.91,1598.37
