,"SUM(900, 1000)",FIT_400_001B_P.PV,FIT_400_002B_P.PV,Q_400_001B_P.PV
278,1505.18,803.36,699.33,805.85
279,1505.75,815.03,700.1,805.65
280,1504.02,798.85,698.89,805.13
281,1505.78,804.64,700.14,805.64
282,1506.15,812.46,700.25,805.9
283,1504.67,800.93,699.32,805.35
284,1505.74,804.96,700.32,805.42
285,1505.79,810.12,700.28,805.51
286,1505.06,807.57,699.7,805.36
287,1505.9299999999998,806.16,700.42,805.51
288,1505.24,804.66,700.14,805.1
289,1505.38,804.3,699.75,805.63
290,1505.08,805.21,700.0,805.08
291,1504.9099999999999,803.27,699.52,805.39
292,1505.37,802.26,699.88,805.49
293,1505.7,805.4,700.35,805.35
294,1505.28,806.24,700.23,805.05
295,1505.9,805.24,700.24,805.66
296,1506.41,805.52,700.84,805.57
297,1505.28,806.18,700.15,805.13
298,1505.1100000000001,803.8,699.69,805.42
299,1505.41,803.91,700.09,805.32
300,1505.94,807.72,700.26,805.68
301,1505.13,805.92,699.76,805.37
302,1505.65,804.04,700.37,805.28
303,1506.21,803.45,700.69,805.52
304,1506.28,810.89,700.52,805.76
305,1504.54,805.23,699.44,805.1
306,1505.69,800.1,699.88,805.81
307,1505.6399999999999,809.21,700.28,805.36
308,1504.96,808.25,699.75,805.21
309,1505.5900000000001,805.31,700.24,805.35
310,1505.7,803.67,700.36,805.34
311,1505.27,803.28,699.78,805.49
312,1505.5,803.29,699.89,805.61
313,1506.15,807.55,701.73,804.42
314,1506.6399999999999,808.56,701.15,805.49
315,1505.27,805.54,700.21,805.06
316,1504.6,802.28,699.31,805.29
317,1505.52,801.48,700.16,805.36
318,1505.43,807.84,700.08,805.35
319,1505.44,807.54,699.7,805.74
320,1505.5,808.07,699.89,805.61
321,1504.91,804.05,699.69,805.22
322,1505.08,803.92,699.79,805.29
323,1505.17,801.83,699.83,805.34
324,1505.46,806.25,700.07,805.39
325,1504.6399999999999,808.38,699.53,805.11
326,1505.1100000000001,806.36,699.46,805.65
327,1505.0700000000002,804.3,699.44,805.63
328,1505.73,806.12,700.49,805.24
329,1505.02,806.62,699.4,805.62
330,1505.3000000000002,804.75,700.09,805.21
331,1505.3,804.61,699.92,805.38
332,1505.1,802.81,699.85,805.25
333,1506.06,804.48,700.51,805.55
334,1505.27,810.17,699.87,805.4
335,1504.6599999999999,804.32,699.49,805.17
336,1505.31,803.77,700.11,805.2
337,1505.31,802.2,700.12,805.19
338,1506.45,806.3,700.74,805.71
339,1505.65,809.03,700.3,805.35
340,1505.09,803.34,699.91,805.18
341,1505.3,806.36,700.05,805.25
342,1505.17,806.03,699.93,805.24
343,1506.1,802.47,700.45,805.65
344,1505.8200000000002,807.91,700.44,805.38
345,1504.5500000000002,805.0,699.19,805.36
346,1506.1,803.3,700.57,805.53
347,1505.95,805.31,700.36,805.59
348,1505.29,809.66,700.01,805.28
349,1505.54,807.43,700.03,805.51
350,1505.08,802.93,699.91,805.17
351,1504.97,805.73,699.78,805.19
352,1505.3600000000001,807.6,700.11,805.25
353,1504.74,803.57,699.54,805.2
354,1505.23,801.96,699.75,805.48
355,1505.75,812.85,700.31,805.44
356,1504.77,799.34,699.15,805.62
357,1506.3000000000002,806.11,700.86,805.44
358,1504.88,808.73,699.86,805.02
359,1505.6999999999998,807.31,700.28,805.42
360,1506.0,805.76,700.55,805.45
361,1505.77,805.13,700.49,805.28
362,1506.0500000000002,804.77,700.69,805.36
363,1505.7,804.75,700.37,805.33
364,1505.31,803.75,700.02,805.29
365,1504.4299999999998,801.57,699.39,805.04
366,1505.8400000000001,804.07,700.25,805.59
367,1506.08,806.82,700.7,805.38
368,1505.03,805.88,700.03,805.0
369,1504.79,806.24,699.68,805.11
370,1504.9099999999999,805.62,699.62,805.29
371,1505.4,802.78,699.96,805.44
372,1506.19,812.86,700.62,805.57
373,1504.4699999999998,802.65,699.3,805.17
374,1505.31,802.23,699.72,805.59
375,1505.6100000000001,809.28,700.14,805.47
376,1504.8600000000001,808.08,699.66,805.2
377,1505.38,804.87,700.16,805.22
378,1504.96,799.52,699.44,805.52
379,1505.52,803.95,699.71,805.81
380,1504.58,811.37,699.47,805.11
381,1505.02,801.11,699.51,805.51
382,1505.49,803.6,699.95,805.54
383,1505.85,807.4,700.38,805.47
384,1504.98,806.26,699.59,805.39
385,1504.7,801.9,699.51,805.19
386,1506.12,810.52,700.45,805.67
387,1504.72,802.61,699.75,804.97
388,1505.63,801.86,700.03,805.6
389,1505.6399999999999,804.66,700.0,805.64
390,1505.19,812.57,700.07,805.12
391,1505.78,805.8,700.17,805.61
392,1504.81,804.27,699.78,805.03
393,1505.74,806.31,700.41,805.33
394,1505.02,804.94,699.48,805.54
395,1505.1100000000001,804.17,699.64,805.47
396,1505.74,804.37,700.42,805.32
397,1505.4,803.84,699.69,805.71
398,1505.98,803.32,700.37,805.61
399,1506.4299999999998,813.69,700.66,805.77
400,1504.97,805.53,699.6,805.37
401,1505.6100000000001,804.07,699.78,805.83
402,1505.51,801.75,700.36,805.15
403,1504.89,803.8,699.32,805.57
404,1506.92,807.01,701.59,805.33
405,1506.73,808.76,701.82,804.91
406,1507.01,808.17,701.58,805.43
407,1505.01,802.6,699.86,805.15
408,1506.5,804.07,700.72,805.78
409,1504.69,808.76,699.31,805.38
410,1504.4099999999999,799.59,699.31,805.1
411,1506.79,810.54,700.83,805.96
412,1504.81,806.8,699.34,805.47
413,1504.7,797.85,699.22,805.48
414,1505.9099999999999,808.81,700.37,805.54
415,1505.04,807.02,699.69,805.35
416,1505.08,806.56,699.44,805.64
417,1505.06,803.72,699.61,805.45
418,1505.37,806.72,699.9,805.47
419,1505.06,805.95,699.84,805.22
420,1504.33,803.36,699.44,804.89
421,1504.6599999999999,802.37,699.36,805.3
422,1505.45,808.94,700.36,805.09
423,1504.1100000000001,807.2,699.37,804.74
424,1505.8200000000002,800.34,700.22,805.6
425,1505.87,808.85,700.41,805.46
426,1505.25,807.08,699.94,805.31
427,1504.6399999999999,800.57,699.47,805.17
428,1506.0,801.16,700.65,805.35
429,1506.49,813.25,701.05,805.44
430,1505.21,807.14,699.88,805.33
431,1504.79,806.17,699.76,805.03
432,1504.47,798.29,699.11,805.36
433,1507.44,812.56,701.58,805.86
434,1505.33,805.89,700.02,805.31
435,1505.1399999999999,798.98,699.83,805.31
436,1506.63,812.29,701.39,805.24
437,1504.6100000000001,799.54,699.16,805.45
438,1505.8899999999999,805.46,700.21,805.68
439,1505.8899999999999,805.9,700.51,805.38
440,1505.81,810.12,700.74,805.07
441,1504.99,809.48,700.09,804.9
442,1506.04,806.64,700.71,805.33
443,1505.89,804.11,700.57,805.32
444,1505.81,804.5,700.26,805.55
445,1505.02,802.5,700.07,804.95
446,1505.72,803.59,700.72,805.0
447,1505.41,806.27,699.96,805.45
448,1505.1599999999999,808.38,699.89,805.27
449,1505.04,806.23,699.77,805.27
450,1504.8600000000001,807.3,699.6,805.26
451,1504.96,806.96,699.62,805.34
452,1504.57,804.15,699.28,805.29
453,1505.96,804.08,700.66,805.3
454,1505.97,804.49,700.36,805.61
455,1505.08,804.78,699.74,805.34
456,1505.49,808.41,699.88,805.61
457,1504.67,807.97,699.45,805.22
458,1504.4099999999999,805.0,699.48,804.93
459,1505.42,805.45,699.99,805.43
460,1506.3200000000002,807.73,700.87,805.45
461,1504.5700000000002,803.52,699.32,805.25
462,1504.71,799.56,699.32,805.39
463,1505.88,810.04,700.46,805.42
464,1505.3600000000001,806.64,700.28,805.08
465,1505.47,803.66,700.19,805.28
466,1505.71,802.3,700.04,805.67
467,1505.06,809.16,699.8,805.26
468,1505.26,809.07,699.62,805.64
469,1504.29,804.64,698.79,805.5
470,1505.39,801.7,699.7,805.69
471,1506.2,805.21,700.26,805.94
472,1357.41,718.69,634.95,722.46
473,1327.61,713.23,618.06,709.55
474,1465.35,790.68,674.92,790.43
475,1503.92,801.91,698.6,805.32
476,1505.21,800.96,699.75,805.46
477,1505.37,804.59,699.88,805.49
478,1505.99,806.48,700.61,805.38
479,1505.4,812.82,700.39,805.01
480,1504.3000000000002,805.57,698.94,805.36
481,1505.6,803.31,700.14,805.46
482,1505.79,805.8,700.45,805.34
483,1505.1100000000001,805.87,699.95,805.16
484,1505.3899999999999,805.84,700.05,805.34
485,1505.81,804.97,700.47,805.34
486,1505.3,805.29,699.89,805.41
487,1506.2800000000002,804.43,700.44,805.84
488,1504.76,808.44,699.5,805.26
489,1505.71,807.66,700.51,805.2
490,1505.92,801.72,700.36,805.56
491,1504.95,807.3,699.86,805.09
492,1505.95,807.26,700.21,805.74
493,1505.3200000000002,805.09,700.08,805.24
494,1469.62,784.6,687.37,782.25
495,1327.69,706.55,618.69,709.0
496,1326.25,711.55,615.81,710.44
497,1493.24,801.99,688.48,804.76
498,1505.31,806.69,700.03,805.28
499,1505.31,803.16,700.4,804.91
500,1506.47,802.73,701.25,805.22
501,1505.8200000000002,809.1,700.86,804.96
502,1505.33,797.59,699.62,805.71
503,1505.99,808.08,700.54,805.45
504,1505.31,804.36,700.22,805.09
505,1505.21,803.41,700.11,805.1
506,1506.3400000000001,807.72,700.9,805.44
507,1505.19,808.49,700.05,805.14
508,1505.4,806.64,700.07,805.33
509,1504.6999999999998,803.03,699.54,805.16
510,1505.8400000000001,800.6,700.19,805.65
511,1505.87,806.29,700.4,805.47
512,1506.15,809.04,700.57,805.58
513,1505.1599999999999,803.28,699.8,805.36
514,1505.5700000000002,805.97,700.2,805.37
515,1505.35,807.3,700.07,805.28
516,1505.3899999999999,806.31,700.25,805.14
517,1504.5900000000001,805.39,699.38,805.21
518,1504.96,804.5,699.18,805.78
519,1504.9299999999998,802.06,699.41,805.52
520,1505.3400000000001,808.07,699.87,805.47
521,1504.7600000000002,806.93,699.57,805.19
522,1504.85,805.77,699.46,805.39
523,1505.52,805.47,700.15,805.37
524,1505.49,803.11,699.96,805.53
525,1505.12,805.33,699.97,805.15
526,1505.56,803.53,700.19,805.37
527,1505.8200000000002,803.87,700.5,805.32
528,1506.12,804.52,700.2,805.92
529,1505.7800000000002,804.74,700.82,804.96
530,1506.18,805.3,701.09,805.09
531,1506.21,811.49,700.77,805.44
532,1504.98,806.65,699.98,805.0
533,1505.62,804.15,700.22,805.4
534,1505.27,801.26,699.99,805.28
535,1505.1599999999999,802.58,700.18,804.98
536,1505.4099999999999,805.81,700.48,804.93
537,1505.82,807.5,700.43,805.39
538,1505.79,805.59,700.39,805.4
539,1504.98,807.23,699.79,805.19
540,1505.2,804.84,699.88,805.32
541,1505.76,806.66,700.65,805.11
542,1505.22,806.02,700.02,805.2
543,1505.1399999999999,805.58,699.74,805.4
544,1505.09,804.83,700.03,805.06
545,1505.95,804.61,700.51,805.44
546,1505.51,804.54,700.25,805.26
547,1506.38,804.74,700.58,805.8
548,1505.31,806.73,699.92,805.39
549,1505.5300000000002,807.75,700.21,805.32
550,1504.69,803.66,699.77,804.92
551,1505.05,804.23,699.89,805.16
552,1505.4099999999999,802.17,699.81,805.6
553,1505.49,803.12,700.19,805.3
554,1504.55,802.29,699.43,805.12
555,1505.6399999999999,803.1,699.8,805.84
556,1505.7,801.22,700.32,805.38
557,1504.8000000000002,801.66,699.45,805.35
558,1505.56,799.12,700.11,805.45
559,1505.68,801.98,699.97,805.71
560,1505.75,802.04,700.34,805.41
561,1505.51,801.91,700.22,805.29
562,1505.65,803.95,699.96,805.69
563,1505.3400000000001,803.86,700.1,805.24
564,1505.2,801.74,699.82,805.38
565,1504.94,800.64,699.56,805.38
566,1505.1399999999999,801.25,699.93,805.21
567,1505.6,801.28,700.39,805.21
568,1505.1599999999999,800.74,700.02,805.14
569,1504.94,796.49,699.81,805.13
570,1504.63,797.85,699.76,804.87
571,1505.95,800.53,700.61,805.34
572,1505.73,801.16,700.55,805.18
573,1504.33,797.58,699.5,804.83
574,1421.58,761.16,664.17,757.41
575,1417.3000000000002,756.92,659.46,757.84
576,1461.12,778.02,675.97,785.15
577,1505.1399999999999,803.02,699.84,805.3
578,1505.62,801.23,700.22,805.4
579,1505.48,803.33,699.98,805.5
580,1505.8200000000002,804.67,700.44,805.38
581,1504.71,804.61,699.45,805.26
582,1504.0500000000002,804.47,698.58,805.47
583,1505.25,800.57,699.83,805.42
584,1505.04,799.65,699.41,805.63
585,1505.53,803.99,700.04,805.49
586,1504.98,802.82,699.76,805.22
587,1505.94,803.02,700.55,805.39
588,1505.07,799.35,699.78,805.29
589,1504.92,797.74,699.88,805.04
590,1505.5500000000002,802.71,700.1,805.45
591,1505.17,803.8,699.81,805.36
592,1504.75,801.44,699.61,805.14
593,1504.76,796.42,699.41,805.35
594,1505.44,800.74,700.5,804.94
595,1505.33,803.08,699.99,805.34
596,1504.94,802.19,699.87,805.07
597,1505.05,802.33,699.54,805.51
598,1505.9299999999998,802.79,700.63,805.3
599,1505.5,804.45,699.82,805.68
600,1505.1,802.31,699.66,805.44
601,1504.94,801.28,699.58,805.36
602,1505.8,799.98,700.39,805.41
603,1505.84,801.87,700.17,805.67
604,1505.9,805.51,700.71,805.19
605,1505.9,804.03,700.4,805.5
606,1505.1799999999998,805.1,699.68,805.5
607,1505.1,803.86,699.74,805.36
608,1505.94,802.77,700.67,805.27
609,1505.51,801.09,700.17,805.34
610,1505.76,802.05,700.33,805.43
611,1505.43,800.74,700.11,805.32
612,1505.29,797.94,699.83,805.46
613,1506.2199999999998,801.16,700.41,805.81
614,1505.5500000000002,801.82,700.47,805.08
615,1505.44,802.04,699.81,805.63
616,1505.38,800.94,699.83,805.55
617,1504.4099999999999,800.02,699.14,805.27
618,1505.38,800.77,699.78,805.6
619,1505.9499999999998,800.12,700.54,805.41
620,1505.33,799.58,699.92,805.41
621,1504.78,800.96,699.35,805.43
622,1505.51,799.86,700.04,805.47
623,1505.34,800.11,700.06,805.28
624,1505.76,801.09,700.16,805.6
625,1504.94,798.4,699.55,805.39
626,1505.88,798.85,700.7,805.18
627,1504.84,798.06,699.78,805.06
628,1505.24,797.51,699.57,805.67
629,1505.6100000000001,796.31,700.21,805.4
630,1505.2199999999998,797.66,699.93,805.29
631,1505.85,797.51,700.36,805.49
632,1506.15,797.05,700.55,805.6
633,1505.2199999999998,797.68,700.17,805.05
634,1505.44,797.1,699.95,805.49
635,1505.38,796.39,700.03,805.35
636,1504.8899999999999,796.98,699.89,805.0
637,1505.03,795.2,699.85,805.18
638,1504.9,795.51,699.81,805.09
639,1504.98,796.65,699.95,805.03
640,1505.0500000000002,793.48,699.72,805.33
641,1504.58,793.97,699.0,805.58
642,1504.91,795.8,699.32,805.59
643,1506.3600000000001,794.62,701.02,805.34
644,1505.6999999999998,793.92,700.4,805.3
645,1505.9,794.55,700.67,805.23
646,1505.62,792.92,700.24,805.38
647,1505.78,792.9,700.39,805.39
648,1504.63,791.28,699.52,805.11
649,1506.13,794.25,700.38,805.75
650,1505.48,793.4,700.06,805.42
651,1505.0700000000002,791.4,699.6,805.47
652,1505.25,788.92,699.61,805.64
653,1505.63,791.84,700.07,805.56
654,1504.6399999999999,788.32,699.25,805.39
655,1505.08,789.4,699.79,805.29
656,1505.6,794.76,700.3,805.3
657,1505.65,792.48,700.26,805.39
658,1505.18,791.06,699.97,805.21
659,1505.28,788.3,699.29,805.99
660,1505.2199999999998,791.28,700.18,805.04
661,1505.54,792.92,700.48,805.06
662,1505.1399999999999,790.92,699.76,805.38
663,1505.25,788.9,699.69,805.56
664,1506.24,791.1,700.75,805.49
665,1505.1,792.72,699.56,805.54
666,1505.6100000000001,793.15,700.13,805.48
667,1505.48,789.62,699.99,805.49
668,1505.26,789.4,700.27,804.99
669,1505.87,793.35,700.49,805.38
670,1505.48,793.69,699.91,805.57
671,1504.62,792.83,699.91,804.71
672,1505.89,789.62,700.32,805.57
673,1504.94,790.45,699.76,805.18
674,1506.02,792.67,700.34,805.68
675,1505.85,795.38,700.41,805.44
676,1504.8899999999999,795.62,699.29,805.6
677,1505.12,796.37,699.7,805.42
678,1505.27,797.63,699.87,805.4
679,1505.35,796.73,699.99,805.36
680,1506.04,794.32,700.6,805.44
681,1505.1,793.74,699.93,805.17
682,1505.06,792.28,699.56,805.5
683,1505.65,795.7,700.07,805.58
684,1505.3600000000001,794.91,699.92,805.44
685,1505.6399999999999,796.7,700.5,805.14
686,1505.65,794.8,700.32,805.33
687,1505.85,797.35,700.58,805.27
688,1505.88,796.09,700.6,805.28
689,1505.43,795.54,699.96,805.47
690,1505.68,796.56,700.44,805.24
691,1505.38,796.21,699.94,805.44
692,1505.4099999999999,794.86,700.17,805.24
693,1505.23,793.42,700.11,805.12
694,1505.42,794.51,700.32,805.1
