,FIT_100_001_P.PV,FIT_900_002_P.PV,FIT_1000_001_P.PV,"SUM(A, B, C)"
587,4718.15,2102.39,2673.18,2419.08
588,5287.24,2102.33,3189.63,2417.97
589,4758.52,2097.79,2672.98,2418.1
590,4751.19,2102.24,2732.87,2416.83
591,5003.74,2103.43,2754.28,2412.93
592,4735.32,2092.78,2748.63,2415.76
593,4556.89,2106.32,2607.1,2418.99
594,4877.21,2108.65,2643.67,2413.61
595,4521.23,2100.05,2728.07,2413.9700000000003
596,4553.1,2115.31,2548.09,2415.37
597,4852.97,2117.29,2650.26,2414.55
598,4740.1,2111.08,2640.61,2409.45
599,4594.29,2120.36,2538.1,2416.06
600,4774.09,2113.76,2429.08,2417.47
601,4615.93,2113.55,2554.63,2418.0699999999997
602,4591.53,2112.65,2544.6,2413.1800000000003
603,4785.27,2110.53,2524.87,2415.56
604,4999.72,2115.11,2789.95,2411.0099999999998
605,4611.18,2113.75,2607.58,2416.96
606,4803.71,2111.51,2628.71,2412.24
607,5003.0,2114.3,2916.27,2415.5299999999997
608,4610.61,2110.36,2581.28,2424.93
609,4714.56,2102.26,2512.37,2419.5099999999998
610,4970.7,2109.12,2713.89,2411.37
611,4706.95,2103.21,2629.42,2419.27
612,4906.26,2101.58,2744.24,2417.6400000000003
613,4775.14,2103.99,2614.27,2414.1099999999997
614,4638.79,2100.11,2542.18,2416.47
615,4540.39,2099.11,2479.68,2412.79
616,4711.84,2103.69,2475.01,2410.82
617,4684.03,2099.26,2540.98,2413.66
618,4565.93,2103.11,2423.98,2412.1099999999997
619,4763.69,2104.25,2578.02,2417.8199999999997
620,5318.15,2098.26,2974.71,2414.33
621,5158.71,2107.0,2948.21,2418.73
622,4599.26,2107.78,2500.66,2420.06
623,4687.74,2108.58,2598.53,2418.0
624,4683.81,2118.59,2573.74,2420.54
625,5050.7,2112.88,2607.05,2410.07
626,5260.51,2109.05,3252.19,2416.8
627,4740.95,2117.91,2547.06,2414.1600000000003
628,4777.68,2115.95,2603.31,2418.73
629,4511.21,2110.22,2597.63,2414.38
630,4769.47,2118.99,2541.78,2419.3100000000004
631,4662.53,2118.22,2657.17,2416.66
632,4522.05,2109.02,2549.36,2415.52
633,4832.89,2113.68,2399.75,2415.67
634,4564.63,2113.4,2519.25,2414.83
635,5027.59,2107.6,2763.3,2404.7700000000004
636,5234.38,2106.73,2977.87,2415.71
637,4889.35,2106.28,2935.8,2415.77
638,4783.87,2103.25,2641.74,2411.86
639,4582.87,2103.08,2519.1,2414.3799999999997
640,4691.92,2101.0,2610.64,2413.15
641,4730.19,2102.32,2522.56,2414.9300000000003
642,4480.79,2101.8,2434.52,2416.37
643,4808.09,2098.46,2478.69,2417.6800000000003
644,4637.7,2105.05,2498.55,2412.25
645,4493.32,2100.4,2496.52,2416.25
646,4827.74,2098.78,2534.34,2413.91
647,4588.45,2105.97,2640.62,2412.64
648,4578.11,2106.68,2536.44,2413.7599999999998
649,4730.78,2109.9,2532.0,2416.23
650,4865.58,2113.53,2606.72,2410.5299999999997
651,5255.66,2112.11,3110.8,2418.98
652,4927.18,2111.03,2682.14,2419.52
653,4818.32,2115.98,2666.24,2418.34
654,4564.26,2113.28,2649.49,2418.06
655,4777.57,2117.47,2544.72,2415.08
656,5231.75,2115.78,3069.63,2414.05
657,4728.02,2113.41,2601.16,2415.46
658,4595.48,2116.92,2548.89,2412.49
659,4687.92,2111.28,2719.04,2419.6800000000003
660,5026.12,2113.73,2642.65,2414.37
661,4547.73,2113.16,2720.89,2411.9700000000003
662,4937.27,2105.02,2612.73,2413.66
663,5042.13,2103.74,2922.94,2416.98
664,4591.0,2102.94,2611.99,2411.83
665,4642.32,2097.95,2641.8,2417.14
666,4927.96,2105.44,2503.98,2414.63
667,5041.31,2105.24,2973.49,2412.6899999999996
668,4558.63,2097.52,2657.87,2419.06
669,4865.52,2103.05,2581.97,2413.04
670,4620.38,2100.4,2593.59,2411.88
671,4517.38,2099.88,2504.98,2417.4300000000003
672,4769.38,2105.62,2550.23,2414.25
673,4716.5,2099.24,2559.97,2416.45
674,4501.27,2103.12,2541.87,2415.09
675,4665.11,2111.8,2426.13,2413.19
676,4841.37,2103.11,2480.81,2416.58
677,4477.79,2117.52,2517.88,2416.21
678,4808.35,2113.75,2549.64,2413.33
679,5351.61,2111.95,3011.49,2412.04
680,4592.11,2121.17,2668.3,2417.02
681,5005.69,2112.32,2838.74,2409.7200000000003
682,4688.74,2118.29,2609.03,2414.62
683,4608.85,872.86,3637.29,2408.1400000000003
684,4679.86,2104.615,4697.85,2416.37
685,4719.07,2104.93,2595.25,2427.49
686,4593.7,2119.86,2530.69,2406.09
687,4611.51,2101.73,2503.34,2416.41
688,4793.95,2110.25,2420.6,2415.02
689,4475.44,2106.83,2474.86,2420.33
690,4701.41,2103.67,2479.98,2414.9700000000003
691,5334.02,2105.95,2968.46,2412.72
692,4911.17,2101.75,2743.64,2413.12
693,4957.48,2102.97,2804.3,2413.56
694,4619.36,2102.07,2520.98,2419.12
695,4790.27,2101.59,2556.48,2413.96
696,4586.81,2104.72,2594.67,2413.97
697,4614.06,2104.49,2646.08,2417.04
698,4755.87,2101.66,2626.26,2413.09
699,5493.08,2108.0,3118.01,2411.06
700,4845.4,2103.36,2822.49,2422.69
701,4792.4,2106.2,2544.19,2423.06
702,4482.21,2115.82,2683.94,2416.26
703,4752.52,2108.77,2605.54,2419.79
704,4730.59,2114.68,2531.62,2411.69
705,4519.07,2113.54,2532.93,2414.12
706,5000.03,2110.97,2545.47,2411.94
707,5403.49,2115.29,3285.56,2414.15
708,4725.31,2114.01,2621.68,2410.27
709,4708.51,2111.49,2601.63,2416.7599999999998
710,4593.08,2115.85,2546.29,2414.09
711,4800.58,2108.62,2593.04,2416.55
712,4428.03,2114.67,2541.65,2415.6000000000004
713,4750.53,2110.14,2499.77,2414.81
714,4765.69,2101.93,2523.13,2412.91
715,4514.27,2109.46,2533.09,2415.46
716,4624.16,2100.3,2539.3,2414.91
717,4806.21,2106.87,2462.33,2414.5499999999997
718,4593.82,2102.69,2537.9,2417.42
719,4514.23,2098.35,2553.24,2416.68
720,4855.13,2102.36,2494.64,2411.07
721,4600.27,2103.98,2546.17,2413.1099999999997
722,4495.77,2103.74,2456.74,2418.5899999999997
723,4816.07,2102.3,2652.44,2412.46
724,4634.58,2100.57,2515.43,2414.93
725,4682.41,2104.96,2563.21,2419.49
726,5433.18,2105.76,3199.11,2404.77
727,4992.78,2116.41,2662.52,2420.41
728,4447.52,2113.52,2640.5,2414.71
729,4802.94,2108.63,2641.0,2413.6899999999996
730,4696.45,2118.17,2655.15,2413.67
731,4510.68,2112.89,2542.19,2416.99
732,5082.15,2109.94,2666.84,2413.73
733,5307.34,2115.69,3221.25,2421.3100000000004
734,4788.47,2111.43,2588.73,2421.92
735,4604.44,2120.4,2575.72,2417.47
736,4611.33,2108.68,2653.27,2415.63
737,5062.43,2112.9,2552.03,2416.69
738,5297.39,2110.39,3277.54,2410.91
739,4922.84,2111.24,2544.87,2415.02
740,4535.46,2103.53,2658.57,2412.15
741,4655.23,2108.46,2597.45,2416.54
742,4759.75,2103.07,2503.78,2424.1
743,4489.09,2104.67,2640.86,2416.02
744,4747.58,2100.62,2509.75,2416.45
745,4642.55,2103.38,2436.01,2412.62
746,4574.8,2101.84,2496.29,2413.46
747,4750.87,2100.45,2493.04,2415.12
748,5203.05,2102.46,2992.25,2408.42
749,4761.74,2101.74,2668.57,2411.52
750,5031.3,2098.95,2718.59,2418.36
751,4632.68,2107.55,2691.5,2416.6000000000004
752,4654.53,2106.92,2577.83,2417.68
753,4669.56,2105.83,2616.89,2413.93
754,4749.96,2115.47,2420.62,2417.77
755,4436.52,2109.56,2538.72,2418.2599999999998
756,4753.64,2112.93,2534.28,2413.51
757,4800.27,2114.82,2561.82,2419.53
758,4407.23,2110.71,2448.83,2414.38
759,4789.95,2116.71,2525.92,2419.9399999999996
760,4674.55,2118.2,2489.04,2411.6299999999997
761,4513.28,2110.79,2484.52,2416.78
762,4747.8,2113.71,2538.17,2414.91
763,5095.12,2110.09,2809.92,2413.09
764,5076.75,2108.05,2876.91,2414.93
765,4736.73,2108.2,2565.57,2415.6600000000003
766,4875.42,2107.55,2809.47,2414.31
767,4796.13,2107.73,2551.05,2414.67
768,4478.35,2103.78,2606.64,2414.35
769,4752.76,2105.48,2564.04,2415.9700000000003
770,5158.66,2095.78,2782.52,2408.99
771,5330.9,2101.94,3013.35,2415.06
772,4539.01,2102.01,2621.3,2414.59
773,4677.19,2102.12,2672.17,2418.83
774,4712.69,2105.39,2586.49,2416.4500000000003
775,4631.06,2100.64,2626.69,2413.16
776,4511.56,2100.39,2498.58,2415.48
777,4777.09,2103.58,2521.43,2415.42
778,4585.36,2107.05,2465.05,2414.56
779,4779.52,2111.98,2604.47,2416.48
780,5327.95,2112.41,3026.89,2413.7799999999997
781,4915.75,2111.84,2847.47,2416.16
782,4697.27,2118.62,2704.38,2417.48
783,4715.31,2116.88,2519.04,2416.29
784,4673.65,565.11,3961.57,2407.37
785,4534.96,2104.615,4630.91,2419.81
786,4638.84,2104.615,4599.83,2414.95
787,4873.72,2104.615,4595.59,2415.0699999999997
788,4359.55,2104.615,4604.03,2414.89
789,4755.01,2104.615,4608.53,2416.44
790,4728.01,2104.615,4597.16,2417.5699999999997
791,4570.89,2030.5,2768.48,2429.76
792,4572.78,2103.95,2642.82,2419.75
793,4858.19,2111.61,2516.28,2413.1
794,4501.26,2091.63,2506.5,2408.9500000000003
795,4550.24,2104.43,2547.71,2410.67
796,4895.96,2101.57,2562.6,2415.49
797,4434.72,2095.85,2629.96,2410.85
798,3791.35,368.58,3649.3,2313.67
799,362.58,2104.615,756.21,2415.1800000000003
800,4717.27,2104.615,301.37,2415.1800000000003
801,4717.27,2104.615,2618.2749999999996,2415.1800000000003
802,4717.27,2104.615,2618.2749999999996,2415.1800000000003
803,4717.27,2104.615,2618.2749999999996,2415.1800000000003
804,4717.27,2104.615,2618.2749999999996,2415.1800000000003
805,4717.27,2104.615,2618.2749999999996,2415.1800000000003
806,4717.27,2104.615,2618.2749999999996,2415.1800000000003
807,4717.27,2104.615,2618.2749999999996,2415.1800000000003
808,4717.27,2104.615,2618.2749999999996,2415.1800000000003
809,4717.27,2104.615,2618.2749999999996,2415.1800000000003
810,4717.27,2104.615,2618.2749999999996,2415.1800000000003
811,4717.27,2104.615,2618.2749999999996,2415.1800000000003
812,4717.27,2104.615,2618.2749999999996,2415.1800000000003
813,4717.27,2104.615,2618.2749999999996,2415.1800000000003
814,4717.27,2104.615,2618.2749999999996,2415.1800000000003
815,4717.27,2104.615,2618.2749999999996,2415.1800000000003
816,4717.27,2104.615,2618.2749999999996,2415.1800000000003
817,4717.27,2104.615,2618.2749999999996,2415.1800000000003
818,4717.27,2104.615,2618.2749999999996,2415.1800000000003
819,4717.27,2104.615,2618.2749999999996,2415.1800000000003
820,4717.27,2104.615,2618.2749999999996,2415.1800000000003
821,4717.27,2104.615,2618.2749999999996,2415.1800000000003
822,4717.27,2104.615,2618.2749999999996,2415.1800000000003
823,4717.27,2104.615,2618.2749999999996,2415.1800000000003
824,4717.27,2104.615,2618.2749999999996,2415.1800000000003
825,4717.27,2104.615,2618.2749999999996,2415.1800000000003
826,4717.27,2104.615,2618.2749999999996,2415.1800000000003
827,4717.27,2104.615,2618.2749999999996,2415.1800000000003
828,4717.27,2104.615,2618.2749999999996,2415.1800000000003
829,4717.27,2104.615,2618.2749999999996,2415.1800000000003
830,4717.27,2104.615,2618.2749999999996,2415.1800000000003
831,4717.27,2104.615,2618.2749999999996,2415.1800000000003
832,4717.27,2104.615,2618.2749999999996,2415.1800000000003
833,4717.27,2104.615,2618.2749999999996,2415.1800000000003
834,4717.27,2104.615,2618.2749999999996,2415.1800000000003
835,4717.27,2104.615,2618.2749999999996,2415.1800000000003
836,4717.27,2104.615,2618.2749999999996,2415.1800000000003
837,4717.27,2104.615,2618.2749999999996,2415.1800000000003
838,4717.27,2104.615,2618.2749999999996,2415.1800000000003
839,4717.27,2104.615,2618.2749999999996,2415.1800000000003
840,4717.27,2104.615,2618.2749999999996,2415.1800000000003
841,4717.27,2104.615,2618.2749999999996,2415.1800000000003
842,4717.27,2104.615,2618.2749999999996,2415.1800000000003
843,4717.27,2104.615,2618.2749999999996,2415.1800000000003
844,4717.27,2104.615,2618.2749999999996,2415.1800000000003
845,4717.27,2104.615,2618.2749999999996,2415.1800000000003
846,4717.27,2104.615,2618.2749999999996,2415.1800000000003
847,4717.27,2104.615,2618.2749999999996,2415.1800000000003
848,4717.27,2104.615,2618.2749999999996,2415.1800000000003
849,4717.27,2104.615,2618.2749999999996,2415.1800000000003
850,4717.27,2104.615,2618.2749999999996,2415.1800000000003
851,4717.27,2104.615,2618.2749999999996,2415.1800000000003
852,4717.27,2104.615,2618.2749999999996,2415.1800000000003
853,4717.27,2104.615,2618.2749999999996,2415.1800000000003
854,4717.27,2104.615,2618.2749999999996,2415.1800000000003
855,4717.27,2104.615,2618.2749999999996,2415.1800000000003
856,4717.27,2104.615,2618.2749999999996,2415.1800000000003
857,4717.27,2104.615,2618.2749999999996,2415.1800000000003
858,4717.27,2104.615,2618.2749999999996,2415.1800000000003
859,4717.27,2104.615,2618.2749999999996,2415.1800000000003
860,4717.27,2104.615,2618.2749999999996,2415.1800000000003
861,4717.27,2104.615,2618.2749999999996,2415.1800000000003
862,4717.27,2104.615,2618.2749999999996,2415.1800000000003
863,4717.27,2104.615,2618.2749999999996,2415.1800000000003
864,4717.27,2104.615,2618.2749999999996,2415.1800000000003
865,4717.27,2104.615,2618.2749999999996,2415.1800000000003
866,4717.27,2104.615,2618.2749999999996,2415.1800000000003
867,4717.27,2104.615,2618.2749999999996,2415.1800000000003
868,4717.27,2104.615,2618.2749999999996,2415.1800000000003
869,4717.27,2104.615,2618.2749999999996,2415.1800000000003
870,4717.27,2104.615,2618.2749999999996,2415.1800000000003
871,4717.27,2104.615,2618.2749999999996,2415.1800000000003
872,4717.27,2104.615,2618.2749999999996,2415.1800000000003
873,4717.27,2104.615,2618.2749999999996,2415.1800000000003
874,4717.27,2104.615,2618.2749999999996,2415.1800000000003
875,4717.27,2104.615,2618.2749999999996,2415.1800000000003
876,4717.27,2104.615,2618.2749999999996,2415.1800000000003
877,4717.27,2104.615,2618.2749999999996,2415.1800000000003
878,4717.27,2104.615,2618.2749999999996,2415.1800000000003
879,4717.27,2104.615,2618.2749999999996,2415.1800000000003
880,4717.27,2104.615,2618.2749999999996,2415.1800000000003
881,4717.27,2104.615,2618.2749999999996,2415.1800000000003
882,4717.27,2104.615,2618.2749999999996,2415.1800000000003
883,4717.27,2104.615,2618.2749999999996,2415.1800000000003
884,4717.27,2104.615,2618.2749999999996,2415.1800000000003
885,4717.27,2104.615,2618.2749999999996,2415.1800000000003
886,4717.27,2104.615,2618.2749999999996,2415.1800000000003
887,4717.27,2104.615,2618.2749999999996,2415.1800000000003
888,4717.27,2104.615,2618.2749999999996,2415.1800000000003
889,4717.27,2104.615,2618.2749999999996,2415.1800000000003
890,4717.27,2104.615,2618.2749999999996,2415.1800000000003
891,4717.27,2104.615,2618.2749999999996,2415.1800000000003
892,4717.27,2104.615,2618.2749999999996,2415.1800000000003
893,4717.27,2104.615,2618.2749999999996,2415.1800000000003
894,4717.27,2104.615,2618.2749999999996,2415.1800000000003
895,4717.27,2104.615,2618.2749999999996,2415.1800000000003
896,4717.27,2104.615,2618.2749999999996,2415.1800000000003
897,4717.27,2104.615,2618.2749999999996,2415.1800000000003
898,4717.27,2104.615,2618.2749999999996,2415.1800000000003
899,4717.27,2104.615,2618.2749999999996,2415.1800000000003
900,4717.27,2104.615,2618.2749999999996,2415.1800000000003
901,4717.27,2104.615,2618.2749999999996,2415.1800000000003
902,4717.27,2104.615,2618.2749999999996,2415.1800000000003
903,4717.27,2104.615,2618.2749999999996,2415.1800000000003
904,4717.27,2104.615,2618.2749999999996,2415.1800000000003
905,4717.27,2104.615,2618.2749999999996,2415.1800000000003
906,4717.27,2104.615,2618.2749999999996,2415.1800000000003
907,4717.27,2104.615,2618.2749999999996,2415.1800000000003
908,4717.27,2104.615,2618.2749999999996,2415.1800000000003
909,4717.27,2104.615,2618.2749999999996,2415.1800000000003
910,4717.27,2104.615,2618.2749999999996,2415.1800000000003
911,4717.27,2104.615,2618.2749999999996,2415.1800000000003
912,4717.27,2104.615,2618.2749999999996,2415.1800000000003
913,4717.27,2104.615,2618.2749999999996,2415.1800000000003
914,4717.27,2104.615,2618.2749999999996,2415.1800000000003
915,4717.27,2104.615,2618.2749999999996,2415.1800000000003
916,4717.27,2104.615,2618.2749999999996,2415.1800000000003
917,4717.27,2104.615,2618.2749999999996,2415.1800000000003
918,4717.27,2104.615,307.31,2415.1800000000003
919,4717.27,2104.615,2618.2749999999996,2415.1800000000003
920,4717.27,2104.615,2618.2749999999996,2415.1800000000003
921,4717.27,2104.615,2618.2749999999996,2415.1800000000003
922,4717.27,2104.615,2618.2749999999996,2415.1800000000003
923,4717.27,2104.615,2618.2749999999996,2415.1800000000003
924,4717.27,2104.615,2618.2749999999996,2415.1800000000003
925,4717.27,2104.615,2618.2749999999996,2415.1800000000003
926,4717.27,2104.615,2618.2749999999996,2415.1800000000003
927,4717.27,2104.615,2618.2749999999996,2415.1800000000003
928,4717.27,2104.615,2618.2749999999996,2415.1800000000003
929,4717.27,2104.615,2618.2749999999996,2415.1800000000003
930,4717.27,2104.615,2618.2749999999996,2415.1800000000003
931,4717.27,2104.615,2618.2749999999996,2415.1800000000003
932,4717.27,2104.615,2618.2749999999996,2415.1800000000003
933,4717.27,2104.615,2618.2749999999996,2415.1800000000003
934,4717.27,2104.615,2618.2749999999996,2415.1800000000003
935,4717.27,2104.615,2618.2749999999996,2415.1800000000003
936,4717.27,2104.615,2618.2749999999996,2415.1800000000003
937,4717.27,2104.615,2618.2749999999996,2415.1800000000003
938,3811.53,2104.615,3857.64,2415.1800000000003
939,3843.06,2104.615,15305.97,2415.1800000000003
940,3787.4,2104.615,17999.9,2415.1800000000003
941,3795.78,2104.615,17999.9,2415.1800000000003
942,3796.45,2104.615,17999.88,2415.1800000000003
943,3808.51,2104.615,17999.76,2415.1800000000003
944,4081.54,2104.615,17906.45,2415.1800000000003
945,4615.1,2104.615,17933.4,2415.1800000000003
946,4770.09,2104.615,17999.9,2415.1800000000003
947,4776.59,2104.615,17999.9,2415.1800000000003
948,4774.51,2104.615,17999.9,2415.1800000000003
949,3843.38,2104.615,17999.9,2165.12
950,3864.07,2104.615,16863.11,2391.92
951,4161.23,2104.615,17213.61,2391.55
952,4478.28,2104.615,17742.39,2412.86
953,4783.37,2104.615,17999.9,2417.61
954,4744.04,2104.615,17999.9,2413.46
955,4396.63,2104.615,7823.59,2419.11
956,4815.34,2104.615,5028.95,2418.38
957,4821.84,2104.615,4894.6,2412.4
958,4886.21,2104.615,4979.68,2422.88
959,4861.9,2104.615,4714.51,2415.21
960,4471.27,1282.33,3895.42,2421.51
961,4739.41,2118.24,2566.14,2413.14
962,5050.37,2122.34,2529.09,2410.31
963,4874.84,2113.5,3078.26,2417.3399999999997
964,4774.74,2114.74,2549.4,2422.63
965,4657.66,2117.83,2583.4,2417.0299999999997
966,5209.42,2116.61,2963.42,2412.17
967,5022.81,2116.81,2739.92,2420.98
968,4463.32,2114.5,2658.21,2411.59
969,5288.87,2117.81,2677.07,2408.58
970,4981.93,2118.77,3025.91,2412.63
971,4834.24,2103.85,2737.29,2410.84
972,4925.51,2109.53,2738.41,2416.28
973,5014.58,2112.63,2868.7,2419.44
974,4706.06,2098.64,2624.29,2421.46
975,4513.31,2104.3,2623.48,2418.37
976,4902.53,2103.03,2531.57,2418.57
977,4433.16,2101.35,2731.37,2411.24
978,4644.98,2101.9,2514.87,2414.88
979,5319.03,2098.08,3072.65,2413.06
980,4800.28,2102.69,2606.72,2410.8900000000003
981,4491.9,2102.72,2635.76,2420.18
982,4844.58,2099.91,2511.95,2417.12
983,4548.24,2105.44,2600.8,2412.73
984,4673.37,2107.51,2506.96,2417.62
985,4622.76,2100.68,2679.97,2414.4700000000003
986,4705.11,2113.48,2566.09,2416.0699999999997
987,4547.99,2115.06,2516.82,2415.58
988,4766.41,2111.65,2446.95,2417.26
989,4845.93,2120.79,2643.16,2412.17
990,5031.92,2112.55,2858.36,2413.87
991,4966.46,2110.12,2905.65,2414.8
992,4761.33,2121.23,2539.6,2415.04
993,4935.74,2113.09,2800.62,2415.35
994,4682.45,2114.7,2502.55,2419.96
995,5101.19,2112.66,2863.24,2416.04
996,4430.37,2115.83,2546.67,2418.23
997,4744.33,2111.73,2544.62,2418.23
998,4996.97,2107.08,2700.13,2417.19
999,4812.57,2105.35,2720.29,2415.77
1000,4715.55,2104.94,2571.48,2414.11
1001,5261.17,2105.75,2993.91,2408.78
1002,4828.48,2098.15,2612.24,2413.34
1003,4473.77,2104.99,2542.0,2411.8300000000004
1004,4604.98,2104.96,2498.03,2421.3900000000003
1005,4885.62,2094.48,2533.17,2416.19
1006,4497.41,2101.62,2593.64,2417.19
1007,5191.84,2107.05,2697.14,2413.02
1008,5301.21,2096.59,3216.09,2418.06
1009,4568.4,2105.63,2558.82,2412.6099999999997
1010,4674.17,2106.24,2632.73,2416.9300000000003
1011,4744.41,2103.39,2551.06,2416.66
1012,4563.31,2113.45,2523.18,2417.74
1013,4568.09,2107.02,2540.21,2410.86
1014,5153.94,2111.22,2783.89,2412.91
1015,4769.43,2119.19,2742.82,2411.79
1016,4553.88,2106.49,2531.76,2414.71
1017,4748.18,2114.76,2415.03,2416.67
1018,4700.08,2118.09,2545.93,2414.99
1019,4465.8,2110.94,2536.73,2414.24
1020,4872.58,2119.71,2517.94,2412.41
1021,4908.71,2112.8,2692.27,2412.56
1022,4357.45,2112.88,2473.59,2415.17
1023,4786.55,2114.91,2423.22,2417.1600000000003
1024,4724.09,2106.52,2516.54,2415.29
1025,4511.48,2107.41,2407.0,2416.58
1026,4558.34,2099.73,2509.11,2415.95
1027,4890.41,2110.64,2486.14,2413.9700000000003
1028,4442.0,2102.16,2491.63,2418.21
1029,4599.04,2099.52,2482.84,2416.22
1030,4871.63,2101.06,2493.37,2415.27
1031,4517.93,2106.39,2576.9,2415.04
1032,4526.7,2105.36,2504.41,2414.8199999999997
1033,4835.31,2098.2,2520.69,2411.66
1034,4576.39,2105.65,2508.0,2414.7799999999997
1035,4540.37,2102.46,2641.47,2416.68
1036,4780.97,2102.41,2414.14,2416.98
1037,4740.66,2106.8,2602.56,2413.48
1038,4857.54,2108.13,2629.28,2411.61
1039,5035.01,2113.7,2832.71,2418.48
1040,4533.99,2113.31,2532.15,2416.38
1041,4813.54,2113.71,2621.87,2411.98
1042,5046.82,2112.48,3048.03,2421.5699999999997
1043,4624.11,2111.14,2517.94,2419.59
1044,4868.89,2119.52,2610.76,2418.84
1045,5145.43,2114.96,2988.1,2411.17
1046,4726.28,2112.43,2594.99,2411.69
1047,5009.24,2112.22,2806.89,2416.38
1048,5087.66,2110.48,2845.87,2413.52
1049,4631.57,2114.15,2725.6,2412.5699999999997
1050,4749.71,2112.11,2684.41,2412.2200000000003
1051,4752.15,2103.79,2554.21,2414.25
1052,5116.36,2105.35,2838.23,2413.14
1053,5003.01,2109.29,2828.76,2419.7799999999997
1054,4693.22,2101.17,2516.76,2419.7
1055,4456.64,2103.58,2489.71,2416.4700000000003
1056,4827.2,2104.64,2664.95,2412.85
1057,4620.72,2097.04,2533.25,2412.33
1058,4479.39,2105.51,2505.48,2416.73
1059,4744.27,2100.35,2530.11,2410.94
1060,4695.16,2101.12,2442.48,2415.25
1061,4593.96,2107.05,2549.83,2412.3500000000004
1062,4897.29,2099.15,2695.93,2412.27
1063,4955.11,2108.94,2742.87,2422.54
1064,4409.97,2106.77,2537.54,2415.87
1065,4875.89,2109.06,2494.37,2418.81
1066,5289.13,2117.81,3033.06,2414.61
1067,4627.14,2106.57,2597.47,2417.65
1068,4851.69,2117.1,2660.15,2411.45
1069,4913.01,2116.66,2849.64,2412.63
1070,4574.93,2112.73,2529.07,2414.06
1071,4714.33,2116.67,2596.89,2412.2799999999997
1072,4958.07,2115.93,2822.1,2414.5299999999997
1073,4854.19,2110.08,2678.15,2420.82
1074,4827.03,2117.66,2715.93,2424.3599999999997
1075,4629.59,2112.66,2667.2,2414.63
1076,5218.32,2113.41,2721.06,2417.53
1077,4517.59,2113.23,2820.61,2416.2799999999997
1078,4729.56,2103.56,2528.18,2414.63
1079,4696.31,2110.38,2547.34,2415.7799999999997
1080,4611.4,2102.22,2500.2,2415.12
1081,5311.95,2099.63,3079.18,2410.98
1082,4702.94,2108.93,2536.3,2410.94
1083,4610.11,2100.8,2614.08,2414.42
1084,4783.46,2103.7,2655.2,2415.8199999999997
1085,4997.1,2101.35,2855.03,2413.07
1086,4509.56,2099.45,2574.38,2414.33
1087,4936.25,2104.15,2559.11,2411.23
1088,4899.55,2104.43,2951.31,2415.88
1089,4645.02,2100.56,2616.71,2421.33
1090,4747.41,2113.15,2510.97,2422.33
1091,4657.32,2102.8,2422.55,2411.95
1092,4608.97,2111.37,2495.49,2410.16
1093,4693.09,2112.33,2561.89,2413.88
1094,5022.97,2107.47,2814.07,2407.29
1095,4695.09,2117.78,2744.79,2410.97
1096,4792.75,2111.49,2679.35,2416.9700000000003
1097,5114.16,2108.47,2854.45,2418.37
1098,4833.33,2111.83,2724.07,2421.75
1099,4718.62,2114.52,2742.43,2417.02
1100,4658.59,2117.71,2536.89,2414.21
1101,4771.37,2110.17,2457.82,2411.2599999999998
1102,4420.54,2113.21,2493.1,2411.1099999999997
1103,4818.41,2112.81,2466.97,2412.4
1104,4610.96,2105.41,2415.94,2415.2
1105,4558.25,2111.74,2483.35,2417.2799999999997
1106,4611.45,2105.04,2526.08,2413.5699999999997
1107,4935.26,2100.14,2396.48,2417.54
1108,4301.56,2108.14,2481.13,2415.61
1109,4794.34,2099.71,2479.98,2414.35
1110,4740.27,2100.85,2412.34,2417.6800000000003
1111,4503.89,2104.9,2487.52,2416.57
1112,4556.1,2100.96,2541.67,2415.66
1113,4863.94,2105.89,2422.14,2413.9700000000003
1114,4492.18,2101.55,2568.93,2414.11
1115,4652.9,2106.07,2583.66,2419.18
1116,5482.92,2099.69,2942.38,2414.36
1117,4690.95,2106.83,2941.35,2411.89
1118,4763.5,2113.31,2536.16,2418.45
1119,4690.92,2110.65,2655.38,2415.79
1120,5229.13,2114.34,2799.62,2409.45
1121,4552.98,2112.32,2641.79,2417.82
1122,4848.25,2110.21,2620.53,2413.41
1123,4554.73,2117.56,2579.19,2416.17
1124,4942.47,2116.17,2657.72,2411.9
1125,5240.73,2114.62,3117.04,2414.81
1126,4601.08,2118.48,2533.52,2414.06
1127,4746.8,2114.26,2612.7,2418.5
1128,5022.27,2113.54,2827.53,2410.54
1129,4616.05,2118.97,2590.89,2414.31
1130,4584.26,2108.89,2657.26,2417.4
1131,5175.69,2107.09,2709.95,2410.9
1132,5024.66,2106.19,2812.21,2419.3199999999997
1133,4394.92,2107.34,2580.69,2415.42
1134,4886.65,2106.83,2644.74,2411.23
1135,4971.12,2096.66,2806.89,2415.63
1136,4600.55,2102.26,2710.44,2416.16
1137,4675.87,2105.22,2553.27,2416.19
1138,4869.89,2104.97,2545.59,2416.03
1139,4842.92,2100.86,2929.13,2413.25
1140,4813.68,2103.39,2707.89,2415.71
1141,4748.66,2108.14,2538.31,2418.42
1142,4507.52,2100.32,2488.55,2415.66
1143,4789.61,2106.7,2481.93,2417.74
1144,4505.71,2106.36,2560.0,2414.13
1145,4739.34,2113.87,2413.29,2418.4700000000003
1146,4700.85,2107.83,2717.1,2417.3
1147,5101.25,2109.52,2753.51,2409.0299999999997
