,"SUM(900, 1000)",FIT_400_001B_P.PV,FIT_400_002B_P.PV,Q_400_001B_P.PV
122,1505.3600000000001,804.68,700.0,805.36
123,1505.1799999999998,805.4,699.8,805.38
124,1505.02,804.63,699.79,805.23
125,1506.08,806.87,700.72,805.36
126,1505.29,805.56,700.03,805.26
127,1504.87,802.18,699.61,805.26
128,1504.8,805.78,699.75,805.05
129,1505.2,805.21,699.94,805.26
130,1505.72,805.28,699.99,805.73
131,1504.95,804.74,699.58,805.37
132,1505.52,804.61,699.75,805.77
133,1505.33,805.07,699.96,805.37
134,1504.9699999999998,804.81,699.79,805.18
135,1505.4099999999999,805.65,700.14,805.27
136,1506.43,805.37,700.23,806.2
137,1504.02,804.41,698.74,805.28
138,1505.43,805.75,700.46,804.97
139,1505.3600000000001,805.85,700.16,805.2
140,1504.83,802.3,699.53,805.3
141,1506.0900000000001,804.18,700.47,805.62
142,1505.21,804.93,699.96,805.25
143,1505.25,807.23,700.17,805.08
144,1505.92,807.02,700.12,805.8
145,1505.29,805.72,700.1,805.19
146,1505.06,804.05,699.98,805.08
147,1505.8,805.48,700.37,805.43
148,1505.96,805.99,700.12,805.84
149,1504.7800000000002,802.89,699.32,805.46
150,1505.53,806.05,700.55,804.98
151,1505.46,805.82,700.04,805.42
152,1505.28,805.38,700.02,805.26
153,1504.9299999999998,805.64,699.79,805.14
154,1505.63,805.17,700.38,805.25
155,1504.9099999999999,806.03,700.01,804.9
156,1505.5300000000002,804.36,699.83,805.7
157,1505.6100000000001,806.46,700.51,805.1
158,1505.17,803.18,699.93,805.24
159,1505.12,804.31,700.04,805.08
160,1505.74,808.49,700.19,805.55
161,1504.6399999999999,800.79,699.41,805.23
162,1505.93,807.43,700.23,805.7
163,1504.83,806.28,699.88,804.95
164,1506.13,804.5,700.25,805.88
165,1505.27,802.84,699.85,805.42
166,1505.21,804.04,700.09,805.12
167,1505.0,805.24,699.8,805.2
168,1505.99,809.13,700.58,805.41
169,1504.71,804.01,699.52,805.19
170,1505.3899999999999,804.95,700.02,805.37
171,1505.1,804.13,699.74,805.36
172,1505.42,807.04,699.99,805.43
173,1504.45,804.59,699.71,804.74
174,1505.1999999999998,804.46,699.31,805.89
175,1505.63,805.52,700.05,805.58
176,1504.71,802.07,699.26,805.45
177,1504.05,803.79,699.62,804.43
178,1505.19,804.56,699.63,805.56
179,1505.44,807.1,700.01,805.43
180,1505.79,803.97,700.14,805.65
181,1505.59,807.69,700.06,805.53
182,1505.04,801.95,699.74,805.3
183,1506.24,805.53,700.65,805.59
184,1505.26,805.37,700.25,805.01
185,1505.59,805.78,700.17,805.42
186,1504.3000000000002,804.46,699.33,804.97
187,1505.74,804.35,699.99,805.75
188,1505.9,806.54,700.56,805.34
189,1505.06,802.9,699.8,805.26
190,1505.5,804.24,699.65,805.85
191,1504.92,805.46,699.79,805.13
192,1504.9,807.39,700.1,804.8
193,1505.8600000000001,806.18,700.21,805.65
194,1505.3,802.83,699.81,805.49
195,1505.68,803.27,700.08,805.6
196,1505.13,808.91,700.07,805.06
197,1505.04,804.14,699.91,805.13
198,1504.82,803.38,699.56,805.26
199,1506.37,805.6,700.19,806.18
200,1505.71,805.1,700.16,805.55
201,1506.02,807.96,700.36,805.66
202,1504.9499999999998,805.01,700.03,804.92
203,1505.1399999999999,803.67,700.54,804.6
204,1504.79,804.05,699.27,805.52
205,1506.25,807.21,700.77,805.48
206,1505.21,802.81,699.81,805.4
207,1505.52,805.62,700.01,805.51
208,1505.6100000000001,803.85,700.14,805.47
209,1505.67,808.48,700.6,805.07
210,1504.7,803.49,699.58,805.12
211,1505.87,804.38,700.38,805.49
212,1505.87,802.6,699.81,806.06
213,1505.96,806.07,700.11,805.85
214,1506.25,805.12,700.54,805.71
215,1505.23,803.41,699.83,805.4
216,1505.52,808.86,699.98,805.54
217,1505.1399999999999,804.34,699.92,805.22
218,1505.6,803.91,699.96,805.64
219,1506.3000000000002,804.99,700.08,806.22
220,1505.05,806.59,699.93,805.12
221,1505.1399999999999,804.82,699.49,805.65
222,1504.95,804.81,699.76,805.19
223,1505.0700000000002,806.76,700.19,804.88
224,1505.52,804.91,700.03,805.49
225,1506.08,804.22,700.41,805.67
226,1505.15,804.41,699.87,805.28
227,1504.8,805.33,699.27,805.53
228,1505.0,804.05,699.62,805.38
229,1506.31,807.26,700.9,805.41
230,1505.24,805.55,700.29,804.95
231,1505.67,804.4,700.07,805.6
232,1505.3000000000002,805.14,699.7,805.6
233,1505.02,803.66,700.09,804.93
234,1505.4299999999998,803.8,700.04,805.39
235,1506.3200000000002,806.09,700.47,805.85
236,1505.6100000000001,804.32,700.44,805.17
237,1505.18,805.7,699.84,805.34
238,1505.26,805.22,699.9,805.36
239,1504.52,804.84,699.68,804.84
240,1506.09,807.01,700.3,805.79
241,1505.5900000000001,805.16,700.19,805.4
242,1505.0,802.17,699.73,805.27
243,1506.46,809.98,700.72,805.74
244,1505.08,801.16,699.78,805.3
245,1504.8600000000001,805.8,699.48,805.38
246,1504.92,806.07,699.5,805.42
247,1506.23,808.02,700.46,805.77
248,1504.3200000000002,804.81,699.69,804.63
249,1506.0500000000002,804.59,699.94,806.11
250,1505.08,806.93,699.53,805.55
251,1506.01,803.6,700.6,805.41
252,1504.3200000000002,807.52,699.59,804.73
253,1506.6399999999999,803.29,700.63,806.01
254,1505.33,805.1,700.82,804.51
255,1505.23,805.38,700.06,805.17
256,1504.6399999999999,804.7,699.56,805.08
257,1505.61,805.53,700.31,805.3
258,1505.25,805.4,699.7,805.55
259,1505.3899999999999,806.24,700.12,805.27
260,1504.3400000000001,804.44,699.38,804.96
261,1505.43,807.33,700.07,805.36
262,1505.0300000000002,804.66,699.95,805.08
263,1506.01,806.82,700.58,805.43
264,1504.2199999999998,802.68,699.3,804.92
265,1505.38,806.03,699.88,805.5
266,1505.3899999999999,804.68,699.96,805.43
267,1505.02,806.57,700.04,804.98
268,1505.04,805.33,699.83,805.21
269,1504.76,802.78,699.6,805.16
270,1506.0,806.04,700.32,805.68
271,1504.6,804.66,699.78,804.82
272,1505.6,803.78,700.09,805.51
273,1434.4499999999998,766.02,672.65,761.8
274,1326.56,706.98,617.24,709.32
275,1327.3,712.61,617.88,709.42
276,1361.03,732.47,628.17,732.86
277,1504.22,804.22,699.1,805.12
278,1506.77,805.8,700.63,806.14
279,1505.1999999999998,804.76,699.92,805.28
280,1505.23,806.36,699.92,805.31
281,1505.1599999999999,805.45,699.92,805.24
282,1505.02,804.34,700.01,805.01
283,1505.53,807.16,700.23,805.3
284,1505.06,804.12,699.97,805.09
285,1504.6100000000001,803.5,699.84,804.77
286,1505.48,807.42,700.18,805.3
287,1505.26,802.98,699.92,805.34
288,1505.71,805.44,699.67,806.04
289,1506.22,803.77,700.39,805.83
290,1505.59,806.77,700.29,805.3
291,1505.75,805.77,700.16,805.59
292,1505.6399999999999,805.17,700.17,805.47
293,1505.31,805.63,699.86,805.45
294,1505.52,804.08,700.03,805.49
295,1505.18,805.16,700.07,805.11
296,1505.1399999999999,805.13,699.85,805.29
297,1505.3899999999999,807.39,700.26,805.13
298,1505.3400000000001,805.61,700.08,805.26
299,1504.82,804.97,699.9,804.92
300,1505.18,804.55,699.84,805.34
301,1504.4,804.28,699.71,804.69
302,1505.8,808.31,700.18,805.62
303,1505.75,804.66,700.15,805.6
304,1504.6399999999999,805.19,699.36,805.28
305,1505.73,804.41,700.14,805.59
306,1504.6100000000001,805.09,699.37,805.24
307,1505.5700000000002,804.46,700.07,805.5
308,1505.26,806.51,700.11,805.15
309,1505.29,803.83,700.12,805.17
310,1505.77,806.82,700.26,805.51
311,1505.44,803.99,699.8,805.64
312,1505.6799999999998,805.46,700.27,805.41
313,1504.79,805.12,699.96,804.83
314,1505.5,804.21,700.12,805.38
315,1504.76,802.13,699.96,804.8
316,1505.05,806.85,700.01,805.04
317,1504.69,803.78,699.61,805.08
318,1505.63,805.04,699.59,806.04
319,1504.58,806.22,699.89,804.69
320,1505.44,803.22,700.14,805.3
321,1504.56,805.03,699.67,804.89
322,1504.8,806.04,699.3,805.5
323,1505.5,806.98,700.21,805.29
324,1505.77,805.32,700.49,805.28
325,1505.04,803.62,699.92,805.12
326,1505.51,806.18,700.28,805.23
327,1504.76,804.0,699.73,805.03
328,1505.84,805.43,700.3,805.54
329,1506.35,803.98,700.99,805.36
330,1505.12,805.52,700.14,804.98
331,1504.49,804.26,699.44,805.05
332,1506.1799999999998,805.29,700.66,805.52
333,1504.43,803.75,699.36,805.07
334,1506.04,807.27,700.64,805.4
335,1504.69,803.93,699.66,805.03
336,1505.22,806.45,700.11,805.11
337,1505.5500000000002,805.23,699.84,805.71
338,1504.88,802.35,699.78,805.1
339,1505.6100000000001,805.79,700.15,805.46
340,1504.67,804.36,699.63,805.04
341,1505.96,805.44,700.59,805.37
342,1504.46,802.63,699.61,804.85
343,1506.0900000000001,809.83,700.46,805.63
344,1504.9099999999999,802.15,699.56,805.35
345,1504.79,805.52,699.66,805.13
346,1505.92,804.82,700.4,805.52
347,1504.9299999999998,804.13,699.53,805.4
348,1505.6999999999998,804.95,700.15,805.55
349,1506.22,807.67,700.37,805.85
350,1505.71,805.02,700.11,805.6
351,1505.1,806.12,699.82,805.28
352,1505.53,803.25,699.89,805.64
353,1505.63,806.09,700.21,805.42
354,1505.16,806.45,699.83,805.33
355,1505.6999999999998,805.88,700.53,805.17
356,1505.79,806.16,700.18,805.61
357,1504.87,803.74,699.48,805.39
358,1505.79,806.81,700.76,805.03
359,1505.76,802.16,700.11,805.65
360,1506.1,807.23,700.57,805.53
361,1505.11,804.77,700.18,804.93
362,1505.83,807.06,699.94,805.89
363,1504.6599999999999,805.76,699.55,805.11
364,1505.33,805.3,699.87,805.46
365,1505.27,802.68,699.47,805.8
366,1505.3400000000001,804.75,700.0,805.34
367,1505.29,805.31,700.06,805.23
368,1505.5500000000002,804.53,700.07,805.48
369,1505.53,804.35,700.31,805.22
370,1505.15,806.53,699.76,805.39
371,1506.0,806.32,700.5,805.5
372,1505.45,804.3,699.86,805.59
373,1505.7,804.59,700.23,805.47
374,1505.01,805.65,700.22,804.79
375,1506.48,805.25,700.67,805.81
376,1504.62,802.69,699.37,805.25
377,1504.92,806.05,700.05,804.87
378,1504.67,803.58,700.01,804.66
379,1505.34,805.91,700.06,805.28
380,1505.9099999999999,806.33,700.05,805.86
381,1505.47,806.47,700.23,805.24
382,1504.9499999999998,804.46,699.56,805.39
383,1505.81,803.6,700.16,805.65
384,1505.54,806.19,700.11,805.43
385,1505.02,805.9,699.75,805.27
386,1489.58,807.63,700.0,789.58
387,1505.37,805.04,700.0,805.37
388,1505.37,805.04,700.0,805.37
389,1505.37,805.04,700.0,805.37
390,1505.37,805.04,700.0,805.37
391,1505.37,805.04,700.0,805.37
392,1505.37,805.04,700.0,805.37
393,1505.37,805.04,700.0,805.37
394,1505.37,805.04,700.0,805.37
395,1505.37,805.04,700.0,805.37
396,1505.37,805.04,700.0,805.37
397,1505.37,805.04,700.0,805.37
398,1505.37,805.04,700.0,805.37
399,1505.37,805.04,700.0,805.37
400,1505.37,805.04,700.0,805.37
401,1505.37,540.02,700.0,805.37
402,1509.06,802.92,700.0,809.06
403,1463.8899999999999,806.06,653.34,810.55
404,1505.06,805.36,699.46,805.6
405,1504.65,803.72,699.41,805.24
406,1506.6100000000001,806.8,701.04,805.57
407,1505.44,805.14,699.94,805.5
408,1505.44,804.82,700.05,805.39
409,1505.52,805.37,700.26,805.26
410,1504.9299999999998,805.39,699.68,805.25
411,1504.61,804.9,699.31,805.3
412,1504.94,804.95,699.93,805.01
413,1505.6599999999999,806.4,700.28,805.38
414,1505.44,806.15,699.94,805.5
415,1505.91,806.66,700.83,805.08
416,1504.3200000000002,805.11,699.63,804.69
417,1504.9499999999998,804.29,699.52,805.43
418,1505.71,804.25,700.11,805.6
419,1505.6799999999998,806.86,700.26,805.42
420,1505.63,806.09,699.99,805.64
421,1505.6100000000001,806.69,700.0,805.61
422,1504.75,804.1,699.66,805.09
423,1505.45,807.96,700.38,805.07
424,1505.58,804.71,699.67,805.91
425,1505.71,805.51,700.49,805.22
426,1505.19,804.64,699.4,805.79
427,1505.56,806.69,700.1,805.46
428,1505.83,806.77,700.36,805.47
429,1505.73,805.42,700.15,805.58
430,1505.42,805.46,699.99,805.43
431,1505.52,804.34,699.94,805.58
432,1505.9299999999998,804.49,699.79,806.14
433,1505.48,807.36,700.16,805.32
434,1505.1,804.46,699.46,805.64
435,1506.02,808.46,700.29,805.73
436,1505.05,803.64,699.52,805.53
437,1504.4699999999998,804.0,699.55,804.92
438,1505.8,807.86,700.53,805.27
439,1504.5900000000001,804.61,699.77,804.82
440,1505.72,807.11,700.27,805.45
441,1506.21,804.85,700.81,805.4
442,1505.28,805.18,700.37,804.91
443,1505.3400000000001,806.47,700.0,805.34
444,1504.6399999999999,804.56,699.26,805.38
445,1504.97,805.65,699.53,805.44
446,1506.19,806.48,700.3,805.89
447,1505.13,805.83,699.79,805.34
448,1505.95,805.89,699.95,806.0
449,1492.2,803.24,700.0,792.2
450,1505.37,805.04,700.0,805.37
451,1505.37,805.04,700.0,805.37
452,1505.37,805.04,700.0,805.37
453,1505.37,805.04,700.0,805.37
454,1505.37,805.04,700.0,805.37
455,1505.37,805.04,700.0,805.37
456,1505.37,805.04,700.0,805.37
457,1505.37,805.04,700.0,805.37
458,1505.37,805.04,700.0,805.37
459,1505.37,805.04,700.0,805.37
460,1505.37,805.04,700.0,805.37
461,1505.37,805.04,700.0,805.37
462,1505.37,805.04,700.0,805.37
463,1505.37,805.04,700.0,805.37
464,1505.37,805.04,700.0,805.37
465,1505.37,805.04,700.0,805.37
466,1505.37,805.04,700.0,805.37
467,1505.37,805.04,700.0,805.37
468,1505.37,805.04,700.0,805.37
469,1505.37,805.04,700.0,805.37
470,1505.37,805.04,700.0,805.37
471,1505.37,805.04,700.0,805.37
472,1505.37,805.04,700.0,805.37
473,1505.37,805.04,700.0,805.37
474,1505.37,805.04,700.0,805.37
475,1505.37,805.04,700.0,805.37
476,1505.37,805.04,700.0,805.37
477,1505.37,805.04,700.0,805.37
478,1505.37,805.04,700.0,805.37
479,1505.37,805.04,700.0,805.37
480,1505.37,805.04,700.0,805.37
481,1505.37,805.04,700.0,805.37
482,1505.37,805.04,700.0,805.37
483,1505.37,805.04,700.0,805.37
484,1505.37,805.04,700.0,805.37
485,1505.37,805.04,700.0,805.37
486,1505.37,805.04,700.0,805.37
487,1505.37,805.04,700.0,805.37
488,1505.37,805.04,700.0,805.37
489,1505.37,805.04,700.0,805.37
490,1505.37,805.04,700.0,805.37
491,1505.37,805.04,700.0,805.37
492,1505.37,805.04,700.0,805.37
493,1505.37,805.04,700.0,805.37
494,1505.37,805.04,700.0,805.37
495,1505.37,805.04,700.0,805.37
496,1505.37,805.04,700.0,805.37
497,1505.37,805.04,700.0,805.37
498,1505.37,805.04,700.0,805.37
499,1505.37,514.49,700.0,805.37
500,1506.06,803.63,700.0,806.06
501,1151.8,804.06,338.34,813.46
502,1502.58,805.23,698.91,803.67
503,1506.45,806.88,699.82,806.63
504,1504.42,803.52,699.42,805.0
505,1505.17,805.73,700.06,805.11
506,1504.78,805.42,699.5,805.28
507,1504.52,805.32,699.64,804.88
508,1504.63,804.75,699.17,805.46
509,1505.44,806.09,700.11,805.33
510,1505.4,805.46,700.07,805.33
511,1505.8,806.26,700.25,805.55
512,1505.62,805.1,700.08,805.54
513,1505.4099999999999,803.8,699.78,805.63
514,1504.53,805.08,699.56,804.97
515,1505.48,805.81,700.1,805.38
516,1505.8600000000001,807.0,700.19,805.67
517,1505.4499999999998,802.85,699.65,805.8
518,1505.85,808.14,700.62,805.23
519,1505.62,805.46,699.93,805.69
520,1505.31,803.6,699.76,805.55
521,1505.51,803.74,699.97,805.54
522,1505.4,807.45,700.28,805.12
523,1505.3899999999999,806.8,700.15,805.24
524,1505.51,807.69,700.12,805.39
525,1504.9,802.76,699.75,805.15
526,1504.3899999999999,805.49,699.63,804.76
527,1505.9299999999998,806.44,700.52,805.41
528,1505.1799999999998,804.95,700.03,805.15
529,1505.37,804.61,700.06,805.31
530,1505.44,806.65,700.37,805.07
531,1505.42,803.28,700.1,805.32
532,1505.56,804.84,700.3,805.26
533,1506.1999999999998,806.84,700.18,806.02
534,1504.8200000000002,801.49,699.83,804.99
535,1505.05,805.93,699.77,805.28
536,1505.35,805.53,699.92,805.43
537,1505.9,807.16,700.29,805.61
538,1505.3899999999999,805.82,699.92,805.47
539,1505.1100000000001,805.27,699.76,805.35
540,1505.5,805.38,700.44,805.06
541,1504.96,802.0,699.41,805.55
542,1505.37,807.97,699.72,805.65
543,1505.23,803.71,700.18,805.05
544,1505.17,805.02,699.9,805.27
545,1505.8899999999999,806.1,700.34,805.55
546,1504.15,800.98,699.16,804.99
547,1505.5900000000001,805.83,700.36,805.23
548,1504.7,805.19,699.72,804.98
549,1505.12,804.85,700.03,805.09
550,1505.55,806.23,700.41,805.14
551,1504.6100000000001,805.21,699.41,805.2
552,1504.9499999999998,807.14,699.89,805.06
553,1505.3000000000002,803.8,699.83,805.47
554,1505.12,805.91,700.18,804.94
555,1505.57,805.73,700.18,805.39
556,1504.8,803.2,699.26,805.54
557,1505.35,806.09,700.38,804.97
558,1505.83,805.95,700.05,805.78
559,1504.93,804.27,699.99,804.94
560,1505.0300000000002,803.44,699.94,805.09
561,1505.0,807.25,699.71,805.29
562,1504.49,804.46,699.75,804.74
563,1505.4,807.32,700.31,805.09
564,1505.4299999999998,803.67,699.75,805.68
565,1505.24,806.24,699.98,805.26
566,1505.77,805.06,700.26,805.51
567,1504.23,803.96,699.37,804.86
568,1506.02,806.71,700.46,805.56
569,1504.05,802.79,699.01,805.04
570,1505.94,806.22,700.67,805.27
571,1505.31,805.67,700.09,805.22
572,1505.33,803.59,700.1,805.23
573,1505.7,806.8,699.88,805.82
574,1505.3400000000001,806.21,700.14,805.2
575,1504.1799999999998,802.87,699.38,804.8
576,1505.92,805.85,700.36,805.56
577,1504.3200000000002,805.6,699.49,804.83
578,1506.2,805.72,700.1,806.1
579,1505.58,806.79,700.37,805.21
580,1504.88,804.55,699.68,805.2
581,1505.5,804.21,699.82,805.68
582,1505.43,807.6,700.7,804.73
583,1504.3899999999999,805.74,699.58,804.81
584,1505.0,804.68,699.47,805.53
585,1505.51,805.15,699.41,806.1
586,1505.3400000000001,806.0,700.15,805.19
587,1504.62,804.46,699.6,805.02
588,1506.41,808.88,700.47,805.94
589,1505.04,807.43,700.08,804.96
590,1504.34,804.19,699.28,805.06
591,1505.26,803.29,699.87,805.39
592,1504.87,806.69,699.95,804.92
593,1506.03,806.34,700.49,805.54
594,1505.96,806.12,700.61,805.35
595,1506.1799999999998,805.02,700.53,805.65
596,1505.42,804.12,699.88,805.54
597,1506.1,805.59,700.39,805.71
598,1505.3400000000001,802.26,699.76,805.58
599,1506.0,806.72,700.34,805.66
600,1505.85,805.18,700.37,805.48
601,1505.8600000000001,807.1,700.03,805.83
602,1505.06,804.71,699.96,805.1
603,1505.85,803.47,699.92,805.93
604,1505.6,805.46,700.08,805.52
605,1506.04,806.05,700.4,805.64
606,1505.1799999999998,804.85,699.68,805.5
607,1505.79,804.54,699.94,805.85
608,1505.93,805.44,700.36,805.57
609,1505.46,805.39,699.91,805.55
610,1504.46,802.53,699.46,805.0
611,1505.09,806.02,699.92,805.17
612,1506.33,808.21,700.56,805.77
613,1504.79,804.38,700.06,804.73
614,1505.33,805.17,700.18,805.15
615,1505.21,804.79,699.82,805.39
616,1505.4299999999998,803.4,700.31,805.12
617,1505.87,806.86,700.5,805.37
618,1505.44,803.24,699.84,805.6
619,1505.98,805.07,700.57,805.41
620,1505.5100000000002,803.59,699.82,805.69
621,1505.48,807.9,699.76,805.72
622,1506.16,805.67,700.46,805.7
623,1505.79,805.42,699.97,805.82
624,1504.8899999999999,807.32,699.93,804.96
625,1505.1,802.14,699.84,805.26
626,1506.23,807.56,700.86,805.37
627,1504.65,804.1,699.54,805.11
628,1505.5300000000002,806.36,700.19,805.34
629,1504.77,805.41,699.56,805.21
630,1505.38,804.46,700.12,805.26
631,1505.4099999999999,806.05,700.24,805.17
632,1505.71,807.62,700.31,805.4
633,1505.23,803.86,699.78,805.45
634,1506.13,806.02,700.73,805.4
635,1504.79,800.74,699.3,805.49
636,1506.26,807.49,700.58,805.68
637,1505.75,807.8,700.49,805.26
638,1504.51,802.51,699.53,804.98
639,1505.0500000000002,805.67,700.07,804.98
640,1505.23,807.02,699.85,805.38
641,1505.65,805.48,700.02,805.63
642,1505.8,805.17,700.25,805.55
643,1504.5,804.8,699.38,805.12
644,1505.23,802.9,700.1,805.13
645,1505.44,806.19,700.17,805.27
646,1505.58,803.12,699.78,805.8
647,1504.66,805.68,699.71,804.95
648,1505.6399999999999,803.9,700.23,805.41
649,1506.13,806.35,700.48,805.65
650,1504.84,802.7,699.53,805.31
651,1506.19,808.23,700.59,805.6
652,1504.9499999999998,805.39,700.06,804.89
653,1505.54,803.64,699.71,805.83
654,1505.68,804.83,700.09,805.59
655,1504.78,805.16,699.53,805.25
656,1505.63,804.57,700.21,805.42
657,1505.56,806.04,700.06,805.5
658,1505.27,804.06,699.89,805.38
659,1506.07,807.55,700.67,805.4
660,1504.98,803.02,699.64,805.34
661,1505.05,806.57,700.15,804.9
662,1505.6100000000001,802.86,699.99,805.62
663,1506.12,808.73,700.46,805.66
664,1504.9099999999999,802.87,699.79,805.12
665,1505.3899999999999,806.39,699.75,805.64
666,1505.1399999999999,803.55,699.53,805.61
667,1505.52,806.26,700.58,804.94
668,1505.74,805.35,700.5,805.24
669,1506.0500000000002,804.52,700.36,805.69
670,1505.1,803.66,700.1,805.0
671,1505.25,805.9,699.86,805.39
672,1505.24,804.04,699.82,805.42
673,1505.6399999999999,804.81,700.06,805.58
674,1505.8400000000001,804.53,700.33,805.51
675,1505.3200000000002,804.0,699.73,805.59
676,1505.1100000000001,805.21,699.72,805.39
677,1506.03,805.95,700.39,805.64
678,1505.4,803.11,699.41,805.99
679,1504.56,807.78,699.77,804.79
680,1505.85,806.17,700.02,805.83
681,1505.29,804.51,699.99,805.3
682,1504.67,804.93,699.48,805.19
683,1506.15,805.48,700.22,805.93
684,1505.13,802.58,699.56,805.57
685,1506.01,807.93,699.98,806.03
686,1505.0,803.47,699.56,805.44
687,1505.4299999999998,804.75,700.03,805.4
688,1505.1399999999999,804.87,699.56,805.58
689,1506.02,807.2,700.45,805.57
690,1504.9,805.23,699.78,805.12
691,1505.8899999999999,802.92,700.23,805.66
692,1505.07,805.32,699.68,805.39
693,1505.0700000000002,804.01,700.0,805.07
694,1505.84,806.6,700.16,805.68
695,1505.8000000000002,806.62,700.23,805.57
696,1505.37,802.79,699.65,805.72
697,1505.3,806.79,700.01,805.29
