,"SUM(900, 1000)",FIT_400_001B_P.PV,FIT_400_002B_P.PV,Q_400_001B_P.PV
708,1505.29,804.89,699.93,805.36
709,1505.29,804.89,699.93,805.36
710,1505.29,804.89,699.93,805.36
711,1505.29,804.89,699.93,805.36
712,1505.29,804.89,699.93,805.36
713,1505.29,804.89,699.93,805.36
714,1505.29,804.89,699.93,805.36
715,1505.29,804.89,699.93,805.36
716,1505.29,804.89,699.93,805.36
717,1505.29,804.89,699.93,805.36
718,1505.29,804.89,699.93,805.36
719,1505.29,804.89,699.93,805.36
720,1505.29,804.89,699.93,805.36
721,1505.29,804.89,699.93,805.36
722,1505.29,804.89,699.93,805.36
723,1505.29,804.89,699.93,805.36
724,1505.29,804.89,699.93,805.36
725,1505.29,804.89,699.93,805.36
726,1505.29,804.89,699.93,805.36
727,1505.29,804.89,699.93,805.36
728,1505.29,804.89,699.93,805.36
729,1505.29,804.89,699.93,805.36
730,1505.29,804.89,699.93,805.36
731,1505.29,804.89,699.93,805.36
732,1505.29,804.89,699.93,805.36
733,1505.29,804.89,699.93,805.36
734,1505.29,804.89,699.93,805.36
735,1505.29,804.89,699.93,805.36
736,1505.29,804.89,699.93,805.36
737,1505.29,804.89,699.93,805.36
738,1505.29,804.89,699.93,805.36
739,1505.29,804.89,699.93,805.36
740,1505.29,804.89,699.93,805.36
741,1505.29,804.89,699.93,805.36
742,1505.29,804.89,699.93,805.36
743,1505.29,804.89,699.93,805.36
744,1505.29,804.89,699.93,805.36
745,1505.29,804.89,699.93,805.36
746,1505.29,804.89,699.93,805.36
747,1505.29,804.89,699.93,805.36
748,1505.29,804.89,699.93,805.36
749,1505.29,804.89,699.93,805.36
750,1505.29,804.89,699.93,805.36
751,1505.29,804.89,699.93,805.36
752,1505.29,804.89,699.93,805.36
753,1505.29,804.89,699.93,805.36
754,1505.29,804.89,699.93,805.36
755,1505.29,804.89,699.93,805.36
756,1505.29,804.89,699.93,805.36
757,1505.29,804.89,699.93,805.36
758,1505.29,804.89,699.93,805.36
759,1505.29,804.89,699.93,805.36
760,1505.29,804.89,699.93,805.36
761,1505.29,804.89,699.93,805.36
762,1505.29,804.89,699.93,805.36
763,1505.29,804.89,699.93,805.36
764,1505.29,804.89,699.93,805.36
765,1505.29,804.89,699.93,805.36
766,1505.29,804.89,699.93,805.36
767,1505.29,804.89,699.93,805.36
768,1505.29,804.89,699.93,805.36
769,1505.29,804.89,699.93,805.36
770,1505.29,804.89,699.93,805.36
771,1505.29,804.89,699.93,805.36
772,1505.29,804.89,699.93,805.36
773,1505.29,804.89,699.93,805.36
774,1505.29,804.89,699.93,805.36
775,1505.29,804.89,699.93,805.36
776,1505.29,804.89,699.93,805.36
777,1505.29,804.89,699.93,805.36
778,1505.29,804.89,699.93,805.36
779,1505.29,804.89,699.93,805.36
780,1505.29,804.89,699.93,805.36
781,1505.29,804.89,699.93,805.36
782,1505.29,804.89,699.93,805.36
783,1505.29,804.89,699.93,805.36
784,1505.29,804.89,699.93,805.36
785,1505.29,804.89,699.93,805.36
786,1505.29,804.89,699.93,805.36
787,1505.29,804.89,699.93,805.36
788,1505.29,804.89,699.93,805.36
789,1505.29,804.89,699.93,805.36
790,1505.29,804.89,699.93,805.36
791,1505.29,804.89,699.93,805.36
792,1505.29,804.89,699.93,805.36
793,1505.29,804.89,699.93,805.36
794,1505.29,804.89,699.93,805.36
795,1505.29,804.89,699.93,805.36
796,1505.29,804.89,699.93,805.36
797,1505.29,804.89,699.93,805.36
798,1505.29,804.89,699.93,805.36
799,1505.29,804.89,699.93,805.36
800,1505.29,804.89,699.93,805.36
801,1505.29,804.89,699.93,805.36
802,1505.29,804.89,699.93,805.36
803,1505.29,804.89,699.93,805.36
804,1505.29,804.89,699.93,805.36
805,1505.29,804.89,699.93,805.36
806,1505.29,804.89,699.93,805.36
807,1505.29,804.89,699.93,805.36
808,1505.29,804.89,699.93,805.36
809,1505.29,804.89,699.93,805.36
810,1505.29,804.89,699.93,805.36
811,1505.29,804.89,699.93,805.36
812,1505.29,804.89,699.93,805.36
813,1505.29,804.89,699.93,805.36
814,1505.29,804.89,699.93,805.36
815,1505.29,804.89,699.93,805.36
816,1505.29,804.89,699.93,805.36
817,1505.29,804.89,699.93,805.36
818,1505.29,804.89,699.93,805.36
819,1505.29,804.89,699.93,805.36
820,1505.29,804.89,699.93,805.36
821,1505.29,804.89,699.93,805.36
822,1505.29,804.89,699.93,805.36
823,1505.29,804.89,699.93,805.36
824,1505.29,804.89,699.93,805.36
825,1505.29,804.89,699.93,805.36
826,1505.29,804.89,699.93,805.36
827,1505.29,804.89,699.93,805.36
828,1505.29,804.89,699.93,805.36
829,1505.29,804.89,699.93,805.36
830,1505.29,804.89,699.93,805.36
831,1505.29,804.89,699.93,805.36
832,1505.29,804.89,699.93,805.36
833,1505.29,804.89,699.93,805.36
834,1505.29,804.89,699.93,805.36
835,1505.29,804.89,699.93,805.36
836,1505.29,804.89,699.93,805.36
837,1505.29,804.89,699.93,805.36
838,1505.29,804.89,699.93,805.36
839,1505.29,804.89,699.93,805.36
840,1505.29,804.89,699.93,805.36
841,1505.29,804.89,699.93,805.36
842,1505.29,804.89,699.93,805.36
843,1505.29,804.89,699.93,805.36
844,1505.29,804.89,699.93,805.36
845,1505.29,804.89,699.93,805.36
846,1505.29,804.89,699.93,805.36
847,1505.29,804.89,699.93,805.36
848,1505.29,804.89,699.93,805.36
849,1505.29,804.89,699.93,805.36
850,1505.29,804.89,699.93,805.36
851,1505.29,804.89,699.93,805.36
852,1505.29,804.89,699.93,805.36
853,1505.29,804.89,699.93,805.36
854,1505.29,804.89,699.93,805.36
855,1505.29,804.89,699.93,805.36
856,1505.29,804.89,699.93,805.36
857,1505.29,804.89,699.93,805.36
858,1505.29,804.89,699.93,805.36
859,1505.29,804.89,699.93,805.36
860,1505.29,804.89,699.93,805.36
861,1505.29,804.89,699.93,805.36
862,1505.29,804.89,699.93,805.36
863,1505.29,804.89,699.93,805.36
864,1505.29,804.89,699.93,805.36
865,1505.29,804.89,699.93,805.36
866,1505.29,804.89,699.93,805.36
867,1505.29,804.89,699.93,805.36
868,1505.29,804.89,699.93,805.36
869,1505.29,804.89,699.93,805.36
870,1505.29,804.89,699.93,805.36
871,1505.29,804.89,699.93,805.36
872,1505.29,804.89,699.93,805.36
873,1505.29,804.89,699.93,805.36
874,1505.29,804.89,699.93,805.36
875,1505.29,804.89,699.93,805.36
876,1505.29,804.89,699.93,805.36
877,1505.29,804.89,699.93,805.36
878,1505.29,804.89,699.93,805.36
879,1505.29,804.89,699.93,805.36
880,1505.29,804.89,699.93,805.36
881,1505.29,804.89,699.93,805.36
882,1505.29,804.89,699.93,805.36
883,1505.29,804.89,699.93,805.36
884,1505.29,804.89,699.93,805.36
885,1505.29,804.89,699.93,805.36
886,1505.29,804.89,699.93,805.36
887,1505.29,804.89,699.93,805.36
888,1505.29,804.89,699.93,805.36
889,1505.29,804.89,699.93,805.36
890,1505.29,804.89,699.93,805.36
891,1505.29,804.89,699.93,805.36
892,1505.29,804.89,699.93,805.36
893,1505.29,804.89,699.93,805.36
894,1505.29,804.89,699.93,805.36
895,1505.29,804.89,699.93,805.36
896,1505.29,804.89,699.93,805.36
897,1505.29,804.89,699.93,805.36
898,1505.29,804.89,699.93,805.36
899,1505.29,804.89,699.93,805.36
900,1505.29,804.89,699.93,805.36
901,1505.29,804.89,699.93,805.36
902,1505.29,804.89,699.93,805.36
903,1505.29,804.89,699.93,805.36
904,1505.29,804.89,699.93,805.36
905,1505.29,804.89,699.93,805.36
906,1505.29,804.89,699.93,805.36
907,1505.29,804.89,699.93,805.36
908,1505.29,804.89,699.93,805.36
909,1505.29,804.89,699.93,805.36
910,1505.29,804.89,699.93,805.36
911,1505.29,804.89,699.93,805.36
912,1505.29,804.89,699.93,805.36
913,1505.29,804.89,699.93,805.36
914,1505.29,804.89,699.93,805.36
915,1505.29,804.89,699.93,805.36
916,1505.29,804.89,699.93,805.36
917,1505.29,804.89,699.93,805.36
918,1505.29,804.89,699.93,805.36
919,1505.29,804.89,699.93,805.36
920,1505.29,804.89,699.93,805.36
921,1505.29,804.89,699.93,805.36
922,1505.29,804.89,699.93,805.36
923,1505.29,804.89,699.93,805.36
924,1505.29,804.89,699.93,805.36
925,1505.29,804.89,699.93,805.36
926,1505.29,804.89,699.93,805.36
927,1505.29,804.89,699.93,805.36
928,1505.29,804.89,699.93,805.36
929,1505.29,804.89,699.93,805.36
930,1505.29,804.89,699.93,805.36
931,1505.29,804.89,699.93,805.36
932,1505.29,804.89,699.93,805.36
933,1505.29,804.89,699.93,805.36
934,1505.29,804.89,699.93,805.36
935,1505.29,804.89,699.93,805.36
936,1505.29,804.89,699.93,805.36
937,1505.29,804.89,699.93,805.36
938,1505.29,804.89,699.93,805.36
939,1505.29,804.89,699.93,805.36
940,1505.29,804.89,699.93,805.36
941,1505.29,804.89,699.93,805.36
942,1505.29,804.89,699.93,805.36
943,1505.29,804.89,699.93,805.36
944,1505.29,804.89,699.93,805.36
945,1505.29,804.89,699.93,805.36
946,1505.29,804.89,699.93,805.36
947,1505.29,804.89,699.93,805.36
948,1505.29,804.89,699.93,805.36
949,1505.29,804.89,699.93,805.36
950,1505.29,804.89,699.93,805.36
951,1505.29,804.89,699.93,805.36
952,1505.29,804.89,699.93,805.36
953,1505.29,804.89,699.93,805.36
954,1505.29,804.89,699.93,805.36
955,1505.29,804.89,699.93,805.36
956,1505.29,804.89,699.93,805.36
957,1505.29,804.89,699.93,805.36
958,1505.29,804.89,699.93,805.36
959,1505.29,804.89,699.93,805.36
960,1505.29,804.89,699.93,805.36
961,1505.29,804.89,699.93,805.36
962,1505.29,804.89,699.93,805.36
963,1505.29,804.89,699.93,805.36
964,1505.29,804.89,699.93,805.36
965,1505.29,804.89,699.93,805.36
966,1505.29,804.89,699.93,805.36
967,1505.29,804.89,699.93,805.36
968,1505.29,804.89,699.93,805.36
969,1505.29,804.89,699.93,805.36
970,1505.29,804.89,699.93,805.36
971,1505.29,804.89,699.93,805.36
972,1505.29,804.89,699.93,805.36
973,1505.29,804.89,699.93,805.36
974,1505.29,804.89,699.93,805.36
975,1505.29,804.89,699.93,805.36
976,1505.29,804.89,699.93,805.36
977,1505.29,804.89,699.93,805.36
978,1505.29,804.89,699.93,805.36
979,1505.29,804.89,699.93,805.36
980,1505.29,804.89,699.93,805.36
981,1505.29,804.89,699.93,805.36
982,1505.29,804.89,699.93,805.36
983,1505.29,804.89,699.93,805.36
984,1505.29,804.89,699.93,805.36
985,1505.29,804.89,699.93,805.36
986,1505.29,804.89,699.93,805.36
987,1505.29,804.89,699.93,805.36
988,1505.29,804.89,699.93,805.36
989,1505.29,804.89,699.93,805.36
990,1505.29,804.89,699.93,805.36
991,1505.29,804.89,699.93,805.36
992,1505.29,804.89,699.93,805.36
993,1505.29,804.89,699.93,805.36
994,1505.29,804.89,699.93,805.36
995,1505.29,804.89,699.93,805.36
996,1505.29,804.89,699.93,805.36
997,1505.29,804.89,699.93,805.36
998,1505.29,804.89,699.93,805.36
999,1505.29,804.89,699.93,805.36
1000,1505.29,804.89,699.93,805.36
1001,1505.29,804.89,699.93,805.36
1002,1505.29,804.89,699.93,805.36
1003,1505.29,804.89,699.93,805.36
1004,1505.29,804.89,699.93,805.36
1005,1505.29,804.89,699.93,805.36
1006,1505.29,804.89,699.93,805.36
1007,1505.29,804.89,699.93,805.36
1008,1505.29,804.89,699.93,805.36
1009,1505.29,804.89,699.93,805.36
1010,1505.29,804.89,699.93,805.36
1011,1505.29,804.89,699.93,805.36
1012,1505.29,804.89,699.93,805.36
1013,1505.29,804.89,699.93,805.36
1014,1505.29,804.89,699.93,805.36
1015,1505.29,804.89,699.93,805.36
1016,1505.29,804.89,699.93,805.36
1017,1505.29,804.89,699.93,805.36
1018,1505.29,804.89,699.93,805.36
1019,1505.29,804.89,699.93,805.36
1020,1505.29,804.89,699.93,805.36
1021,1505.29,804.89,699.93,805.36
1022,1505.29,804.89,699.93,805.36
1023,1505.29,804.89,699.93,805.36
1024,1505.29,804.89,699.93,805.36
1025,1505.29,804.89,699.93,805.36
1026,1505.29,804.89,699.93,805.36
1027,1505.29,804.89,699.93,805.36
1028,1505.29,804.89,699.93,805.36
1029,1505.29,804.89,699.93,805.36
1030,1505.29,804.89,699.93,805.36
1031,1505.29,804.89,699.93,805.36
1032,1505.29,804.89,699.93,805.36
1033,1505.29,804.89,699.93,805.36
1034,1505.29,804.89,699.93,805.36
1035,1505.29,804.89,699.93,805.36
1036,1505.29,804.89,699.93,805.36
1037,1505.29,804.89,699.93,805.36
1038,1505.29,804.89,699.93,805.36
1039,1505.29,804.89,699.93,805.36
1040,1505.29,804.89,699.93,805.36
1041,1505.29,804.89,699.93,805.36
1042,1505.29,804.89,699.93,805.36
1043,1505.29,804.89,699.93,805.36
1044,1505.29,804.89,699.93,805.36
1045,1505.29,804.89,699.93,805.36
1046,1505.29,804.89,699.93,805.36
1047,1505.29,804.89,699.93,805.36
1048,1505.29,804.89,699.93,805.36
1049,1505.29,804.89,699.93,805.36
1050,1505.29,804.89,699.93,805.36
1051,1505.29,804.89,699.93,805.36
1052,1505.29,804.89,699.93,805.36
1053,1505.29,804.89,699.93,805.36
1054,1505.29,804.89,699.93,805.36
1055,1505.29,804.89,699.93,805.36
1056,1505.29,804.89,699.93,805.36
1057,1505.29,804.89,699.93,805.36
1058,1505.29,804.89,699.93,805.36
1059,1505.29,804.89,699.93,805.36
1060,1505.29,804.89,699.93,805.36
1061,1505.29,804.89,699.93,805.36
1062,1505.29,804.89,699.93,805.36
1063,1505.29,804.89,699.93,805.36
1064,1505.29,804.89,699.93,805.36
1065,1505.29,804.89,699.93,805.36
1066,1505.29,804.89,699.93,805.36
1067,1505.29,804.89,699.93,805.36
1068,1505.29,804.89,699.93,805.36
1069,1505.29,804.89,699.93,805.36
1070,1505.29,804.89,699.93,805.36
1071,1505.29,804.89,699.93,805.36
1072,1505.29,804.89,699.93,805.36
1073,1505.29,804.89,699.93,805.36
1074,1505.29,804.89,699.93,805.36
1075,1505.29,804.89,699.93,805.36
1076,1505.29,804.89,699.93,805.36
1077,1505.29,804.89,699.93,805.36
1078,1505.29,804.89,699.93,805.36
1079,1505.29,804.89,699.93,805.36
1080,1505.29,804.89,699.93,805.36
1081,1505.29,804.89,699.93,805.36
1082,1505.29,804.89,699.93,805.36
1083,1505.29,804.89,699.93,805.36
1084,1505.29,804.89,699.93,805.36
1085,1505.29,804.89,699.93,805.36
1086,1505.29,804.89,699.93,805.36
1087,1505.29,804.89,699.93,805.36
1088,1505.29,804.89,699.93,805.36
1089,1505.29,804.89,699.93,805.36
1090,1505.29,804.89,699.93,805.36
1091,1505.29,804.89,699.93,805.36
1092,1505.29,804.89,699.93,805.36
1093,1505.29,804.89,699.93,805.36
1094,1505.29,804.89,699.93,805.36
1095,1505.29,804.89,699.93,805.36
1096,1505.29,804.89,699.93,805.36
1097,1505.29,804.89,699.93,805.36
1098,1505.29,804.89,699.93,805.36
1099,1505.29,804.89,699.93,805.36
1100,1505.29,804.89,699.93,805.36
1101,1505.29,804.89,699.93,805.36
1102,1505.29,804.89,699.93,805.36
1103,1505.29,804.89,699.93,805.36
1104,1505.29,804.89,699.93,805.36
1105,1505.29,804.89,699.93,805.36
1106,1505.29,804.89,699.93,805.36
1107,1505.29,804.89,699.93,805.36
1108,1505.29,804.89,699.93,805.36
1109,1505.29,804.89,699.93,805.36
1110,1505.29,804.89,699.93,805.36
1111,1505.29,804.89,699.93,805.36
1112,1505.29,804.89,699.93,805.36
1113,1505.29,804.89,699.93,805.36
1114,1505.29,804.89,699.93,805.36
1115,1505.29,804.89,699.93,805.36
1116,1505.29,804.89,699.93,805.36
1117,1505.29,804.89,699.93,805.36
1118,1505.29,804.89,699.93,805.36
1119,1505.29,804.89,699.93,805.36
1120,1505.29,804.89,699.93,805.36
1121,1505.29,804.89,699.93,805.36
1122,1505.29,804.89,699.93,805.36
1123,1505.29,804.89,699.93,805.36
1124,1505.29,804.89,699.93,805.36
1125,1505.29,804.89,699.93,805.36
1126,1505.29,804.89,699.93,805.36
1127,1505.29,804.89,699.93,805.36
1128,1505.29,804.89,699.93,805.36
1129,1505.29,804.89,699.93,805.36
1130,1505.29,804.89,699.93,805.36
1131,1505.29,804.89,699.93,805.36
1132,1505.29,804.89,699.93,805.36
1133,1505.29,804.89,699.93,805.36
1134,1505.29,804.89,699.93,805.36
1135,1505.29,804.89,699.93,805.36
1136,1505.29,804.89,699.93,805.36
1137,1505.29,804.89,699.93,805.36
1138,1505.29,804.89,699.93,805.36
1139,1505.29,804.89,699.93,805.36
1140,1505.29,804.89,699.93,805.36
1141,1505.29,804.89,699.93,805.36
1142,1505.29,804.89,699.93,805.36
1143,1505.29,804.89,699.93,805.36
1144,1505.29,804.89,699.93,805.36
1145,1505.29,804.89,699.93,805.36
1146,1505.29,804.89,699.93,805.36
1147,1505.29,804.89,699.93,805.36
1148,1505.29,804.89,699.93,805.36
1149,1505.29,804.89,699.93,805.36
1150,1505.29,804.89,699.93,805.36
1151,1505.29,804.89,699.93,805.36
1152,1505.29,804.89,699.93,805.36
1153,1505.29,804.89,699.93,805.36
1154,1505.29,804.89,699.93,805.36
1155,1505.29,804.89,699.93,805.36
1156,1505.29,804.89,699.93,805.36
1157,1505.29,804.89,699.93,805.36
1158,1505.29,804.89,699.93,805.36
1159,1505.29,804.89,699.93,805.36
1160,1505.29,804.89,699.93,805.36
1161,1505.29,804.89,699.93,805.36
1162,1505.29,804.89,699.93,805.36
1163,1505.29,804.89,699.93,805.36
1164,1505.29,804.89,699.93,805.36
1165,1505.29,804.89,699.93,805.36
1166,1505.29,804.89,699.93,805.36
1167,1505.29,804.89,699.93,805.36
1168,1505.29,804.89,699.93,805.36
1169,1505.29,804.89,699.93,805.36
1170,1505.29,804.89,699.93,805.36
1171,1505.29,804.89,699.93,805.36
1172,1505.29,804.89,699.93,805.36
1173,1505.29,804.89,699.93,805.36
1174,1505.29,804.89,699.93,805.36
1175,1505.29,804.89,699.93,805.36
1176,1505.29,804.89,699.93,805.36
1177,1505.29,804.89,699.93,805.36
1178,1505.29,804.89,699.93,805.36
1179,1505.29,804.89,699.93,805.36
1180,1505.29,804.89,699.93,805.36
1181,1505.29,804.89,699.93,805.36
1182,1505.29,804.89,699.93,805.36
1183,1505.29,804.89,699.93,805.36
1184,1505.29,804.89,699.93,805.36
1185,1505.29,804.89,699.93,805.36
1186,1505.29,804.89,699.93,805.36
1187,1505.29,804.89,699.93,805.36
1188,1505.29,804.89,699.93,805.36
1189,1505.29,804.89,699.93,805.36
1190,1505.29,804.89,699.93,805.36
1191,1505.29,804.89,699.93,805.36
1192,1505.29,804.89,699.93,805.36
1193,1505.29,804.89,699.93,805.36
1194,1505.29,804.89,699.93,805.36
1195,1505.29,804.89,699.93,805.36
1196,1505.29,804.89,699.93,805.36
1197,1505.29,804.89,699.93,805.36
1198,1505.29,804.89,699.93,805.36
1199,1505.29,804.89,699.93,805.36
1200,1505.29,804.89,699.93,805.36
1201,1505.29,804.89,699.93,805.36
1202,1505.29,804.89,699.93,805.36
1203,1505.29,804.89,699.93,805.36
1204,1505.29,340.31,699.93,805.36
1205,1484.32,788.16,699.93,784.39
1206,1481.86,767.66,699.93,781.93
1207,1502.55,806.62,697.39,805.16
1208,1505.0,804.45,699.26,805.74
1209,1504.37,806.65,699.42,804.95
1210,1505.96,804.88,700.17,805.79
1211,1506.48,806.45,700.48,806.0
1212,1503.98,802.81,698.98,805.0
1213,1505.71,806.82,700.26,805.45
1214,1506.13,806.15,699.99,806.14
1215,1505.5900000000001,804.41,699.86,805.73
1216,1504.33,805.12,699.44,804.89
1217,1505.0900000000001,803.56,699.27,805.82
1218,1505.13,807.13,700.11,805.02
1219,1505.32,807.31,699.78,805.54
1220,1491.05,806.41,699.93,791.12
1221,1505.29,804.89,699.93,805.36
1222,1505.29,804.89,699.93,805.36
1223,1505.29,804.89,699.93,805.36
1224,1505.29,804.89,699.93,805.36
1225,1505.29,804.89,699.93,805.36
1226,1505.29,804.89,699.93,805.36
1227,1505.29,804.89,699.93,805.36
1228,1505.29,804.89,699.93,805.36
1229,1505.29,804.89,699.93,805.36
1230,1505.29,804.89,699.93,805.36
1231,1505.29,804.89,699.93,805.36
1232,1505.29,804.89,699.93,805.36
1233,1505.29,804.89,699.93,805.36
1234,1505.29,804.89,699.93,805.36
1235,1505.29,804.89,699.93,805.36
1236,1505.29,804.89,699.93,805.36
1237,1505.29,804.89,699.93,805.36
1238,1505.29,804.89,699.93,805.36
1239,1505.29,804.89,699.93,805.36
1240,1505.29,804.89,699.93,805.36
1241,1505.29,804.89,699.93,805.36
1242,1505.29,804.89,699.93,805.36
1243,1505.29,804.89,699.93,805.36
1244,1505.29,804.89,699.93,805.36
1245,1505.29,804.89,699.93,805.36
1246,1505.29,804.89,699.93,805.36
1247,1505.29,804.89,699.93,805.36
1248,1505.29,804.89,699.93,805.36
1249,1505.29,804.89,699.93,805.36
1250,1505.29,804.89,699.93,805.36
1251,1505.29,804.89,699.93,805.36
1252,1505.29,804.89,699.93,805.36
1253,1505.29,804.89,699.93,805.36
1254,1505.29,804.89,699.93,805.36
1255,1505.29,804.89,699.93,805.36
1256,1505.29,804.89,699.93,805.36
1257,1505.29,804.89,699.93,805.36
1258,1505.29,804.89,699.93,805.36
1259,1505.29,804.89,699.93,805.36
1260,1505.29,804.89,699.93,805.36
1261,1505.29,804.89,699.93,805.36
1262,1505.29,804.89,699.93,805.36
1263,1505.29,804.89,699.93,805.36
1264,1505.29,804.89,699.93,805.36
1265,1505.29,804.89,699.93,805.36
1266,1505.29,804.89,699.93,805.36
1267,1505.29,804.89,699.93,805.36
1268,1505.29,804.89,699.93,805.36
1269,1505.29,804.89,699.93,805.36
1270,1505.29,804.89,699.93,805.36
1271,1505.29,804.89,699.93,805.36
1272,1505.29,804.89,699.93,805.36
1273,1505.29,804.89,699.93,805.36
1274,1505.29,804.89,699.93,805.36
1275,1505.29,804.89,699.93,805.36
1276,1505.29,804.89,699.93,805.36
1277,1505.29,804.89,699.93,805.36
1278,1505.29,804.89,699.93,805.36
1279,1505.29,804.89,699.93,805.36
1280,1505.29,804.89,699.93,805.36
1281,1505.29,804.89,699.93,805.36
1282,1505.29,804.89,699.93,805.36
1283,1505.29,804.89,699.93,805.36
1284,1505.29,804.89,699.93,805.36
1285,1505.29,804.89,699.93,805.36
1286,1505.29,804.89,699.93,805.36
1287,1505.29,804.89,699.93,805.36
1288,1505.29,804.89,699.93,805.36
1289,1505.29,804.89,699.93,805.36
1290,1505.29,804.89,699.93,805.36
1291,1505.29,463.69,699.93,805.36
1292,1508.1399999999999,804.33,699.93,808.21
1293,1431.8200000000002,807.01,617.88,813.94
1294,1505.52,803.44,700.16,805.36
1295,1505.81,807.74,700.37,805.44
1296,1504.94,804.71,699.46,805.48
1297,1504.5500000000002,806.0,699.33,805.22
1298,1505.31,805.02,699.99,805.32
1299,1505.48,806.62,700.2,805.28
1300,1505.85,804.59,699.95,805.9
1301,1504.65,807.29,699.05,805.6
1302,1504.42,805.5,699.42,805.0
1303,1505.4,804.95,699.9,805.5
1304,1505.52,804.93,700.05,805.47
1305,1505.13,807.15,699.72,805.41
1306,1505.23,807.26,699.97,805.26
1307,1504.74,803.02,699.24,805.5
1308,1504.8400000000001,805.79,699.52,805.32
1309,1221.76,806.04,427.31,794.45
1310,1014.99,339.79,699.93,315.06
1311,1505.29,804.89,699.93,805.36
1312,1505.29,804.89,699.93,805.36
1313,1505.29,804.89,699.93,805.36
1314,1505.29,804.89,699.93,805.36
1315,1505.29,804.89,699.93,805.36
1316,1505.29,804.89,699.93,805.36
1317,1505.29,804.89,699.93,805.36
1318,1505.29,804.89,699.93,805.36
1319,1505.29,804.89,699.93,805.36
1320,1505.29,804.89,699.93,805.36
1321,1505.29,804.89,699.93,805.36
1322,1505.29,804.89,699.93,805.36
1323,1505.29,804.89,699.93,805.36
1324,1505.29,804.89,699.93,805.36
1325,1505.29,804.89,699.93,805.36
1326,1505.29,804.89,699.93,805.36
1327,1505.29,804.89,699.93,805.36
1328,1505.29,804.89,699.93,805.36
1329,1505.29,804.89,699.93,805.36
1330,1505.29,804.89,699.93,805.36
1331,1505.29,804.89,699.93,805.36
1332,1505.29,804.89,699.93,805.36
1333,1505.29,804.89,699.93,805.36
1334,1505.29,804.89,699.93,805.36
1335,1505.29,804.89,699.93,805.36
1336,1505.29,804.89,699.93,805.36
1337,1505.29,804.89,699.93,805.36
1338,1505.29,804.89,699.93,805.36
1339,1505.29,804.89,699.93,805.36
1340,1505.29,804.89,699.93,805.36
1341,1505.29,804.89,699.93,805.36
1342,1505.29,804.89,699.93,805.36
1343,1505.29,804.89,699.93,805.36
1344,1505.29,804.89,699.93,805.36
1345,1505.29,804.89,699.93,805.36
1346,1505.29,804.89,699.93,805.36
1347,1505.29,804.89,699.93,805.36
1348,1505.29,804.89,699.93,805.36
1349,1505.29,804.89,699.93,805.36
1350,1505.29,804.89,699.93,805.36
1351,1505.29,804.89,699.93,805.36
1352,1505.29,804.89,699.93,805.36
1353,1505.29,804.89,699.93,805.36
1354,1505.29,804.89,699.93,805.36
1355,1505.29,804.89,699.93,805.36
1356,1505.29,804.89,699.93,805.36
1357,1505.29,804.89,699.93,805.36
1358,1505.29,804.89,699.93,805.36
1359,1505.29,804.89,699.93,805.36
1360,1505.29,804.89,699.93,805.36
1361,1505.29,804.89,699.93,805.36
1362,1505.29,804.89,699.93,805.36
1363,1505.29,804.89,699.93,805.36
1364,1505.29,804.89,699.93,805.36
1365,1505.29,804.89,699.93,805.36
1366,1505.29,804.89,699.93,805.36
1367,1505.29,804.89,699.93,805.36
1368,1505.29,804.89,699.93,805.36
1369,1505.29,804.89,699.93,805.36
1370,1505.29,804.89,699.93,805.36
1371,1505.29,804.89,699.93,805.36
1372,1505.29,804.89,699.93,805.36
1373,1505.29,804.89,699.93,805.36
1374,1505.29,804.89,699.93,805.36
1375,1505.29,804.89,699.93,805.36
1376,1505.29,804.89,699.93,805.36
1377,1505.29,804.89,699.93,805.36
1378,1505.29,804.89,699.93,805.36
1379,1505.29,804.89,699.93,805.36
1380,1505.29,804.89,699.93,805.36
1381,1505.29,804.89,699.93,805.36
1382,1505.29,804.89,699.93,805.36
1383,1505.29,804.89,699.93,805.36
1384,1505.29,804.89,699.93,805.36
1385,1505.29,804.89,699.93,805.36
1386,1505.29,804.89,699.93,805.36
1387,1505.29,804.89,699.93,805.36
1388,1505.29,804.89,699.93,805.36
1389,1505.29,804.89,699.93,805.36
1390,1505.29,804.89,699.93,805.36
1391,1505.29,804.89,699.93,805.36
1392,1505.29,804.89,699.93,805.36
1393,1505.29,804.89,699.93,805.36
1394,1505.29,804.89,699.93,805.36
1395,1505.29,804.89,699.93,805.36
1396,1505.29,804.89,699.93,805.36
1397,1505.29,804.89,699.93,805.36
1398,1505.29,804.89,699.93,805.36
1399,1505.29,804.89,699.93,805.36
1400,1505.29,804.89,699.93,805.36
1401,1505.29,804.89,699.93,805.36
1402,1505.29,804.89,699.93,805.36
1403,1505.29,804.89,699.93,805.36
1404,1505.29,804.89,699.93,805.36
1405,1505.29,804.89,699.93,805.36
1406,1505.29,804.89,699.93,805.36
1407,1505.29,804.89,699.93,805.36
1408,1505.29,804.89,699.93,805.36
1409,1505.29,804.89,699.93,805.36
1410,1505.29,804.89,699.93,805.36
1411,1505.29,804.89,699.93,805.36
1412,1505.29,804.89,699.93,805.36
1413,1505.29,804.89,699.93,805.36
1414,1505.29,804.89,699.93,805.36
1415,1505.29,804.89,699.93,805.36
1416,1505.29,804.89,699.93,805.36
1417,1505.29,804.89,699.93,805.36
