,"SUM(900, 1000)",FIT_100_001_P.PV,FIT_900_002_P.PV,FIT_1000_001_P.PV
259,4675.0599999999995,4583.18,2108.09,2566.97
260,4720.6,4663.88,2103.48,2617.12
261,4598.32,4819.81,2109.95,2488.37
262,4727.2,4392.33,2112.33,2614.87
263,4647.639999999999,4810.14,2109.4,2538.24
264,5005.530000000001,5192.08,2114.28,2891.25
265,5194.41,5034.04,2116.09,3078.32
266,4707.58,4876.76,2114.5,2593.08
267,4727.24,4383.23,2118.06,2609.18
268,4673.71,4800.09,2113.81,2559.9
269,4669.77,4807.81,2110.02,2559.75
270,5117.52,4990.31,2117.82,2999.7
271,4702.9400000000005,4726.93,2113.94,2589.0
272,4946.370000000001,5146.18,2108.03,2838.34
273,4756.79,4553.09,2071.1,2685.69
274,4421.06,4672.08,1959.16,2461.9
275,4476.41,4411.18,1967.02,2509.39
276,4472.6900000000005,4416.89,1992.39,2480.3
277,4646.43,4757.57,2103.32,2543.11
278,4793.51,4686.52,2097.95,2695.56
279,4800.33,5060.98,2106.11,2694.22
280,4871.55,4872.55,2099.03,2772.52
281,4614.200000000001,4670.38,2097.07,2517.13
282,4605.2,4846.68,2101.58,2503.62
283,4705.32,4726.95,2100.74,2604.58
284,4631.24,4600.74,2101.2,2530.04
285,4824.35,4824.19,2105.16,2719.19
286,4700.27,4759.23,2099.56,2600.71
287,4688.77,4581.51,2103.83,2584.94
288,4787.9,4786.18,2112.72,2675.18
289,4602.58,4875.6,2114.46,2488.12
290,4979.860000000001,4908.4,2110.04,2869.82
291,4821.57,5011.91,2115.25,2706.32
292,4821.860000000001,4675.52,2112.51,2709.35
293,4708.1,4626.0,2112.43,2595.67
294,4678.87,4840.24,2120.92,2557.95
295,4709.32,4738.75,2111.37,2597.95
296,4603.5,4574.27,2114.21,2489.29
297,4637.780000000001,4827.66,2115.44,2522.34
298,4653.1900000000005,4752.19,2109.41,2543.78
299,4615.99,4588.46,2117.57,2498.42
300,4823.58,4895.9,2108.45,2715.13
301,4806.51,5083.08,2110.01,2696.5
302,5079.11,4891.69,2102.95,2976.16
303,4663.96,4836.03,2104.57,2559.39
304,4752.38,4839.54,2111.81,2640.57
305,4734.94,4545.43,2105.49,2629.45
306,4814.33,4791.11,2099.35,2714.98
307,4654.71,4823.03,2108.21,2546.5
308,4671.57,4560.43,2099.67,2571.9
309,4791.59,4758.41,2100.96,2690.63
310,4765.950000000001,4896.83,2108.3,2657.65
311,4764.43,4533.74,2099.2,2665.23
312,4823.39,4724.79,2107.26,2716.13
313,4767.62,4751.12,2108.47,2659.15
314,4719.04,4501.16,2102.63,2616.41
315,4810.43,4567.84,2104.61,2705.82
316,4722.33,4893.32,2109.67,2612.66
317,4685.92,4481.54,2108.19,2577.73
318,4653.98,4538.68,2111.11,2542.87
319,4672.55,4859.8,2106.61,2565.94
320,5023.59,4967.63,2117.0,2906.59
321,4787.21,4772.07,2117.16,2670.05
322,4667.67,4678.7,2111.16,2556.51
323,4668.5599999999995,4739.79,2113.89,2554.67
324,5019.110000000001,5148.56,2111.1,2908.01
325,4698.92,4680.79,2109.94,2588.98
326,4664.879999999999,4706.6,2117.97,2546.91
327,4776.860000000001,4637.97,2110.82,2666.04
328,4684.469999999999,5001.18,2105.41,2579.06
329,5307.46,5190.37,2110.53,3196.93
330,4842.4,5031.46,2104.69,2737.71
331,4714.91,4698.65,2099.16,2615.75
332,4635.1,4571.86,2103.41,2531.69
333,4746.96,4680.94,2104.62,2642.34
334,4701.01,4724.77,2098.66,2602.35
335,4801.469999999999,5089.6,2103.47,2698.0
336,5191.78,5154.32,2103.06,3088.72
337,4662.27,4688.07,2097.85,2564.42
338,4710.6,4743.82,2104.9,2605.7
339,4727.99,4554.2,2106.43,2621.56
340,4732.59,4704.22,2104.11,2628.48
341,4643.21,4677.73,2106.66,2536.55
342,4887.71,5103.86,2102.26,2785.45
343,5333.08,5309.41,2114.7,3218.38
344,4667.530000000001,4607.13,2118.82,2548.71
345,4753.33,4648.14,2106.27,2647.06
346,4627.8,4731.61,2113.98,2513.82
347,4801.3,4674.51,2116.53,2684.77
348,4654.7,4485.07,2110.1,2544.6
349,4797.700000000001,5170.42,2113.44,2684.26
350,5218.66,5208.59,2121.44,3097.22
351,4593.719999999999,4853.55,2108.77,2484.95
352,4810.83,4548.19,2111.79,2699.04
353,4685.17,4592.53,2114.31,2570.86
354,4753.79,4697.83,2110.62,2643.17
355,4521.48,4671.29,2108.56,2412.92
356,4643.75,4615.6,2106.2,2537.55
357,4770.09,4951.08,2107.39,2662.7
358,5446.29,5323.36,2099.06,3347.23
359,4639.57,4947.98,2104.94,2534.63
360,4623.13,4528.13,2104.42,2518.71
361,4725.49,4516.88,2098.73,2626.76
362,4706.9400000000005,4872.38,2100.84,2606.1
363,4793.0599999999995,4553.65,2105.94,2687.12
364,4665.6,4510.35,2100.95,2564.65
365,4610.65,4751.9,2098.75,2511.9
366,4592.21,4728.49,2110.41,2481.8
367,4635.99,4533.23,2101.76,2534.23
368,4567.51,4600.82,2105.18,2462.33
369,4670.01,4983.84,2113.39,2556.62
370,5015.17,4696.78,2107.37,2907.8
371,4698.2,4971.71,2109.43,2588.77
372,4747.73,4634.91,2117.88,2629.85
373,4898.6900000000005,4838.28,2111.08,2787.61
374,4682.17,4834.69,2117.48,2564.69
375,4594.37,4613.25,2116.94,2477.43
376,4622.6,4497.58,2112.32,2510.28
377,4641.200000000001,4742.52,2119.13,2522.07
378,4654.46,4666.12,2109.57,2544.89
379,4683.25,4607.68,2111.44,2571.81
380,4706.05,4552.83,2115.98,2590.07
381,4635.17,4864.73,2102.23,2532.94
382,4660.370000000001,4477.55,2105.05,2555.32
383,4748.54,4601.25,2102.6,2645.94
384,4629.93,4765.32,2102.62,2527.31
385,4633.51,4578.01,2110.47,2523.04
386,4360.31,3712.45,842.1,3518.21
387,3103.5249999999996,677.54,2104.615,998.91
388,4722.889999999999,4717.27,2104.615,2618.2749999999996
389,4722.889999999999,4717.27,2104.615,2618.2749999999996
390,4722.889999999999,4717.27,2104.615,2618.2749999999996
391,4722.889999999999,4717.27,2104.615,2618.2749999999996
392,4722.889999999999,4717.27,2104.615,2618.2749999999996
393,4722.889999999999,4717.27,2104.615,2618.2749999999996
394,4722.889999999999,4717.27,2104.615,2618.2749999999996
395,4722.889999999999,4717.27,2104.615,2618.2749999999996
396,4722.889999999999,4717.27,2104.615,2618.2749999999996
397,4722.889999999999,4717.27,2104.615,2618.2749999999996
398,4722.889999999999,4717.27,2104.615,2618.2749999999996
399,4722.889999999999,4717.27,2104.615,2618.2749999999996
400,4722.889999999999,4717.27,2104.615,2618.2749999999996
401,4222.594999999999,2877.66,2104.615,2117.98
402,5718.405,4110.72,2104.615,3613.79
403,6417.405,4432.64,2104.615,4312.79
404,6753.735,5029.37,2104.615,4649.12
405,6703.655,4589.63,2104.615,4599.04
406,6875.925,4629.9,2104.615,4771.31
407,6761.6449999999995,4634.65,2104.615,4657.03
408,6882.005,4959.67,2104.615,4777.39
409,6960.795,4965.06,2104.615,4856.18
410,6977.025,4882.93,2104.615,4872.41
411,6911.375,4676.62,2104.615,4806.76
412,6907.855,4888.72,2104.615,4803.24
413,6930.495,4870.81,2104.615,4825.88
414,6883.175,4378.14,2104.615,4778.56
415,6643.014999999999,4826.51,2104.615,4538.4
416,6716.525,4706.34,2104.615,4611.91
417,6921.715,4681.83,2104.615,4817.1
418,7339.085,5491.41,2104.615,5234.47
419,7278.844999999999,4879.26,2104.615,5174.23
420,6936.325,4582.53,2104.615,4831.71
421,6768.655,4652.86,2104.615,4664.04
422,6774.785,4729.43,2104.615,4670.17
423,6763.635,4507.5,2104.615,4659.02
424,6725.514999999999,4846.09,2104.615,4620.9
425,6934.575,5430.31,2104.615,4829.96
426,7105.8949999999995,4723.85,2104.615,5001.28
427,6853.035,4721.15,2104.615,4748.42
428,6761.565,4683.13,2104.615,4656.95
429,6847.455,4673.85,2104.615,4742.84
430,6781.995,5076.91,2104.615,4677.38
431,7287.795,5384.15,2104.615,5183.18
432,6929.915,4516.11,2104.615,4825.3
433,6792.3949999999995,4738.61,2104.615,4687.78
434,6778.405,4751.96,2104.615,4673.79
435,6663.485,4540.33,2104.615,4558.87
436,6769.275,4749.26,2104.615,4664.66
437,7071.575,5504.02,2104.615,4966.96
438,7043.465,4819.52,2104.615,4938.85
439,6778.175,4566.37,2104.615,4673.56
440,6784.844999999999,4763.8,2104.615,4680.23
441,6907.535,5044.09,2104.615,4802.92
442,7230.415,5211.42,2104.615,5125.8
443,6378.205,4867.05,2104.615,4273.59
444,6903.135,4613.47,2104.615,4798.52
445,6744.764999999999,4611.61,2104.615,4640.15
446,6623.655,4726.52,2104.615,4519.04
447,4755.62,4649.88,1139.74,3615.88
448,4543.13,4611.2,2089.15,2453.98
449,4140.93,4008.87,301.26,3839.67
450,5903.995,3467.53,2104.615,3799.38
451,6090.535,3531.21,2104.615,3985.92
452,6240.965,3546.83,2104.615,4136.35
453,6295.275,3544.42,2104.615,4190.66
454,6383.025,3541.65,2104.615,4278.41
455,6238.785,3542.46,2104.615,4134.17
456,6278.605,3548.79,2104.615,4173.99
457,6395.605,3555.53,2104.615,4290.99
458,6509.445,3218.12,2104.615,4404.83
459,5374.1849999999995,2916.85,2104.615,3269.57
460,6618.344999999999,3464.23,2104.615,4513.73
461,6958.715,3440.24,2104.615,4854.1
462,6883.285,3435.35,2104.615,4778.67
463,10507.225,3435.27,2104.615,8402.61
464,18521.714999999997,3444.35,2104.615,16417.1
465,20104.515,3457.61,2104.615,17999.9
466,9836.715,3454.5,2104.615,7732.1
467,5574.615,3502.55,2104.615,3470.0
468,5574.615,3545.97,2104.615,3470.0
469,5574.615,3545.61,2104.615,3470.0
470,5574.615,3539.66,2104.615,3470.0
471,5574.615,3552.5,2104.615,3470.0
472,5574.615,3548.05,2104.615,3470.0
473,5574.615,3531.62,2104.615,3470.0
474,5574.615,3513.64,2104.615,3470.0
475,5574.615,3487.42,2104.615,3470.0
476,5574.615,3369.01,2104.615,3470.0
477,5574.615,3365.83,2104.615,3470.0
478,5574.615,3253.75,2104.615,3470.0
479,5574.615,3235.43,2104.615,3470.0
480,5574.615,3208.53,2104.615,3470.0
481,5574.615,2492.06,2104.615,3470.0
482,5574.615,2180.58,2104.615,3470.0
483,5574.615,3259.05,2104.615,3470.0
484,5574.615,3823.64,2104.615,3470.0
485,5574.615,3647.92,2104.615,3470.0
486,5574.615,2890.78,2104.615,3470.0
487,5574.615,3142.06,2104.615,3470.0
488,5574.615,3121.49,2104.615,3470.0
489,5574.615,3120.97,2104.615,3470.0
490,5574.615,3388.04,2104.615,3470.0
491,5574.615,3488.1,2104.615,3470.0
492,5574.615,3254.41,2104.615,3470.0
493,5574.615,3889.6,2104.615,3470.0
494,5574.615,3737.25,2104.615,3470.0
495,5574.615,3872.41,2104.615,3470.0
496,5574.615,3944.1,2104.615,3470.0
497,5574.615,4031.4,2104.615,3470.0
498,5574.615,3914.36,2104.615,3470.0
499,5574.615,3731.8,2104.615,3470.0
500,5574.615,3808.03,2104.615,3470.0
501,5574.615,3966.22,2104.615,3470.0
502,5574.615,3786.33,2104.615,3470.0
503,5574.615,4443.34,2104.615,3470.0
504,5574.615,4275.63,2104.615,3470.0
505,5574.615,4173.16,2104.615,3470.0
506,7743.094999999999,4482.66,2104.615,5638.48
507,6644.995,4446.45,2104.615,4540.38
508,4654.91,4201.8,1095.65,3559.26
509,4253.37,4361.45,1219.94,3033.43
510,5942.584999999999,4293.05,2104.615,3837.97
511,6156.905,4085.99,2104.615,4052.29
512,5722.035,3691.57,2104.615,3617.42
513,5830.455,3900.36,2104.615,3725.84
514,4030.1800000000003,3770.54,909.57,3120.61
515,5735.115,3914.21,2104.615,3630.5
516,5809.645,3855.84,2104.615,3705.03
517,6030.6849999999995,3850.5,2104.615,3926.07
518,4294.4,4019.62,718.47,3575.93
519,3873.3,3953.62,1275.38,2597.92
520,3975.9500000000003,3874.35,1353.19,2622.76
521,3978.88,4001.2,1414.09,2564.79
522,3944.53,3959.44,1421.19,2523.34
523,3833.3099999999995,3869.38,1409.07,2424.24
524,4407.86,4676.65,1416.61,2991.25
525,4465.77,4747.56,1541.21,2924.56
526,5191.5,4888.05,2105.85,3085.65
527,5021.780000000001,4996.8,2121.02,2900.76
528,4746.96,4926.22,2102.53,2644.43
529,4742.3099999999995,4522.37,2107.67,2634.64
530,4958.07,5003.05,2107.66,2850.41
531,4643.84,4690.96,2097.08,2546.76
532,4799.52,4782.13,2107.19,2692.33
533,4855.389999999999,5016.33,2103.42,2751.97
534,4693.04,4783.45,2099.17,2593.87
535,4809.55,4750.82,2108.8,2700.75
536,4640.889999999999,4729.65,2098.52,2542.37
537,4702.950000000001,4595.27,2095.67,2607.28
538,4498.84,4498.34,2105.64,2393.2
539,4665.8099999999995,4854.6,2101.34,2564.47
540,4681.87,4671.29,2101.4,2580.47
541,4893.389999999999,4941.56,2110.69,2782.7
542,5106.5,5099.51,2099.53,3006.97
543,4675.549999999999,4804.87,2110.14,2565.41
544,4734.98,4481.26,2114.08,2620.9
545,4715.6,4962.06,2104.17,2611.43
546,5127.57,4942.95,2118.92,3008.65
547,4881.55,4683.12,2115.77,2765.78
548,4806.32,4986.08,2111.94,2694.38
549,4778.49,5106.0,2117.57,2660.92
550,4907.799999999999,4643.11,2111.83,2795.97
551,4587.75,4705.1,2116.08,2471.67
552,4681.71,4798.13,2116.48,2565.23
553,4718.76,4482.17,2112.84,2605.92
554,4588.0,4635.46,2118.3,2469.7
555,4607.48,4778.38,2112.68,2494.8
556,4571.73,4557.58,2104.76,2466.97
557,4596.97,4518.78,2107.44,2489.53
558,4615.12,4889.92,2108.91,2506.21
559,4633.52,4477.72,2102.11,2531.41
560,4761.25,4930.01,2103.61,2657.64
561,5013.889999999999,5154.7,2104.45,2909.44
562,4745.12,4565.99,2099.6,2645.52
563,4597.01,4662.29,2101.19,2495.82
564,4614.87,4684.95,2103.83,2511.04
565,4511.23,4681.03,2100.71,2410.52
566,4606.25,4524.5,2106.67,2499.58
567,4587.68,4717.91,2096.84,2490.84
568,4551.37,4741.77,2103.38,2447.99
569,4562.75,4415.65,2106.54,2456.21
570,4623.2,4810.86,2109.89,2513.31
571,4555.61,4671.04,2112.62,2442.99
572,4569.110000000001,4486.23,2116.35,2452.76
573,4623.0,4723.55,2115.06,2507.94
574,4628.24,4736.32,2112.15,2516.09
575,4586.280000000001,4507.66,2121.13,2465.15
576,4639.88,4604.58,2112.52,2527.36
577,4678.22,4991.44,2113.21,2565.01
578,5230.12,5068.07,2115.65,3114.47
579,4639.780000000001,4687.59,2111.5,2528.28
580,4642.8,4726.27,2117.3,2525.5
581,4710.91,4671.27,2110.44,2600.47
582,4978.92,5289.24,2109.3,2869.62
583,4954.53,4947.11,2108.68,2845.85
584,4747.6,4616.82,2105.22,2642.38
585,4909.94,5146.0,2107.7,2802.24
586,4826.9400000000005,4994.79,2099.42,2727.52
587,4775.57,4718.15,2102.39,2673.18
588,5291.96,5287.24,2102.33,3189.63
589,4770.77,4758.52,2097.79,2672.98
590,4835.11,4751.19,2102.24,2732.87
591,4857.71,5003.74,2103.43,2754.28
592,4841.41,4735.32,2092.78,2748.63
593,4713.42,4556.89,2106.32,2607.1
594,4752.32,4877.21,2108.65,2643.67
595,4828.120000000001,4521.23,2100.05,2728.07
596,4663.4,4553.1,2115.31,2548.09
597,4767.55,4852.97,2117.29,2650.26
598,4751.6900000000005,4740.1,2111.08,2640.61
599,4658.46,4594.29,2120.36,2538.1
600,4542.84,4774.09,2113.76,2429.08
601,4668.18,4615.93,2113.55,2554.63
602,4657.25,4591.53,2112.65,2544.6
603,4635.4,4785.27,2110.53,2524.87
604,4905.0599999999995,4999.72,2115.11,2789.95
605,4721.33,4611.18,2113.75,2607.58
606,4740.22,4803.71,2111.51,2628.71
607,5030.57,5003.0,2114.3,2916.27
