,FIT_400_001B_P.PV,FIT_400_002B_P.PV,Q_400_001B_P.PV
993,803.88,699.53,805.27
994,804.8,699.88,805.16
995,807.2,700.0,805.46
996,805.16,700.43,805.16
997,805.29,699.98,805.2
998,809.21,700.26,805.53
999,807.96,699.46,805.53
1000,804.43,699.84,804.99
1001,803.64,700.11,805.21
1002,803.8,700.41,805.45
1003,804.56,700.56,805.62
1004,807.07,700.55,805.04
1005,807.18,699.86,805.18
1006,803.69,699.78,805.66
1007,806.48,699.79,805.72
1008,805.34,700.06,805.19
1009,804.3,699.7,805.43
1010,805.38,700.02,805.29
1011,804.0,699.86,805.51
1012,805.73,699.69,805.35
1013,810.39,700.93,805.49
1014,806.77,699.31,805.33
1015,803.02,699.28,805.24
1016,801.94,700.02,805.75
1017,809.77,700.22,805.39
1018,807.25,699.73,805.57
1019,800.51,699.41,805.35
1020,807.87,700.23,805.61
1021,806.65,699.48,805.5
1022,807.23,700.2,805.26
1023,805.27,699.6,805.48
1024,804.15,700.24,805.57
1025,804.79,700.05,805.2
1026,806.81,699.96,804.89
1027,806.0,700.24,805.43
1028,804.02,699.96,805.45
1029,805.97,700.0,805.47
1030,807.33,700.03,805.44
1031,804.91,699.89,805.63
1032,803.69,699.96,805.08
1033,803.41,699.38,805.47
1034,804.31,699.92,805.54
1035,806.03,699.93,805.46
1036,804.96,699.58,805.62
1037,803.85,699.69,805.43
1038,804.18,700.53,805.31
1039,804.93,699.93,805.36
1040,805.08,699.66,805.23
1041,803.4,700.01,805.25
1042,807.95,700.01,805.44
1043,806.19,699.73,805.3
1044,806.52,700.0,805.31
1045,806.83,700.38,805.47
1046,804.41,700.11,805.18
1047,805.04,699.96,805.54
1048,804.53,700.09,804.83
1049,805.58,700.01,805.49
1050,805.31,699.98,805.52
1051,804.7,700.12,805.15
1052,803.46,699.99,805.3
1053,806.16,700.08,805.46
1054,805.34,699.92,805.18
1055,806.75,700.04,805.25
1056,805.53,700.08,805.51
1057,803.14,699.98,805.69
1058,804.78,699.8,805.12
1059,805.87,700.11,805.48
1060,803.81,700.31,805.11
1061,804.93,699.8,805.88
1062,806.51,700.05,805.31
1063,805.36,700.03,805.12
1064,805.07,699.92,805.29
1065,805.73,700.15,805.21
1066,804.8,699.77,805.39
1067,808.79,700.23,805.52
1068,805.95,699.86,805.8
1069,806.08,699.95,805.19
1070,805.59,699.77,805.38
1071,804.88,700.01,805.52
1072,804.67,699.97,805.54
1073,803.05,699.76,805.91
1074,806.87,700.32,805.68
1075,805.0,699.89,805.37
1076,805.44,699.6,805.63
1077,805.26,700.71,805.3
1078,806.9,699.64,805.72
1079,805.53,699.85,804.97
1080,807.21,700.16,805.53
1081,804.83,700.18,805.0
1082,807.27,699.84,805.61
1083,807.84,700.24,805.15
1084,806.16,699.83,805.45
1085,805.32,699.57,805.54
1086,805.66,699.91,805.36
1087,807.07,699.24,805.68
1088,806.84,700.98,805.4
1089,805.56,699.83,805.5
1090,804.36,699.84,805.18
1091,807.06,700.2,805.28
1092,807.76,699.61,805.5
1093,806.28,700.16,805.52
1094,805.36,700.11,805.24
1095,803.52,699.87,805.31
1096,803.23,700.22,805.42
1097,808.79,700.47,805.38
1098,808.2,699.67,805.39
1099,805.37,699.51,805.02
1100,801.81,699.78,805.35
1101,803.83,700.94,805.53
1102,805.53,700.36,805.15
1103,804.54,700.46,805.19
1104,806.83,700.57,805.6
1105,807.71,699.48,805.31
1106,802.01,699.36,805.98
1107,809.83,699.85,805.47
1108,805.92,699.81,805.2
1109,804.33,700.22,805.57
1110,806.13,700.66,805.52
1111,805.61,700.13,805.21
1112,805.34,699.66,805.31
1113,805.62,699.65,805.41
1114,806.0,699.46,805.46
1115,806.78,699.86,805.33
1116,804.92,699.72,805.29
1117,804.61,700.41,805.02
1118,803.77,700.01,805.11
1119,803.87,699.97,805.39
1120,806.23,700.0,805.45
1121,806.97,700.12,805.48
1122,805.64,699.66,805.34
1123,805.29,700.1,805.43
1124,806.63,699.48,805.66
1125,806.29,699.2,805.54
1126,804.91,700.6,805.59
1127,804.45,700.18,805.36
1128,805.67,699.74,805.52
1129,805.27,699.89,805.39
1130,805.63,700.41,805.01
1131,805.0,699.2,804.98
1132,805.14,700.58,805.67
1133,806.1,699.94,804.95
1134,807.77,699.58,805.33
1135,805.46,700.39,805.75
1136,805.98,699.84,805.43
1137,804.95,699.58,805.51
1138,806.0,699.9,805.08
1139,805.76,699.51,805.1
1140,804.93,699.84,805.62
1141,805.4,700.31,805.43
1142,803.97,700.18,805.23
1143,805.08,699.89,805.74
1144,804.97,699.55,805.35
1145,806.43,699.55,805.78
1146,806.84,699.71,805.64
1147,804.19,699.63,805.4
1148,803.42,699.91,805.51
1149,804.64,700.17,805.23
1150,809.39,700.49,805.49
1151,807.33,699.45,805.18
1152,804.71,699.83,805.5
1153,804.06,699.49,805.31
1154,804.38,699.99,805.33
1155,804.56,700.11,805.42
1156,803.04,700.19,805.35
1157,806.9,699.96,791.72
1158,804.61,699.96,805.37
1159,804.61,699.96,805.37
1160,804.61,699.96,805.37
1161,804.61,699.96,805.37
1162,804.61,699.96,805.37
1163,804.61,699.96,805.37
1164,804.61,699.96,805.37
1165,804.61,699.96,805.37
1166,804.61,699.96,805.37
1167,804.61,699.96,805.37
1168,804.61,699.96,805.37
1169,804.61,699.96,805.37
1170,804.61,699.96,805.37
1171,804.61,699.96,805.37
1172,804.61,699.96,805.37
1173,804.61,699.96,805.37
1174,804.61,699.96,805.37
1175,804.61,699.96,805.37
1176,804.61,699.96,805.37
1177,804.61,699.96,805.37
1178,804.61,699.96,805.37
1179,804.61,699.96,805.37
1180,804.61,699.96,805.37
1181,804.61,699.96,805.37
1182,804.61,699.96,805.37
1183,804.61,699.96,805.37
1184,804.61,699.96,805.37
1185,804.61,699.96,805.37
1186,804.61,699.96,805.37
1187,804.61,699.96,805.37
1188,804.61,699.96,805.37
1189,804.61,699.96,805.37
1190,335.4,699.96,805.37
1191,803.96,699.96,806.58
1192,802.85,699.96,805.52
1193,805.07,699.96,805.86
1194,809.68,699.96,805.45
1195,806.51,373.97,813.1
1196,803.83,699.16,805.22
1197,807.34,700.01,805.28
1198,800.39,699.16,805.12
1199,808.27,701.23,805.41
1200,802.98,699.42,805.13
1201,807.71,700.28,805.33
1202,801.52,699.92,805.16
1203,810.47,700.97,805.38
1204,800.5,699.55,805.66
1205,806.84,700.38,805.22
1206,806.14,699.92,805.21
1207,806.56,700.02,805.59
1208,804.39,699.51,805.43
1209,803.65,700.3,805.39
1210,806.92,700.28,805.51
1211,806.64,699.5,805.45
1212,805.75,699.7,805.23
1213,805.55,700.02,805.48
1214,805.62,700.09,805.1
1215,808.87,699.56,805.47
1216,806.53,699.33,805.75
1217,804.91,699.39,805.45
1218,803.22,699.49,805.51
1219,802.6,700.01,805.31
1220,803.48,700.05,805.41
1221,812.02,700.85,805.2
1222,803.85,699.2,805.3
1223,804.16,699.21,805.41
1224,803.31,699.84,805.85
1225,803.1,700.19,805.28
1226,802.79,700.0,805.31
1227,808.03,362.87,794.46
1228,804.61,699.96,805.37
1229,804.61,699.96,805.37
1230,804.61,699.96,805.37
1231,804.61,699.96,805.37
1232,804.61,699.96,805.37
1233,804.61,699.96,805.37
1234,804.61,699.96,805.37
1235,804.61,699.96,805.37
1236,804.61,699.96,805.37
1237,804.61,699.96,805.37
1238,804.61,699.96,805.37
1239,804.61,699.96,805.37
1240,804.61,699.96,805.37
1241,804.61,699.96,805.37
1242,804.61,699.96,805.37
1243,804.61,699.96,805.37
1244,804.61,699.96,805.37
1245,804.61,699.96,805.37
1246,804.61,699.96,805.37
1247,804.61,699.96,805.37
1248,804.61,699.96,805.37
1249,804.61,699.96,805.37
1250,324.43,699.96,805.37
1251,779.5,699.96,785.36
1252,782.31,465.65,793.08
1253,803.19,701.37,804.93
1254,808.77,699.67,805.48
1255,803.79,699.94,805.69
1256,807.9,700.09,805.26
1257,802.7,699.36,805.33
1258,807.93,700.55,805.26
1259,802.52,699.82,805.3
1260,807.4,699.91,805.27
1261,805.94,699.74,805.05
1262,803.64,700.04,805.32
1263,809.25,700.74,805.5
1264,799.87,699.66,805.06
1265,810.73,701.03,805.28
1266,800.73,699.08,805.25
1267,809.36,701.05,805.54
1268,806.51,700.54,805.36
1269,804.91,699.62,805.11
1270,805.76,700.45,805.42
1271,805.63,699.74,805.37
1272,804.77,700.39,805.32
1273,803.39,700.34,805.31
1274,802.28,699.28,805.42
1275,803.72,699.65,805.52
1276,805.5,699.66,805.23
1277,811.45,701.1,805.41
1278,802.73,699.51,805.45
1279,808.81,700.39,805.51
1280,804.76,699.19,805.05
1281,806.9,700.12,805.49
1282,805.65,699.72,805.71
1283,803.4,699.66,805.02
1284,802.98,700.6,805.13
1285,809.4,701.04,805.37
1286,807.22,699.4,805.56
1287,801.94,700.08,805.32
1288,804.23,700.12,804.97
1289,811.21,700.34,805.53
1290,805.98,699.65,805.27
1291,798.65,699.6,805.52
1292,810.9,700.46,805.5
1293,806.13,699.57,805.57
1294,802.26,699.68,805.71
1295,802.42,699.79,805.38
1296,811.71,700.25,805.23
1297,806.83,700.06,804.97
1298,802.34,699.91,805.73
1299,800.74,699.84,805.33
1300,808.63,701.12,805.46
1301,806.84,700.24,805.28
1302,807.45,700.21,805.2
1303,803.22,700.32,805.13
1304,799.97,700.01,805.52
1305,812.64,700.74,805.1
1306,800.59,699.66,805.41
1307,808.81,700.57,805.18
1308,808.77,700.08,805.46
1309,802.54,699.08,805.31
1310,804.96,699.24,805.13
1311,811.71,701.09,805.71
1312,802.77,699.34,805.16
1313,808.11,700.32,805.58
1314,807.56,699.8,805.45
1315,802.56,699.59,805.65
1316,800.55,699.62,805.37
1317,805.02,700.26,805.64
1318,807.69,699.88,805.35
1319,803.04,699.63,805.4
1320,326.12,699.96,322.89
1321,804.61,699.96,805.37
1322,804.61,699.96,805.37
1323,804.61,699.96,805.37
1324,804.61,699.96,805.37
1325,804.61,699.96,805.37
1326,804.61,699.96,805.37
1327,804.61,699.96,805.37
1328,804.61,699.96,805.37
1329,804.61,699.96,805.37
1330,804.61,699.96,805.37
1331,804.61,699.96,805.37
1332,804.61,699.96,805.37
1333,804.61,699.96,805.37
1334,804.61,699.96,805.37
1335,804.61,699.96,805.37
1336,804.61,699.96,805.37
1337,804.61,699.96,805.37
1338,804.61,699.96,805.37
1339,804.61,699.96,805.37
1340,804.61,699.96,805.37
1341,804.61,699.96,805.37
1342,804.61,699.96,805.37
1343,804.61,699.96,805.37
1344,804.61,699.96,805.37
1345,804.61,699.96,805.37
1346,804.61,699.96,805.37
1347,804.61,699.96,805.37
1348,441.52,699.96,805.37
1349,806.26,699.96,715.47
1350,800.52,380.75,814.24
1351,801.94,697.67,805.44
1352,809.39,701.16,805.99
1353,801.36,699.61,805.65
1354,807.54,700.11,805.06
1355,805.56,700.05,805.63
1356,801.93,699.27,804.88
1357,809.85,700.37,805.41
1358,798.68,699.17,805.44
1359,808.36,700.52,805.36
1360,801.21,699.78,805.48
1361,804.6,700.14,805.82
1362,805.47,700.74,805.25
1363,806.65,700.17,805.52
1364,804.96,700.27,805.43
1365,805.18,700.11,805.39
1366,806.96,700.12,805.39
1367,804.98,700.77,805.73
1368,803.88,699.6,805.15
1369,802.04,700.41,805.34
1370,808.93,700.33,805.08
1371,803.99,699.57,805.24
1372,803.0,700.21,805.94
1373,806.25,699.55,805.48
1374,806.95,699.42,805.53
1375,805.42,700.02,805.21
1376,803.22,699.5,805.37
1377,810.29,699.74,805.41
1378,805.87,699.76,805.33
1379,801.42,699.74,805.37
1380,805.04,699.9,805.59
1381,808.79,700.3,805.53
1382,804.67,699.47,805.43
1383,807.44,700.22,805.74
1384,800.62,699.54,804.83
1385,807.79,700.75,805.25
1386,798.65,699.69,805.21
1387,807.54,700.29,805.38
1388,806.82,699.8,805.47
1389,805.71,700.15,805.02
1390,805.75,700.01,805.54
1391,803.86,699.25,805.37
1392,811.24,700.35,805.48
1393,797.58,699.05,805.27
1394,587.4,427.36,490.78
1395,809.72,699.96,626.66
1396,801.9,699.96,814.98
1397,807.53,700.9,805.24
1398,805.55,700.28,805.43
1399,804.62,699.34,805.27
1400,806.57,700.61,805.43
1401,806.16,699.69,805.44
1402,806.22,699.59,805.59
1403,803.83,699.72,805.63
1404,808.61,700.4,805.5
1405,804.19,700.16,805.24
1406,803.08,700.85,805.21
1407,808.2,700.19,805.21
1408,783.36,681.89,791.17
1409,804.67,699.07,805.38
1410,803.34,699.17,805.06
1411,807.23,700.92,805.52
1412,808.03,699.58,805.32
1413,803.87,699.88,805.53
1414,805.79,700.17,805.5
1415,805.46,700.18,805.37
1416,805.82,699.34,805.4
1417,805.7,699.74,805.1
1418,804.86,699.43,805.1
1419,805.1,700.13,805.24
1420,809.14,699.91,805.45
1421,807.81,700.02,805.5
1422,806.92,700.08,805.35
1423,806.1,699.59,805.35
1424,805.94,699.92,805.29
1425,805.84,700.02,805.21
1426,805.68,699.51,805.25
1427,806.01,699.63,805.36
1428,806.59,699.76,805.55
1429,805.42,700.29,805.36
1430,805.63,699.91,805.52
1431,806.2,700.1,805.4
1432,804.92,699.86,805.35
1433,802.84,699.33,805.39
1434,804.89,699.9,805.51
1435,806.85,699.82,805.37
1436,805.59,699.74,805.17
1437,805.73,699.48,805.22
1438,809.42,700.65,805.27
1439,806.77,700.04,805.68
1440,806.92,699.93,805.38
1441,807.55,700.03,805.53
1442,804.43,699.67,804.87
1443,801.9,699.61,805.29
1444,805.95,700.25,805.63
1445,805.24,700.2,805.35
1446,805.61,700.15,805.45
1447,805.35,699.99,805.12
1448,808.5,699.76,805.13
1449,805.83,699.66,805.14
1450,804.23,699.9,805.03
1451,800.55,699.84,805.46
1452,806.13,699.95,805.59
1453,805.45,700.01,805.35
1454,807.34,699.95,805.3
1455,805.6,700.53,805.38
1456,808.37,700.66,804.94
1457,810.34,700.31,805.4
1458,797.66,699.18,805.12
1459,811.15,701.1,805.46
1460,801.3,699.32,805.16
1461,805.24,700.55,805.55
1462,808.31,700.01,805.66
1463,808.54,699.65,805.67
1464,805.16,699.37,805.59
1465,802.52,699.63,805.26
1466,802.62,699.14,805.4
1467,805.7,700.26,805.48
1468,808.25,700.54,805.14
1469,805.7,699.95,805.24
1470,804.92,699.88,805.36
1471,799.66,699.63,805.43
1472,810.31,700.69,805.51
1473,807.67,699.74,805.12
1474,804.62,699.85,805.4
1475,806.36,699.63,805.43
1476,798.36,699.53,805.44
1477,807.54,699.1,801.82
1478,745.38,645.18,754.33
1479,805.37,699.3,805.46
1480,802.25,699.02,805.47
1481,812.22,700.46,804.97
1482,803.3,699.6,805.36
1483,803.28,699.89,805.24
1484,804.54,700.12,805.43
1485,803.63,699.43,805.21
1486,806.55,700.32,805.34
1487,805.74,699.72,805.5
1488,807.02,700.69,805.23
1489,807.06,699.92,804.94
1490,804.67,700.07,805.2
1491,805.2,700.12,805.2
1492,806.45,699.77,805.33
1493,806.18,700.01,805.51
1494,804.2,700.3,805.28
1495,804.19,699.49,805.41
1496,756.0,462.2,724.37
1497,804.61,699.96,805.37
1498,804.61,699.96,805.37
1499,804.61,699.96,805.37
1500,804.61,699.96,805.37
1501,804.61,699.96,805.37
1502,804.61,699.96,805.37
1503,804.61,699.96,805.37
1504,804.61,699.96,805.37
1505,804.61,699.96,805.37
1506,804.61,699.96,805.37
1507,804.61,699.96,805.37
1508,804.61,699.96,805.37
1509,804.61,699.96,805.37
1510,804.61,699.96,805.37
1511,804.37,699.96,753.88
1512,804.19,699.96,822.01
1513,803.61,698.53,805.72
1514,804.01,699.52,805.09
1515,806.48,700.28,805.21
1516,806.15,699.76,805.33
1517,809.56,699.9,805.27
1518,802.06,698.59,805.35
1519,803.19,699.81,805.23
1520,803.16,699.91,805.41
1521,805.92,700.0,805.35
1522,807.61,699.5,805.41
1523,804.4,699.97,805.4
1524,803.19,699.36,805.36
1525,805.85,700.64,805.46
1526,808.1,700.54,805.36
1527,807.9,699.09,805.22
1528,803.01,699.49,805.75
1529,805.72,700.14,805.34
1530,808.93,700.16,805.5
1531,802.08,699.32,805.34
1532,799.66,699.73,805.14
1533,810.67,700.81,805.63
1534,807.9,699.82,805.17
1535,805.38,699.97,805.42
1536,797.39,699.58,805.53
1537,812.48,700.91,805.29
1538,798.45,698.96,805.44
1539,810.1,700.93,805.3
1540,806.6,699.41,805.22
1541,804.52,699.36,805.59
1542,803.84,699.66,805.21
1543,806.19,700.43,805.57
1544,805.55,699.35,805.23
1545,805.16,699.42,805.46
1546,802.3,699.71,805.31
1547,805.32,700.73,805.32
1548,804.86,700.23,804.98
1549,805.14,700.33,805.61
1550,803.47,699.83,805.39
1551,808.17,700.06,805.47
1552,801.94,699.05,805.43
1553,802.69,700.16,805.45
1554,806.92,700.03,805.33
1555,806.45,700.04,805.28
1556,802.19,700.09,805.23
1557,808.04,700.98,805.54
1558,807.53,700.21,805.5
1559,805.83,699.64,805.27
1560,802.65,699.37,805.47
1561,807.12,699.9,805.25
1562,801.02,700.01,805.29
1563,808.93,700.89,805.67
1564,805.38,699.57,805.46
1565,804.16,699.5,805.56
1566,801.73,699.86,805.75
1567,806.26,700.15,805.19
1568,807.91,700.33,805.38
1569,804.96,700.26,805.43
1570,802.35,700.13,804.98
1571,807.61,700.19,805.65
1572,801.33,700.0,805.37
1573,807.43,700.76,805.5
1574,804.73,700.26,805.32
1575,804.97,700.23,805.43
1576,805.15,699.85,805.74
1577,805.43,699.62,804.98
1578,804.76,700.4,805.57
1579,807.35,700.1,805.4
1580,805.37,700.39,805.34
1581,804.67,699.68,805.23
1582,804.73,700.17,805.16
1583,807.69,700.54,805.54
1584,806.58,699.92,805.34
1585,804.45,700.24,805.38
1586,803.54,699.79,805.54
1587,808.9,700.34,805.61
1588,806.22,699.71,805.49
1589,802.99,699.56,805.35
1590,806.8,700.31,805.61
1591,803.12,699.63,805.42
1592,806.37,700.05,805.56
1593,785.29,678.41,776.87
1594,804.61,699.96,805.37
1595,488.02,699.96,805.37
1596,553.1,699.96,535.74
1597,804.61,699.96,805.37
1598,804.61,699.96,805.37
1599,804.61,699.96,805.37
1600,804.61,699.96,805.37
1601,804.61,699.96,805.37
1602,804.61,699.96,805.37
1603,804.61,699.96,805.37
1604,804.61,699.96,805.37
1605,804.61,699.96,805.37
1606,804.61,699.96,805.37
1607,804.61,699.96,805.37
1608,804.61,699.96,805.37
1609,810.85,699.96,595.17
1610,804.31,699.96,817.05
1611,806.97,699.97,805.88
1612,799.83,698.52,805.7
1613,809.09,700.14,805.37
1614,802.28,699.96,791.11
1615,804.61,699.96,805.37
1616,804.61,699.96,805.37
1617,804.61,699.96,805.37
1618,804.61,699.96,805.37
1619,804.61,699.96,805.37
1620,804.61,699.96,805.37
1621,439.64,699.96,805.37
1622,807.27,699.96,807.36
1623,802.66,594.04,815.61
1624,805.7,698.92,805.48
1625,804.72,699.6,805.59
1626,804.23,699.37,805.5
1627,808.63,699.69,805.44
1628,802.24,699.18,805.41
1629,803.53,699.25,805.55
1630,807.38,700.35,805.36
1631,809.18,699.75,805.3
1632,803.46,699.61,805.37
1633,803.82,699.66,805.45
1634,804.95,699.94,805.53
1635,806.52,699.51,805.38
1636,805.43,696.05,802.48
1637,657.18,699.96,623.5
1638,804.61,699.96,805.37
1639,804.61,699.96,805.37
1640,804.61,699.96,805.37
1641,804.61,699.96,805.37
1642,804.61,699.96,805.37
1643,804.61,699.96,805.37
1644,804.61,699.96,805.37
1645,804.61,699.96,805.37
1646,804.61,699.96,805.37
1647,804.61,699.96,805.37
1648,804.61,699.96,805.37
1649,804.61,699.96,805.37
1650,804.61,699.96,805.37
1651,804.61,699.96,805.37
1652,804.61,699.96,805.37
1653,804.61,699.96,805.37
1654,804.61,699.96,805.37
1655,804.61,699.96,805.37
1656,804.61,699.96,805.37
1657,804.61,699.96,805.37
1658,804.61,699.96,805.37
1659,804.61,699.96,805.37
1660,804.61,699.96,805.37
1661,804.61,699.96,805.37
1662,804.61,699.96,805.37
1663,804.61,699.96,805.37
1664,804.61,699.96,805.37
1665,804.61,699.96,805.37
1666,804.61,699.96,805.37
1667,804.61,699.96,805.37
1668,804.61,699.96,805.37
1669,729.25,699.96,489.27
1670,800.73,699.96,815.11
1671,800.29,698.16,806.43
1672,804.13,701.32,805.24
1673,802.28,700.38,806.05
1674,805.29,700.23,805.55
1675,800.52,699.14,805.41
1676,801.73,700.31,805.13
1677,812.27,701.04,805.63
1678,797.16,698.3,805.88
1679,807.84,700.65,805.42
1680,805.96,700.18,805.49
1681,809.98,699.4,805.54
1682,799.21,699.71,805.14
1683,803.94,699.33,805.66
1684,810.04,700.24,805.45
1685,798.98,698.73,805.45
1686,805.55,699.84,805.1
1687,805.97,700.62,805.82
1688,802.62,699.83,805.19
1689,805.46,699.68,805.52
1690,805.32,699.48,805.73
1691,801.79,699.46,805.57
1692,805.32,699.46,805.66
1693,799.94,699.41,805.42
1694,809.42,700.77,805.49
1695,796.92,699.27,804.99
1696,805.02,699.8,804.97
1697,810.81,700.7,805.1
1698,799.26,699.53,805.34
1699,804.21,699.64,804.99
1700,805.08,700.17,805.71
1701,799.7,699.39,805.43
1702,805.95,700.74,805.0
1703,807.04,700.68,805.78
1704,799.29,699.32,805.08
1705,804.19,699.76,805.23
1706,810.96,701.14,805.69
1707,797.34,699.04,804.93
1708,808.49,699.85,805.59
1709,807.06,700.03,805.35
1710,805.86,699.59,805.65
1711,804.24,699.98,805.11
1712,802.7,700.23,805.29
1713,813.25,700.58,805.32
1714,804.78,699.67,805.38
1715,804.14,699.92,805.56
1716,801.06,700.09,804.92
1717,806.79,700.68,805.51
1718,808.16,699.33,805.12
1719,805.4,699.72,805.22
1720,806.02,700.22,805.03
1721,806.19,699.87,805.37
1722,805.52,700.28,805.23
1723,806.03,699.91,805.28
1724,806.06,699.99,805.56
1725,805.54,699.9,805.72
1726,806.15,700.06,805.44
1727,806.09,700.16,805.51
1728,804.9,699.44,805.15
1729,802.01,699.3,805.21
1730,810.67,700.68,805.2
1731,799.81,699.3,805.15
1732,806.45,700.5,805.5
1733,805.2,699.27,805.35
1734,801.55,700.05,806.0
1735,807.31,700.95,805.14
1736,808.57,700.02,805.23
1737,802.1,699.87,805.23
1738,803.27,699.63,805.76
1739,803.95,699.76,805.5
1740,808.67,700.45,805.51
1741,805.14,699.23,805.16
1742,805.08,700.45,805.42
1743,807.34,700.46,805.38
1744,806.84,699.91,805.43
1745,805.0,699.67,805.19
1746,805.75,700.33,805.6
1747,804.44,699.88,804.93
1748,803.59,700.25,805.28
1749,812.01,700.24,805.19
1750,804.33,700.36,805.01
1751,801.81,699.54,805.27
1752,803.7,699.72,805.53
1753,802.33,700.36,805.62
1754,813.06,701.23,804.78
1755,804.6,700.13,805.3
1756,803.21,699.31,805.27
1757,802.06,698.84,805.53
1758,809.78,699.67,805.14
1759,808.08,699.95,805.2
1760,807.51,699.82,805.42
1761,803.65,700.38,804.93
1762,798.51,700.8,805.55
1763,810.1,701.55,805.24
1764,803.15,699.82,805.29
1765,800.99,699.68,805.2
1766,807.25,700.72,805.27
1767,809.57,700.2,805.19
1768,802.24,699.71,805.51
1769,808.57,700.23,805.15
1770,803.09,699.78,805.49
1771,805.23,700.7,805.44
1772,807.94,700.04,804.94
1773,804.56,699.72,805.2
1774,802.11,700.48,805.18
1775,809.64,700.05,805.24
1776,799.86,699.6,805.02
1777,809.39,700.85,805.43
1778,796.88,699.12,804.8
1779,810.56,700.03,806.01
1780,808.26,700.24,805.44
1781,797.98,698.94,805.38
1782,806.06,700.9,805.65
1783,808.09,699.78,805.11
1784,800.1,699.66,805.26
1785,810.51,700.75,805.66
1786,806.87,699.97,805.17
1787,804.47,699.66,805.45
1788,803.44,699.81,805.78
1789,802.82,699.67,805.31
1790,801.47,699.44,805.55
1791,803.38,700.35,805.41
1792,806.51,700.29,805.27
1793,807.65,699.87,805.31
1794,798.98,699.43,805.49
1795,811.83,699.23,805.54
1796,808.36,701.15,805.37
1797,804.79,700.24,805.04
1798,804.34,699.95,805.42
1799,805.08,700.43,805.42
1800,800.21,699.65,805.79
1801,802.3,699.94,805.4
1802,805.97,699.59,805.38
1803,807.16,699.52,805.06
1804,804.04,700.28,805.08
1805,804.79,700.2,805.11
1806,807.4,699.93,805.29
1807,806.6,700.2,805.66
1808,802.93,700.28,805.15
1809,804.94,700.45,805.57
1810,810.88,699.95,804.82
1811,805.68,699.99,805.65
1812,803.62,700.18,805.52
1813,806.3,700.27,804.76
1814,802.5,699.46,805.67
1815,810.95,700.47,805.36
1816,808.33,700.16,805.21
1817,800.75,699.25,805.33
1818,807.99,700.13,805.19
1819,806.23,699.51,805.29
1820,800.52,699.81,805.09
1821,805.31,699.98,805.58
1822,811.82,700.51,805.25
1823,810.36,700.0,805.56
1824,808.77,699.93,805.12
1825,805.01,699.54,805.63
1826,798.32,696.07,795.1
1827,751.16,658.38,757.11
1828,787.96,683.25,791.29
1829,807.82,699.19,804.78
1830,806.15,700.41,805.16
1831,812.3,699.96,805.75
1832,806.21,699.85,804.86
1833,806.17,699.5,805.18
1834,801.54,700.04,804.94
1835,805.23,700.5,805.69
1836,810.02,700.66,804.96
1837,799.04,695.91,795.2
1838,754.45,658.83,756.99
1839,753.09,658.56,757.51
1840,761.0,658.86,756.75
1841,765.27,664.26,770.38
1842,814.4,699.86,804.99
1843,806.12,699.12,805.2
1844,805.37,699.22,805.23
1845,801.17,700.1,805.51
1846,809.15,700.09,805.33
1847,809.58,700.72,805.23
1848,806.74,700.12,804.97
1849,805.02,699.95,805.43
1850,800.31,699.94,805.12
1851,804.6,700.18,805.15
1852,810.38,700.34,805.69
1853,802.71,698.93,805.18
1854,804.19,700.7,805.48
1855,806.81,699.26,805.32
1856,807.26,700.78,805.55
1857,808.42,699.79,805.6
1858,806.96,700.1,805.52
1859,803.92,699.44,804.75
1860,801.48,698.79,806.01
1861,807.05,699.16,805.09
1862,808.19,700.13,805.36
1863,805.51,699.79,805.1
1864,806.58,700.27,804.95
1865,806.94,700.08,805.34
1866,804.54,699.68,805.47
1867,802.37,699.66,804.81
1868,802.76,700.22,805.42
1869,808.2,699.44,805.33
1870,802.13,700.16,805.28
1871,809.85,700.27,805.66
1872,807.35,699.73,805.8
1873,805.21,700.24,805.26
1874,798.65,700.42,805.09
1875,807.32,700.96,805.11
1876,806.49,700.12,805.04
1877,807.92,700.39,805.71
1878,807.02,700.55,805.18
1879,803.7,699.48,805.0
1880,801.61,700.14,805.07
1881,805.91,700.21,805.33
1882,805.06,699.9,805.49
1883,806.13,699.61,805.62
1884,802.38,699.79,805.03
1885,800.75,699.68,806.11
1886,811.59,700.15,806.05
1887,798.77,699.22,804.81
1888,803.91,700.84,805.67
1889,808.48,699.63,805.39
1890,803.93,699.99,805.25
1891,803.66,700.06,805.4
1892,807.72,700.56,806.04
1893,805.02,700.15,805.56
1894,805.35,699.98,805.55
1895,803.78,700.18,805.95
1896,801.45,700.03,804.67
1897,804.0,700.01,805.75
1898,807.88,700.69,805.17
1899,782.85,687.92,793.04
1900,813.64,699.73,805.68
1901,800.14,699.17,805.44
1902,804.75,700.81,805.76
1903,804.44,699.41,805.2
1904,806.67,700.69,804.97
1905,804.11,700.11,805.27
1906,802.84,699.63,805.83
1907,805.01,699.95,805.32
1908,805.55,699.26,805.26
1909,804.03,699.99,805.28
1910,800.07,700.48,805.18
1911,803.22,699.72,805.21
1912,803.27,700.03,805.69
1913,806.65,700.2,805.41
1914,808.94,699.83,805.13
1915,802.87,699.75,805.37
1916,802.55,699.52,805.35
1917,803.39,700.02,805.31
1918,800.88,699.66,805.41
1919,799.04,700.36,805.43
1920,801.29,700.32,805.37
1921,803.94,699.98,805.41
1922,803.04,700.02,804.81
1923,798.61,699.45,805.85
