,FIT_400_001B_P.PV,FIT_400_002B_P.PV,Q_400_001B_P.PV
78,805.68,700.45,805.48
79,804.89,699.72,805.26
80,805.91,699.74,805.39
81,805.87,699.14,805.61
82,803.75,699.57,805.92
83,806.18,700.45,805.06
84,805.99,700.29,805.55
85,805.13,700.17,805.37
86,805.02,700.01,805.28
87,805.68,700.09,805.08
88,804.13,699.18,805.14
89,806.84,700.14,805.65
90,806.55,699.67,805.63
91,803.25,699.78,805.46
92,805.9,700.13,804.95
93,804.98,699.55,805.28
94,807.27,699.75,805.18
95,805.33,699.22,805.18
96,803.41,699.19,805.26
97,805.76,700.72,805.46
98,804.61,699.84,805.17
99,807.4,700.37,805.64
100,803.81,700.11,805.26
101,807.52,701.0,805.21
102,802.28,699.33,804.95
103,809.36,700.13,805.38
104,803.05,699.2,805.74
105,804.39,699.63,805.32
106,806.82,700.0,805.5
107,805.68,699.84,805.89
108,802.74,700.19,805.31
109,805.45,700.09,805.63
110,804.64,699.96,804.73
111,805.52,700.01,805.14
112,807.46,700.32,805.35
113,806.18,700.22,805.37
114,803.85,699.22,805.31
115,805.29,700.16,805.42
116,806.33,699.26,805.68
117,800.54,699.33,805.78
118,802.05,700.29,805.85
119,803.83,700.09,805.13
120,802.25,699.62,805.05
121,798.87,699.83,805.63
122,799.18,700.12,805.66
123,796.03,699.59,804.95
124,794.24,700.71,805.5
125,790.64,699.95,805.39
126,787.39,700.3,804.6
127,783.51,700.18,804.98
128,783.69,700.29,805.5
129,781.27,699.37,805.19
130,776.31,699.75,805.48
131,772.89,699.73,805.76
132,776.31,699.95,805.64
133,768.79,699.03,805.02
134,765.76,699.98,804.8
135,768.73,700.31,805.6
136,762.11,698.77,805.31
137,758.86,699.36,804.73
138,757.62,700.13,805.4
139,756.46,699.62,805.21
140,753.07,699.62,805.1
141,751.29,699.47,805.63
142,749.0,700.19,805.76
143,752.3,700.14,804.94
144,748.7,700.37,805.25
145,747.71,699.95,805.37
146,746.17,698.27,805.5
147,770.72,502.16,795.55
148,440.48,699.93,400.59
149,804.89,699.93,805.36
150,804.89,699.93,805.36
151,804.89,699.93,805.36
152,804.89,699.93,805.36
153,804.89,699.93,805.36
154,804.89,699.93,805.36
155,804.89,699.93,805.36
156,804.89,699.93,805.36
157,804.89,699.93,805.36
158,804.89,699.93,805.36
159,804.89,699.93,805.36
160,804.89,699.93,805.36
161,804.89,699.93,805.36
162,804.89,699.93,805.36
163,804.89,699.93,805.36
164,804.89,699.93,805.36
165,804.89,699.93,805.36
166,804.89,699.93,805.36
167,804.89,699.93,805.36
168,804.89,699.93,805.36
169,804.89,699.93,805.36
170,804.89,699.93,805.36
171,804.89,699.93,805.36
172,804.89,699.93,805.36
173,804.89,699.93,805.36
174,804.89,699.93,805.36
175,804.89,699.93,805.36
176,804.89,699.93,805.36
177,804.89,699.93,805.36
178,804.89,699.93,805.36
179,804.89,699.93,805.36
180,804.89,699.93,805.36
181,804.89,699.93,805.36
182,804.89,699.93,805.36
183,804.89,699.93,805.36
184,804.89,699.93,805.36
185,804.89,699.93,805.36
186,804.89,699.93,805.36
187,804.89,699.93,805.36
188,804.89,699.93,805.36
189,804.89,699.93,805.36
190,804.89,699.93,805.36
191,804.89,699.93,805.36
192,804.89,699.93,805.36
193,804.89,699.93,805.36
194,804.89,699.93,805.36
195,804.89,699.93,805.36
196,804.89,699.93,805.36
197,804.89,699.93,805.36
198,804.89,699.93,805.36
199,804.89,699.93,805.36
200,804.89,699.93,805.36
201,804.89,699.93,805.36
202,804.89,699.93,805.36
203,804.89,699.93,805.36
204,804.89,699.93,805.36
205,804.89,699.93,805.36
206,804.89,699.93,805.36
207,804.89,699.93,805.36
208,804.89,699.93,805.36
209,804.89,699.93,805.36
210,804.89,699.93,805.36
211,804.89,699.93,805.36
212,804.89,699.93,805.36
213,804.89,699.93,805.36
214,804.89,699.93,805.36
215,804.89,699.93,805.36
216,804.89,699.93,805.36
217,804.89,699.93,805.36
218,804.89,699.93,805.36
219,804.89,699.93,805.36
220,804.89,699.93,805.36
221,804.89,699.93,805.36
222,804.89,699.93,805.36
223,804.89,699.93,805.36
224,804.89,699.93,805.36
225,804.89,699.93,805.36
226,804.89,699.93,805.36
227,804.89,699.93,805.36
228,804.89,699.93,805.36
229,804.89,699.93,805.36
230,804.89,699.93,805.36
231,804.89,699.93,805.36
232,804.89,699.93,805.36
233,804.89,699.93,805.36
234,804.89,699.93,805.36
235,804.89,699.93,805.36
236,804.89,699.93,805.36
237,804.89,699.93,805.36
238,804.89,699.93,805.36
239,804.89,699.93,805.36
240,804.89,699.93,805.36
241,804.89,699.93,805.36
242,804.89,699.93,805.36
243,804.89,699.93,805.36
244,804.89,699.93,805.36
245,804.89,699.93,805.36
246,804.89,699.93,805.36
247,804.89,699.93,805.36
248,804.89,699.93,805.36
249,804.89,699.93,805.36
250,804.89,699.93,805.36
251,804.89,699.93,805.36
252,804.89,699.93,805.36
253,804.89,699.93,805.36
254,804.89,699.93,805.36
255,804.89,699.93,805.36
256,804.89,699.93,805.36
257,804.89,699.93,805.36
258,804.89,699.93,805.36
259,804.89,699.93,805.36
260,804.89,699.93,805.36
261,804.89,699.93,805.36
262,804.89,699.93,805.36
263,804.89,699.93,805.36
264,804.89,699.93,805.36
265,804.89,699.93,805.36
266,804.89,699.93,805.36
267,804.89,699.93,805.36
268,804.89,699.93,805.36
269,804.89,699.93,805.36
270,804.89,699.93,805.36
271,804.89,699.93,805.36
272,804.89,699.93,805.36
273,804.89,699.93,805.36
274,804.89,699.93,805.36
275,804.89,699.93,805.36
276,804.89,699.93,805.36
277,804.89,699.93,805.36
278,804.89,699.93,805.36
279,804.89,699.93,805.36
280,804.89,699.93,805.36
281,804.89,699.93,805.36
282,804.89,699.93,805.36
283,804.89,699.93,805.36
284,804.89,699.93,805.36
285,804.89,699.93,805.36
286,804.89,699.93,805.36
287,804.89,699.93,805.36
288,804.89,699.93,805.36
289,804.89,699.93,805.36
290,668.59,699.93,363.11
291,796.67,699.93,807.96
292,806.96,576.25,815.73
293,806.64,698.18,804.24
294,804.45,699.79,805.52
295,812.33,700.09,805.7
296,808.01,698.97,804.99
297,808.95,699.58,804.16
298,589.15,509.5,573.61
299,804.89,699.93,805.36
300,804.89,699.93,805.36
301,804.89,699.93,805.36
302,804.89,699.93,805.36
303,804.89,699.93,805.36
304,804.89,699.93,805.36
305,804.89,699.93,805.36
306,804.89,699.93,805.36
307,804.89,699.93,805.36
308,804.89,699.93,805.36
309,804.89,699.93,805.36
310,804.89,699.93,805.36
311,804.89,699.93,805.36
312,804.89,699.93,805.36
313,804.89,699.93,805.36
314,804.89,699.93,805.36
315,804.89,699.93,805.36
316,804.89,699.93,805.36
317,804.89,699.93,805.36
318,804.89,699.93,805.36
319,804.89,699.93,805.36
320,804.89,699.93,805.36
321,804.89,699.93,805.36
322,804.89,699.93,805.36
323,804.89,699.93,805.36
324,804.89,699.93,805.36
325,804.89,699.93,805.36
326,804.89,699.93,805.36
327,804.89,699.93,805.36
328,717.78,699.93,404.01
329,813.58,699.93,812.99
330,799.84,686.94,808.47
331,803.36,699.58,804.81
332,803.96,700.3,804.95
333,808.03,699.96,805.41
334,808.28,700.54,805.5
335,809.67,700.1,805.27
336,806.84,700.14,805.15
337,807.46,699.67,804.59
338,807.38,700.48,804.85
339,809.22,699.83,806.6
340,811.72,700.41,805.59
341,812.11,699.88,805.06
342,811.66,699.97,805.45
343,811.94,700.44,805.42
344,812.09,699.93,805.37
345,811.74,700.32,805.32
346,812.05,700.42,804.95
347,811.65,699.49,805.28
348,812.07,700.15,805.59
349,811.15,699.55,805.76
350,811.74,699.53,805.68
351,811.63,699.98,805.35
352,811.76,699.63,804.84
353,809.43,700.01,805.39
354,811.72,700.46,804.85
355,811.93,700.32,805.12
356,812.38,699.98,805.61
357,811.65,699.12,805.74
358,812.28,700.3,805.37
359,809.3,699.76,804.89
360,811.96,700.15,805.46
361,811.85,700.07,805.65
362,811.78,699.73,805.46
363,811.73,699.99,805.54
364,811.99,699.93,805.35
365,813.81,700.18,805.4
366,816.97,700.22,805.12
367,815.53,699.6,805.61
368,811.31,700.09,805.36
369,817.5,700.13,805.61
370,816.88,700.21,805.32
371,821.66,700.73,805.05
372,820.51,699.48,805.24
373,818.21,699.61,805.07
374,812.7,699.88,805.28
375,815.32,699.41,805.32
376,816.7,700.32,805.7
377,821.41,700.04,805.2
378,819.24,699.54,805.48
379,818.97,700.05,805.73
380,818.37,699.59,805.49
381,817.03,699.58,805.08
382,816.42,700.04,805.21
383,818.32,700.74,805.47
384,817.82,700.06,805.56
385,817.67,700.13,804.49
386,818.77,700.27,805.03
387,817.51,699.58,805.22
388,817.69,700.05,805.65
389,817.75,700.39,805.37
390,815.54,699.69,805.66
391,816.17,700.55,805.22
392,815.43,700.64,805.55
393,819.4,700.32,805.53
394,816.08,700.15,805.28
395,815.09,700.39,805.56
396,815.28,700.33,805.37
397,815.22,699.87,805.57
398,815.14,699.85,805.18
399,814.39,700.27,805.05
400,814.87,700.05,805.81
401,818.64,700.34,805.0
402,818.3,699.56,805.14
403,816.92,699.99,805.37
404,817.98,700.3,805.43
405,817.49,700.23,805.79
406,818.37,699.47,805.31
407,817.31,699.9,805.24
408,816.14,699.89,805.76
409,817.04,699.68,805.62
410,814.78,699.6,805.32
411,813.26,699.82,805.5
412,813.77,700.23,805.24
413,817.48,700.04,806.11
414,819.05,700.12,805.45
415,816.3,699.65,805.25
416,817.64,700.35,805.27
417,816.19,699.42,805.64
418,817.5,699.76,805.36
419,816.51,699.81,805.24
420,816.79,700.23,805.04
421,816.66,699.35,805.5
422,816.3,700.09,805.0
423,815.41,699.97,805.45
424,815.28,700.5,805.12
425,815.64,699.9,805.75
426,816.91,699.93,805.22
427,814.94,700.6,805.33
428,818.02,699.65,805.22
429,817.75,700.47,805.43
430,816.67,700.23,805.22
431,817.78,699.46,805.39
432,815.56,699.8,805.66
433,818.43,699.85,805.25
434,815.43,699.77,805.13
435,819.2,700.08,805.31
436,815.88,700.1,805.2
437,818.67,700.61,804.76
438,814.25,700.35,805.65
439,819.46,700.66,805.49
440,818.19,592.45,686.51
441,814.84,467.44,599.75
442,815.93,466.52,599.8
443,816.24,466.8,599.92
444,815.74,466.75,600.39
445,817.71,466.96,600.24
446,818.09,466.85,600.8
447,817.26,466.75,599.74
448,817.27,615.84,768.85
449,818.21,700.58,805.05
450,818.78,699.76,805.5
451,816.42,699.91,804.87
452,817.25,700.07,805.16
453,816.85,700.07,805.58
454,817.35,699.85,805.42
455,816.61,699.72,805.07
456,816.81,699.77,805.69
457,816.48,700.27,805.22
458,817.16,700.14,805.85
459,815.45,699.76,805.56
460,816.62,699.94,805.27
461,815.61,699.97,805.12
462,816.27,700.09,805.61
463,815.68,699.69,805.08
464,815.89,700.15,805.33
465,816.34,699.73,805.5
466,814.97,699.65,805.23
467,816.64,700.33,805.48
468,814.6,699.73,805.4
469,816.81,699.87,805.47
470,815.73,699.6,805.97
471,815.75,700.29,805.3
472,815.32,699.24,805.28
473,816.44,699.79,805.42
474,816.46,700.45,805.52
475,813.41,700.35,805.08
476,814.47,699.83,804.95
477,815.72,700.32,805.19
478,817.73,700.16,805.46
479,814.92,699.22,805.4
480,816.71,700.39,804.95
481,818.17,700.24,805.5
482,817.74,700.02,805.51
483,816.75,699.1,805.57
484,816.92,700.15,805.41
485,818.83,699.81,805.48
486,817.88,699.98,805.33
487,817.33,700.08,804.7
488,816.51,700.51,805.64
489,815.65,699.83,805.21
490,817.58,700.08,805.66
491,817.05,700.13,805.28
492,816.62,700.2,805.39
493,817.28,700.29,805.29
494,815.58,699.4,805.66
495,816.94,699.94,805.25
496,815.48,700.44,805.29
497,816.98,699.8,805.26
498,815.96,699.85,805.19
499,817.23,699.37,805.44
500,816.91,700.01,805.21
501,817.21,700.4,805.15
502,815.87,700.27,804.67
503,817.07,699.61,804.79
504,816.62,699.9,805.76
505,817.51,699.75,805.76
506,818.93,699.4,805.48
507,815.68,700.53,806.14
508,815.33,699.77,804.75
509,816.09,700.18,804.96
510,816.37,700.75,805.3
511,815.51,700.2,805.37
512,815.19,700.55,805.65
513,817.35,700.34,805.34
514,814.66,699.64,804.94
515,814.01,699.78,805.18
516,815.63,700.91,805.45
517,815.24,699.95,805.72
518,815.44,699.06,805.02
519,816.17,699.88,805.64
520,812.46,700.22,805.43
521,813.82,700.47,805.41
522,814.89,700.28,804.8
523,815.63,699.66,805.62
524,814.8,699.85,805.22
525,815.3,699.78,805.41
526,815.26,700.43,805.59
527,815.16,700.03,805.05
528,814.16,700.03,805.46
529,815.94,700.03,805.05
530,815.31,700.28,805.73
531,814.91,700.25,805.05
532,815.41,699.09,805.39
533,816.26,700.55,805.25
534,815.62,700.06,804.99
535,814.46,700.61,805.55
536,816.31,699.93,805.63
537,815.75,699.93,805.07
538,815.86,700.25,805.2
539,815.63,699.68,805.47
540,812.81,699.3,805.29
541,814.9,699.9,805.54
542,816.27,699.26,805.57
543,815.92,699.68,805.28
544,815.01,700.29,805.17
545,814.43,699.21,805.21
546,815.83,699.93,804.92
547,815.11,699.55,805.42
548,813.61,699.92,805.64
549,814.28,700.59,805.12
550,816.82,699.95,805.59
551,815.6,699.69,805.08
552,814.58,700.04,805.47
553,814.45,699.43,805.62
554,816.08,699.65,805.46
555,816.27,699.33,805.45
556,813.55,699.68,805.25
557,815.63,700.13,805.56
558,815.01,699.34,805.58
559,813.97,699.8,805.36
560,814.94,700.17,805.23
561,815.2,700.16,805.31
562,813.78,699.47,804.95
563,814.54,699.29,805.5
564,814.84,699.97,804.87
565,815.18,700.14,805.5
566,815.55,700.24,805.66
567,815.02,700.13,805.39
568,814.15,699.75,805.45
569,813.54,699.73,805.29
570,813.02,699.41,805.58
571,813.96,699.95,805.29
572,811.78,699.8,805.24
573,811.43,699.84,805.61
574,809.69,700.02,805.58
575,807.89,699.74,805.45
576,805.79,699.47,805.46
577,805.25,700.15,805.61
578,804.97,699.96,805.33
579,802.96,700.11,805.49
580,803.69,699.38,805.3
581,801.73,699.95,805.52
582,801.48,699.73,805.52
583,799.21,699.55,805.28
584,797.23,700.16,805.44
585,797.87,700.27,805.68
586,798.36,700.09,805.2
587,796.18,700.64,804.78
588,794.87,700.29,804.95
589,793.76,700.24,805.32
590,792.1,699.88,804.9
591,787.19,699.27,804.79
592,785.93,700.14,805.24
593,786.54,700.11,805.42
594,783.73,699.48,805.92
595,784.31,700.14,805.34
596,780.72,699.32,805.16
597,777.5,699.45,805.7
598,781.02,700.36,805.27
599,777.31,699.2,805.3
600,776.47,700.42,805.39
601,777.54,700.44,804.91
602,775.46,699.73,805.28
603,775.6,699.86,805.31
604,770.62,699.28,805.52
605,771.59,700.33,805.71
606,771.7,700.03,805.37
607,768.56,699.76,804.95
608,767.7,699.8,805.48
609,768.01,699.94,805.65
610,763.16,699.27,805.97
611,760.14,700.12,805.28
612,764.7,700.0,805.52
613,762.14,699.98,805.7
614,760.95,699.24,805.52
615,756.94,700.41,805.4
616,757.24,700.07,805.65
617,755.41,699.68,804.85
618,752.35,699.94,805.6
619,754.42,700.52,805.97
620,753.39,699.95,805.53
621,751.41,699.56,805.12
622,749.07,700.3,804.98
623,787.98,699.93,794.2
624,804.89,699.93,805.36
625,804.89,699.93,805.36
626,804.89,699.93,805.36
627,804.89,699.93,805.36
628,804.89,699.93,805.36
629,804.89,699.93,805.36
630,804.89,699.93,805.36
631,804.89,699.93,805.36
632,804.89,699.93,805.36
633,804.89,699.93,805.36
634,804.89,699.93,805.36
635,804.89,699.93,805.36
636,804.89,699.93,805.36
637,804.89,699.93,805.36
638,804.89,699.93,805.36
639,804.89,699.93,805.36
640,804.89,699.93,805.36
641,804.89,699.93,805.36
642,804.89,699.93,805.36
643,804.89,699.93,805.36
644,804.89,699.93,805.36
645,804.89,699.93,805.36
646,804.89,699.93,805.36
647,804.89,699.93,805.36
648,804.89,699.93,805.36
649,804.89,699.93,805.36
650,804.89,699.93,805.36
651,804.89,699.93,805.36
652,804.89,699.93,805.36
653,804.89,699.93,805.36
654,804.89,699.93,805.36
655,804.89,699.93,805.36
656,804.89,699.93,805.36
657,804.89,699.93,805.36
658,804.89,699.93,805.36
659,804.89,699.93,805.36
660,804.89,699.93,805.36
661,804.89,699.93,805.36
662,804.89,699.93,805.36
663,804.89,699.93,805.36
664,804.89,699.93,805.36
665,804.89,699.93,805.36
666,804.89,699.93,805.36
667,804.89,699.93,805.36
668,804.89,699.93,805.36
669,804.89,699.93,805.36
670,804.89,699.93,805.36
671,804.89,699.93,805.36
672,804.89,699.93,805.36
673,804.89,699.93,805.36
674,804.89,699.93,805.36
675,804.89,699.93,805.36
676,804.89,699.93,805.36
677,804.89,699.93,805.36
678,804.89,699.93,805.36
679,804.89,699.93,805.36
680,804.89,699.93,805.36
681,804.89,699.93,805.36
682,804.89,699.93,805.36
683,804.89,699.93,805.36
684,804.89,699.93,805.36
685,804.89,699.93,805.36
686,804.89,699.93,805.36
687,804.89,699.93,805.36
688,804.89,699.93,805.36
689,804.89,699.93,805.36
690,804.89,699.93,805.36
691,804.89,699.93,805.36
692,804.89,699.93,805.36
693,804.89,699.93,805.36
694,804.89,699.93,805.36
695,804.89,699.93,805.36
696,804.89,699.93,805.36
697,804.89,699.93,805.36
698,804.89,699.93,805.36
699,804.89,699.93,805.36
700,804.89,699.93,805.36
701,804.89,699.93,805.36
702,804.89,699.93,805.36
703,804.89,699.93,805.36
704,804.89,699.93,805.36
705,804.89,699.93,805.36
706,804.89,699.93,805.36
707,804.89,699.93,805.36
708,804.89,699.93,805.36
709,804.89,699.93,805.36
710,804.89,699.93,805.36
711,804.89,699.93,805.36
712,804.89,699.93,805.36
713,804.89,699.93,805.36
714,804.89,699.93,805.36
715,804.89,699.93,805.36
716,804.89,699.93,805.36
717,804.89,699.93,805.36
718,804.89,699.93,805.36
719,804.89,699.93,805.36
720,804.89,699.93,805.36
721,804.89,699.93,805.36
722,804.89,699.93,805.36
723,804.89,699.93,805.36
724,804.89,699.93,805.36
725,804.89,699.93,805.36
726,804.89,699.93,805.36
727,804.89,699.93,805.36
728,804.89,699.93,805.36
729,804.89,699.93,805.36
730,804.89,699.93,805.36
731,804.89,699.93,805.36
732,804.89,699.93,805.36
733,804.89,699.93,805.36
734,804.89,699.93,805.36
735,804.89,699.93,805.36
736,804.89,699.93,805.36
737,804.89,699.93,805.36
738,804.89,699.93,805.36
739,804.89,699.93,805.36
740,804.89,699.93,805.36
741,804.89,699.93,805.36
742,804.89,699.93,805.36
743,804.89,699.93,805.36
744,804.89,699.93,805.36
745,804.89,699.93,805.36
746,804.89,699.93,805.36
747,804.89,699.93,805.36
748,804.89,699.93,805.36
749,804.89,699.93,805.36
750,804.89,699.93,805.36
751,804.89,699.93,805.36
752,804.89,699.93,805.36
753,804.89,699.93,805.36
754,804.89,699.93,805.36
755,804.89,699.93,805.36
756,804.89,699.93,805.36
757,804.89,699.93,805.36
758,804.89,699.93,805.36
759,804.89,699.93,805.36
760,804.89,699.93,805.36
761,804.89,699.93,805.36
762,804.89,699.93,805.36
763,804.89,699.93,805.36
764,804.89,699.93,805.36
765,804.89,699.93,805.36
766,804.89,699.93,805.36
767,804.89,699.93,805.36
768,804.89,699.93,805.36
769,804.89,699.93,805.36
770,804.89,699.93,805.36
771,804.89,699.93,805.36
772,804.89,699.93,805.36
773,804.89,699.93,805.36
774,804.89,699.93,805.36
775,804.89,699.93,805.36
776,804.89,699.93,805.36
777,804.89,699.93,805.36
778,804.89,699.93,805.36
779,804.89,699.93,805.36
780,804.89,699.93,805.36
781,804.89,699.93,805.36
782,804.89,699.93,805.36
783,804.89,699.93,805.36
784,804.89,699.93,805.36
785,804.89,699.93,805.36
786,804.89,699.93,805.36
787,804.89,699.93,805.36
788,804.89,699.93,805.36
789,804.89,699.93,805.36
790,804.89,699.93,805.36
791,804.89,699.93,805.36
792,804.89,699.93,805.36
793,804.89,699.93,805.36
794,804.89,699.93,805.36
795,804.89,699.93,805.36
796,804.89,699.93,805.36
797,804.89,699.93,805.36
798,804.89,699.93,805.36
799,804.89,699.93,805.36
800,804.89,699.93,805.36
801,804.89,699.93,805.36
802,804.89,699.93,805.36
803,804.89,699.93,805.36
804,804.89,699.93,805.36
805,804.89,699.93,805.36
806,804.89,699.93,805.36
807,804.89,699.93,805.36
808,804.89,699.93,805.36
809,804.89,699.93,805.36
810,804.89,699.93,805.36
811,804.89,699.93,805.36
812,804.89,699.93,805.36
813,804.89,699.93,805.36
814,804.89,699.93,805.36
815,804.89,699.93,805.36
816,804.89,699.93,805.36
817,804.89,699.93,805.36
818,804.89,699.93,805.36
819,804.89,699.93,805.36
820,804.89,699.93,805.36
821,804.89,699.93,805.36
822,804.89,699.93,805.36
823,804.89,699.93,805.36
824,804.89,699.93,805.36
825,804.89,699.93,805.36
826,804.89,699.93,805.36
827,804.89,699.93,805.36
828,804.89,699.93,805.36
829,804.89,699.93,805.36
830,804.89,699.93,805.36
831,804.89,699.93,805.36
832,804.89,699.93,805.36
833,804.89,699.93,805.36
834,804.89,699.93,805.36
835,804.89,699.93,805.36
836,804.89,699.93,805.36
837,804.89,699.93,805.36
838,804.89,699.93,805.36
839,804.89,699.93,805.36
840,804.89,699.93,805.36
841,804.89,699.93,805.36
842,804.89,699.93,805.36
843,804.89,699.93,805.36
844,804.89,699.93,805.36
845,804.89,699.93,805.36
846,804.89,699.93,805.36
847,804.89,699.93,805.36
848,804.89,699.93,805.36
849,804.89,699.93,805.36
850,804.89,699.93,805.36
851,804.89,699.93,805.36
852,804.89,699.93,805.36
853,804.89,699.93,805.36
854,804.89,699.93,805.36
855,804.89,699.93,805.36
856,804.89,699.93,805.36
857,804.89,699.93,805.36
858,804.89,699.93,805.36
859,804.89,699.93,805.36
860,804.89,699.93,805.36
861,804.89,699.93,805.36
862,804.89,699.93,805.36
863,804.89,699.93,805.36
864,804.89,699.93,805.36
865,804.89,699.93,805.36
866,804.89,699.93,805.36
867,804.89,699.93,805.36
868,804.89,699.93,805.36
869,804.89,699.93,805.36
870,804.89,699.93,805.36
871,804.89,699.93,805.36
872,804.89,699.93,805.36
873,804.89,699.93,805.36
874,804.89,699.93,805.36
875,804.89,699.93,805.36
876,804.89,699.93,805.36
877,804.89,699.93,805.36
878,804.89,699.93,805.36
879,804.89,699.93,805.36
880,804.89,699.93,805.36
881,804.89,699.93,805.36
882,804.89,699.93,805.36
883,804.89,699.93,805.36
884,804.89,699.93,805.36
885,804.89,699.93,805.36
886,804.89,699.93,805.36
887,804.89,699.93,805.36
888,804.89,699.93,805.36
889,804.89,699.93,805.36
890,804.89,699.93,805.36
891,804.89,699.93,805.36
892,804.89,699.93,805.36
893,804.89,699.93,805.36
894,804.89,699.93,805.36
895,804.89,699.93,805.36
896,804.89,699.93,805.36
897,804.89,699.93,805.36
898,804.89,699.93,805.36
899,804.89,699.93,805.36
900,804.89,699.93,805.36
901,804.89,699.93,805.36
902,804.89,699.93,805.36
903,804.89,699.93,805.36
904,804.89,699.93,805.36
905,804.89,699.93,805.36
906,804.89,699.93,805.36
907,804.89,699.93,805.36
908,804.89,699.93,805.36
909,804.89,699.93,805.36
910,804.89,699.93,805.36
911,804.89,699.93,805.36
912,804.89,699.93,805.36
913,804.89,699.93,805.36
914,804.89,699.93,805.36
915,804.89,699.93,805.36
916,804.89,699.93,805.36
917,804.89,699.93,805.36
918,804.89,699.93,805.36
919,804.89,699.93,805.36
920,804.89,699.93,805.36
921,804.89,699.93,805.36
922,804.89,699.93,805.36
923,804.89,699.93,805.36
924,804.89,699.93,805.36
925,804.89,699.93,805.36
926,804.89,699.93,805.36
927,804.89,699.93,805.36
928,804.89,699.93,805.36
929,804.89,699.93,805.36
930,804.89,699.93,805.36
931,804.89,699.93,805.36
932,804.89,699.93,805.36
933,804.89,699.93,805.36
934,804.89,699.93,805.36
935,804.89,699.93,805.36
936,804.89,699.93,805.36
937,804.89,699.93,805.36
938,804.89,699.93,805.36
939,804.89,699.93,805.36
940,804.89,699.93,805.36
941,804.89,699.93,805.36
942,804.89,699.93,805.36
943,804.89,699.93,805.36
944,804.89,699.93,805.36
945,804.89,699.93,805.36
946,804.89,699.93,805.36
947,804.89,699.93,805.36
948,804.89,699.93,805.36
949,804.89,699.93,805.36
950,804.89,699.93,805.36
951,804.89,699.93,805.36
952,804.89,699.93,805.36
953,804.89,699.93,805.36
954,804.89,699.93,805.36
955,804.89,699.93,805.36
956,804.89,699.93,805.36
957,804.89,699.93,805.36
958,804.89,699.93,805.36
959,804.89,699.93,805.36
960,804.89,699.93,805.36
961,804.89,699.93,805.36
962,804.89,699.93,805.36
963,804.89,699.93,805.36
964,804.89,699.93,805.36
965,804.89,699.93,805.36
966,804.89,699.93,805.36
967,804.89,699.93,805.36
968,804.89,699.93,805.36
969,804.89,699.93,805.36
970,804.89,699.93,805.36
971,804.89,699.93,805.36
972,804.89,699.93,805.36
973,804.89,699.93,805.36
974,804.89,699.93,805.36
975,804.89,699.93,805.36
976,804.89,699.93,805.36
977,804.89,699.93,805.36
978,804.89,699.93,805.36
979,804.89,699.93,805.36
980,804.89,699.93,805.36
981,804.89,699.93,805.36
982,804.89,699.93,805.36
983,804.89,699.93,805.36
984,804.89,699.93,805.36
985,804.89,699.93,805.36
986,804.89,699.93,805.36
987,804.89,699.93,805.36
988,804.89,699.93,805.36
989,804.89,699.93,805.36
990,804.89,699.93,805.36
991,804.89,699.93,805.36
992,804.89,699.93,805.36
