,FIT_400_001B_P.PV,FIT_400_002B_P.PV,Q_400_001B_P.PV
195,803.27,700.08,805.6
196,808.91,700.07,805.06
197,804.14,699.91,805.13
198,803.38,699.56,805.26
199,805.6,700.19,806.18
200,805.1,700.16,805.55
201,807.96,700.36,805.66
202,805.01,700.03,804.92
203,803.67,700.54,804.6
204,804.05,699.27,805.52
205,807.21,700.77,805.48
206,802.81,699.81,805.4
207,805.62,700.01,805.51
208,803.85,700.14,805.47
209,808.48,700.6,805.07
210,803.49,699.58,805.12
211,804.38,700.38,805.49
212,802.6,699.81,806.06
213,806.07,700.11,805.85
214,805.12,700.54,805.71
215,803.41,699.83,805.4
216,808.86,699.98,805.54
217,804.34,699.92,805.22
218,803.91,699.96,805.64
219,804.99,700.08,806.22
220,806.59,699.93,805.12
221,804.82,699.49,805.65
222,804.81,699.76,805.19
223,806.76,700.19,804.88
224,804.91,700.03,805.49
225,804.22,700.41,805.67
226,804.41,699.87,805.28
227,805.33,699.27,805.53
228,804.05,699.62,805.38
229,807.26,700.9,805.41
230,805.55,700.29,804.95
231,804.4,700.07,805.6
232,805.14,699.7,805.6
233,803.66,700.09,804.93
234,803.8,700.04,805.39
235,806.09,700.47,805.85
236,804.32,700.44,805.17
237,805.7,699.84,805.34
238,805.22,699.9,805.36
239,804.84,699.68,804.84
240,807.01,700.3,805.79
241,805.16,700.19,805.4
242,802.17,699.73,805.27
243,809.98,700.72,805.74
244,801.16,699.78,805.3
245,805.8,699.48,805.38
246,806.07,699.5,805.42
247,808.02,700.46,805.77
248,804.81,699.69,804.63
249,804.59,699.94,806.11
250,806.93,699.53,805.55
251,803.6,700.6,805.41
252,807.52,699.59,804.73
253,803.29,700.63,806.01
254,805.1,700.82,804.51
255,805.38,700.06,805.17
256,804.7,699.56,805.08
257,805.53,700.31,805.3
258,805.4,699.7,805.55
259,806.24,700.12,805.27
260,804.44,699.38,804.96
261,807.33,700.07,805.36
262,804.66,699.95,805.08
263,806.82,700.58,805.43
264,802.68,699.3,804.92
265,806.03,699.88,805.5
266,804.68,699.96,805.43
267,806.57,700.04,804.98
268,805.33,699.83,805.21
269,802.78,699.6,805.16
270,806.04,700.32,805.68
271,804.66,699.78,804.82
272,803.78,700.09,805.51
273,766.02,672.65,761.8
274,706.98,617.24,709.32
275,712.61,617.88,709.42
276,732.47,628.17,732.86
277,804.22,699.1,805.12
278,805.8,700.63,806.14
279,804.76,699.92,805.28
280,806.36,699.92,805.31
281,805.45,699.92,805.24
282,804.34,700.01,805.01
283,807.16,700.23,805.3
284,804.12,699.97,805.09
285,803.5,699.84,804.77
286,807.42,700.18,805.3
287,802.98,699.92,805.34
288,805.44,699.67,806.04
289,803.77,700.39,805.83
290,806.77,700.29,805.3
291,805.77,700.16,805.59
292,805.17,700.17,805.47
293,805.63,699.86,805.45
294,804.08,700.03,805.49
295,805.16,700.07,805.11
296,805.13,699.85,805.29
297,807.39,700.26,805.13
298,805.61,700.08,805.26
299,804.97,699.9,804.92
300,804.55,699.84,805.34
301,804.28,699.71,804.69
302,808.31,700.18,805.62
303,804.66,700.15,805.6
304,805.19,699.36,805.28
305,804.41,700.14,805.59
306,805.09,699.37,805.24
307,804.46,700.07,805.5
308,806.51,700.11,805.15
309,803.83,700.12,805.17
310,806.82,700.26,805.51
311,803.99,699.8,805.64
312,805.46,700.27,805.41
313,805.12,699.96,804.83
314,804.21,700.12,805.38
315,802.13,699.96,804.8
316,806.85,700.01,805.04
317,803.78,699.61,805.08
318,805.04,699.59,806.04
319,806.22,699.89,804.69
320,803.22,700.14,805.3
321,805.03,699.67,804.89
322,806.04,699.3,805.5
323,806.98,700.21,805.29
324,805.32,700.49,805.28
325,803.62,699.92,805.12
326,806.18,700.28,805.23
327,804.0,699.73,805.03
328,805.43,700.3,805.54
329,803.98,700.99,805.36
330,805.52,700.14,804.98
331,804.26,699.44,805.05
332,805.29,700.66,805.52
333,803.75,699.36,805.07
334,807.27,700.64,805.4
335,803.93,699.66,805.03
336,806.45,700.11,805.11
337,805.23,699.84,805.71
338,802.35,699.78,805.1
339,805.79,700.15,805.46
340,804.36,699.63,805.04
341,805.44,700.59,805.37
342,802.63,699.61,804.85
343,809.83,700.46,805.63
344,802.15,699.56,805.35
345,805.52,699.66,805.13
346,804.82,700.4,805.52
347,804.13,699.53,805.4
348,804.95,700.15,805.55
349,807.67,700.37,805.85
350,805.02,700.11,805.6
351,806.12,699.82,805.28
352,803.25,699.89,805.64
353,806.09,700.21,805.42
354,806.45,699.83,805.33
355,805.88,700.53,805.17
356,806.16,700.18,805.61
357,803.74,699.48,805.39
358,806.81,700.76,805.03
359,802.16,700.11,805.65
360,807.23,700.57,805.53
361,804.77,700.18,804.93
362,807.06,699.94,805.89
363,805.76,699.55,805.11
364,805.3,699.87,805.46
365,802.68,699.47,805.8
366,804.75,700.0,805.34
367,805.31,700.06,805.23
368,804.53,700.07,805.48
369,804.35,700.31,805.22
370,806.53,699.76,805.39
371,806.32,700.5,805.5
372,804.3,699.86,805.59
373,804.59,700.23,805.47
374,805.65,700.22,804.79
375,805.25,700.67,805.81
376,802.69,699.37,805.25
377,806.05,700.05,804.87
378,803.58,700.01,804.66
379,805.91,700.06,805.28
380,806.33,700.05,805.86
381,806.47,700.23,805.24
382,804.46,699.56,805.39
383,803.6,700.16,805.65
384,806.19,700.11,805.43
385,805.9,699.75,805.27
386,807.63,700.0,789.58
387,805.04,700.0,805.37
388,805.04,700.0,805.37
389,805.04,700.0,805.37
390,805.04,700.0,805.37
391,805.04,700.0,805.37
392,805.04,700.0,805.37
393,805.04,700.0,805.37
394,805.04,700.0,805.37
395,805.04,700.0,805.37
396,805.04,700.0,805.37
397,805.04,700.0,805.37
398,805.04,700.0,805.37
399,805.04,700.0,805.37
400,805.04,700.0,805.37
401,540.02,700.0,805.37
402,802.92,700.0,809.06
403,806.06,653.34,810.55
404,805.36,699.46,805.6
405,803.72,699.41,805.24
406,806.8,701.04,805.57
407,805.14,699.94,805.5
408,804.82,700.05,805.39
409,805.37,700.26,805.26
410,805.39,699.68,805.25
411,804.9,699.31,805.3
412,804.95,699.93,805.01
413,806.4,700.28,805.38
414,806.15,699.94,805.5
415,806.66,700.83,805.08
416,805.11,699.63,804.69
417,804.29,699.52,805.43
418,804.25,700.11,805.6
419,806.86,700.26,805.42
420,806.09,699.99,805.64
421,806.69,700.0,805.61
422,804.1,699.66,805.09
423,807.96,700.38,805.07
424,804.71,699.67,805.91
425,805.51,700.49,805.22
426,804.64,699.4,805.79
427,806.69,700.1,805.46
428,806.77,700.36,805.47
429,805.42,700.15,805.58
430,805.46,699.99,805.43
431,804.34,699.94,805.58
432,804.49,699.79,806.14
433,807.36,700.16,805.32
434,804.46,699.46,805.64
435,808.46,700.29,805.73
436,803.64,699.52,805.53
437,804.0,699.55,804.92
438,807.86,700.53,805.27
439,804.61,699.77,804.82
440,807.11,700.27,805.45
441,804.85,700.81,805.4
442,805.18,700.37,804.91
443,806.47,700.0,805.34
444,804.56,699.26,805.38
445,805.65,699.53,805.44
446,806.48,700.3,805.89
447,805.83,699.79,805.34
448,805.89,699.95,806.0
449,803.24,700.0,792.2
450,805.04,700.0,805.37
451,805.04,700.0,805.37
452,805.04,700.0,805.37
453,805.04,700.0,805.37
454,805.04,700.0,805.37
455,805.04,700.0,805.37
456,805.04,700.0,805.37
457,805.04,700.0,805.37
458,805.04,700.0,805.37
459,805.04,700.0,805.37
460,805.04,700.0,805.37
461,805.04,700.0,805.37
462,805.04,700.0,805.37
463,805.04,700.0,805.37
464,805.04,700.0,805.37
465,805.04,700.0,805.37
466,805.04,700.0,805.37
467,805.04,700.0,805.37
468,805.04,700.0,805.37
469,805.04,700.0,805.37
470,805.04,700.0,805.37
471,805.04,700.0,805.37
472,805.04,700.0,805.37
473,805.04,700.0,805.37
474,805.04,700.0,805.37
475,805.04,700.0,805.37
476,805.04,700.0,805.37
477,805.04,700.0,805.37
478,805.04,700.0,805.37
479,805.04,700.0,805.37
480,805.04,700.0,805.37
481,805.04,700.0,805.37
482,805.04,700.0,805.37
483,805.04,700.0,805.37
484,805.04,700.0,805.37
485,805.04,700.0,805.37
486,805.04,700.0,805.37
487,805.04,700.0,805.37
488,805.04,700.0,805.37
489,805.04,700.0,805.37
490,805.04,700.0,805.37
491,805.04,700.0,805.37
492,805.04,700.0,805.37
493,805.04,700.0,805.37
494,805.04,700.0,805.37
495,805.04,700.0,805.37
496,805.04,700.0,805.37
497,805.04,700.0,805.37
498,805.04,700.0,805.37
499,514.49,700.0,805.37
500,803.63,700.0,806.06
501,804.06,338.34,813.46
502,805.23,698.91,803.67
503,806.88,699.82,806.63
504,803.52,699.42,805.0
505,805.73,700.06,805.11
506,805.42,699.5,805.28
507,805.32,699.64,804.88
508,804.75,699.17,805.46
509,806.09,700.11,805.33
510,805.46,700.07,805.33
511,806.26,700.25,805.55
512,805.1,700.08,805.54
513,803.8,699.78,805.63
514,805.08,699.56,804.97
515,805.81,700.1,805.38
516,807.0,700.19,805.67
517,802.85,699.65,805.8
518,808.14,700.62,805.23
519,805.46,699.93,805.69
520,803.6,699.76,805.55
521,803.74,699.97,805.54
522,807.45,700.28,805.12
523,806.8,700.15,805.24
524,807.69,700.12,805.39
525,802.76,699.75,805.15
526,805.49,699.63,804.76
527,806.44,700.52,805.41
528,804.95,700.03,805.15
529,804.61,700.06,805.31
530,806.65,700.37,805.07
531,803.28,700.1,805.32
532,804.84,700.3,805.26
533,806.84,700.18,806.02
534,801.49,699.83,804.99
535,805.93,699.77,805.28
536,805.53,699.92,805.43
537,807.16,700.29,805.61
538,805.82,699.92,805.47
539,805.27,699.76,805.35
540,805.38,700.44,805.06
541,802.0,699.41,805.55
542,807.97,699.72,805.65
543,803.71,700.18,805.05
544,805.02,699.9,805.27
545,806.1,700.34,805.55
546,800.98,699.16,804.99
547,805.83,700.36,805.23
548,805.19,699.72,804.98
549,804.85,700.03,805.09
550,806.23,700.41,805.14
551,805.21,699.41,805.2
552,807.14,699.89,805.06
553,803.8,699.83,805.47
554,805.91,700.18,804.94
555,805.73,700.18,805.39
556,803.2,699.26,805.54
557,806.09,700.38,804.97
558,805.95,700.05,805.78
559,804.27,699.99,804.94
560,803.44,699.94,805.09
561,807.25,699.71,805.29
562,804.46,699.75,804.74
563,807.32,700.31,805.09
564,803.67,699.75,805.68
565,806.24,699.98,805.26
566,805.06,700.26,805.51
567,803.96,699.37,804.86
568,806.71,700.46,805.56
569,802.79,699.01,805.04
570,806.22,700.67,805.27
571,805.67,700.09,805.22
572,803.59,700.1,805.23
573,806.8,699.88,805.82
574,806.21,700.14,805.2
575,802.87,699.38,804.8
576,805.85,700.36,805.56
577,805.6,699.49,804.83
578,805.72,700.1,806.1
579,806.79,700.37,805.21
580,804.55,699.68,805.2
581,804.21,699.82,805.68
582,807.6,700.7,804.73
583,805.74,699.58,804.81
584,804.68,699.47,805.53
585,805.15,699.41,806.1
586,806.0,700.15,805.19
587,804.46,699.6,805.02
588,808.88,700.47,805.94
589,807.43,700.08,804.96
590,804.19,699.28,805.06
591,803.29,699.87,805.39
592,806.69,699.95,804.92
593,806.34,700.49,805.54
594,806.12,700.61,805.35
595,805.02,700.53,805.65
596,804.12,699.88,805.54
597,805.59,700.39,805.71
598,802.26,699.76,805.58
599,806.72,700.34,805.66
600,805.18,700.37,805.48
601,807.1,700.03,805.83
602,804.71,699.96,805.1
603,803.47,699.92,805.93
604,805.46,700.08,805.52
605,806.05,700.4,805.64
606,804.85,699.68,805.5
607,804.54,699.94,805.85
608,805.44,700.36,805.57
609,805.39,699.91,805.55
610,802.53,699.46,805.0
611,806.02,699.92,805.17
612,808.21,700.56,805.77
613,804.38,700.06,804.73
614,805.17,700.18,805.15
615,804.79,699.82,805.39
616,803.4,700.31,805.12
617,806.86,700.5,805.37
618,803.24,699.84,805.6
619,805.07,700.57,805.41
620,803.59,699.82,805.69
621,807.9,699.76,805.72
622,805.67,700.46,805.7
623,805.42,699.97,805.82
624,807.32,699.93,804.96
625,802.14,699.84,805.26
626,807.56,700.86,805.37
627,804.1,699.54,805.11
628,806.36,700.19,805.34
629,805.41,699.56,805.21
630,804.46,700.12,805.26
631,806.05,700.24,805.17
632,807.62,700.31,805.4
633,803.86,699.78,805.45
634,806.02,700.73,805.4
635,800.74,699.3,805.49
636,807.49,700.58,805.68
637,807.8,700.49,805.26
638,802.51,699.53,804.98
639,805.67,700.07,804.98
640,807.02,699.85,805.38
641,805.48,700.02,805.63
642,805.17,700.25,805.55
643,804.8,699.38,805.12
644,802.9,700.1,805.13
645,806.19,700.17,805.27
646,803.12,699.78,805.8
647,805.68,699.71,804.95
648,803.9,700.23,805.41
649,806.35,700.48,805.65
650,802.7,699.53,805.31
651,808.23,700.59,805.6
652,805.39,700.06,804.89
653,803.64,699.71,805.83
654,804.83,700.09,805.59
655,805.16,699.53,805.25
656,804.57,700.21,805.42
657,806.04,700.06,805.5
658,804.06,699.89,805.38
659,807.55,700.67,805.4
660,803.02,699.64,805.34
661,806.57,700.15,804.9
662,802.86,699.99,805.62
663,808.73,700.46,805.66
664,802.87,699.79,805.12
665,806.39,699.75,805.64
666,803.55,699.53,805.61
667,806.26,700.58,804.94
668,805.35,700.5,805.24
669,804.52,700.36,805.69
670,803.66,700.1,805.0
671,805.9,699.86,805.39
672,804.04,699.82,805.42
673,804.81,700.06,805.58
674,804.53,700.33,805.51
675,804.0,699.73,805.59
676,805.21,699.72,805.39
677,805.95,700.39,805.64
678,803.11,699.41,805.99
679,807.78,699.77,804.79
680,806.17,700.02,805.83
681,804.51,699.99,805.3
682,804.93,699.48,805.19
683,805.48,700.22,805.93
684,802.58,699.56,805.57
685,807.93,699.98,806.03
686,803.47,699.56,805.44
687,804.75,700.03,805.4
688,804.87,699.56,805.58
689,807.2,700.45,805.57
690,805.23,699.78,805.12
691,802.92,700.23,805.66
692,805.32,699.68,805.39
693,804.01,700.0,805.07
694,806.6,700.16,805.68
695,806.62,700.23,805.57
696,802.79,699.65,805.72
697,806.79,700.01,805.29
698,804.79,700.25,805.65
699,803.59,700.02,805.93
700,802.13,699.61,805.09
701,805.7,699.74,805.12
702,805.32,700.09,805.82
703,806.42,700.22,805.03
704,802.57,699.8,805.22
705,805.07,700.16,805.34
706,805.27,700.12,805.17
707,808.05,700.02,805.55
708,802.88,700.1,805.48
709,805.49,699.86,805.53
710,804.28,699.54,805.07
711,806.03,700.1,805.26
712,805.16,699.77,805.61
713,804.97,700.54,805.51
714,804.12,700.33,805.15
715,804.65,700.21,805.59
716,805.59,700.01,805.36
717,804.8,699.91,805.44
718,804.86,700.0,805.14
719,806.07,700.47,805.28
720,804.63,700.08,805.17
721,803.05,699.68,805.46
722,806.67,700.49,805.57
723,803.25,699.84,805.47
724,804.98,700.09,805.36
725,807.3,700.38,805.28
726,801.67,699.92,804.93
727,807.61,700.18,805.35
728,804.93,700.0,805.88
729,803.43,699.75,805.27
730,805.81,699.73,805.13
731,805.94,699.75,805.63
732,805.98,699.87,805.19
733,806.23,700.11,804.92
734,804.21,700.13,805.51
735,804.27,699.92,804.83
736,806.05,700.01,805.2
737,805.44,700.16,805.43
738,807.91,698.81,805.19
739,804.49,701.09,805.31
740,804.88,700.43,805.25
741,805.25,700.39,805.48
742,806.71,700.4,805.93
743,803.14,699.46,805.5
744,805.73,700.08,805.44
745,803.46,700.1,805.48
746,805.59,699.39,805.52
747,805.85,699.49,804.88
748,806.11,699.93,805.41
749,803.4,699.56,805.46
750,807.69,700.02,805.16
751,806.7,700.06,805.47
752,805.91,700.11,805.49
753,804.81,700.0,805.59
754,805.33,699.98,805.11
755,805.04,700.01,804.37
756,802.89,699.43,805.79
757,807.44,700.18,805.39
758,803.73,699.98,805.46
759,807.62,700.56,805.35
760,802.31,699.68,805.09
761,805.46,699.78,805.4
762,806.45,700.15,805.16
763,804.89,699.72,805.31
764,806.14,699.81,805.5
765,804.63,699.67,805.53
766,807.89,700.19,805.6
767,802.33,700.26,804.84
768,805.8,700.15,804.96
769,806.62,700.66,805.45
770,801.75,699.53,805.49
771,807.49,700.14,805.5
772,804.58,699.76,804.97
773,804.23,699.58,805.37
774,806.5,699.66,805.19
775,805.79,700.0,805.85
776,805.73,700.31,804.95
777,804.76,700.16,805.19
778,804.3,699.88,805.62
779,806.43,700.51,805.21
780,805.7,700.16,805.43
781,805.11,699.35,804.9
782,805.58,700.64,805.33
783,805.53,700.26,805.56
784,802.99,700.27,805.45
785,805.09,699.81,805.23
786,806.01,700.54,805.52
787,805.77,700.25,805.39
788,804.9,700.05,805.41
789,805.0,699.67,805.17
790,805.54,699.67,805.07
791,806.39,699.8,805.25
792,806.12,699.91,805.59
793,805.18,700.59,805.06
794,805.94,699.78,805.15
795,804.91,699.53,805.56
796,804.55,700.12,806.07
797,803.65,699.48,805.37
798,809.49,700.0,790.83
799,805.04,700.0,805.37
800,805.04,700.0,805.37
801,805.04,700.0,805.37
802,805.04,700.0,805.37
803,805.04,700.0,805.37
804,805.04,700.0,805.37
805,805.04,700.0,805.37
806,805.04,700.0,805.37
807,805.04,700.0,805.37
808,805.04,700.0,805.37
809,805.04,700.0,805.37
810,805.04,700.0,805.37
811,805.04,700.0,805.37
812,805.04,700.0,805.37
813,805.04,700.0,805.37
814,805.04,700.0,805.37
815,805.04,700.0,805.37
816,805.04,700.0,805.37
817,805.04,700.0,805.37
818,805.04,700.0,805.37
819,805.04,700.0,805.37
820,805.04,700.0,805.37
821,805.04,700.0,805.37
822,805.04,700.0,805.37
823,805.04,700.0,805.37
824,805.04,700.0,805.37
825,805.04,700.0,805.37
826,805.04,700.0,805.37
827,805.04,700.0,805.37
828,805.04,700.0,805.37
829,805.04,700.0,805.37
830,805.04,700.0,805.37
831,805.04,700.0,805.37
832,805.04,700.0,805.37
833,805.04,700.0,805.37
834,805.04,700.0,805.37
835,805.04,700.0,805.37
836,805.04,700.0,805.37
837,805.04,700.0,805.37
838,805.04,700.0,805.37
839,805.04,700.0,805.37
840,805.04,700.0,805.37
841,805.04,700.0,805.37
842,805.04,700.0,805.37
843,805.04,700.0,805.37
844,805.04,700.0,805.37
845,805.04,700.0,805.37
846,805.04,700.0,805.37
847,805.04,700.0,805.37
848,805.04,700.0,805.37
849,805.04,700.0,805.37
850,805.04,700.0,805.37
851,805.04,700.0,805.37
852,805.04,700.0,805.37
853,805.04,700.0,805.37
854,805.04,700.0,805.37
855,805.04,700.0,805.37
856,805.04,700.0,805.37
857,805.04,700.0,805.37
858,805.04,700.0,805.37
859,805.04,700.0,805.37
860,805.04,700.0,805.37
861,805.04,700.0,805.37
862,805.04,700.0,805.37
863,805.04,700.0,805.37
864,805.04,700.0,805.37
865,805.04,700.0,805.37
866,805.04,700.0,805.37
867,805.04,700.0,805.37
868,805.04,700.0,805.37
869,805.04,700.0,805.37
870,805.04,700.0,805.37
871,805.04,700.0,805.37
872,805.04,700.0,805.37
873,805.04,700.0,805.37
874,805.04,700.0,805.37
875,805.04,700.0,805.37
876,805.04,700.0,805.37
877,805.04,700.0,805.37
878,805.04,700.0,805.37
879,805.04,700.0,805.37
880,805.04,700.0,805.37
881,805.04,700.0,805.37
882,805.04,700.0,805.37
883,805.04,700.0,805.37
884,805.04,700.0,805.37
885,805.04,700.0,805.37
886,805.04,700.0,805.37
887,805.04,700.0,805.37
888,805.04,700.0,805.37
889,805.04,700.0,805.37
890,805.04,700.0,805.37
891,805.04,700.0,805.37
892,805.04,700.0,805.37
893,805.04,700.0,805.37
894,805.04,700.0,805.37
895,805.04,700.0,805.37
896,805.04,700.0,805.37
897,805.04,700.0,805.37
898,805.04,700.0,805.37
899,805.04,700.0,805.37
900,805.04,700.0,805.37
901,805.04,700.0,805.37
902,805.04,700.0,805.37
903,805.04,700.0,805.37
904,805.04,700.0,805.37
905,805.04,700.0,805.37
906,805.04,700.0,805.37
907,805.04,700.0,805.37
908,805.04,700.0,805.37
909,805.04,700.0,805.37
910,805.04,700.0,805.37
911,805.04,700.0,805.37
912,805.04,700.0,805.37
913,805.04,700.0,805.37
914,805.04,700.0,805.37
915,805.04,700.0,805.37
916,805.04,700.0,805.37
917,805.04,700.0,805.37
918,805.04,700.0,805.37
919,805.04,700.0,805.37
920,805.04,700.0,805.37
921,805.04,700.0,805.37
922,805.04,700.0,805.37
923,805.04,700.0,805.37
924,805.04,700.0,805.37
925,805.04,700.0,805.37
926,805.04,700.0,805.37
927,805.04,700.0,805.37
928,805.04,700.0,805.37
929,805.04,700.0,805.37
930,805.04,700.0,805.37
931,805.04,700.0,805.37
932,805.04,700.0,805.37
933,805.04,700.0,805.37
934,805.04,700.0,805.37
935,805.04,700.0,805.37
936,805.04,700.0,805.37
937,805.04,700.0,805.37
938,805.04,700.0,805.37
939,805.04,700.0,805.37
940,805.04,700.0,805.37
941,805.04,700.0,805.37
942,805.04,700.0,805.37
943,805.04,700.0,805.37
944,805.04,700.0,805.37
945,805.04,700.0,805.37
946,805.04,700.0,805.37
947,805.04,700.0,805.37
948,805.04,700.0,805.37
949,805.04,700.0,805.37
950,775.91,700.0,507.44
951,806.24,700.0,819.34
952,804.15,700.13,803.99
953,805.08,699.04,805.48
954,805.79,699.81,804.95
955,804.87,699.42,805.47
956,806.31,700.51,805.6
957,802.2,699.77,805.12
958,807.84,700.29,805.36
959,804.3,699.91,805.23
960,804.26,699.63,805.24
961,806.05,700.0,805.5
962,806.39,700.45,805.8
963,806.05,699.43,805.48
964,805.2,700.0,805.63
965,802.79,699.8,805.24
966,806.33,700.04,805.27
967,806.17,699.93,805.34
968,807.02,700.12,805.45
969,803.11,699.51,805.34
970,806.99,700.32,805.27
971,803.49,699.85,805.28
972,805.82,699.7,805.33
973,804.37,700.38,805.15
974,804.81,700.16,805.22
975,806.03,700.28,805.51
976,806.0,699.93,805.13
977,804.42,699.77,805.12
978,804.0,700.02,805.46
979,806.05,700.2,805.5
980,803.88,700.16,804.94
981,806.37,699.58,805.46
982,806.08,699.87,805.45
983,804.63,699.83,805.34
984,805.79,700.01,805.12
985,803.91,699.86,805.0
986,803.79,699.68,805.63
987,806.76,699.68,805.19
988,805.6,700.22,805.39
989,804.05,699.5,805.75
990,804.81,700.32,805.31
991,807.6,700.91,805.42
992,805.67,700.25,805.78
