From date,To date,MPDA_kW,AIT_400_001A_P.PV,FIT_200_001A_P.PV,FIT_200_002A_P.PV,FIT_200_004A_P.PV,FIT_400_001A_P.PV,FIT_400_002A_P.PV,LT_200_002A_P.PV,P_200_001A_P.RPM_MV,P_200_002A_P.RPM_MV,P_400_001A_P.RPM_MV,P_400_002A_P.RPM_MV,PDIT_200_001A_P.PV,PDIT_400_001A_P.PV,PDIT_400_002A_P.PV,PIT_400_003A_P.PV,PT_200_005A_P.PV,PT_200_006A_P.PV,PT_200A_Tags.Q_Filtrate_PV,Q_400_002A,PT_400_002A_P.PV,Q_400_001A_P.PV,RO_300A_Tags.RO.Recovery
2023-05-01 06:45:46,2023-05-01 07:00:46,537.49,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 07:00:46,2023-05-01 07:15:46,537.49,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 07:15:46,2023-05-01 07:30:46,537.49,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 07:30:46,2023-05-01 07:45:46,537.49,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 07:45:46,2023-05-01 08:00:46,537.49,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 08:00:46,2023-05-01 08:15:46,537.49,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 08:15:46,2023-05-01 08:30:46,537.49,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 08:30:46,2023-05-01 08:45:46,537.49,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 08:45:46,2023-05-01 09:00:46,537.49,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 09:00:46,2023-05-01 09:15:46,537.49,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 09:15:46,2023-05-01 09:30:46,537.49,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 09:30:46,2023-05-01 09:45:46,537.49,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 09:45:46,2023-05-01 10:00:46,537.49,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 10:00:46,2023-05-01 10:15:46,537.49,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 10:15:46,2023-05-01 10:30:46,339.82,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 10:30:46,2023-05-01 10:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 10:45:46,2023-05-01 11:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 11:00:46,2023-05-01 11:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 11:15:46,2023-05-01 11:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 11:30:46,2023-05-01 11:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 11:45:46,2023-05-01 12:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 12:00:46,2023-05-01 12:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 12:15:46,2023-05-01 12:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 12:30:46,2023-05-01 12:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 12:45:46,2023-05-01 13:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 13:00:46,2023-05-01 13:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 13:15:46,2023-05-01 13:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 13:30:46,2023-05-01 13:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 13:45:46,2023-05-01 14:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 14:00:46,2023-05-01 14:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 14:15:46,2023-05-01 14:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 14:30:46,2023-05-01 14:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 14:45:46,2023-05-01 15:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 15:00:46,2023-05-01 15:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 15:15:46,2023-05-01 15:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 15:30:46,2023-05-01 15:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 15:45:46,2023-05-01 16:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 16:00:46,2023-05-01 16:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 16:15:46,2023-05-01 16:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 16:30:46,2023-05-01 16:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 16:45:46,2023-05-01 17:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 17:00:46,2023-05-01 17:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 17:15:46,2023-05-01 17:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 17:30:46,2023-05-01 17:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 17:45:46,2023-05-01 18:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 18:00:46,2023-05-01 18:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 18:15:46,2023-05-01 18:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 18:30:46,2023-05-01 18:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 18:45:46,2023-05-01 19:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 19:00:46,2023-05-01 19:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 19:15:46,2023-05-01 19:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 19:30:46,2023-05-01 19:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 19:45:46,2023-05-01 20:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 20:00:46,2023-05-01 20:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 20:15:46,2023-05-01 20:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 20:30:46,2023-05-01 20:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 20:45:46,2023-05-01 21:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 21:00:46,2023-05-01 21:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 21:15:46,2023-05-01 21:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 21:30:46,2023-05-01 21:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 21:45:46,2023-05-01 22:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 22:00:46,2023-05-01 22:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 22:15:46,2023-05-01 22:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 22:30:46,2023-05-01 22:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 22:45:46,2023-05-01 23:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 23:00:46,2023-05-01 23:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 23:15:46,2023-05-01 23:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 23:30:46,2023-05-01 23:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-01 23:45:46,2023-05-02 00:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 00:00:46,2023-05-02 00:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 00:15:46,2023-05-02 00:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 00:30:46,2023-05-02 00:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 00:45:46,2023-05-02 01:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 01:00:46,2023-05-02 01:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 01:15:46,2023-05-02 01:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 01:30:46,2023-05-02 01:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 01:45:46,2023-05-02 02:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 02:00:46,2023-05-02 02:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 02:15:46,2023-05-02 02:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 02:30:46,2023-05-02 02:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 02:45:46,2023-05-02 03:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 03:00:46,2023-05-02 03:15:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 03:15:46,2023-05-02 03:30:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 03:30:46,2023-05-02 03:45:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
2023-05-02 03:45:46,2023-05-02 04:00:46,0.00,217.32,0.37,0.47,0.01,0.36,0.64,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.45,0.00,1.43,1.02,0.59,0.00,0.00,0.00
