From date,To date,MPDB_kW,AIT_400_001B_P.PV,FIT_200_001B_P.PV,FIT_200_002B_P.PV,FIT_200_004B_P.PV,FIT_400_001B_P.PV,FIT_400_002B_P.PV,LT_200_002B_P.PV,P_200_001B_P.RPM_MV,P_200_002B_P.RPM_MV,P_400_001B_P.RPM_MV,P_400_002B_P.RPM_MV,PDIT_200_001B_P.PV,PDIT_400_001B_P.PV,PDIT_400_002B_P.PV,PIT_400_003B_P.PV,PT_200_005B_P.PV,PT_200_006B_P.PV,PT_200B_Tags.Q_Filtrate_PV,Q_400_002B,PT_400_002B_P.PV,Q_400_001B_P.PV,RO_300B_Tags.RO.Recovery
2023-05-01 05:45:46,2023-05-01 06:00:46,70.40,0.00,0.64,0.58,0.03,0.44,0.39,7.63,0.00,0.00,0.00,0.00,0.00,0.51,0.14,2.35,0.00,2.39,0.80,0.39,0.64,0.00,0.00
2023-05-01 06:00:46,2023-05-01 06:15:46,70.40,0.00,0.48,0.57,0.03,0.37,0.48,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.90,0.48,0.63,0.00,0.00
2023-05-01 06:15:46,2023-05-01 06:30:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 06:30:46,2023-05-01 06:45:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 06:45:46,2023-05-01 07:00:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 07:00:46,2023-05-01 07:15:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 07:15:46,2023-05-01 07:30:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 07:30:46,2023-05-01 07:45:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 07:45:46,2023-05-01 08:00:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 08:00:46,2023-05-01 08:15:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 08:15:46,2023-05-01 08:30:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 08:30:46,2023-05-01 08:45:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 08:45:46,2023-05-01 09:00:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 09:00:46,2023-05-01 09:15:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 09:15:46,2023-05-01 09:30:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 09:30:46,2023-05-01 09:45:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 09:45:46,2023-05-01 10:00:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 10:00:46,2023-05-01 10:15:46,70.40,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 10:15:46,2023-05-01 10:30:46,44.51,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 10:30:46,2023-05-01 10:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 10:45:46,2023-05-01 11:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 11:00:46,2023-05-01 11:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 11:15:46,2023-05-01 11:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 11:30:46,2023-05-01 11:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 11:45:46,2023-05-01 12:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 12:00:46,2023-05-01 12:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 12:15:46,2023-05-01 12:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 12:30:46,2023-05-01 12:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 12:45:46,2023-05-01 13:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 13:00:46,2023-05-01 13:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 13:15:46,2023-05-01 13:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 13:30:46,2023-05-01 13:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 13:45:46,2023-05-01 14:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 14:00:46,2023-05-01 14:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 14:15:46,2023-05-01 14:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 14:30:46,2023-05-01 14:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 14:45:46,2023-05-01 15:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 15:00:46,2023-05-01 15:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 15:15:46,2023-05-01 15:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 15:30:46,2023-05-01 15:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 15:45:46,2023-05-01 16:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 16:00:46,2023-05-01 16:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 16:15:46,2023-05-01 16:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 16:30:46,2023-05-01 16:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 16:45:46,2023-05-01 17:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 17:00:46,2023-05-01 17:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 17:15:46,2023-05-01 17:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 17:30:46,2023-05-01 17:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 17:45:46,2023-05-01 18:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 18:00:46,2023-05-01 18:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 18:15:46,2023-05-01 18:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 18:30:46,2023-05-01 18:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 18:45:46,2023-05-01 19:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 19:00:46,2023-05-01 19:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 19:15:46,2023-05-01 19:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 19:30:46,2023-05-01 19:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 19:45:46,2023-05-01 20:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 20:00:46,2023-05-01 20:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 20:15:46,2023-05-01 20:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 20:30:46,2023-05-01 20:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 20:45:46,2023-05-01 21:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 21:00:46,2023-05-01 21:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 21:15:46,2023-05-01 21:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 21:30:46,2023-05-01 21:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 21:45:46,2023-05-01 22:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 22:00:46,2023-05-01 22:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 22:15:46,2023-05-01 22:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 22:30:46,2023-05-01 22:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 22:45:46,2023-05-01 23:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 23:00:46,2023-05-01 23:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 23:15:46,2023-05-01 23:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 23:30:46,2023-05-01 23:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-01 23:45:46,2023-05-02 00:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 00:00:46,2023-05-02 00:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 00:15:46,2023-05-02 00:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 00:30:46,2023-05-02 00:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 00:45:46,2023-05-02 01:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 01:00:46,2023-05-02 01:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 01:15:46,2023-05-02 01:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 01:30:46,2023-05-02 01:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 01:45:46,2023-05-02 02:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 02:00:46,2023-05-02 02:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 02:15:46,2023-05-02 02:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 02:30:46,2023-05-02 02:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 02:45:46,2023-05-02 03:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 03:00:46,2023-05-02 03:15:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 03:15:46,2023-05-02 03:30:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 03:30:46,2023-05-02 03:45:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
2023-05-02 03:45:46,2023-05-02 04:00:46,0.00,0.00,0.35,0.57,0.01,0.37,0.52,7.61,0.00,0.00,0.00,0.00,0.00,0.50,0.14,2.35,0.00,2.38,0.95,0.52,0.63,0.00,0.00
