From date,To date,MPDC_kW,AIT_400_001C_P.PV,FIT_200_001C_P.PV,FIT_200_002C_P.PV,FIT_200_004C_P.PV,FIT_400_001C_P.PV,FIT_400_002C_P.PV,LT_200_002C_P.PV,P_200_001C_P.RPM_MV,P_200_002C_P.RPM_MV,P_400_001C_P.RPM_MV,P_400_002C_P.RPM_MV,PDIT_200_001C_P.PV,PDIT_400_001C_P.PV,PDIT_400_002C_P.PV,PIT_400_003C_P.PV,PT_200_005C_P.PV,PT_200_006C_P.PV,PT_200C_Tags.Q_Filtrate_PV,PT_200C_Tags.Q_RO_Feed_PV,PT_400_002C_P.PV,Q_400_001C_P.PV,RO_300C_Tags.RO.Recovery
2023-05-01 09:30:46,2023-05-01 09:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 09:45:46,2023-05-01 10:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 10:00:46,2023-05-01 10:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 10:15:46,2023-05-01 10:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 10:30:46,2023-05-01 10:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 10:45:46,2023-05-01 11:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 11:00:46,2023-05-01 11:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 11:15:46,2023-05-01 11:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 11:30:46,2023-05-01 11:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 11:45:46,2023-05-01 12:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 12:00:46,2023-05-01 12:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 12:15:46,2023-05-01 12:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 12:30:46,2023-05-01 12:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 12:45:46,2023-05-01 13:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 13:00:46,2023-05-01 13:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 13:15:46,2023-05-01 13:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 13:30:46,2023-05-01 13:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 13:45:46,2023-05-01 14:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 14:00:46,2023-05-01 14:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 14:15:46,2023-05-01 14:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 14:30:46,2023-05-01 14:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 14:45:46,2023-05-01 15:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 15:00:46,2023-05-01 15:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 15:15:46,2023-05-01 15:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 15:30:46,2023-05-01 15:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 15:45:46,2023-05-01 16:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 16:00:46,2023-05-01 16:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 16:15:46,2023-05-01 16:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 16:30:46,2023-05-01 16:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 16:45:46,2023-05-01 17:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 17:00:46,2023-05-01 17:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 17:15:46,2023-05-01 17:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 17:30:46,2023-05-01 17:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 17:45:46,2023-05-01 18:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 18:00:46,2023-05-01 18:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 18:15:46,2023-05-01 18:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 18:30:46,2023-05-01 18:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 18:45:46,2023-05-01 19:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 19:00:46,2023-05-01 19:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 19:15:46,2023-05-01 19:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 19:30:46,2023-05-01 19:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 19:45:46,2023-05-01 20:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 20:00:46,2023-05-01 20:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 20:15:46,2023-05-01 20:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 20:30:46,2023-05-01 20:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 20:45:46,2023-05-01 21:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 21:00:46,2023-05-01 21:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 21:15:46,2023-05-01 21:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 21:30:46,2023-05-01 21:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 21:45:46,2023-05-01 22:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 22:00:46,2023-05-01 22:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 22:15:46,2023-05-01 22:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 22:30:46,2023-05-01 22:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 22:45:46,2023-05-01 23:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 23:00:46,2023-05-01 23:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 23:15:46,2023-05-01 23:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 23:30:46,2023-05-01 23:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-01 23:45:46,2023-05-02 00:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 00:00:46,2023-05-02 00:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 00:15:46,2023-05-02 00:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 00:30:46,2023-05-02 00:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 00:45:46,2023-05-02 01:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 01:00:46,2023-05-02 01:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 01:15:46,2023-05-02 01:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 01:30:46,2023-05-02 01:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 01:45:46,2023-05-02 02:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 02:00:46,2023-05-02 02:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 02:15:46,2023-05-02 02:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 02:30:46,2023-05-02 02:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 02:45:46,2023-05-02 03:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 03:00:46,2023-05-02 03:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 03:15:46,2023-05-02 03:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 03:30:46,2023-05-02 03:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 03:45:46,2023-05-02 04:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 04:00:46,2023-05-02 04:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 04:15:46,2023-05-02 04:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 04:30:46,2023-05-02 04:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 04:45:46,2023-05-02 05:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 05:00:46,2023-05-02 05:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 05:15:46,2023-05-02 05:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 05:30:46,2023-05-02 05:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 05:45:46,2023-05-02 06:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 06:00:46,2023-05-02 06:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 06:15:46,2023-05-02 06:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 06:30:46,2023-05-02 06:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 06:45:46,2023-05-02 07:00:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 07:00:46,2023-05-02 07:15:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 07:15:46,2023-05-02 07:30:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
2023-05-02 07:30:46,2023-05-02 07:45:46,0,0.71,0.64,0.57,0.13,0.05,0.34,6.41,0,0,0,0,0,0.53,0.00,1.46,0.01,1.55,0.40,0.34,0.72,0.00,0
