From date,To date,FIT_900_002_P.PV,PIT_900_003_P.PV,Added by Frits for calc Power,Added by Frits for calc Power,AIT_100_003_P.PV,AIT_900_006_P.PV,PIT_100_001_P.PV,PT_100_002_P.PV,TIT_100_002_P.PV,AIT_100_001_P.PV,AIT_100_002_P.PV,FIT_100_001_P.PV,P_100_001_1_P.HOURS,P_100_001_2_P.HOURS,CV_900_004_P.CV,FIT_1000_001_P.PV,FIT_900_004_P.PV,FIT_900_005_P.PV,FIT_900_006_P.PV,PIT_900_002_1_P.PV,PIT_900_002_2_P.PV,PDIT_700_001_P.PV,Q_Brine_Pumps,PSCA_kW,PowerDesal_pf,PowerDesal_kVA
2023-05-01 04:15:46,2023-05-01 04:30:46,1399.42,141.06,49.36,0,491.12,7524.93,32.99,34.52,55.76,49.67,7.85,3954.58,31114.59,8116.57,0,2376.84,,29.01,,9.01,8.87,0.19,1486.11,49.50,0.98,1282.97
2023-05-01 04:30:46,2023-05-01 04:45:46,1400.32,140.92,49.38,0,490.58,7563.83,34.09,35.56,56.38,49.72,7.89,3760.55,31114.59,8116.82,0,2285.81,,29.46,,8.97,8.83,0.19,1491.87,49.66,0.98,1282.19
2023-05-01 04:45:46,2023-05-01 05:00:46,969.52,139.01,34.50,0,490.51,7582.96,34.22,35.70,56.72,49.72,7.90,3734.79,31114.59,8117.06,0,2773.85,,23.06,,7.95,7.71,0.19,1505.92,49.67,0.98,1142.76
2023-05-01 05:00:46,2023-05-01 05:15:46,0.00,128.68,0.00,0,490.55,7508.52,32.01,33.44,56.98,49.75,7.91,4131.84,31114.59,8117.31,0,3976.46,,0.07,,2.59,2.14,0.19,1325.19,49.74,0.98,698.86
2023-05-01 05:15:46,2023-05-01 05:30:46,0.00,127.99,0.00,0,490.41,7459.49,19.27,20.81,57.07,49.70,7.89,2957.22,31114.59,8117.46,0,3735.24,,0.06,,1.40,0.95,0.19,554.27,30.43,0.94,294.27
2023-05-01 05:30:46,2023-05-01 05:45:46,0.00,127.11,0.00,0,490.27,7456.44,2.17,3.71,56.82,49.64,7.53,0.00,31114.59,8117.46,0,498.96,,0.06,,1.23,0.78,0.18,1.16,0.00,0.90,152.92
2023-05-01 05:45:46,2023-05-01 06:00:46,0.00,126.01,0.00,0,491.74,7459.46,2.16,3.67,56.75,49.64,7.48,0.00,31114.59,8117.46,0,263.83,,0.06,,1.23,0.78,0.18,132.40,0.00,0.90,133.28
2023-05-01 06:00:46,2023-05-01 06:15:46,0.00,125.13,0.00,0,495.03,7461.89,2.15,3.66,56.74,49.63,7.77,0.00,31114.59,8117.46,0,11.54,,0.06,,1.23,0.78,0.18,1.00,-0.17,0.92,63.91
2023-05-01 06:15:46,2023-05-01 06:30:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 06:30:46,2023-05-01 06:45:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 06:45:46,2023-05-01 07:00:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 07:00:46,2023-05-01 07:15:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 07:15:46,2023-05-01 07:30:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 07:30:46,2023-05-01 07:45:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 07:45:46,2023-05-01 08:00:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 08:00:46,2023-05-01 08:15:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 08:15:46,2023-05-01 08:30:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 08:30:46,2023-05-01 08:45:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 08:45:46,2023-05-01 09:00:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 09:00:46,2023-05-01 09:15:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 09:15:46,2023-05-01 09:30:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 09:30:46,2023-05-01 09:45:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 09:45:46,2023-05-01 10:00:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 10:00:46,2023-05-01 10:15:46,0.00,124.73,0.00,0,496.69,7463.25,2.16,3.65,56.76,49.62,7.81,0.00,31114.59,8117.46,0,3.88,,0.03,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 10:15:46,2023-05-01 10:30:46,0.00,125.12,0.00,0,508.94,7449.73,2.19,3.66,56.75,49.61,7.83,0.00,31114.61,8117.46,0,3.05,,0.04,,1.23,0.78,0.19,1.00,0.00,1.00,0.00
2023-05-01 10:30:46,2023-05-01 10:45:46,0.00,125.62,0.00,0,530.84,7418.77,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.52,,0.04,,1.22,0.77,0.19,1.00,0.00,1.00,0.00
2023-05-01 10:45:46,2023-05-01 11:00:46,0.00,125.45,0.00,0,531.33,7409.21,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.42,,0.08,,1.22,0.76,0.18,1.00,0.00,1.00,0.00
2023-05-01 11:00:46,2023-05-01 11:15:46,0.00,125.77,0.00,0,531.70,7396.06,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.67,,0.08,,1.22,0.76,0.18,1.00,0.00,1.00,0.00
2023-05-01 11:15:46,2023-05-01 11:30:46,0.00,125.51,0.00,0,531.78,7382.95,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.65,,0.07,,1.22,0.76,0.18,1.00,0.00,1.00,0.00
2023-05-01 11:30:46,2023-05-01 11:45:46,0.00,125.96,0.00,0,532.15,7368.64,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.84,,0.05,,1.21,0.76,0.18,1.00,0.00,1.00,0.00
2023-05-01 11:45:46,2023-05-01 12:00:46,0.00,126.00,0.00,0,532.53,7356.13,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.70,,0.09,,1.22,0.76,0.19,1.00,0.00,1.00,0.00
2023-05-01 12:00:46,2023-05-01 12:15:46,0.00,126.05,0.00,0,532.47,7345.11,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.40,,0.07,,1.22,0.76,0.19,1.00,0.00,1.00,0.00
2023-05-01 12:15:46,2023-05-01 12:30:46,0.00,126.10,0.00,0,532.18,7336.24,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.62,,0.06,,1.21,0.76,0.19,1.00,0.00,1.00,0.00
2023-05-01 12:30:46,2023-05-01 12:45:46,0.00,125.85,0.00,0,532.26,7324.24,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.80,,0.06,,1.21,0.76,0.18,1.00,0.00,1.00,0.00
2023-05-01 12:45:46,2023-05-01 13:00:46,0.00,126.04,0.00,0,532.14,7314.36,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.63,,0.07,,1.22,0.76,0.18,1.00,0.00,1.00,0.00
2023-05-01 13:00:46,2023-05-01 13:15:46,0.00,125.62,0.00,0,531.95,7305.53,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.53,,0.08,,1.21,0.76,0.18,1.00,0.00,1.00,0.00
2023-05-01 13:15:46,2023-05-01 13:30:46,0.00,125.85,0.00,0,532.02,7297.56,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.35,,0.08,,1.21,0.76,0.19,1.00,0.00,1.00,0.00
2023-05-01 13:30:46,2023-05-01 13:45:46,0.00,126.15,0.00,0,531.68,7293.06,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.73,,0.07,,1.21,0.76,0.18,1.00,0.00,1.00,0.00
2023-05-01 13:45:46,2023-05-01 14:00:46,0.00,126.09,0.00,0,531.36,7288.07,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.71,,0.09,,1.21,0.75,0.17,1.00,0.00,1.00,0.00
2023-05-01 14:00:46,2023-05-01 14:15:46,0.00,126.25,0.00,0,531.44,7281.17,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.43,,0.06,,1.21,0.76,0.18,1.00,0.00,1.00,0.00
2023-05-01 14:15:46,2023-05-01 14:30:46,0.00,126.41,0.00,0,531.48,7272.83,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.56,,0.09,,1.20,0.75,0.18,1.00,0.00,1.00,0.00
2023-05-01 14:30:46,2023-05-01 14:45:46,0.00,126.18,0.00,0,531.05,7269.00,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.42,,0.08,,1.19,0.73,0.18,1.00,0.00,1.00,0.00
2023-05-01 14:45:46,2023-05-01 15:00:46,0.00,126.33,0.00,0,530.98,7263.94,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.68,,0.07,,1.18,0.72,0.19,1.00,0.00,1.00,0.00
2023-05-01 15:00:46,2023-05-01 15:15:46,0.00,126.46,0.00,0,530.91,7260.06,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.48,,0.06,,1.17,0.72,0.19,1.00,0.00,1.00,0.00
2023-05-01 15:15:46,2023-05-01 15:30:46,0.00,126.28,0.00,0,530.81,7256.57,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.43,,0.10,,1.17,0.71,0.19,1.00,0.00,1.00,0.00
2023-05-01 15:30:46,2023-05-01 15:45:46,0.00,126.25,0.00,0,530.78,7254.92,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.64,,0.08,,1.16,0.70,0.19,1.00,0.00,1.00,0.00
2023-05-01 15:45:46,2023-05-01 16:00:46,0.00,126.37,0.00,0,530.56,7254.15,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.77,,0.06,,1.16,0.70,0.19,1.00,0.00,1.00,0.00
2023-05-01 16:00:46,2023-05-01 16:15:46,0.00,126.26,0.00,0,530.50,7254.28,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.44,,0.08,,1.16,0.70,0.19,1.00,0.00,1.00,0.00
2023-05-01 16:15:46,2023-05-01 16:30:46,0.00,126.27,0.00,0,530.41,7255.39,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.36,,0.06,,1.14,0.69,0.19,1.00,0.00,1.00,0.00
2023-05-01 16:30:46,2023-05-01 16:45:46,0.00,126.21,0.00,0,529.68,7256.49,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.59,,0.07,,1.14,0.68,0.19,1.00,0.00,1.00,0.00
2023-05-01 16:45:46,2023-05-01 17:00:46,0.00,125.86,0.00,0,529.79,7259.38,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.43,,0.08,,1.14,0.68,0.19,1.00,0.00,1.00,0.00
2023-05-01 17:00:46,2023-05-01 17:15:46,0.00,125.93,0.00,0,529.75,7260.28,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.97,,0.07,,1.13,0.67,0.19,1.00,0.00,1.00,0.00
2023-05-01 17:15:46,2023-05-01 17:30:46,0.00,125.80,0.00,0,528.82,7261.44,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.66,,0.07,,1.12,0.67,0.19,1.00,0.00,1.00,0.00
2023-05-01 17:30:46,2023-05-01 17:45:46,0.00,125.79,0.00,0,528.43,7262.53,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.67,,0.08,,1.11,0.67,0.19,1.00,0.00,1.00,0.00
2023-05-01 17:45:46,2023-05-01 18:00:46,0.00,125.24,0.00,0,528.36,7263.19,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.64,,0.06,,1.11,0.66,0.19,1.00,0.00,1.00,0.00
2023-05-01 18:00:46,2023-05-01 18:15:46,0.00,125.13,0.00,0,528.14,7266.03,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.41,,0.06,,1.10,0.65,0.19,1.00,0.00,1.00,0.00
2023-05-01 18:15:46,2023-05-01 18:30:46,0.00,125.33,0.00,0,527.55,7269.47,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.42,,0.08,,1.10,0.65,0.19,1.00,0.00,1.00,0.00
2023-05-01 18:30:46,2023-05-01 18:45:46,0.00,125.26,0.00,0,527.26,7272.25,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.77,,0.07,,1.09,0.64,0.19,1.00,0.00,1.00,0.00
2023-05-01 18:45:46,2023-05-01 19:00:46,0.00,125.25,0.00,0,527.31,7274.35,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.47,,0.06,,1.09,0.64,0.19,1.00,0.00,1.00,0.00
2023-05-01 19:00:46,2023-05-01 19:15:46,0.00,125.15,0.00,0,528.02,7276.95,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.67,,0.09,,1.08,0.63,0.19,1.00,0.00,1.00,0.00
2023-05-01 19:15:46,2023-05-01 19:30:46,0.00,125.16,0.00,0,527.81,7281.51,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.41,,0.07,,1.07,0.63,0.19,1.00,0.00,1.00,0.00
2023-05-01 19:30:46,2023-05-01 19:45:46,0.00,125.33,0.00,0,527.89,7284.15,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.49,,0.07,,1.07,0.62,0.19,1.00,0.00,1.00,0.00
2023-05-01 19:45:46,2023-05-01 20:00:46,0.00,125.35,0.00,0,528.37,7289.34,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.47,,0.08,,1.06,0.62,0.19,1.00,0.00,1.00,0.00
2023-05-01 20:00:46,2023-05-01 20:15:46,0.00,125.33,0.00,0,528.59,7294.24,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.50,,0.07,,1.06,0.62,0.19,1.00,0.00,1.00,0.00
2023-05-01 20:15:46,2023-05-01 20:30:46,0.00,125.69,0.00,0,528.61,7300.53,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.49,,0.09,,1.06,0.61,0.18,1.00,0.00,1.00,0.00
2023-05-01 20:30:46,2023-05-01 20:45:46,0.00,125.84,0.00,0,528.66,7305.10,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.40,,0.07,,1.05,0.61,0.18,1.00,0.00,1.00,0.00
2023-05-01 20:45:46,2023-05-01 21:00:46,0.00,125.54,0.00,0,528.76,7311.22,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.54,,0.06,,1.05,0.60,0.19,1.00,0.00,1.00,0.00
2023-05-01 21:00:46,2023-05-01 21:15:46,0.00,125.60,0.00,0,528.75,7316.54,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.33,,0.06,,1.04,0.60,0.19,1.00,0.00,1.00,0.00
2023-05-01 21:15:46,2023-05-01 21:30:46,0.00,126.03,0.00,0,528.66,7323.67,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.72,,0.06,,1.04,0.60,0.19,1.00,0.00,1.00,0.00
2023-05-01 21:30:46,2023-05-01 21:45:46,0.00,126.49,0.00,0,528.67,7331.37,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.45,,0.09,,1.03,0.59,0.18,1.00,0.00,1.00,0.00
2023-05-01 21:45:46,2023-05-01 22:00:46,0.00,126.85,0.00,0,528.60,7337.38,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.39,,0.08,,1.03,0.59,0.18,1.00,0.00,1.00,0.00
2023-05-01 22:00:46,2023-05-01 22:15:46,0.00,127.01,0.00,0,528.53,7344.49,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.32,,0.06,,1.02,0.58,0.18,1.00,0.00,1.00,0.00
2023-05-01 22:15:46,2023-05-01 22:30:46,0.00,127.56,0.00,0,528.51,7349.87,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.48,,0.10,,1.02,0.58,0.18,1.00,0.00,1.00,0.00
2023-05-01 22:30:46,2023-05-01 22:45:46,0.00,128.19,0.00,0,528.36,7355.77,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.22,,0.06,,1.01,0.57,0.18,1.00,0.00,1.00,0.00
2023-05-01 22:45:46,2023-05-01 23:00:46,0.00,128.72,0.00,0,528.41,7361.67,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.05,,0.08,,1.01,0.57,0.18,1.00,0.00,1.00,0.00
2023-05-01 23:00:46,2023-05-01 23:15:46,0.00,128.81,0.00,0,528.46,7367.14,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.58,,0.09,,1.01,0.56,0.18,1.00,0.00,1.00,0.00
2023-05-01 23:15:46,2023-05-01 23:30:46,0.00,129.14,0.00,0,528.49,7372.61,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.74,,0.04,,1.00,0.56,0.18,1.00,0.00,1.00,0.00
2023-05-01 23:30:46,2023-05-01 23:45:46,0.00,129.38,0.00,0,528.41,7378.81,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.22,,0.05,,1.00,0.55,0.18,1.00,0.00,1.00,0.00
2023-05-01 23:45:46,2023-05-02 00:00:46,0.00,129.51,0.00,0,528.26,7385.24,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.36,,0.08,,0.99,0.55,0.18,1.00,0.00,1.00,0.00
2023-05-02 00:00:46,2023-05-02 00:15:46,0.00,129.76,0.00,0,528.29,7391.02,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.35,,0.05,,0.99,0.55,0.18,1.00,0.00,1.00,0.00
2023-05-02 00:15:46,2023-05-02 00:30:46,0.00,129.86,0.00,0,528.19,7398.65,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.33,,0.06,,0.98,0.54,0.18,1.00,0.00,1.00,0.00
2023-05-02 00:30:46,2023-05-02 00:45:46,0.00,130.00,0.00,0,528.17,7407.18,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.45,,0.06,,0.98,0.54,0.18,1.00,0.00,1.00,0.00
2023-05-02 00:45:46,2023-05-02 01:00:46,0.00,130.17,0.00,0,528.17,7414.28,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.23,,0.07,,0.98,0.53,0.18,1.00,0.00,1.00,0.00
2023-05-02 01:00:46,2023-05-02 01:15:46,0.00,130.38,0.00,0,528.15,7420.33,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.43,,0.06,,0.97,0.53,0.18,1.00,0.00,1.00,0.00
2023-05-02 01:15:46,2023-05-02 01:30:46,0.00,130.25,0.00,0,528.15,7427.93,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.02,,0.07,,0.97,0.53,0.18,1.00,0.00,1.00,0.00
2023-05-02 01:30:46,2023-05-02 01:45:46,0.00,130.48,0.00,0,528.00,7435.45,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.36,,0.09,,0.96,0.52,0.18,1.00,0.00,1.00,0.00
2023-05-02 01:45:46,2023-05-02 02:00:46,0.00,130.47,0.00,0,528.10,7442.42,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.23,,0.06,,0.96,0.52,0.18,1.00,0.00,1.00,0.00
2023-05-02 02:00:46,2023-05-02 02:15:46,0.00,130.11,0.00,0,527.90,7450.13,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.42,,0.07,,0.96,0.52,0.18,1.00,0.00,1.00,0.00
2023-05-02 02:15:46,2023-05-02 02:30:46,0.00,130.34,0.00,0,527.69,7457.43,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.36,,0.06,,0.95,0.51,0.18,1.00,0.00,1.00,0.00
2023-05-02 02:30:46,2023-05-02 02:45:46,0.00,130.38,0.00,0,527.62,7464.92,2.23,3.66,56.74,49.61,7.86,0.00,31114.61,8117.46,0,1.30,,0.09,,0.95,0.51,0.18,1.00,0.00,1.00,0.00
